first_day_in_week,last_day_in_week,POLI_main_symb_weekly_mean_diff,SHGR.TA_weekly_mean_diff_0.37,SHOM.TA_weekly_mean_diff_0.37,BSEN.TA_weekly_mean_diff_0.38,MTRX.TA_weekly_mean_diff_0.38,OPAL.TA_weekly_mean_diff_0.38,PHOE.TA_weekly_mean_diff_0.36_INT_HARL.TA_weekly_mean_diff_0.37_corr_0.81,DISI.TA_weekly_mean_diff_0.39,SRFT.TA_weekly_mean_diff_0.39,SRFT.TA_weekly_mean_diff_0.39_INT_ZMH.TA_weekly_mean_diff_0.42_corr_0.72,LDER.TA_weekly_mean_diff_0.4,OPAL.TA_weekly_mean_diff_0.38_INT_ALRPR.TA_weekly_mean_diff_0.47_corr_0.72,ZMH.TA_weekly_mean_diff_0.42,BIOV.TA_weekly_mean_diff_0.43,KNFM.TA_weekly_mean_diff_0.46,ROTS.TA_weekly_mean_diff_0.46,ALRPR.TA_weekly_mean_diff_0.47,SNEL.TA_weekly_mean_diff_0.47,OPAL.TA_weekly_mean_diff_0.38_INT_SHOM.TA_weekly_mean_diff_0.37_corr_0.77
2019-09-08,2019-09-14,0.75,8.4,4.15999755859375,-86.0,-31.6,1.279998779296875,54.312998046875,-1.7800048828125,14.2,-71.0,-0.04000015258789062,46.0799560546875,-5.0,0.4799987792968864,2.4,16.6,36.0,4.0,5.32479179687798
2019-09-15,2019-09-21,7.8,-4.5,-0.649993896484375,-2.5,66.5,0.40000152587890625,178.44593811035156,-0.4749908447265625,13.5,246.375,-0.6749992370605487,38.000144958496094,18.25,0.125,2.5,43.75,95.0,22.0,-0.25999855040572584
2019-09-22,2019-09-28,-24.0,5.2,-1.94000244140625,64.0,56.4,-1.8,104.96,-2.160009765625,0.6,1.2,0.7,18.0,2.0,-1.5200012207031364,2.2,-20.4,-10.0,-4.2,3.49200439453125
2019-09-29,2019-10-05,-5.666666666666668,-6.0,4.79998779296875,-20.0,23.0,-1.3000030517578125,369.0,0.1500244140625,11.5,-184.0,0.0,26.00006103515625,-16.0,-3.149993896484375,-24.0,-58.5,-20.0,-21.0,-6.239998779259622
2019-10-06,2019-10-12,13.0,8.333333333333334,6.900004069010417,190.0,34.666666666666664,0.7000020345052084,-3.0,-4.800008138020833,11.666666666666666,241.11111111111111,1.266666412353518,175.0005086263021,20.666666666666668,3.6666666666666665,53.666666666666664,-7.0,250.0,16.666666666666668,4.830016886401508
2019-10-13,2019-10-19,22.66666666666667,17.333333333333332,2.20001220703125,66.66666666666667,32.666666666666664,0.8333333333333334,245.66666666666666,4.833333333333333,7.666666666666667,23.0,1.0999997456868489,-5.555555555555556,3.0,3.466664632161477,47.333333333333336,9.666666666666666,-6.666666666666667,119.66666666666667,1.833343505859375
2019-10-20,2019-10-26,7.4,-7.666666666666667,4.133321126302083,-73.33333333333333,58.0,2.6666666666666665,22.666666666666668,-1.0999959309896212,6.333333333333333,78.11111111111111,0.09999974568684895,-240.0,12.333333333333334,-2.466664632161477,-1.6666666666666667,1.0,-90.0,86.33333333333333,11.022189670138888
2019-10-27,2019-11-02,13.4,-5.6,8.05999755859375,244.0,26.2,1.579998779296875,464.28,15.159997558593773,-6.2,-109.12000000000002,0.28000030517578123,31.5999755859375,17.6,-1.25999755859375,15.8,-8.6,20.0,25.2,12.734786303713918
2019-11-03,2019-11-09,-12.6,-1.8,6.6800048828125,0.0,-77.8,0.720001220703125,-6.16,-2.9,-4.6,-41.4,-1.2,-73.44012451171875,9.0,-1.74000244140625,14.0,-12.0,-102.0,66.2,4.809611669927835
2019-11-10,2019-11-16,-16.6,-6.2,5.4199951171875,-30.0,117.6,0.920001220703125,7.68,-9.5,-23.6,778.8000000000001,0.6599998474121094,-49.68006591796875,-33.0,-1.2399993896484376,-9.4,-40.4,-54.0,-54.4,4.986402124017476
2019-11-17,2019-11-23,12.6,2.2,4.7800048828125,198.0,45.2,2.579998779296875,28.08,8.0,16.0,201.6,0.6800003051757798,134.1599365234375,12.6,2.0800018310546875,-8.4,-2.0,52.0,33.2,12.332406762689352
2019-11-24,2019-11-30,-16.6,-21.6,-6.0,-290.0,-104.2,0.520001220703125,285.2,-5.74000244140625,21.8,379.32,0.3,68.64016113281251,17.4,6.439996337890625,-27.0,52.2,132.0,-70.0,-3.1200073242187503
2019-12-01,2019-12-07,9.8,-1.0,-5.7800048828125,-76.0,43.8,1.1399963378906364,37.519999999999996,4.9,-25.0,65.0,-0.28000030517577984,11.399963378906364,-2.6,-1.279998779296875,-15.0,27.0,10.0,-71.4,-6.589184399396247
2019-12-08,2019-12-14,1.2,-0.4,-5.1,22.0,49.4,-2.0199951171875115,121.43999999999998,-0.5,-25.6,153.60000000000002,0.5199996948242187,-40.39990234375023,-6.0,1.04000244140625,-30.0,83.4,20.0,1.0,10.301975097656308
2019-12-15,2019-12-21,11.6,13.0,13.24000244140625,-40.0,-26.0,3.339996337890625,88.44,3.55999755859375,1.2,0.0,-0.01999969482421875,227.1197509765625,0.0,1.239996337890625,-3.8,-26.2,68.0,-9.4,44.22155966795981
2019-12-22,2019-12-28,16.0,-1.4,3.6800048828125,62.0,29.0,1.520001220703125,15.36,-4.2199951171875,-9.2,-193.2,-0.14000015258789061,-63.84005126953125,21.0,1.660003662109375,9.6,-14.8,-42.0,4.2,5.59361191406846
2019-12-29,2020-01-04,-3.0,5.0,12.07999267578125,-4.0,77.2,4.9,4.960000000000001,1.9800048828125,21.8,222.35999999999999,0.8799995422363281,294.0,10.2,-1.8800048828125,4.0,29.2,60.0,0.4,59.19196411132813
2020-01-05,2020-01-11,-5.2,7.8,23.00000000000002,-100.0,-11.0,9.0,628.0,-1.34000244140625,8.4,-5.04,0.3400009155273409,396.0,-0.6,0.64000244140625,2.6,34.0,44.0,-9.6,207.0000000000002
2020-01-12,2020-01-18,13.0,-4.2,-10.739990234375023,290.0,106.6,-0.9400024414062387,1.7600000000000002,-1.1,30.6,-61.2,-0.5199996948242159,-392.9210205078078,-2.0,1.3,6.6,12.4,418.0,21.4,10.095617040991684
2020-01-19,2020-01-25,7.6,2.4,-0.84000244140625,-80.0,3.4,-0.23999633789063637,0.72,8.55999755859375,6.0,-3.5999999999999996,0.4399993896484375,20.159692382813457,-0.6,-1.3,1.4,32.6,-84.0,30.6,0.20159750975669385
2020-01-26,2020-02-01,-16.8,-9.8,-3.3800048828125,-22.0,-101.2,-3.420001220703125,651.24,1.1199951171875,-28.8,288.0,0.019999694824221592,752.4002685546875,-10.0,-1.75999755859375,0.6,-17.0,-220.0,-35.0,11.559620825201273
2020-02-02,2020-02-08,-11.0,-17.2,15.34000244140625,-180.0,-70.4,-2.1400024414062386,28.56,17.7800048828125,-17.4,-139.2,-0.3199996948242216,132.6801513671868,8.0,-1.820001220703125,-11.6,15.4,-62.0,-26.0,-32.82764267578704
2020-02-09,2020-02-15,4.8,14.8,-6.5199951171875,172.0,-1.0,2.4400024414062385,57.76,7.3,14.4,351.36,0.5199996948242216,-73.20007324218716,24.4,-0.34000244140623864,-12.4,-27.2,-30.0,3.4,-15.908804003894256
2020-02-16,2020-02-22,-26.6,-8.8,19.27999267578125,-70.0,18.4,5.379998779296875,168.48000000000002,2.14000244140625,20.6,197.76000000000002,0.919999694824216,893.0797973632812,9.6,0.4999999999999886,-10.2,15.4,166.0,13.8,103.72633706055582
2020-02-23,2020-02-29,-40.5,-20.0,-20.4,-484.0,-108.0,-2.8,3467.6400000000003,-19.45999755859375,-17.4,734.28,-0.11999969482421875,1226.3999999999999,-42.2,0.560003662109375,-28.6,-62.4,-438.0,-44.6,57.11999999999999
2020-03-01,2020-03-07,-107.0,-31.074996948242188,-40.44999694824219,-307.5,-163.25,-21.25,3977.875,-21.95001220703125,-45.25,2228.5625,-2.5249996185302734,18912.5,-49.25,-8.925003051757812,-60.05000305175781,-117.0,-890.0,-81.0,859.5624351501465
2020-03-08,2020-03-14,-28.6,-38.67500305175781,-62.275001525878906,-815.5,-328.0,-30.499999999999993,5978.6875,-59.32499694824219,-91.75,8693.3125,-3.8000001907348633,30591.499999999993,-94.75,-16.549999237060547,-93.34999084472656,-134.25,-1003.0,-248.0,1899.3875465393062
2020-03-15,2020-03-21,-3.2,17.15999755859375,-2.179998779296875,-207.6,127.0,-13.87999877929688,133.39999999999998,-9.839996337890625,-22.0,1438.8000000000002,-0.4400001525878906,452.4879602050783,-65.4,-4.380001831054687,-20.32000732421874,-28.0,-32.6,-45.0,30.258380395509313
2020-03-22,2020-03-28,2.8,35.84000244140625,37.6,374.4,95.6,10.960000610351562,2012.8,1.779998779296875,-9.6,-215.04,-0.31999969482421875,4129.728229980468,22.4,5.0800018310546875,-4.8,62.0,376.8,53.8,412.09602294921876
2020-03-29,2020-04-04,16.0,3.4,-6.44000244140625,131.2,77.4,6.119998168945324,-92.88,12.9,16.4,200.07999999999998,0.41999969482421873,1127.3036627197287,12.2,11.539999389648438,11.220001220703114,23.6,184.2,54.2,-39.41280314940967
2020-04-05,2020-04-11,-17.666666666666668,-7.666666666666667,11.599995930989584,-34.666666666666664,93.0,2.266672770182273,69.0,6.400004069010417,65.33333333333333,2395.555555555555,1.5333340962727864,-278.0451931423588,36.666666666666664,-4.799997965494801,15.43333943684892,58.333333333333336,-122.66666666666667,42.666666666666664,26.293394910999254
2020-04-12,2020-04-18,33.0,8.0,12.5,8.666666666666666,2.6666666666666665,-0.2666727701822727,623.3333333333334,10.566660563151041,32.666666666666664,1143.3333333333333,0.1999994913736979,76.00173950194772,35.0,4.266662597656269,36.33333333333337,40.666666666666664,-285.0,82.0,-3.333409627278409
2020-04-19,2020-04-25,32.0,19.8,10.52000732421875,-133.0,86.8,1.6600036621093637,1266.08,10.979998779296887,0.2,-2.2800000000000002,0.7200004577636705,60.09213256835897,-11.4,-1.9199981689453183,-16.74000244140625,15.2,36.2,-16.8,17.46325068362045
2020-04-26,2020-05-02,1.6,12.333333333333334,27.133321126302082,138.0,33.0,6.066660563151042,434.8888888888889,19.966674804687443,1.6666666666666667,40.55555555555556,2.366666158040367,1965.5980224609375,24.333333333333332,3.899998982747396,39.599995930989586,63.0,324.0,-6.666666666666667,164.60864922424986
2020-05-03,2020-05-09,-50.0,-10.2,-9.2199951171875,-85.6,-77.0,5.379998779296875,558.6,-0.22000732421872726,-61.2,2203.2000000000003,-0.7599998474121094,-1023.2757678222655,-36.0,-2.2,-15.6199951171875,-54.8,-190.2,-62.4,-49.60356247559189
2020-05-10,2020-05-16,32.4,-15.8,-23.2800048828125,-168.8,-20.2,-7.7199951171875,1012.3200000000002,-7.5199951171875,4.8,-48.0,-0.7400001525878906,1939.2627734374998,-10.0,-0.6799987792968807,-25.68000488281249,-7.2,-251.2,41.2,179.72152402341365
2020-05-17,2020-05-23,-4.25,14.0,13.8,156.6,128.2,-0.2,521.6,-5.640002441406239,-1.6,-28.480000000000004,0.3,-16.28,17.8,0.019998168945318185,10.480004882812466,-44.0,81.4,25.8,-2.7600000000000002
2020-05-24,2020-05-30,-3.2,-11.5,-8.17498779296875,-167.5,208.5,-2.25,28.125,5.225006103515611,6.5,108.875,-1.5249996185302752,-0.0,16.75,-2.424999237060547,6.500000000000028,-20.75,0.0,-15.5,18.393722534179688
2020-05-31,2020-06-06,13.0,2.2,1.1199951171875,-14.0,-36.8,0.45999755859375,638.4,-9.860003662109374,15.6,-146.64000000000001,0.37999954223632953,-7.3599609375,-9.4,0.4399993896484375,-9.64000244140625,4.4,-16.0,16.4,0.5151950195431709
2020-06-07,2020-06-13,-16.2,-11.75,-11.524993896484375,191.25,59.5,1.3249969482421875,11.25,0.27500152587890625,11.0,132.0,-0.125,240.15569686889648,12.0,1.4500007629394531,-7.724998474121094,2.5,181.25,5.0,-15.270581741351634
2020-06-14,2020-06-20,3.8,-22.6,-0.72000732421875,-67.0,50.0,-5.15999755859375,211.68,-1.620001220703125,-2.6,-23.400000000000002,0.059999847412109376,-569.66373046875,9.0,-1.1399993896484375,0.43999633789063636,28.0,110.4,-33.6,3.7152360351383686
2020-06-21,2020-06-27,12.999992370605561,9.2,-5.55999755859375,-168.6,-103.0,-3.5200012207031195,1370.2,-2.039996337890625,17.8,3.5600000000000005,-0.2,385.0881335449213,0.2,2.079998779296875,-8.0,19.0,-109.4,-16.8,19.571198193356363
2020-06-28,2020-07-04,-23.79999237060556,3.400002288818359,11.500001144409179,-77.39998474121094,-2.6,-4.100000190734863,60.5200331115621,5.719993591308594,10.400007629394532,49.91994140618016,0.18000001907348775,288.6397381591669,4.799990844726563,-0.2200000762939453,-12.859995651245129,-17.799984741210938,-70.39993286132812,-20.2,-47.150006885528775
2020-07-05,2020-07-11,-9.2,-3.2000022888183595,-13.440003585815429,-251.00001525878906,20.0,-1.5799985885620174,57.12006912230448,-9.659996032714844,-31.00000762939453,681.9998840331332,-0.18000001907348775,34.44407530965878,-21.99999084472656,0.02000007629394531,7.519999313354492,-19.600015258789064,-21.800067138671874,-17.4,21.23518669585683
2020-07-12,2020-07-18,-3.0,45.0,1.32000732421875,-13.0,42.0,1.1799987792968807,-88.8,4.9,25.6,844.8000000000001,0.3400001525878906,3.7759960937500185,33.0,7.060000610351563,4.5,71.4,3.2,13.2,1.5576070312410668
2020-07-19,2020-07-25,3.75,16.8,8.639990234375,262.0,58.0,1.9600006103515568,89.88,7.479998779296875,-7.8,-62.4,2.3200004577636704,-5.096001586914048,8.0,2.120001220703114,1.0,-13.0,-2.6,1.4,16.93438613280649
2020-07-26,2020-08-01,,-17.5,-4.75,18.0,157.75,0.9750022888183523,142.5,1.125,1.25,-25.9375,-0.4750003814697248,-119.92528152465732,-20.75,-0.02500152587889204,-2.0500030517578125,-5.25,-123.0,17.0,-4.631260871887173
