first_day_in_week,last_day_in_week,POLI_main_symb_weekly_mean_diff,SHGR.TA_weekly_mean_diff_0.37,SHOM.TA_weekly_mean_diff_0.37,BSEN.TA_weekly_mean_diff_0.38,MTRX.TA_weekly_mean_diff_0.38,OPAL.TA_weekly_mean_diff_0.38,PHOE.TA_weekly_mean_diff_0.36_INT_HARL.TA_weekly_mean_diff_0.37_corr_0.81,DISI.TA_weekly_mean_diff_0.39,SRFT.TA_weekly_mean_diff_0.39,SRFT.TA_weekly_mean_diff_0.39_INT_ZMH.TA_weekly_mean_diff_0.42_corr_0.72,LDER.TA_weekly_mean_diff_0.4,OPAL.TA_weekly_mean_diff_0.38_INT_ALRPR.TA_weekly_mean_diff_0.47_corr_0.72,ZMH.TA_weekly_mean_diff_0.42,BIOV.TA_weekly_mean_diff_0.43,KNFM.TA_weekly_mean_diff_0.46,ROTS.TA_weekly_mean_diff_0.46,ALRPR.TA_weekly_mean_diff_0.47,SNEL.TA_weekly_mean_diff_0.47,OPAL.TA_weekly_mean_diff_0.38_INT_SHOM.TA_weekly_mean_diff_0.37_corr_0.77
2019-03-10,2019-03-16,4.2,4.6,-0.6,-36.8,3.8,1.3200012207031364,-28.81119140625,-2.35999755859375,10.380004882812477,-33.00846621096127,0.03999977111816477,84.48007812500073,-3.1800048828125,1.839996337890625,-12.2,-5.6,64.0,16.2,-0.7920007324218818
2019-03-17,2019-03-23,-23.2,27.8,1.44000244140625,73.6,-16.4,2.1199951171875,-22.14990234375,-25.94000244140625,0.4399902343750455,7.013445410133133,0.04000015258789134,0.0,15.94000244140625,0.820001220703125,-11.0,-22.8,0.0,6.0,3.052798144519329
2019-03-24,2019-03-30,18.6,-8.6,3.3,-4.8,10.8,-0.25999755859375,1537.01953125,-5.94000244140625,0.8,8.0,0.2999996185302713,-11.959887695312501,10.0,1.64000244140625,-9.2,-12.6,46.0,-11.6,-0.857991943359375
2019-03-31,2019-04-06,16.8,15.2,5.05999755859375,-15.2,43.2,7.779998779296875,813.3481494140625,-1.87999267578125,-11.539990234375045,-122.32389648437547,0.24000015258789348,93.3599853515625,10.6,0.6,16.0,16.8,12.0,20.2,39.36677482910454
2019-04-07,2019-04-13,-2.6,1.0,6.34000244140625,20.4,60.0,2.660003662109375,606.0127148437499,-8.8800048828125,18.11999511718752,65.23198242187507,0.1,-37.24005126953125,3.6,0.879998779296875,8.8,39.4,-14.0,-27.4,16.864429711923005
2019-04-14,2019-04-20,2.6,-1.0,2.479998779296875,6.2,-24.0,-0.34000244140625,40.595966796875,-0.64000244140625,14.0,134.4,0.1400001525878892,-30.600219726562504,9.6,-0.479998779296875,-8.0,5.0,90.0,-17.6,-0.8432056396454574
2019-04-21,2019-04-27,27.0,4.4,1.979998779296875,5.0,-1.0,1.7,32.77960449218729,12.64000244140625,0.0,0.0,-0.01999969482421875,23.8,20.4,-0.320001220703125,5.2,2.4,14.0,16.4,3.365997924804687
2019-04-28,2019-05-04,-6.2,-14.4,-5.0,-50.2,-46.0,-3.579998779296875,142.00790527343662,-6.3,-1.4,1.4,-0.020000457763671875,250.59991455078125,-1.0,1.4,-17.0,10.2,-70.0,-2.0,17.899993896484375
2019-05-05,2019-05-11,-9.0,3.4,4.620001220703125,42.4,14.6,-0.620001220703125,-14.803125,1.4800048828125,-2.6,-4.680000000000001,-0.059999847412109376,-22.320043945312502,1.8,-0.25999755859375,0.0,-3.6,36.0,4.0,-2.8644063964858653
2019-05-12,2019-05-18,-1.4,-3.2,-1.620001220703125,17.2,24.4,-0.020001220703125,1164.409765625,4.7,-1.2,12.719999999999999,-0.1400001525878892,-0.36002197265624997,-10.6,-1.160003662109375,-7.4,2.4,18.0,17.0,0.032402001954615116
2019-05-19,2019-05-25,0.0,-17.8,8.74000244140625,-41.6,48.0,0.9,-72.027978515625,-3.060009765625,5.2,23.919999999999998,0.5800003051757798,57.6,4.6,0.779998779296875,2.8,15.6,64.0,17.0,7.866002197265626
2019-05-26,2019-06-01,-17.4,6.8,-6.54000244140625,-34.6,38.6,-0.5,-32.782216796875005,-5.07999267578125,5.8,52.199999999999996,0.0,82.0,9.0,-0.879998779296875,2.2,3.6,-164.0,10.6,3.270001220703125
2019-06-02,2019-06-08,7.0,3.6,4.8,31.6,-24.6,1.8,87.361083984375,-14.74000244140625,-1.8,2.52,0.31999969482421875,-54.0,-1.4,0.379998779296875,18.4,-6.4,-30.0,-2.8,8.64
2019-06-09,2019-06-15,3.0,8.0,-3.820001220703125,-24.0,-7.0,-1.0,-1.69404296875,-10.44000244140625,-1.4,29.4,0.24000015258789062,-148.0,-21.0,-2.1,3.4,2.2,148.0,13.6,3.820001220703125
2019-06-16,2019-06-22,10.2,3.4,-0.639996337890625,17.8,-27.8,-2.039996337890625,84.940693359375,-17.6199951171875,2.6,37.440000000000005,0.6400001525878907,-183.59967041015628,14.4,-1.7,-9.4,-5.8,90.0,11.4,1.3055901855602863
2019-06-23,2019-06-29,13.8,-2.2,3.35999755859375,161.8,15.8,1.8,301.982216796875,6.05999755859375,1.8,24.48,-0.6200004577636719,-36.0,13.6,2.920001220703125,-7.2,-33.8,-20.0,-3.0,6.04799560546875
2019-06-30,2019-07-06,13.8,-6.0,1.0599975585937613,264.4,92.6,4.35999755859375,38.831953125,16.0199951171875,1.0,9.6,0.6800003051757812,706.3196044921875,9.6,-3.420001220703125,-4.4,36.8,162.0,11.6,4.621586767584135
2019-07-07,2019-07-13,-16.0,-5.2,-0.5,94.0,-2.6,2.420001220703125,-3.7743945312499996,-5.47999267578125,2.8,16.24,-0.14000015258789061,159.72008056640627,5.8,-2.3,-6.0,-12.4,66.0,-43.4,-1.2100006103515626
2019-07-14,2019-07-20,12.0,4.0,-0.6399963378906364,-136.0,-30.4,-0.379998779296875,36.413671875,-5.4800048828125,33.0,72.60000000000001,1.3400001525878906,90.43970947265625,2.2,-4.139996337890636,3.2,20.0,-238.0,0.2,0.24319782715291216
2019-07-21,2019-07-27,-12.8,-14.8,5.95999755859375,124.0,7.4,1.239996337890625,19.431650390625,-2.6199951171875,17.8,153.08,-0.38000030517578126,-42.159875488281244,8.6,1.4599975585937728,4.8,9.4,-34.0,5.8,7.390375146493316
2019-07-28,2019-08-03,14.0,-10.6,1.94000244140625,-6.0,15.0,1.24000244140625,25.8890625,-8.24000244140625,4.2,19.32,0.4200004577636719,94.240185546875,4.6,2.9400024414062385,5.2,3.8,76.0,11.4,2.4056077636778355
2019-08-04,2019-08-10,-30.6,-0.2,-4.520001220703125,-126.0,-14.0,-0.820001220703125,174.73681640625,-8.759997558593772,-15.4,33.88,-1.1400001525878907,-127.9201904296875,-2.2,-3.560003662109375,4.8,33.0,156.0,20.8,3.7064065185561774
2019-08-11,2019-08-17,1.4,-3.4,1.14000244140625,-64.0,-12.0,-0.1,48.53522460937501,-4.759997558593727,16.4,-95.11999999999999,-0.5599998474121094,11.4,-5.8,-0.05999755859375,-4.0,-0.2,-114.0,-5.2,-0.114000244140625
2019-08-18,2019-08-24,-6.8,17.4,6.119995117187523,326.0,57.2,-6.5,228.24635253906249,8.85999755859375,37.2,1406.16,1.1400001525878891,-520.0,37.8,-0.9,6.2,-12.6,80.0,28.2,-39.7799682617189
2019-08-25,2019-08-31,17.8,11.2,2.5800048828124544,182.0,-25.0,-3.0,2.7744140625,-8.880004882812477,-12.6,12.6,0.41999969482422017,-102.0,-1.0,1.9200012207031136,0.0,5.8,34.0,-16.0,-7.740014648437363
2019-09-01,2019-09-07,3.8,-12.6,6.159997558593773,-40.0,-8.8,3.0,96.138046875,10.480004882812477,4.2,-15.959999999999999,0.25999984741210935,0.0,-3.8,-0.32000122070311365,13.0,26.2,0.0,12.8,18.479992675781318
