first_day_in_week,last_day_in_week,GPGB_main_symb_weekly_mean_diff,OPAL.TA_weekly_mean_diff_0.38,SNCM.TA_weekly_mean_diff_0.41
2019-03-10,2019-03-16,5.1199951171875,1.3200012207031364,2.6399993896484375
2019-03-17,2019-03-23,2.22000732421875,2.1199951171875,-0.2399993896484375
2019-03-24,2019-03-30,1.839990234375,-0.25999755859375,1.2
2019-03-31,2019-04-06,2.1,7.779998779296875,-0.8
2019-04-07,2019-04-13,0.04000244140625,2.660003662109375,-0.2
2019-04-14,2019-04-20,2.8,-0.34000244140625,1.6
2019-04-21,2019-04-27,4.15999755859375,1.7,0.7600006103515625
2019-04-28,2019-05-04,0.72000732421875,-3.579998779296875,-1.6399993896484433
2019-05-05,2019-05-11,-2.52000732421875,-0.620001220703125,0.27999877929688066
2019-05-12,2019-05-18,0.960009765625,-0.020001220703125,-1.2799987792968808
2019-05-19,2019-05-25,-0.560009765625,0.9,-0.9600006103515568
2019-05-26,2019-06-01,-4.2199951171875,-0.5,0.6199981689453182
2019-06-02,2019-06-08,-1.0,1.8,-1.3799987792968806
2019-06-09,2019-06-15,-2.0,-1.0,-0.0600006103515625
2019-06-16,2019-06-22,0.95999755859375,-2.039996337890625,-0.5199981689453181
2019-06-23,2019-06-29,13.24000244140625,1.8,-0.8800018310546818
2019-06-30,2019-07-06,-3.9800048828125,4.35999755859375,-0.060000610351556814
2019-07-07,2019-07-13,-4.2199951171875,2.420001220703125,-0.3399993896484432
2019-07-14,2019-07-20,-4.1800048828125,-0.379998779296875,-0.4
2019-07-21,2019-07-27,0.4,1.239996337890625,0.3
2019-07-28,2019-08-03,5.54000244140625,1.24000244140625,-0.2399993896484375
2019-08-04,2019-08-10,-1.64000244140625,-0.820001220703125,0.6
2019-08-11,2019-08-17,0.02000732421875,-0.1,-0.6600006103515625
2019-08-18,2019-08-24,-4.1800048828125,-6.5,-1.4600006103515568
2019-08-25,2019-08-31,-7.95999755859375,-3.0,-2.9799987792968805
2019-09-01,2019-09-07,29.94000244140625,3.0,1.7
2019-09-08,2019-09-14,-14.824996948242188,1.279998779296875,-0.5
2019-09-15,2019-09-21,5.1199951171875,0.40000152587890625,-0.3250007629394531
2019-09-22,2019-09-28,-20.5,-1.8,-2.1199981689453127
2019-09-29,2019-10-05,5.699991861979168,-1.3000030517578125,1.6999969482421875
2019-10-06,2019-10-12,11.433349609375,0.7000020345052084,2.1666666666666665
2019-10-13,2019-10-19,7.833333333333332,0.8333333333333334,1.9666646321614583
2019-10-20,2019-10-26,2.8199951171875,2.6666666666666665,0.10000101725260417
2019-10-27,2019-11-02,4.0800048828125,1.579998779296875,0.1600006103515625
2019-11-03,2019-11-09,4.6,0.720001220703125,-0.379998779296875
2019-11-10,2019-11-16,4.37999267578125,0.920001220703125,0.5199981689453125
2019-11-17,2019-11-23,6.12000732421875,2.579998779296875,-0.5600006103515625
2019-11-24,2019-11-30,3.1199951171875,0.520001220703125,0.64000244140625
2019-12-01,2019-12-07,0.5,1.1399963378906364,-2.54000244140625
2019-12-08,2019-12-14,0.6199951171875,-2.0199951171875115,-1.2
2019-12-15,2019-12-21,-7.2199951171875,3.339996337890625,-0.55999755859375
2019-12-22,2019-12-28,6.44000244140625,1.520001220703125,1.8399993896484375
2019-12-29,2020-01-04,0.67999267578125,4.9,1.1399993896484375
2020-01-05,2020-01-11,-0.039990234375,9.0,-1.079998779296875
2020-01-12,2020-01-18,21.07999267578125,-0.9400024414062387,0.1199981689453125
2020-01-19,2020-01-25,-7.25999755859375,-0.23999633789063637,-1.2
2020-01-26,2020-02-01,-15.3199951171875,-3.420001220703125,-1.2199981689453125
2020-02-02,2020-02-08,0.0199951171875,-2.1400024414062386,-2.420001220703125
2020-02-09,2020-02-15,0.0,2.4400024414062385,1.6399993896484375
2020-02-16,2020-02-22,-4.35999755859375,5.379998779296875,1.0
2020-02-23,2020-02-29,3.5999908447265625,-2.8,-2.0600006103515627
2020-03-01,2020-03-07,-14.024993896484375,-21.25,-2.2749977111816477
2020-03-08,2020-03-14,-16.54000244140625,-30.499999999999993,-12.6500015258789
2020-03-15,2020-03-21,-2.94000244140625,-13.87999877929688,-2.279998779296875
2020-03-22,2020-03-28,17.5800048828125,10.960000610351562,1.3599990844726562
2020-03-29,2020-04-04,-8.366658528645834,6.119998168945324,0.18000030517578125
2020-04-05,2020-04-11,4.866658528645833,2.266672770182273,2.3333333333333335
2020-04-12,2020-04-18,0.4,-0.2666727701822727,4.833333333333333
2020-04-19,2020-04-25,5.099995930989583,1.6600036621093637,-0.6
2020-04-26,2020-05-02,-8.4199951171875,6.066660563151042,2.9333343505859326
2020-05-03,2020-05-09,2.75999755859375,5.379998779296875,-1.0400009155273409
2020-05-10,2020-05-16,1.05999755859375,-7.7199951171875,-2.6199996948242186
2020-05-17,2020-05-23,1.3000030517578125,-0.2,1.1600006103515597
2020-05-24,2020-05-30,2.7,-2.25,0.649999618530277
2020-05-31,2020-06-06,2.524993896484375,0.45999755859375,-1.4
2020-06-07,2020-06-13,0.0800048828125,1.3249969482421875,-0.22500038146972656
2020-06-14,2020-06-20,-3.5,-5.15999755859375,1.0199996948242187
2020-06-21,2020-06-27,1.7400039672851562,-3.5200012207031195,-1.6
2020-06-28,2020-07-04,-3.920008850097656,-4.100000190734863,0.8000003814697265
2020-07-05,2020-07-11,3.72000732421875,-1.5799985885620174,-0.12000007629394531
2020-07-12,2020-07-18,0.94000244140625,1.1799987792968807,0.0
2020-07-19,2020-07-25,-10.0,1.9600006103515568,-0.7800003051757812
2020-07-26,2020-08-01,,0.9750022888183523,-0.25
