first_day_in_week,last_day_in_week,ADKA_main_symb_weekly_mean_diff,ZUR.TA_weekly_mean_diff_0.43_INT_MMAN.TA_weekly_mean_diff_0.39_corr_0.71,ANLT.TA_weekly_mean_diff_0.4_INT_ATRY.TA_weekly_mean_diff_0.42_corr_0.72,ASGR.TA_weekly_mean_diff_0.39_INT_MLSR.TA_weekly_mean_diff_0.39_corr_0.72,ASHG.TA_weekly_mean_diff_0.35_INT_ZUR.TA_weekly_mean_diff_0.43_corr_0.78,ATRY.TA_weekly_mean_diff_0.42_INT_AZRM.TA_weekly_mean_diff_0.38_corr_0.74,ELCO.TA_weekly_mean_diff_0.41_INT_FIBI.TA_weekly_mean_diff_0.4_corr_0.73,FIBIH.TA_weekly_mean_diff_0.41_INT_ELCO.TA_weekly_mean_diff_0.41_corr_0.75,MLSR.TA_weekly_mean_diff_0.39_INT_ATRY.TA_weekly_mean_diff_0.42_corr_0.75,MLSR.TA_weekly_mean_diff_0.39_INT_MZTF.TA_weekly_mean_diff_0.36_corr_0.73,MNRV.TA_weekly_mean_diff_0.43_INT_MMAN.TA_weekly_mean_diff_0.39_corr_0.73,MRIN.TA_weekly_mean_diff_0.43_INT_AZRM.TA_weekly_mean_diff_0.38_corr_0.72,MRIN.TA_weekly_mean_diff_0.43_INT_SHOM.TA_weekly_mean_diff_0.46_corr_0.72,MTDS.TA_weekly_mean_diff_0.45_INT_AZRM.TA_weekly_mean_diff_0.38_corr_0.74,NSTR.TA_weekly_mean_diff_0.38_INT_MLSR.TA_weekly_mean_diff_0.39_corr_0.82,NTGR.TA_weekly_mean_diff_0.38_INT_ZMH.TA_weekly_mean_diff_0.36_corr_0.74,OPAL.TA_weekly_mean_diff_0.47_INT_MMAN.TA_weekly_mean_diff_0.39_corr_0.74,POLI.TA_weekly_mean_diff_0.42_INT_LUMI.TA_weekly_mean_diff_0.45_corr_0.78,POLI.TA_weekly_mean_diff_0.42_INT_ZUR.TA_weekly_mean_diff_0.43_corr_0.75,ZMH.TA_weekly_mean_diff_0.36_INT_NSTR.TA_weekly_mean_diff_0.38_corr_0.77,ZUR.TA_weekly_mean_diff_0.43_INT_MRIN.TA_weekly_mean_diff_0.43_corr_0.72
2019-03-10,2019-03-16,-11.3,-12.32,20.480000000000004,48.95947265625,33.0,58.11195312500001,-96.55999999999999,-454.4,921.6,4723.2,246.40136718749181,15.799154003933177,-2.087995605468764,-19.97598388671875,-6782.400000000001,-4.642818774431944,-7.392006835937563,22.200000000000003,16.28,299.5564599609375,7.655983886718801
2019-03-17,2019-03-23,-12.15999755859375,5.4,-11.4,1875.68037109375,15.840000000000002,60.876027832031255,961.04,1406.4,1732.8,4894.400000000001,1032.0007324218705,-3.20400146484375,-0.86400146484375,24.56401123046875,13072.0,12.752001953125001,6.3599853515625,57.96000000000001,7.5600000000000005,1370.8402099609375,-1.08
2019-03-24,2019-03-30,-9.35999755859375,68.8,-269.04,-9.2800048828125,-409.6,-44.6880834960935,380.6,594.0,45.6,33.6,1874.7989501953125,14.896027832031185,-25.080000000000034,10.584019775390566,25.6,16.5999755859375,2.23597900390625,593.92,185.6,128.0,60.80000000000009
2019-03-31,2019-04-06,-4.02000732421875,20.6400146484375,421.6,-19.0400390625,116.39999999999999,-50.319958496093946,-2090.4,-748.8,-136.0,-180.8,-165.11969726532698,-20.601575781256006,35.217570654302776,-17.75998535156257,-19.2,-10.387987060546875,-26.763214794918895,111.60000000000001,-111.60000000000001,25.439999999999998,-41.759985351562435
2019-04-07,2019-04-13,-7.3199951171875,8.49603515625,162.0,10.32001953125,213.12,122.39996337890625,8065.3600000000015,13145.2,120.0,181.6,342.201416015625,-4.079998779296875,-6.34000244140625,16.3199951171875,289.6,6.40799560546875,3.138817309588194,114.24,120.96000000000001,260.64000000000004,-7.2
2019-04-14,2019-04-20,7.14000244140625,-3.4320190429687503,-446.0799999999999,-147.8403076171875,46.28,7.2160400390624995,70.2,98.8,688.8,-462.0,-15.84024902433157,1.6016099609434704,9.027201611325202,1.5840087890625,75.60000000000001,-22.655976562499998,0.4488057129085064,7.800000000000001,-6.760000000000001,17.28,9.46400634765631
2019-04-21,2019-04-27,-4.1800048828125,4.72001953125,-0.6400000000000001,45.4400390625,71.2,-3.3919921875,-42.480000000000004,-519.2,51.2,-752.0,-75.5206005871296,2.9892008788883446,5.583611059561327,1.2719970703124999,-176.0,-13.872099609374766,2.00600830078125,31.200000000000003,10.4,224.39999999999998,11.28002929687491
2019-04-28,2019-05-04,0.7199951171875,13.02398193359375,633.08,376.4794921875,241.24,87.10794189453125,-320.76,-580.8,2475.2000000000003,4638.400000000001,348.4793017581105,0.36599975585937505,0.5,27.08398193359375,6448.0,1.5199951171875115,6.300789111331105,-16.2,-199.8,62.0,0.7400000000000001
2019-05-05,2019-05-11,-3.8,-4.70001220703125,-33.599999999999994,-580.15927734375,201.0,-15.232041015624871,376.32,268.79999999999995,-1657.6,-1776.0,-16.919929198920727,4.352011718749964,-14.784003906250001,-5.984016113281201,3729.6,-1.4400000000000002,0.5828026611357927,39.68000000000001,-31.0,-45.36,-16.0
2019-05-12,2019-05-18,-10.7199951171875,13.5960107421875,74.88000000000001,-2.6400390625,-133.32000000000002,3.744008789062418,17.28,60.800000000000004,-28.8,124.0,1619.1620336919932,-0.6344052978604775,1.9764133545010913,1.456003417968718,20.8,1.4840258789062502,0.12360764160752295,-16.2,19.8,55.12,2.6840161132812
2019-05-19,2019-05-25,1.7599975585937728,-80.2722265625,675.84,3030.55908203125,375.84,0.70404296875,-48.0,-280.0,6617.6,1804.8,1197.164645999665,0.051203076168894315,22.374384912103217,0.08800537109375,4850.400000000001,-6.072005615234375,3.1140087890625003,13.44,32.48,118.67999999999999,-59.39194335937447
2019-05-26,2019-06-01,-3.7799987792968976,-0.21994628906250002,543.84,146.640380859375,-743.5999999999999,-38.0160644531247,-1997.96,-2811.2000000000003,2059.2,4336.8,-2.2394555658102036,18.921626806631537,85.93560812987387,-32.832055664062246,1840.8000000000002,18.180010986328124,-0.00999755859375,0.0,-0.0,212.4,144.5399597167969
2019-06-02,2019-06-08,-8.039996337890624,0.3639990234375,835.1999999999999,-26.5201904296875,8.64,6.239941406250273,-2590.8,-1219.2,-624.0,265.2,-647.9178173840073,-0.9983912597597082,18.432011718749997,0.7799926757812842,-733.1999999999999,1.988001708984375,-3.2759912109375,-73.08,3.48,39.48,-0.76800048828125
2019-06-09,2019-06-15,-1.54000244140625,22.352021484375,320.0,310.24013671874997,-0.0,16.800048828125,-207.39999999999998,238.0,-1120.0,694.4,426.7201000973619,-3.04080986328423,13.82840908203274,1.3440039062500002,-560.0,-8.4,2.54000244140625,22.400000000000002,-61.60000000000001,-210.0,31.8560107421875
2019-06-16,2019-06-22,5.6,0.2560009765625,-185.64,59.28037109375,-3.04,-3.64,353.6,408.0,1383.2,1489.6000000000001,-43.52008789032698,-0.76,-2.431986083984375,0.6400000000000001,2128.0,27.648017578125,-1.3056026367098092,-4.800000000000001,1.2000000000000002,403.2,1.52
2019-06-23,2019-06-29,-3.420001220703125,30.5999755859375,65.6,-171.2001953125,-1.0,54.77598999023437,2897.92,3509.2000000000003,656.0,2432.0,171.35911621153355,-20.841604345701636,-10.48319648437202,52.10399047851563,-1440.0,5.167983398437499,11.0159912109375,204.0,51.0,-244.79999999999998,-15.600006103515625
2019-06-30,2019-07-06,-8.779998779296875,8.164006347656251,-744.4799999999999,-382.3202880859375,-25.480000000000004,929.4719311523437,-388.24,2700.8,-6655.2,-4436.8,898.0418481454253,95.2543728271503,6.126784594729632,-42.84799682617187,1628.4,60.8640234375,13.690402978509665,96.60000000000001,35.88,-132.48,15.027996826171936
2019-07-07,2019-07-13,-5.55999755859375,17.808061523437498,11.8,313.599609375,-352.8,-5.6,309.68000000000006,548.8000000000001,80.0,64.0,419.76248535513565,10.639999999999999,-0.95,45.919999999999995,-560.0,20.648021240234375,-5.1304203125089405,-57.96000000000001,-115.92000000000002,40.6,-15.959999999999999
2019-07-14,2019-07-20,-10.84000244140625,-43.85648403316743,-1021.8,122.400390625,106.23596191406268,-37.43990478515714,1816.0,2996.4,1560.0,1648.0,-1661.5229931622791,0.30720624998210405,-0.20480351559816698,-16.8959570312504,584.0,-0.352021484375,-1.2235988525301218,284.8,217.91992187500037,-32.120000000000005,-4.358498193323309
2019-07-21,2019-07-27,-3.2,-1.461185009777552,98.56,133.64006347656252,160.73186035156317,-89.9358496093764,752.64,358.4,1601.6000000000001,1430.0,-117.51892822235823,-3.5915904296934835,14.6615794433652,-14.599975585937727,2823.6,91.50402099609374,-0.3223960205167532,88.80000000000001,67.43994140625028,933.9599999999999,13.825174267589976
2019-07-28,2019-08-03,7.720001220703125,3.96002197265625,-94.6,492.76047363281253,47.400000000000006,87.55997314453126,3452.0400000000004,7120.8,2134.0,1358.0,-1180.0860644504448,-29.92957138672453,-7.29440444335337,47.759985351562506,8303.199999999999,28.61203369140625,-1.6368123047053815,-145.92000000000002,38.400000000000006,196.87999999999997,11.27999267578118
2019-08-04,2019-08-10,8.320001220703125,-1.5912130859494134,192.4,532.681884765625,3.7440039062499824,31.080000000000002,-48.84,444.0,-5712.8,36284.0,-19.720100097358724,7.476007690429688,16.091220898441968,5.88,34740.0,-7.48,-0.2788024169951677,-154.0,-65.52006835937469,-198.00000000000003,16.660834521502178
2019-08-11,2019-08-17,13.85999755859375,20.81519575193531,174.84000000000003,889.438671875,-284.6157055664072,-1.8800000000000001,21.599999999999998,126.0,-1278.4,-18088.0,882.000732421875,-0.09599975585937501,-0.5471997802704572,-0.24,272.0,-5.915971679687499,0.29400024414062503,765.0,216.64777587890694,-11.6,3.3983878418058264
2019-08-18,2019-08-24,6.079998779296875,-7.992775439471053,2803.2799999999997,528.9611328125,133.47174804687577,1066.9199999999998,-344.88,6322.8,12133.599999999999,812.0,280.15916503965855,-2.856049804687384,-1.713628515601095,106.08,14987.199999999999,-120.20418457031248,13.389984130859375,29.4,5.431989746093782,4883.759999999999,-1.0864168944954495
2019-08-25,2019-08-31,-7.979998779296875,-12.001489843726148,110.39999999999999,120.39999999999999,327.73606933593715,-193.20000000000002,-638.4000000000001,-3830.4,-1978.0,3870.0,-318.23707519471645,46.03198974609385,-14.138423608392257,126.0,7929.2,3.67999267578125,1.5599853515625002,152.32,-156.94403320312486,92.2,-126.47839858397856
