first_day_in_week,last_day_in_week,ADKA_main_symb_weekly_mean_diff,ZUR.TA_weekly_mean_diff_0.43_INT_MMAN.TA_weekly_mean_diff_0.39_corr_0.71,ANLT.TA_weekly_mean_diff_0.4_INT_ATRY.TA_weekly_mean_diff_0.42_corr_0.72,ASGR.TA_weekly_mean_diff_0.39_INT_MLSR.TA_weekly_mean_diff_0.39_corr_0.72,ASHG.TA_weekly_mean_diff_0.35_INT_ZUR.TA_weekly_mean_diff_0.43_corr_0.78,ATRY.TA_weekly_mean_diff_0.42_INT_AZRM.TA_weekly_mean_diff_0.38_corr_0.74,ELCO.TA_weekly_mean_diff_0.41_INT_FIBI.TA_weekly_mean_diff_0.4_corr_0.73,FIBIH.TA_weekly_mean_diff_0.41_INT_ELCO.TA_weekly_mean_diff_0.41_corr_0.75,MLSR.TA_weekly_mean_diff_0.39_INT_ATRY.TA_weekly_mean_diff_0.42_corr_0.75,MLSR.TA_weekly_mean_diff_0.39_INT_MZTF.TA_weekly_mean_diff_0.36_corr_0.73,MNRV.TA_weekly_mean_diff_0.43_INT_MMAN.TA_weekly_mean_diff_0.39_corr_0.73,MRIN.TA_weekly_mean_diff_0.43_INT_AZRM.TA_weekly_mean_diff_0.38_corr_0.72,MRIN.TA_weekly_mean_diff_0.43_INT_SHOM.TA_weekly_mean_diff_0.46_corr_0.72,MTDS.TA_weekly_mean_diff_0.45_INT_AZRM.TA_weekly_mean_diff_0.38_corr_0.74,NSTR.TA_weekly_mean_diff_0.38_INT_MLSR.TA_weekly_mean_diff_0.39_corr_0.82,NTGR.TA_weekly_mean_diff_0.38_INT_ZMH.TA_weekly_mean_diff_0.36_corr_0.74,OPAL.TA_weekly_mean_diff_0.47_INT_MMAN.TA_weekly_mean_diff_0.39_corr_0.74,POLI.TA_weekly_mean_diff_0.42_INT_LUMI.TA_weekly_mean_diff_0.45_corr_0.78,POLI.TA_weekly_mean_diff_0.42_INT_ZUR.TA_weekly_mean_diff_0.43_corr_0.75,ZMH.TA_weekly_mean_diff_0.36_INT_NSTR.TA_weekly_mean_diff_0.38_corr_0.77,ZUR.TA_weekly_mean_diff_0.43_INT_MRIN.TA_weekly_mean_diff_0.43_corr_0.72
2019-09-01,2019-09-07,-1.0,-0.1280078125,230.4,628.3207519531251,8.959999999999999,-64.5120703125,-3210.0,-3638.0,4435.2,-2926.0,-16.480986326932907,10.528011474609375,28.951988525390732,-9.8560107421875,-30.8,10.03200927734375,-0.24001464843749998,42.72,28.480000000000004,-0.76,7.5200000000000005
2019-09-08,2019-09-14,-0.25,32.712084960937496,161.20000000000002,-551.0,-170.52,-303.15993652343747,506.52000000000004,1447.2,4940.0,-4750.0,-195.52096679806436,51.30406042478978,18.304014648422598,107.27197753906249,8588.0,-3.9000244140625,2.4064039550721645,47.879999999999995,66.11999999999999,226.0,76.56010620117186
2019-09-15,2019-09-21,-2.0,0.3000030517578125,-803.25,-137.75115966796875,-16.375,247.3495330810547,-518.5,-648.125,-9690.0,950.0,48.00067138858249,14.186238021822785,1.901234130840767,2.4249954223632812,9452.5,15.056194305419922,-0.24000335694290698,-0.375,-0.375,907.9375,1.4625015258789205
2019-09-22,2019-09-28,0.0,14.399999999999999,74.4,2057.44150390625,-36.0,-6.4482421875,218.08,1165.6000000000001,7638.400000000001,16632.0,-422.40234375,0.2808118164539249,2.0952121093868548,-3.796142578125,5667.2,-6.0800048828125,8.64,-10.92,-23.4,36.8,3.240014648437398
2019-09-29,2019-10-05,-8.166666666666666,-0.0,2790.0,-845.2529907226562,-78.0,710.9994506835938,392.0,2800.0,22050.0,-7350.0,0.0,69.12494659423828,-41.99989318847656,225.1498260498047,13475.0,136.0,-0.0,60.0,288.0,880.0,105.0
2019-10-06,2019-10-12,-3.933329264322917,-3.5,429.0,272.55615234375,122.11111111111113,236.60015869140625,36912.444444444445,44671.11111111112,-1430.0,-1588.888888888889,165.00244140625,57.83566840282733,65.78012301979781,36.4000244140625,-598.8888888888888,39.955471462674396,-1.0500030517578125,-22.666666666666668,-13.222222222222223,337.55555555555554,22.244472927517318
2019-10-13,2019-10-19,-7.133341471354147,70.24429660373265,-1011.0,459.0020751953125,2180.0,1055.9337904188367,62.22222222222223,0.0,19096.666666666664,0.0,386.66585286458337,86.47996093746687,20.240094400942326,112.800048828125,5666.666666666667,7.400024414062386,1.6111077202690973,65.0,472.33333333333337,100.0,334.26637098524304
2019-10-20,2019-10-26,-6.2000000000000135,64.63336181640625,1883.7777777777776,526.2239583333334,233.33333333333334,-392.13380262586804,-6160.0,-1600.0,-24604.444444444445,5902.222222222223,3508.675726999839,-2.6066559515894747,3.1688627116383685,-11.33334689670139,7111.111111111112,44.8109605577257,24.622233072916664,340.0,158.66666666666669,-411.11111111111114,5.366638183594015
2019-10-27,2019-11-02,6.360003662109375,-42.0,344.52,-185.440185546875,72.8,17.82,-877.2,204.0,4514.4,106.39999999999999,-1332.0007324218705,-1.866002197265618,50.133243847638184,-3.1799999999999997,-2280.0,90.11212890625,4.739996337890625,37.0,-103.60000000000001,528.0,-87.08010253906218
2019-11-03,2019-11-09,8.45999755859375,22.247973632812503,1178.72,-18.6,280.8,-284.08,85.6,32.0,-254.39999999999998,60.0,205.999755859375,-47.971983642578124,47.828818652331826,-8.04,-85.19999999999999,192.96002197265625,1.4832007568329573,101.84,144.72000000000003,127.8,77.3279736328125
2019-11-10,2019-11-16,4.120001220703125,-29.808017578125003,-93.16,-3.8,-56.16,-96.44786621093749,-2811.6,-5280.0,54.8,-36.0,1142.6396630853476,12.108791796863079,-18.644796435534953,-11.263984375,34.4,203.9401611328125,-3.808807299807668,113.39999999999999,-90.72,-567.6,-24.768017578125
2019-11-17,2019-11-23,11.179998779296877,-89.61206298828124,1302.4,125.400146484375,-67.08,247.15927734375,-1058.4,1512.0,-2220.0,-1554.0,2709.201904296875,9.418756152391435,13.47959042966366,-44.755869140625,-3318.0,-18.6480615234375,26.88360617674887,245.68000000000004,142.76000000000002,1393.56,-24.2519580078125
2019-11-24,2019-11-30,0.94000244140625,-45.58,28.12,716.2818603515625,744.12,64.67601806640626,31035.600000000002,15984.0,1879.6000000000001,21793.2,567.597900390625,-37.58201049804688,25.799999999999997,0.0,-1727.2,-1.0439575195312498,-2.2360052490234374,90.72,133.56,-118.32,-45.58
2019-12-01,2019-12-07,-2.8,3.80802734375,-748.44,-251.72014160156252,21.279999999999998,-328.53588134765624,1728.0,1512.0,2818.8,-197.2,150.9615820348253,-15.142411035150289,-12.947225048840046,54.07998046875,-301.6,7.69599365234375,-0.7752030761540014,361.88000000000005,92.96000000000001,13.520000000000001,-12.544013671874998
2019-12-08,2019-12-14,0.079998779296875,-23.760000000000005,63.559999999999995,754.9196044921874,2384.6400000000003,276.94,-2772.0,-3276.0,7354.8,777.6,-59.4002685546859,12.932044677734373,-10.812037353515624,-65.88,11631.6,-15.719970703125,2.2219946289062626,74.48,211.68000000000004,-430.79999999999995,45.792158203125
2019-12-15,2019-12-21,1.220001220703125,-0.14000244140625,336.04,149.75898437499998,45.2,-184.28,288.0,224.0,11273.6,9984.0,-74.2012939453125,2.04,7.94400146484375,-1.36,3744.0,0.0,-0.46760764159262186,0.96,1.2,-0.0,0.6
2019-12-22,2019-12-28,12.379998779296875,-1.1760009765625001,784.8000000000001,-132.2397216796875,2.72,227.51982421875002,-588.0,84.0,-1368.0,-912.0,-1187.7617041021542,10.617545507848263,6.182381249964237,-11.375991210937501,-98.8,3.7801025390625,4.4688072998076676,88.16,-4.64,54.6,-0.6719970703125
2019-12-29,2020-01-04,33.45999755859375,-12.28398193359375,2630.88,173.440234375,8.88,91.87250976562501,-240.0,-320.0,3340.8,608.0,-1168.638686522839,5.931235058605671,81.41918012693525,3.3440185546874996,115.2,15.91197509765625,-8.133988037109376,192.0,118.4,36.72,49.87601806640625
2020-01-05,2020-01-11,-4.57999267578125,4.0280517578124995,1034.16,-20.880566406249997,-644.4799999999999,247.75190917968752,348.0,-2436.0,4315.200000000001,1392.0,61.560605466365814,231.3683314453065,799.0200561523444,-19.979992675781247,1948.8000000000002,-2.02799560546875,-3.4200439453125,41.400000000000006,31.799999999999997,-10.08,-368.2440258789062
2020-01-12,2020-01-18,-2.64000244140625,-14.44801025390625,-501.6,-11.8400390625,-151.20000000000002,231.19205566406248,216.0,32.0,-182.4,160.0,921.918134763842,162.64566391602133,-172.2694695800544,-16.22400390625,-1257.6,-6.960009765625,-3.2336106933652964,33.28,21.840000000000003,-314.4,-67.36801025390615
2020-01-19,2020-01-25,5.94000244140625,-13.0238916015625,328.44000000000005,-123.76025390625,-103.60000000000001,103.5,2112.0,-2640.0,717.6,1435.2,93.2790087908519,10.349945068359546,-1.1591972167790128,178.5,2392.0,-0.1680029296875,0.2111950195580821,153.4,192.4,-27.599999999999998,20.42389160156284
2020-01-26,2020-02-01,-10.9800048828125,4.8480029296875,3722.4,716.8000000000001,113.75999999999999,5.6397705078125,824.0,720.0,10528.0,-1411.2,-686.8004150390624,1.0895555175840856,61.38088041990996,0.46798095703125,12140.800000000001,72.60009765625,13.81681328125298,-25.84,-9.12,1084.0,21.7919970703125
2020-02-02,2020-02-08,-5.25999755859375,68.35203125000001,60.0,547.5202880859375,693.7600000000001,505.199951171875,7120.0,24800.0,2360.0,2997.2,3577.801635742188,424.367958984375,257.712041015625,10.1039990234375,18455.2,-75.03994140625,11.42761826172465,53.760000000000005,215.04000000000002,1251.2,-215.04000000000002
2020-02-09,2020-02-15,3.74000244140625,74.4040869140625,-240.64000000000001,-244.4796875,1078.68,320.3518164062509,-532.8,-1992.0,-2406.4,-1126.4,2424.40283203125,-189.143891601563,-144.7438916015625,78.38395507812521,7001.6,122.487880859375,10.199222119152497,116.6,-195.8,2669.36,395.16
2020-02-16,2020-02-22,-10.6800048828125,9.0,126.72000000000001,175.839453125,1124.0,97.8118066406259,3264.0,2856.0,1108.8,-2665.6,847.799560546875,86.9438281250008,339.32787109375005,0.0,1937.6000000000001,35.1359765625,4.841998901367187,-29.759999999999998,48.0,332.16,176.0
2020-02-23,2020-02-29,-8.225006103515625,341.28017578124997,5107.72,6617.595703125,4608.0,3157.1871630859414,31612.8,49840.0,75416.0,20416.0,5270.880400389433,716.5378100585946,793.56,268.9319287109378,118008.0,408.4956909179688,26.544013671874996,675.64,957.6,11318.04,1400.3999999999999
2020-03-01,2020-03-07,-60.79999542236328,846.6878509521484,6876.0,10543.752670288086,4600.0,4050.3928756713867,45450.0,63225.0,62671.875,55343.75,23596.813293453306,795.234203338623,1137.6561641693115,904.7998046875,82031.25,577.4565505981445,312.90637969970703,1680.75,2328.75,9234.375,1617.1875
2020-03-08,2020-03-14,-31.15999755859375,5210.5285494232085,70565.625,44531.25,50198.31386566162,34004.19044494629,333862.5,447145.5,687562.5,529387.5,171168.26710510068,5347.291088104248,4725.115740776062,7593.681907653809,1078368.75,4384.5556716918945,1416.7249069213865,7490.0,12002.725326538086,71702.0625,8511.278356552124
2020-03-15,2020-03-21,7.059997558593754,184.0287529785184,2060.7999999999997,6025.400573730469,526.7999267578125,337.7921093749995,33966.0,44994.96,21056.0,74072.0,14923.514423828556,100.73441420897828,29.124778369143606,-0.0,113646.0,894.6723193359376,145.46237026367325,171.60000000000002,502.2159301757813,15813.720000000003,234.60152451172473
2020-03-22,2020-03-28,5.580001831054681,369.5723768554626,1740.8,-608.8400756835937,2560.1995849609375,2025.8561328124986,3530.0,40948.0,-6745.599999999999,-2108.0,48000.23878417907,268.12801757812485,541.44,186.9448577148466,-5394.0,82.432109375,268.9584417358412,-67.84,-48.191992187500006,1948.8,216.86396484375
2020-03-29,2020-04-04,7.2333323160807295,-15.564816210940482,7482.0,3458.0,661.5041577148437,1666.680157470703,258.4,-1727.1999999999998,23478.0,364.0,-370.8806689456105,292.7671961181611,-145.93043959960343,309.5631977050751,10810.8,169.82394042968764,-9.302404687497782,-5.04,28.6720068359375,724.68,232.0384303222597
2020-04-05,2020-04-11,3.6666666666666665,105.15562608506943,1061.6666666666665,4162.664388020834,4344.888888888889,4802.777777777777,45790.0,37240.0,42466.666666666664,1866.6666666666667,4448.891872829861,1213.888888888889,444.6665106879341,500.3335910373264,57026.666666666664,507.22222222222223,6.875578681110451,-106.66666666666667,554.6666666666666,7467.777777777777,1328.888888888889
2020-04-12,2020-04-18,-8.62000122070312,-56.39767408577971,-490.66666666666663,2642.108968098958,-48.14446343315973,599.532958984375,51066.66666666667,76266.66666666666,12113.333333333332,-965.5555555555554,1767.551052518615,65.1666259765625,-62.5,151.62112250427404,20891.11111111111,11.666666666666666,-0.7289039441901308,265.0,364.52236599392364,-2776.6666666666665,103.16670735677084
2020-04-19,2020-04-25,27.299997965494786,29.327630468755924,-992.9200000000001,556.7998046875,288.2522241210938,155.20376464843753,11004.800000000001,14318.4,-3856.0,-7392.0,4277.721118164057,54.7399169921875,178.84012451171873,-31.427144482433796,4896.0,72.27595825195326,15.504438256844752,415.8,103.62008056640626,697.6800000000001,53.380041503906256
2020-04-26,2020-05-02,-7.379998779296863,1564.0665486653645,6121.888888888889,13213.552924262152,5806.821784125434,2726.555555555556,5480.0,9800.0,99802.22222222222,60571.11111111111,6090.0,448.7334052191841,689.1864670138392,72.43326144748264,122435.55555555555,240.08893839518228,175.93315633138022,42.666666666666664,1725.8665364583333,4607.111111111111,1369.9067827690806
2020-05-03,2020-05-09,-0.9799987792968864,-4.793584570288658,198.24,927.1999999999999,-229.40826171875003,448.40000000000003,1674.0,5659.2,2879.2000000000003,2171.6,219.51904296875,76.76004638671874,37.2488027831912,-250.79999999999998,16470.0,219.6,-6.0255723632872105,6.720000000000001,6.848007812500001,4860.0,-17.29123017579317
2020-05-10,2020-05-16,4.2,105.11998901367188,675.36,2255.6779296875,1420.2878515625,956.7599999999999,36501.6,36394.4,79542.4,46894.399999999994,2916.0,79.45802490234374,362.70258974611755,60.38401245117187,57748.799999999996,24.800048828124886,34.739978027343746,1989.9999999999998,1167.9998779296875,1362.0,363.9488760253787
2020-05-17,2020-05-23,12.050003051757812,67.64789062499999,660.08,970.1573486328125,1272.32,497.73589111328124,5920.0,9264.800000000001,16145.2,26426.0,1751.59716796875,205.56723676756025,254.19610107421877,105.79683134764433,868.8,137.77204345703106,-0.6039990234375,725.7599999999999,725.7599999999999,42.72,412.6081640625
2020-05-24,2020-05-30,5.2,58.27500915527344,-87.1875,-378.0623245239258,1184.9251861572266,-147.93743133544922,-4270.0,-5337.5,646.875,-503.125,1297.5,6.246327362023294,3.883169097825885,38.13510269159451,4945.0,95.47494888305688,6.75,-32.9375,82.5562629699707,1440.5,9.226995010394603
2020-05-31,2020-06-06,-1.4500045776367188,9.203238232433469,639.16,99.0,1826.2606201171875,-1318.6884106445311,8870.4,8366.4,5046.0,918.0,117.76044921874582,-73.69602294921876,10.5279541015625,7.84000244140625,-4254.0,35.343977050781355,-0.2943995605409041,-43.52,46.016015625,1332.92,-135.17204589843752
2020-06-07,2020-06-13,0.020001220703125,-167.17748352047022,113.0625,149.24995422363324,-1074.7119369506836,-347.1438522338867,6250.0,-1125.0,251.25,-2317.5,143.50006103515597,433.67081596376374,-241.1605324554257,221.2395034027286,1530.0,123.60003662109375,19.013714294414928,130.0,-151.44992065429688,-1224.0,-243.77615783689544
2020-06-14,2020-06-20,-3.220001220703125,29.45174106448889,104.0,21.2,-178.16404785156251,-51.895961914062504,486.40000000000003,-1641.6000000000001,20.8,444.8,100.44045410156251,111.77591796875001,-8.064082031249999,161.87555429682115,139.2,-4.8600219726562495,8.359233837872743,301.32,294.5160791015625,-313.2,-203.6160546875
2020-06-21,2020-06-27,-3.3399997711181633,11.129999999999999,143.08,1805.7603515624967,2140.14,154.84000000000003,13036.800000000001,31738.399999999998,1411.2,6595.2,26.599999999999998,132.72,46.7039794921875,215.51203857421842,2822.4,0.6639990234375001,2.4640008544921836,-60.8,-60.42,-3.9200000000000004,133.56
2020-06-28,2020-07-04,4.219998550415038,-12.267214634682473,455.399884185791,-1102.3992462158203,122.67217387373672,887.5240270233143,-529.1972351077944,-460.79776611272246,13156.0,19656.011108398438,-186.99937942545046,-63.14400192260734,-41.400004119873046,223.45972991791075,-18512.003967285156,-5.95194726570393,15.333987262725298,129.99976501474308,42.64006324762945,-341.7594213865791,-11.808024444580159
2020-07-05,2020-07-11,2.9000000000000115,23.847576864628618,802.4396598815918,1284.4005508422852,607.2115750580584,3138.430990982052,14820.400933837518,22404.407220459543,28234.0,5548.008117675781,380.7994531251919,79.41112290651064,50.53438067015726,289.76655820609517,8131.997100830077,122.32000448606092,3.760394109346721,342.7195996094705,238.4758527374509,941.599272461077,37.67516434937259
2020-07-12,2020-07-18,-0.8599975585937614,-0.6600036621094092,2325.4399999999996,275.4400268554688,-26.22414550781386,3247.5033398437495,-2195.2000000000003,8646.4,2974.3999999999996,-778.8,753.0,-149.8848281738162,-8.236848925799132,263.25908784180933,369.6,177.53995971679686,1.769998168945321,-33.12,4.048022460937709,554.4,2.7456163085998524
2020-07-19,2020-07-25,1.0,2.4839978027343816,-30.3999951171875,709.7997436523438,245.0877832031257,23.9680078125,759.6,1180.8,336.0,-2016.0,-46.199999999999996,-218.7080712890625,126.143857421875,-137.5165179687735,9156.0,29.7599609375,0.588000183105467,39.0,-24.839978027343818,-348.8,120.88789306640658
