first_day_in_week,last_day_in_week,ARKO_main_symb_weekly_mean_diff,PRGO.TA_weekly_mean_diff_0.51_INT_ICCM.TA_weekly_mean_diff_0.54_corr_0.85,VTNA.TA_weekly_mean_diff_0.42_INT_BCNV.TA_weekly_mean_diff_0.5_corr_0.84,JBNK.TA_weekly_mean_diff_0.55_INT_SRAC.TA_weekly_mean_diff_0.51_corr_0.86,PZOL.TA_weekly_mean_diff_0.5_INT_SRAC.TA_weekly_mean_diff_0.51_corr_0.87,VTNA.TA_weekly_mean_diff_0.42_INT_PZOL.TA_weekly_mean_diff_0.5_corr_0.87,BCNV.TA_weekly_mean_diff_0.5_INT_CAMT.TA_weekly_mean_diff_0.53_corr_0.88,PLCR.TA_weekly_mean_diff_0.53_INT_PZOL.TA_weekly_mean_diff_0.5_corr_0.89,BCNV.TA_weekly_mean_diff_0.5_INT_ENRG.TA_weekly_mean_diff_0.52_corr_0.9,JBNK.TA_weekly_mean_diff_0.55_INT_ICCM.TA_weekly_mean_diff_0.54_corr_0.9,CAMT.TA_weekly_mean_diff_0.53_INT_ENRG.TA_weekly_mean_diff_0.52_corr_0.93,CAMT.TA_weekly_mean_diff_0.53_INT_PRGO.TA_weekly_mean_diff_0.51_corr_0.94,PRGO.TA_weekly_mean_diff_0.51_INT_JBNK.TA_weekly_mean_diff_0.55_corr_0.92
2019-10-13,2019-10-19,0.366668701171875,0.0,4095.555555555555,307.0653279622396,29244.44444444445,1688.888888888889,862.2222222222222,2346.666124131942,-1271.7830403645833,0.0,-2.6222330729166665,377.7777777777777,793.3298746744791
2019-10-20,2019-10-26,0.5399993896484375,17.333289252387154,-7333.333333333333,-0.35546875,4586.666666666666,12613.333333333332,-14500.0,2322.0017496744795,-1966.6646321614583,0.006665022112429142,456.2661946614583,-5026.666666666667,2.88818359375
2019-10-27,2019-11-02,1.220001220703125,27.200000000000003,-1384.0,-382.0441967773437,19344.0,960.0,-2906.4,-230.3994140625,-1432.4408447265625,3.792001953125,34.776020507812504,-285.6,161.1600830078125
2019-11-03,2019-11-09,2.579998779296875,-146.52003021240205,-1652.4,106.57184326171875,-10528.800000000001,-885.6,14504.4,321.44060058593567,-783.3592529296944,1.2283984466548987,-121.34388427734481,9385.199999999999,-328.6795166015625
2019-11-10,2019-11-16,0.8800018310546875,-8.719866943359685,3752.4,-3.4759228515625002,-2812.4,2100.4,-4070.4,761.8397827148458,2931.9584472656325,-0.008799670413136796,-118.01593750000029,-2790.4,47.958935546875004
2019-11-17,2019-11-23,-0.020001220703125,-10.639987182617189,1296.0,-9.99607177734375,294.0,324.0,-792.0,-20.0,352.0,0.129200772093609,-174.24,-554.4,-9.520068359375001
2019-11-24,2019-11-30,-1.8,-61.6,468.0,-600.696474609375,-10303.2,-4134.0,542.4000000000001,-682.6402587890625,91.19999999999999,2.472001953125,343.52,6960.8,-951.7207519531249
2019-12-01,2019-12-07,1.3,6.839991760253906,18172.0,14.760009765625,-68.0,1047.2,18408.0,78.88004150390663,2112.2028808593614,2.8043984771706167,111.69615234374928,-561.6,132.840087890625
2019-12-08,2019-12-14,1.9600006103515624,-104.80000000000001,-1377.6,-263.16,44582.4,1382.3999999999999,14924.0,253.4414062499869,2812.6000000000004,-1.36,127.4,6812.0,890.8
2019-12-15,2019-12-21,-0.1600006103515625,-0.9200210571289062,249.60000000000002,-23.5559619140625,702.0,-288.0,904.8,216.0000000000005,-46.8,0.060401284787803884,-6.96,-533.6,-138.919775390625
2019-12-22,2019-12-28,-1.879998779296875,-164.27997741699218,-2899.2,87.02407226562501,1924.0,1248.0,-1872.4,-83.19992065429761,-3829.361474609368,13.053609045408665,78.61603027343736,-458.8,-435.120361328125
2019-12-29,2020-01-04,-0.74000244140625,-295.67991943359374,-2336.0,-666.6086669921875,14752.8,1576.8,-352.0,555.1199340820325,-1664.0,-8.198405969236045,22.880000000000003,-387.20000000000005,858.880859375
2020-01-05,2020-01-11,-2.879998779296875,45.239904785156256,540.0,1385.32884765625,-34025.6,-8820.0,307.20000000000005,501.75952148437943,199.20000000000002,-4.6283930908143525,424.96000000000004,-1996.8000000000002,-622.440380859375
2020-01-12,2020-01-18,0.2399993896484375,774.07919921875,-1776.0,-92.82000000000001,27274.800000000003,-9168.0,-5120.8,198.6404663085894,-814.0,1.5339984130859374,761.2,45395.200000000004,852.8000000000001
2020-01-19,2020-01-25,-1.5600006103515625,2.560003662109375,-342.0,-56.58783935546875,2632.0,-760.0,-1285.2,-120.80004882812455,25.2,0.5503992248512805,-99.96000000000001,285.6,3.439990234375
2020-01-26,2020-02-01,-0.15999755859375,140.4,-448.0,-47.74,-60288.8,-1237.6,34368.0,4932.721618652334,-448.0,0.9099999999999999,-150.35999999999999,11599.2,75.6
2020-02-02,2020-02-08,-0.2600006103515682,7.920013427734375,-204.0,-546.0595825195313,10944.0,-192.0,897.6,-441.59999999999997,-408.0,-1.7244016052223743,-8.8,193.60000000000002,-421.519677734375
2020-02-09,2020-02-15,-1.0200012207031135,20.0,8804.4,-54.2719482421875,11363.199999999999,27121.600000000002,4906.8,-471.68098144530944,-1113.6000000000001,-2.55999755859375,-180.48000000000002,564.0,-51.199951171875
2020-02-16,2020-02-22,-2.900000000000003,-0.8000183105468182,11760.0,-101.82443359375,30192.0,17136.0,3710.0,-10.200622558590851,1330.0,0.06880186768248188,40.279999999999994,212.0,-34.400146484375
2020-02-23,2020-02-29,-1.1749992370605504,624.0000000000015,19171.6,1311.8,171283.6,52463.6,38142.8,-511.8405578613281,4342.0,8.40000000000002,1484.6000000000001,59384.0,3640.0
2020-03-01,2020-03-07,-8.600000381469728,-144.375,-4220.0,722.2742080688477,47791.25,-4420.0,12264.375,4364.750843048096,5143.125,3.131246566772461,226.6875,-8951.25,-3214.7464752197266
2020-03-08,2020-03-14,-2.680000305175781,3149.249691963196,242055.0,23661.829330444336,1232756.25,283212.5,105435.0,10077.4986743927,84645.0,130.06501108169323,4047.0,57332.5,26930.129928588867
2020-03-15,2020-03-21,-0.6199996948242159,-388.3599594116211,3607.2000000000003,2613.328342285156,142443.19999999998,101803.2,3585.6,1727.2,-705.6,27.21440072021447,-1952.16,-26493.6,-4958.240649414062
2020-03-22,2020-03-28,-0.019999694824221592,-51.039973449707034,18450.0,1707.18,98432.0,28800.0,43460.0,6080.0,-410.0,9.767994918823241,-106.0,-6148.0,-643.8
2020-03-29,2020-04-04,4.4333343505859375,-597.6,5443.2,3419.362939453125,90300.0,15120.0,-777.6,1812.000732421875,-43.2,20.448017578125,2.8800000000000003,2390.4,-3771.5232421875
2020-04-05,2020-04-11,1.9666646321614585,1239.000600179035,61813.33333333333,-634.5771213107639,-81742.22222222223,51342.22222222222,141113.33333333334,2938.6604817708526,47173.33333333333,16.519990912535103,4472.444444444444,68243.33333333334,4641.328531901041
2020-04-12,2020-04-18,0.3400009155273437,-652.3334206475143,7280.0,-450.49964057074646,95988.88888888889,13040.0,15773.333333333332,-1521.3377549912784,-14762.22222222222,-9.68999356587623,-632.6666666666666,-8926.666666666666,1750.99860297309
2020-04-19,2020-04-25,2.8000005086262973,-65.19999694824219,-453.6,113.5520458984375,977.6,-873.6,864.0,-141.44038085937382,-961.2,39.38081407470629,-284.8,-320.0,-241.60009765625
2020-04-26,2020-05-02,-1.96000061035156,81.11111111111111,57272.222222222226,-656.3674926757812,113003.33333333333,56594.444444444445,51263.333333333336,3822.445576985677,18777.77777777778,-1.0777791341145833,3033.3333333333335,22143.333333333336,-786.7787679036459
2020-05-03,2020-05-09,-2.2,8.8,11312.0,21.7,21886.0,-14261.199999999999,-16576.0,-1256.6791381835938,4032.0,-0.13999999999999999,-213.12,-1302.4,-30.799999999999997
2020-05-10,2020-05-16,1.2800003051757811,70.07999267578126,27038.399999999998,704.46,117012.0,51352.0,-4231.2,686.0,-1651.2,8.613999099731446,26.24,-393.59999999999997,283.20000000000005
2020-05-17,2020-05-23,-1.5500011444091797,318.2799667358399,211.20000000000002,39.6,1900.8,-580.8000000000001,-12729.599999999999,1605.119677734375,-2956.8,8.029999160766602,4084.08,28906.8,1199.0
2020-05-24,2020-05-30,0.8600006103515625,24.74996566772461,-1423.75,-222.4251251220703,-15477.5,12646.25,-796.875,745.5619239807129,-106.25,2.9837475395179354,46.875,843.75,244.12513732910156
2020-05-31,2020-06-06,-0.875,-4.80001220703125,-2128.0,30.956069335937496,3379.6,-6664.0,1596.0,-90.43970947265625,699.1999999999999,-0.654003128055483,193.2,336.0,34.880078125
2020-06-07,2020-06-13,-0.6800003051757812,65.24983406066946,-2731.25,-767.1496505737305,32918.75,-2731.25,30043.75,1236.250877380367,-5893.75,-1.5074954795854985,-2142.25,30305.0,-1942.9991149902344
2020-06-14,2020-06-20,-1.6399993896484388,-59.640065002441204,-1049.6000000000001,-31.427973632812503,820.8000000000001,972.8000000000001,-4657.599999999999,1659.8401855468733,721.6,2.444400613401077,-124.96000000000001,4032.7999999999997,-826.439306640625
2020-06-21,2020-06-27,2.239999628067016,21.1199798583985,9973.6,-38.0157421875,16332.800000000001,16889.6,6302.0,2162.2388671874996,4822.400000000001,-0.5183959899935886,404.8,1012.0,-47.519677734374994
2020-06-28,2020-07-04,-0.2800005435943575,42327.666632633205,1286529.550513172,133053.0960073427,4800999.1169329835,1541330.6079751968,3799403.012947311,333617.83715323446,1229874.0501564217,1751.5020688007312,224633.69480944774,3048585.863794861,554183.4658309554
2020-07-05,2020-07-11,17.820001220703126,42160.728715724945,1065384.6584861183,120107.16287539998,4515045.012976685,1305543.003950615,3637862.0410555266,300015.8146809864,1093627.9061774635,1533.0361192973141,229134.06120928907,3261320.751773987,507416.9984430313
2020-07-12,2020-07-18,3.0399993896484374,-22.200000000000003,9633.6,21.38398681640625,4320.0,17280.0,11417.6,-688.0029296875,4638.400000000001,-0.395999755859375,266.24,5683.200000000001,879.1194580078125
2020-07-19,2020-07-25,0.07500076293945312,-224.9599548339848,-5366.400000000001,-11.264062500000001,588.8000000000001,956.8000000000001,28792.8,-23.92005615234375,516.0,1.337607153318825,223.2,-16516.8,-130.24072265625
2020-07-26,2020-08-01,,10.99998474121108,-4718.75,-52.700103759765625,-11177.5,-24820.625,-718.75,-2860.123996734619,-3562.5,0.8525004959083272,163.875,-230.0,124.000244140625
