first_day_in_week,last_day_in_week,ARKO_main_symb_weekly_mean_diff,PRGO.TA_weekly_mean_diff_0.51_INT_ICCM.TA_weekly_mean_diff_0.54_corr_0.85,VTNA.TA_weekly_mean_diff_0.42_INT_BCNV.TA_weekly_mean_diff_0.5_corr_0.84,JBNK.TA_weekly_mean_diff_0.55_INT_SRAC.TA_weekly_mean_diff_0.51_corr_0.86,PZOL.TA_weekly_mean_diff_0.5_INT_SRAC.TA_weekly_mean_diff_0.51_corr_0.87,VTNA.TA_weekly_mean_diff_0.42_INT_PZOL.TA_weekly_mean_diff_0.5_corr_0.87,BCNV.TA_weekly_mean_diff_0.5_INT_CAMT.TA_weekly_mean_diff_0.53_corr_0.88,PLCR.TA_weekly_mean_diff_0.53_INT_PZOL.TA_weekly_mean_diff_0.5_corr_0.89,BCNV.TA_weekly_mean_diff_0.5_INT_ENRG.TA_weekly_mean_diff_0.52_corr_0.9,JBNK.TA_weekly_mean_diff_0.55_INT_ICCM.TA_weekly_mean_diff_0.54_corr_0.9,CAMT.TA_weekly_mean_diff_0.53_INT_ENRG.TA_weekly_mean_diff_0.52_corr_0.93,CAMT.TA_weekly_mean_diff_0.53_INT_PRGO.TA_weekly_mean_diff_0.51_corr_0.94,PRGO.TA_weekly_mean_diff_0.51_INT_JBNK.TA_weekly_mean_diff_0.55_corr_0.92
2019-03-10,2019-03-16,-0.1399993896484375,17.972442626953125,1926.3999999999999,63.6119091796875,6658.8,8019.2,877.1999999999999,-477.4287475585938,841.0798950195312,1.024427767135203,99.75598754882812,612.0,205.19970703125
2019-03-17,2019-03-23,2.2600006103515624,-41.5360107421875,1510.4,1.2480078125,-339.20000000000005,-2713.6000000000004,4484.0,945.1804687499999,1411.28115234375,-0.8099572797864677,113.62009277343749,1520.0,124.80078125
2019-03-24,2019-03-30,-2.779998779296875,78.31866149902343,-432.0,18.704013671875,593.5999999999999,508.79999999999995,-2070.0,86.5170654296875,-208.8006591796875,3.534925954248756,53.36016845703125,1702.0,247.1601806640625
2019-03-31,2019-04-06,1.95999755859375,-25.400646972656247,2279.2000000000003,-28.371979980468748,6182.799999999999,-11611.6,11396.0,7011.445263671874,145.04072265624998,-7.323848042674362,75.4603759765625,924.0,41.519970703125
2019-04-07,2019-04-13,-0.35999755859375,98.1271484375,4560.0,19.503955078125,4931.2,6110.400000000001,4920.0,-192.9603271484375,443.9990234375,0.5715084493160248,54.6118798828125,4477.2,192.9195556640625
2019-04-14,2019-04-20,-0.7800018310546875,14.136376953125,8510.0,212.07214355468753,1528.8000000000002,-1794.0,-4070.0,-24.960095214843747,7.398193359375001,-1.2962347641587257,-0.21994628906250002,-1298.0,-1276.7608642578125
2019-04-21,2019-04-27,1.3600006103515625,2.8742431640625,638.4,18.7239697265625,1264.8,-3100.7999999999997,-823.2,-138.7197509765625,-258.7198974609375,0.12055833779275416,120.7359521484375,1411.2,217.43964843749998
2019-04-28,2019-05-04,0.6399993896484375,104.23800659179688,1576.8000000000002,39.191865234375,11868.0,2322.0,10979.2,232.2010498046875,344.56142578125,1.6446384487301113,44.368183593750004,3384.0,127.799560546875
2019-05-05,2019-05-11,-0.579998779296875,-24.602160644531253,14.4,14.2598876953125,-1840.0,-288.0,-17.6,32.0,15.12001953125,0.693328157812357,-16.632021484375002,96.80000000000001,-13.639892578125
2019-05-12,2019-05-18,-1.4399993896484375,-120.77317199707024,492.0,2.2200073242187504,228.0,456.0,-5428.400000000001,-36.4799072265625,454.2802001953125,-1.6550452247075726,-366.74816162109374,-3574.8,39.9601318359375
2019-05-19,2019-05-25,-0.120001220703125,0.7987976074218892,844.8000000000001,213.2715087890625,-7645.599999999999,-1337.6000000000001,-2668.8,-130.7200927734375,-13.440234375000001,-0.16934470273554625,15.568271484375002,556.0,-21.199951171875
2019-05-26,2019-06-01,0.1,120.37357330322266,78.0,236.0,708.0,18.0,-208.0,32.39996337890625,62.3990478515625,4.393196105957031,-0.7679882812500001,-438.40000000000003,2740.0
2019-06-02,2019-06-08,0.6,-114.22313842773437,-13292.800000000001,-127.4,-2886.0,-5949.6,-297.59999999999997,-261.9597290039062,-2083.2000000000003,-10.763334197998047,2.52,-62.4,1019.2
2019-06-09,2019-06-15,-0.5399993896484375,12.58040008544924,-1654.8000000000002,-0.10003662109375,-110.0,92.4,6146.4,-79.64002685546875,228.52192382812498,-0.017978581665083797,9.048076171875,218.4,-0.2801025390625
2019-06-16,2019-06-22,-0.320001220703125,-36.42299652099593,-2852.0,8.539990234375,326.0,2999.2,-13268.0,-534.6388061523438,-1636.801513671875,-2.7285266192629813,225.984208984375,4879.2,973.55888671875
2019-06-23,2019-06-29,0.2,149.28815917968748,-10525.6,61.812197265624995,-3999.6,4672.8,-7760.4,380.160241699221,1748.317822265625,5.438371725976467,-68.20791503906248,-1461.6,257.0408203125
2019-06-30,2019-07-06,-0.9399993896484377,168.698828125,1490.4,41.759912109375,-144.0,-110.4,280.8,8.63999023437491,429.84052734375,1.528829912208021,10.3480126953125,665.6,593.91875
2019-07-07,2019-07-13,1.379998779296875,19.05047149658206,-165.6,-26.431972656249997,1456.0,-1196.0,-550.8000000000001,-782.600158691407,0.0,2.49772590122186,-0.0,550.8000000000001,42.4799560546875
2019-07-14,2019-07-20,-0.2199981689453125,-7.5482421875000005,5003.2,31.97996826171875,-4160.0,6784.0,-2360.0,-19.199218750003638,1250.8,1.3263326680660248,-53.0,-140.0,-34.4399658203125
2019-07-21,2019-07-27,0.979998779296875,-261.99682617187455,-3510.0,-610.6438354492188,14019.2,2704.0,-24786.0,2175.6807617187487,-340.1993408203125,7.417783142114046,115.66777587890624,29376.0,-2899.19921875
2019-07-28,2019-08-03,-0.6600006103515625,11.50078125,11664.0,170.55961914062502,-2392.0,-1242.0,8380.8,213.44011230468752,-1788.4810546875,-0.3929424819350243,-80.31604736328124,-1862.3999999999999,-314.879296875
2019-08-04,2019-08-10,-1.2,-0.0,2713.2000000000003,-0.9923632812500001,-7737.6,4149.6,-7772.400000000001,-209.03990478515624,1548.3604980468751,0.0,-1156.7163720703127,42976.8,-11.284130859375
2019-08-11,2019-08-17,-0.3199981689453182,-22.28546447753911,-3492.0,276.047841796875,-9460.8,-876.0,21766.8,484.7201782226563,6180.844262695313,-2.6371117851790102,397.1882739257813,-1346.3999999999999,153.35991210937502
2019-08-18,2019-08-24,-2.160000610351557,-47.927970886230256,4118.400000000001,118.39990234375,1200.0,312.0,19562.399999999998,-109.8000183105467,8569.440966796874,-0.9457778454106259,1069.0161206054686,7410.0,443.9996337890625
2019-08-25,2019-08-31,0.7,-30.67265625,-108.0,-70.68795410156251,-6128.8,3912.0,90.0,1330.079602050785,0.0,-3.6040347692370416,0.0,-320.0,481.2796875
2019-09-01,2019-09-07,1.939999389648443,2.7956787109375,-2820.7999999999997,57.776044921875,3275.2,-5838.4,0.0,818.8,325.080419921875,2.194609494432807,0.0,0.0,12.560009765625
2019-09-08,2019-09-14,0.325000762939446,205.7252380371094,-3752.4,-0.52,-717.6,-1462.8,-17770.8,-220.8,7002.121728515624,-0.03394805908203125,-992.9562451171874,30421.2,-60.6
2019-09-15,2019-09-21,-0.2600006103515568,26.34105682373047,1697.5,84.90617752075195,20128.125,5932.5,1697.5,2436.5625,2782.688980102539,-1.3452742536901496,80.32504272460938,-490.0,-250.24978637695312
2019-09-22,2019-09-28,-1.449996948242216,1.5999755859375,30284.000000000004,229.6,3558.7999999999997,1401.2,23584.000000000004,-140.12003784179652,12354.79345703125,-0.079998779296875,162.2719140625,-1408.0,-320.0
2019-09-29,2019-10-05,1.4666646321614678,467.5002098083496,14175.0,-68.0,1200.0,-1125.0,121432.5,71.25034332275284,3638.2557678222656,3.612501621246338,494.7257843017578,70675.0,2337.5
2019-10-06,2019-10-12,0.3999989827473958,-21.666666666666664,16466.666666666664,-106.41119384765625,1694.4444444444443,-1583.3333333333333,67022.22222222222,-349.99974568684974,12017.78835720486,-0.872222900390625,1072.3564995659722,10053.333333333332,680.3338623046875
