first_day_in_week,last_day_in_week,GILT_main_symb_weekly_mean_diff,ELCO.TA_weekly_mean_diff_0.45_INT_ELTR.TA_weekly_mean_diff_0.47_corr_0.8,GZT.TA_weekly_mean_diff_0.46_INT_AZRM.TA_weekly_mean_diff_0.49_corr_0.79,HARL.TA_weekly_mean_diff_0.45_INT_PHOE.TA_weekly_mean_diff_0.38_corr_0.83,MRIN.TA_weekly_mean_diff_0.45_INT_AZRM.TA_weekly_mean_diff_0.49_corr_0.8,NSTR.TA_weekly_mean_diff_0.37_INT_GZT.TA_weekly_mean_diff_0.46_corr_0.95,NSTR.TA_weekly_mean_diff_0.37_INT_MRIN.TA_weekly_mean_diff_0.45_corr_0.8,SNCM.TA_weekly_mean_diff_0.45_INT_SKLN.TA_weekly_mean_diff_0.39_corr_0.78
2019-10-20,2019-10-26,-2.20001220703125,-56000.0,-10.20001220703125,22.666666666666668,-2.6066559515894747,-100.0,-25.555419921876265,1.20001220703125
2019-10-27,2019-11-02,-20.999984741210845,59840.0,-1.9799999999999998,464.28,-1.866002197265618,198.0,186.60021972656182,0.576002197265625
2019-11-03,2019-11-09,-26.80000305175791,1440.0,-16.08,-6.16,-47.971983642578124,34.08,101.67196533203123,2.5079919433593747
2019-11-10,2019-11-16,60.59997558593759,-30360.0,17.5999755859375,7.68,12.108791796863079,-86.0,-59.1680419921875,-12.16795715332031
2019-11-17,2019-11-23,0.4000091552734375,178920.0,160.31953125,28.08,9.418756152391435,5308.799999999999,311.8914599609375,-1.792001953125
2019-11-24,2019-11-30,-26.80000305175781,417360.0,-41.95201171875,285.2,-37.58201049804688,32.64,29.24,3.07201171875
2019-12-01,2019-12-07,-9.79999542236328,63720.0,100.0479638671875,37.519999999999996,-15.142411035150289,76.96000000000001,-11.648012695312499,96.5200927734375
2019-12-08,2019-12-14,-19.000015258789066,204120.0,143.96,121.43999999999998,12.932044677734373,1694.48,152.21652587890622,-44.879999999999995
2019-12-15,2019-12-21,15.800018310546875,80.0,-38.76,88.44,2.04,205.20000000000002,-10.799999999999999,5.5999755859375
2019-12-22,2019-12-28,12.999992370605467,-7560.0,97.3279248046875,15.36,10.617545507848263,40.04,4.36798095703125,-2.9439990234375
2019-12-29,2020-01-04,27.00000762939453,25200.0,6.1600341796875,4.960000000000001,5.931235058605671,25.2,24.2640087890625,20.519989013671875
2020-01-05,2020-01-11,7.599983215332031,445440.0,62.603977050781246,628.0,231.3683314453065,157.92000000000002,583.632041015625,5.831993408203125
2020-01-12,2020-01-18,81.40003204345696,1280.0,306.22807373046874,1.7600000000000002,162.64566391602133,4747.44,2521.488383789059,1.4159783935546875
2020-01-19,2020-01-25,-25.0,248160.0,277.5,0.72,10.349945068359546,1702.0,63.47966308593855,-8.16
2020-01-26,2020-02-01,2.9999542236328125,-7600.0,2.735888671875,651.24,1.0895555175840856,4943.04,1968.5437353515626,-9.7599853515625
2020-02-02,2020-02-08,24.200057983398533,-40000.0,1278.1558764648437,28.56,424.367958984375,7913.84,2627.52,-42.10802124023437
2020-02-09,2020-02-15,-0.4000091552734375,-12960.0,-233.44786621093812,57.76,-189.143891601563,2997.56,2428.68,25.25599060058594
2020-02-16,2020-02-22,-26.40001831054688,120360.0,79.03984375000073,168.48000000000002,86.9438281250008,553.6,608.96,4.6
2020-02-23,2020-02-29,-27.25,818800.0,1543.5955908203143,3467.6400000000003,716.5378100585946,22475.16,10432.98,93.52402770996095
2020-03-01,2020-03-07,-88.24999046325672,551250.0,1632.8808975219727,3977.875,795.234203338623,10828.125,5273.4375,97.25615215301544
2020-03-08,2020-03-14,-194.40002441406259,6875265.0,22199.626922607422,5978.6875,5347.291088104248,238376.25,57418.40625,4127.06299781799
2020-03-15,2020-03-21,173.6000061035157,551448.0,226.20007324218716,133.39999999999998,100.73441420897828,7254.0,3230.447409667969,214.77588500976563
2020-03-22,2020-03-28,1.5999984741210938,240746.0,175.02801147460926,2012.8,268.12801757812485,817.8000000000001,1252.8,42.975971069335934
2020-03-29,2020-04-04,37.00002034505193,62968.0,341.08803222656246,-92.88,292.7671961181611,1568.1599999999999,1346.0038549804688,8.24401397705078
2020-04-05,2020-04-11,40.00002543131495,1379400.0,2607.222222222222,69.0,1213.888888888889,16768.555555555555,7807.222222222223,114.33333333333334
2020-04-12,2020-04-18,12.99999237060565,280000.0,460.51082356770837,623.3333333333334,65.1666259765625,2803.1111111111113,396.66666666666663,383.4444444444444
2020-04-19,2020-04-25,3.3333460489905824,383040.0,-123.00381347656251,1266.08,54.7399169921875,2337.84,-1040.4,-2.04
2020-04-26,2020-05-02,-5.0,34000.0,182.55555555555557,434.8888888888889,448.7334052191841,1956.4444444444446,4809.067437065973,105.60003662109358
2020-05-03,2020-05-09,-7.600021362304598,110592.0,684.0,558.6,76.76004638671874,4860.0,545.4003295898438,25.376022338867116
2020-05-10,2020-05-16,11.599998474121096,-270144.0,224.39999999999998,1012.3200000000002,79.45802490234374,5992.799999999999,2121.996665039062,44.01599487304687
2020-05-17,2020-05-23,-8.75000953674305,112480.0,22.3199951171875,521.6,205.56723676756025,4.8,44.208017578125,0.0
2020-05-24,2020-05-30,-12.999916076660385,472750.0,-670.6496887207031,28.125,6.246327362023294,4386.0,-40.85052490234375,10.88749361038214
2020-05-31,2020-06-06,,33600.0,382.592119140625,638.4,-73.69602294921876,6919.84,-1332.92,31.64
