first_day_in_week,last_day_in_week,MSHR_main_symb_weekly_mean_diff,OPAL.TA_weekly_mean_diff_0.51_INT_ILDC.TA_weekly_mean_diff_0.36_corr_0.72,OPAL.TA_weekly_mean_diff_0.51_INT_MMAN.TA_weekly_mean_diff_0.37_corr_0.74,ZUR.TA_weekly_mean_diff_0.46_INT_MRIN.TA_weekly_mean_diff_0.38_corr_0.72,MNRV.TA_weekly_mean_diff_0.4_INT_OPAL.TA_weekly_mean_diff_0.51_corr_0.78
2020-02-02,2020-02-08,1.6,-291.89633300781094,11.42761826172465,-215.04000000000002,1433.8016357421798
2020-02-09,2020-02-15,1.4,127.85612792968689,10.199222119152497,395.16,1415.2014160156184
2020-02-16,2020-02-22,-17.6,13.987996826171875,4.841998901367187,176.0,5067.956223145127
2020-02-23,2020-02-29,-14.25,291.2,26.544013671874996,1400.3999999999999,1556.79931640625
2020-03-01,2020-03-07,-84.67500305175781,2061.25,312.90637969970703,1617.1875,34053.1120300293
2020-03-08,2020-03-14,-38.57999267578125,13320.874999999996,1416.7249069213865,8511.278356552124,112392.51861572263
2020-03-15,2020-03-21,7.7199951171875,2001.49582397461,145.46237026367325,234.60152451172473,19765.11317871139
2020-03-22,2020-03-28,15.0800048828125,1670.3040930175782,268.9584417358412,216.86396484375,21437.758518066257
2020-03-29,2020-04-04,-7.400004069010418,580.1758264160168,-9.302404687497782,232.0384303222597,1493.2810473628372
2020-04-05,2020-04-11,8.79998779296875,351.3342793782523,6.875578681110451,1328.888888888889,3324.4533962673336
2020-04-12,2020-04-18,10.9800048828125,26.75616794162136,-0.7289039441901308,103.16670735677084,-172.44833712982236
2020-04-19,2020-04-25,-0.4000040690104167,-105.57623291015553,15.504438256844752,53.380041503906256,760.2816772460885
2020-04-26,2020-05-02,-4.57999267578125,-485.33284505208337,175.93315633138022,1369.9067827690806,1273.9987182617188
2020-05-03,2020-05-09,-8.92000732421875,95.76397827148438,-6.0255723632872105,-17.29123017579317,-1054.4797607421874
2020-05-10,2020-05-16,-0.75999755859375,600.6156201171874,34.739978027343746,363.9488760253787,5002.5568359375
2020-05-17,2020-05-23,-6.8000030517578125,-3.5600000000000005,-0.6039990234375,412.6081640625,-116.0
2020-05-24,2020-05-30,-8.35999755859375,39.375,6.75,9.226995010394603,973.125
2020-05-31,2020-06-06,-8.899993896484375,5.15197265625,-0.2943995605409041,-135.17204589843752,-84.63955078125001
2020-06-07,2020-06-13,-6.34000244140625,14.574966430664062,19.013714294414928,-243.77615783689544,13.249969482421875
2020-06-14,2020-06-20,-10.520001220703127,134.1599365234375,8.359233837872743,-203.6160546875,319.9198486328125
2020-06-21,2020-06-27,-0.36000518798828124,46.464016113281176,2.4640008544921836,133.56,133.76004638671853
2020-06-28,2020-07-04,-7.239994812011719,237.79996726989577,15.333987262725298,-11.808024444580159,-204.99950904843863
2020-07-05,2020-07-11,12.95999755859375,66.99195703123502,3.760394109346721,37.67516434937259,252.79958129900132
2020-07-12,2020-07-18,-3.939996337890625,32.56796630859391,1.769998168945321,2.7456163085998524,592.3593872070342
2020-07-19,2020-07-25,5.699996948242188,-56.056017456054526,0.588000183105467,120.88789306640658,-301.84009399413975
2020-07-26,2020-08-01,,-10.237524032592699,5.460018768324477,-14.174972534179432,-682.5016021728466
