first_day_in_week,last_day_in_week,JBNK_main_symb_weekly_mean_diff,ENRG.TA_weekly_mean_diff_-0.37,PRGO.TA_weekly_mean_diff_-0.38_INT_ICCM.TA_weekly_mean_diff_-0.35_corr_0.85,ALHE.TA_weekly_mean_diff_0.38,CAMT.TA_weekly_mean_diff_-0.38,ENRG.TA_weekly_mean_diff_-0.37_INT_CAMT.TA_weekly_mean_diff_-0.38_corr_0.93,ICCM.TA_weekly_mean_diff_-0.35_INT_ENRG.TA_weekly_mean_diff_-0.37_corr_0.87,JBNK.TA_weekly_mean_diff_-0.43_INT_PRGO.TA_weekly_mean_diff_-0.38_corr_0.92,PMCN.TA_weekly_mean_diff_-0.38,PMCN.TA_weekly_mean_diff_-0.38_INT_ENRG.TA_weekly_mean_diff_-0.37_corr_0.84,PRGO.TA_weekly_mean_diff_-0.38,PRGO.TA_weekly_mean_diff_-0.38_INT_ENRG.TA_weekly_mean_diff_-0.37_corr_0.93,PRGO.TA_weekly_mean_diff_-0.38_INT_PMCN.TA_weekly_mean_diff_-0.38_corr_0.84,MCRNT.TA_weekly_mean_diff_-0.39,ICCM.TA_weekly_mean_diff_-0.35_INT_CAMT.TA_weekly_mean_diff_-0.38_corr_0.88,JBNK.TA_weekly_mean_diff_-0.43,KTOV.TA_weekly_mean_diff_-0.46,PMCN.TA_weekly_mean_diff_-0.38_INT_JBNK.TA_weekly_mean_diff_-0.43_corr_0.84,CAMT.TA_weekly_mean_diff_-0.38_INT_JBNK.TA_weekly_mean_diff_-0.43_corr_0.93,JBNK.TA_weekly_mean_diff_-0.43_INT_ICCM.TA_weekly_mean_diff_-0.35_corr_0.9,PMCN.TA_weekly_mean_diff_-0.38_INT_CAMT.TA_weekly_mean_diff_-0.38_corr_0.85,ENRG.TA_weekly_mean_diff_-0.37_INT_JBNK.TA_weekly_mean_diff_-0.43_corr_0.95
2019-03-10,2019-03-16,1.560009765625,9.779998779296875,17.972442626953125,5.0,10.2,99.75598754882812,2.929507782543078,205.19970703125,-2.4,-23.4719970703125,60.0,586.7999267578125,-144.0,-15.20000457763673,3.055315246582031,3.4199951171875,12.6800048828125,-8.20798828125,34.883950195312494,1.024427767135203,-24.479999999999997,33.447548071295024
2019-03-17,2019-03-23,-3.34000244140625,5.9800048828125,-41.5360107421875,1.4,19.0,113.62009277343749,-3.1048193381354214,124.80078125,11.4,68.1720556640625,80.0,478.400390625,912.0,1.0,-9.864802551269532,1.560009765625,-14.220007324218738,17.784111328125,29.640185546875,-0.8099572797864677,216.6,9.328866015672684
2019-03-24,2019-03-30,3.45999755859375,-2.32000732421875,78.31866149902343,14.8,-23.0,53.36016845703125,2.4554036256857215,247.1601806640625,4.579998779296875,-10.625630712881684,-74.0,171.6805419921875,-338.91990966796874,-8.599998474121083,24.342286682128904,-3.34000244140625,-6.219995117187511,-15.297207104489207,76.82005615234375,3.534925954248756,-105.33997192382812,7.748830126971006
2019-03-31,2019-04-06,1.05999755859375,0.9800048828125,-25.400646972656247,23.2,77.0,75.4603759765625,-2.074396504983306,41.519970703125,1.660003662109375,1.626811694353819,12.0,11.76005859375,19.9200439453125,4.200004577636719,-162.98748474121092,3.45999755859375,-0.74000244140625,5.743608618155122,266.41981201171876,-7.323848042674362,127.82028198242188,3.390814501941204
2019-04-07,2019-04-13,10.82000732421875,2.2199951171875,98.1271484375,33.6,24.6,54.6118798828125,1.1969329142570497,192.9195556640625,1.75999755859375,3.9071859863400458,182.0,404.039111328125,320.3195556640625,-2.0,13.263339843750002,1.05999755859375,-1.379998779296875,1.8655931152403353,26.07593994140625,0.5715084493160248,43.29593994140625,2.353189404308796
2019-04-14,2019-04-20,3.0199951171875,-0.0199951171875,14.136376953125,-0.8,11.0,-0.21994628906250002,0.0023954111337661744,-1276.7608642578125,-4.3,0.08597900390625,-118.0,2.359423828125,507.4,5.3999938964843635,-1.3177978515625,10.82000732421875,-1.3,-46.526031494140625,119.02008056640625,-1.2962347641587257,-47.3,-0.21634731441736224
2019-04-21,2019-04-27,-1.4199951171875,6.15999755859375,2.8742431640625,-4.8,19.6,120.7359521484375,0.24590737324208017,217.43964843749998,3.8,23.407990722656248,72.0,443.51982421875,273.59999999999997,2.800003051757824,0.782432861328125,3.0199951171875,-2.179998779296875,11.475981445312499,59.191904296875,0.12055833779275416,74.48,18.603162548840043
2019-04-28,2019-05-04,0.6199951171875,-1.1800048828125,104.23800659179688,-13.4,-37.6,44.368183593750004,1.3666817416995765,127.799560546875,-9.1,10.73804443359375,-90.0,106.200439453125,819.0,-3.4000015258789062,43.548322753906255,-1.4199951171875,-2.84000244140625,12.92195556640625,53.39181640625,1.6446384487301113,342.16,1.6756011718511583
2019-05-05,2019-05-11,0.74000244140625,3.7800048828125,-24.602160644531253,4.2,-4.4,-16.632021484375002,4.227103971093893,-13.639892578125,0.0,0.0,-22.0,-83.160107421875,-0.0,-6.0,-4.920432128906251,0.6199951171875,-0.420001220703125,0.0,-2.7279785156250003,0.693328157812357,-0.0,2.343584570288658
2019-05-12,2019-05-18,2.1199951171875,5.54000244140625,-120.77317199707024,19.2,-66.2,-366.74816162109374,-12.390438291113815,39.9601318359375,-14.0,-77.56003417968749,54.0,299.1601318359375,-756.0,1.0,148.05896270751944,0.74000244140625,-1.079998779296875,-10.360034179687501,-48.98816162109375,-1.6550452247075726,926.8000000000001,4.09961533203721
2019-05-19,2019-05-25,-10.0,-0.2800048828125,0.7987976074218892,1.6,-55.6,15.568271484375002,0.022366723045707148,-21.199951171875,8.320001220703125,-2.3296409668028355,-10.0,2.800048828125,-83.20001220703125,-3.1999969482421875,4.441314697265704,2.1199951171875,-2.379998779296875,17.638361962884662,-117.87172851562501,-0.16934470273554625,-462.5920678710937,-0.5936089843511582
2019-05-26,2019-06-01,-9.8,-0.47999267578125,120.37357330322266,44.4,1.6,-0.7679882812500001,0.21087019541300833,2740.0,-8.320001220703125,3.993539648428559,-274.0,131.5179931640625,2279.6803344726563,1.0,-0.702911376953125,-10.0,-8.360003662109374,83.20001220703125,-16.0,4.393196105957031,-13.312001953125,4.7999267578125
2019-06-02,2019-06-08,0.02000732421875,4.2,-114.22313842773437,-34.0,0.6,2.52,4.612857513427734,1019.2,4.0,16.8,-104.0,-436.8,-416.0,4.1999969482421875,0.6589796447753905,-9.8,-0.339996337890625,-39.2,-5.88,-10.763334197998047,2.4,-41.160000000000004
2019-06-09,2019-06-15,8.539990234375,-0.5800048828125,12.58040008544924,28.0,-15.6,9.048076171875,0.5211923912353822,-0.2801025390625,-3.4,1.9720166015624998,-14.0,8.120068359374999,47.6,-2.1999969482421875,14.018160095214867,0.02000732421875,-0.14000244140625,-0.06802490234375,-0.3121142578125,-0.017978581665083797,53.04,-0.011604345738887786
2019-06-16,2019-06-22,3.060009765625,5.2800048828125,-36.42299652099593,10.8,42.8,225.984208984375,-1.6869613989256247,973.55888671875,-4.6,-24.2880224609375,114.0,601.920556640625,-524.4,0.0,-13.674598693847594,8.539990234375,0.9,-39.283955078125,365.51158203125,-2.7285266192629813,-196.87999999999997,45.091190136671074
2019-06-23,2019-06-29,2.3199951171875,3.9199951171875,149.28815917968748,-3.6,-17.4,-68.20791503906248,6.96677208378911,257.0408203125,-3.95999755859375,-15.52317109376192,84.0,329.27958984375,-332.63979492187497,-3.8000030517578125,-30.92397583007812,3.060009765625,6.1,-12.117631201148033,-53.24416992187499,5.438371725976467,68.90395751953125,11.995223339796064
2019-06-30,2019-07-06,-2.35999755859375,3.9800048828125,168.698828125,-20.2,2.6,10.3480126953125,2.6227428111806512,593.91875,-3.720001220703125,-14.805623022466898,256.0,1018.88125,-952.3203125,6.8000030517578125,1.7133474731445313,2.3199951171875,-2.239996337890625,-8.63038466796279,6.031987304687501,1.528829912208021,-9.672003173828125,9.23359189450741
2019-07-07,2019-07-13,2.45999755859375,0.0,19.05047149658206,14.6,-30.6,-0.0,-0.0,42.4799560546875,-3.760003662109375,-0.0,-18.0,-0.0,67.68006591796875,-3.2000045776367303,32.3858015441895,-2.35999755859375,6.279998779296875,8.873599462881684,72.21592529296875,2.49772590122186,115.05611206054688,-0.0
2019-07-14,2019-07-20,-9.05999755859375,-5.3,-7.5482421875000005,15.4,10.0,-53.0,-2.857548828125,-34.4399658203125,-4.8,25.439999999999998,-14.0,74.2,67.2,-1.79999542236327,5.3916015625,2.45999755859375,-1.54000244140625,-11.80798828125,24.5999755859375,1.3263326680660248,-48.0,-13.037987060546874
2019-07-21,2019-07-27,3.27999267578125,1.25999755859375,-261.99682617187455,15.2,91.8,115.66777587890624,-1.0316105041746033,-2899.19921875,2.1800048828125,2.7468008300662037,320.0,403.19921875,697.6015625,-4.8000030517578125,-75.16033950805651,-9.05999755859375,-9.739996337890625,-19.7508389160037,-831.7077758789062,7.417783142114046,200.12444824218747,-11.41557480469346
2019-07-28,2019-08-03,0.02000732421875,-4.14000244140625,11.50078125,15.8,19.4,-80.31604736328124,0.4959714838862419,-314.879296875,-2.2,9.108005371093752,-96.0,397.44023437500005,211.20000000000002,-3.1999969482421875,-2.3241162109375,3.27999267578125,-2.420001220703125,-7.2159838867187505,63.63185791015625,-0.3929424819350243,-42.68,-13.579177685528995
2019-08-04,2019-08-10,4.25999755859375,15.1800048828125,-0.0,44.2,-76.2,-1156.7163720703127,0.0,-11.284130859375,-5.0800018310546875,-77.1144526001066,-564.0,-8561.52275390625,2865.1210327148438,1.0,-0.0,0.02000732421875,-4.060003662109375,-0.1016372436657548,-1.52455810546875,0.0,387.0961395263672,0.3037112793326378
2019-08-11,2019-08-17,2.95999755859375,-10.62000732421875,-22.28546447753911,-38.2,-37.4,397.1882739257813,6.574216554863393,153.35991210937502,-0.6600006103515625,7.00921131592244,36.0,-382.320263671875,-23.76002197265625,-16.00000000000001,23.15212142944341,4.25999755859375,-3.1199951171875,-2.8116009887680415,-159.32390869140625,-2.6371117851790102,24.68402282714844,-45.241205273419624
2019-08-18,2019-08-24,-7.5199951171875,21.64000244140625,-47.927970886230256,49.6,49.4,1069.0161206054686,-6.914409379931136,443.9996337890625,3.1799987792968807,68.8151813476534,150.0,3246.0003662109375,476.9998168945321,6.399997711181652,-15.784278411865165,2.95999755859375,3.7399963378906365,9.412788623049872,146.22387939453125,-0.9457778454106259,157.0919396972659,64.05435439452529
2019-08-25,2019-08-31,3.14000244140625,0.0,-30.67265625,-5.8,5.0,0.0,0.0,481.2796875,4.72000122070312,0.0,-64.0,-0.0,-302.08007812499966,-0.399997711181652,2.39630126953125,-7.5199951171875,4.479998779296864,-35.494386132806504,-37.5999755859375,-3.6040347692370416,23.600006103515597,-0.0
2019-09-01,2019-09-07,-0.1,3.7800048828125,2.7956787109375,-34.0,0.0,0.0,2.6419197945296764,12.560009765625,-5.179998779296881,-19.580420678704996,4.0,15.12001953125,-20.719995117187523,4.199996948242211,0.0,3.14000244140625,3.9,-16.265208813473603,0.0,2.194609494432807,-0.0,11.869224560558797
2019-09-08,2019-09-14,3.5749969482421875,-19.7800048828125,205.7252380371094,-35.6,50.2,-992.9562451171874,-6.714927744045854,-60.6,-1.7600006103515569,34.812820666506774,606.0,-11986.682958984375,-1066.5603698730436,-11.19999694824221,17.04192565917969,-0.1,-3.139996337890625,0.1760000610351557,-5.0200000000000005,-0.03394805908203125,-88.35203063964816,1.9780004882812499
2019-09-15,2019-09-21,4.0,11.475006103515625,26.34105682373047,37.25,7.0,80.32504272460938,-4.318054111790843,-250.24978637695312,-1.6500015258789062,-18.933777580270544,-70.0,-803.2504272460938,115.50010681152344,-1.0000038146972372,-2.634105682373047,3.5749969482421875,-4.0,-5.898750419612043,25.024978637695312,-1.3452742536901496,-11.550010681152344,41.023111801128834
2019-09-22,2019-09-28,-4.25,9.2199951171875,1.5999755859375,41.0,17.6,162.2719140625,-0.184397088624537,-320.0,-0.179998779296875,-1.659587866216898,-80.0,-737.599609375,14.39990234375,1.6000022888183594,-0.35199462890625005,4.0,-3.340002441406239,-0.7199951171875,70.4,-0.079998779296875,-3.167978515625,36.87998046875
2019-09-29,2019-10-05,5.23333740234375,-3.850006103515625,467.5002098083496,-53.5,-128.5,494.7257843017578,3.272506656649057,2337.5,-4.5500030517578125,17.5175395202823,-550.0,2117.5033569335938,2502.501678466797,0.0,109.22504901885986,-4.25,-1.550003051757841,19.337512969970703,546.125,3.612501621246338,584.6753921508789,16.362525939941406
2019-10-06,2019-10-12,2.79998779296875,13.866678873697916,-21.666666666666664,23.666666666666668,77.33333333333333,1072.3564995659722,-2.311113145616319,680.3338623046875,-2.766667683919261,-38.36449232314596,130.0,1802.668253580729,-359.66679890950394,-5.0,-12.888888888888888,5.23333740234375,0.9333394368489394,-14.478905470110426,404.71142578125,-0.872222900390625,-213.95563422308953,72.56900919601321
2019-10-13,2019-10-19,-0.0333251953125,-1.9666748046875,0.0,17.0,1.3333333333333333,-2.6222330729166665,-0.0,793.3298746744791,6.600001017252595,-12.980055711542548,283.3333333333333,-557.2245279947916,1870.0002882215683,2.333329518636068,0.0,2.79998779296875,-1.0,18.479922281888598,3.7333170572916665,0.0,8.800001356336793,-5.506665445864201
2019-10-20,2019-10-26,-4.74000244140625,7.866658528645833,17.333289252387154,16.0,58.0,456.2661946614583,-1.5733277045397294,2.88818359375,0.06666564941407198,0.5244358995309224,-86.66666666666667,-681.7770724826389,-5.7776896158862385,-6.666666666666667,-11.599970499674479,-0.0333251953125,-1.0666707356770455,-0.0022216457873585997,-1.932861328125,0.006665022112429142,3.866607666016175,-0.26215793192386627
2019-10-27,2019-11-02,1.65999755859375,4.14000244140625,27.200000000000003,-12.6,8.4,34.776020507812504,-3.3120019531250002,161.1600830078125,10.079998779296869,41.731219555661056,-34.0,-140.7600830078125,-342.7199584960935,-4.399997711181646,-6.720000000000001,-4.74000244140625,0.47999877929686363,-47.77921882323918,-39.8160205078125,3.792001953125,84.6719897460937,-19.62362167969346
2019-11-03,2019-11-09,-0.2199951171875,2.5599975585937726,-146.52003021240205,-21.0,-47.4,-121.34388427734481,1.8943985839840156,-328.6795166015625,-1.9199951171875,-4.915182812511964,-198.0,-506.879516601567,380.15903320312503,-1.400001525878912,-35.076007232665944,1.65999755859375,0.22000122070313638,-3.1871872070431713,-78.68388427734375,1.2283984466548987,91.0077685546875,4.249589697271623
2019-11-10,2019-11-16,-0.34000244140625,-9.219995117187523,-8.719866943359685,-24.6,12.8,-118.01593750000029,-0.36879417724908803,47.958935546875004,-1.5600036621093636,14.383226147442986,-218.0,2009.95893554688,340.08079833984124,-1.7999992370605469,0.5119921875000183,-0.2199951171875,-2.8000000000000056,0.3431931884586786,-2.8159375000000004,-0.008799670413136796,-19.968046874999857,2.0283539062738467
