first_day_in_week,last_day_in_week,AURA_main_symb_weekly_mean_diff,OPAL.TA_weekly_mean_diff_0.55_INT_MMAN.TA_weekly_mean_diff_0.37_corr_0.74,PIU.TA_weekly_mean_diff_0.41,BSEN.TA_weekly_mean_diff_0.42,BSEN.TA_weekly_mean_diff_0.42_INT_ALRPR.TA_weekly_mean_diff_0.6_corr_0.7,MISH.TA_weekly_mean_diff_0.43,PHOE.TA_weekly_mean_diff_0.43,ASGR.TA_weekly_mean_diff_0.44,BIOV.TA_weekly_mean_diff_0.44,MRIN.TA_weekly_mean_diff_0.41_INT_ATRY.TA_weekly_mean_diff_0.37_corr_0.73,KNFM.TA_weekly_mean_diff_0.47,ZUR.TA_weekly_mean_diff_0.4_INT_POLI.TA_weekly_mean_diff_0.35_corr_0.75,PCBT.TA_weekly_mean_diff_0.49,MTRX.TA_weekly_mean_diff_0.5,MRIN.TA_weekly_mean_diff_0.41_INT_AZRM.TA_weekly_mean_diff_0.35_corr_0.72,MTDS.TA_weekly_mean_diff_0.39_INT_AZRM.TA_weekly_mean_diff_0.35_corr_0.74,OPAL.TA_weekly_mean_diff_0.55,ALRPR.TA_weekly_mean_diff_0.6,MNRV.TA_weekly_mean_diff_0.35_INT_NTGR.TA_weekly_mean_diff_0.39_corr_0.7,NSTR.TA_weekly_mean_diff_0.37_INT_MRIN.TA_weekly_mean_diff_0.41_corr_0.75,SNEL.TA_weekly_mean_diff_0.37_INT_KNFM.TA_weekly_mean_diff_0.47_corr_0.71,ALRPR.TA_weekly_mean_diff_0.6_INT_MRIN.TA_weekly_mean_diff_0.41_corr_0.72,ASGR.TA_weekly_mean_diff_0.44_INT_NSTR.TA_weekly_mean_diff_0.37_corr_0.72,NTGR.TA_weekly_mean_diff_0.39_INT_OPAL.TA_weekly_mean_diff_0.55_corr_0.71,NTGR.TA_weekly_mean_diff_0.39_INT_ZUR.TA_weekly_mean_diff_0.4_corr_0.7,ZUR.TA_weekly_mean_diff_0.4_INT_OPAL.TA_weekly_mean_diff_0.55_corr_0.71,ZUR.TA_weekly_mean_diff_0.4_INT_SHOM.TA_weekly_mean_diff_0.38_corr_0.7,ILDC.TA_weekly_mean_diff_0.39_INT_OPAL.TA_weekly_mean_diff_0.55_corr_0.72,MRIN.TA_weekly_mean_diff_0.41_INT_OPAL.TA_weekly_mean_diff_0.55_corr_0.74,NSTR.TA_weekly_mean_diff_0.37_INT_AZRM.TA_weekly_mean_diff_0.35_corr_0.73,OPAL.TA_weekly_mean_diff_0.55_INT_ANLT.TA_weekly_mean_diff_0.41_corr_0.72,OPAL.TA_weekly_mean_diff_0.55_INT_BLSR.TA_weekly_mean_diff_0.36_corr_0.72,SLGN.TA_weekly_mean_diff_0.36_INT_ZUR.TA_weekly_mean_diff_0.4_corr_0.75,ZMH.TA_weekly_mean_diff_0.36_INT_NTGR.TA_weekly_mean_diff_0.39_corr_0.74,ZUR.TA_weekly_mean_diff_0.4_INT_ATRY.TA_weekly_mean_diff_0.37_corr_0.75,MNRV.TA_weekly_mean_diff_0.35_INT_OPAL.TA_weekly_mean_diff_0.55_corr_0.78,SHOM.TA_weekly_mean_diff_0.38_INT_OPAL.TA_weekly_mean_diff_0.55_corr_0.77
2019-05-19,2019-05-25,1.4600006103515626,3.1140087890625003,-8.2800048828125,-41.6,-2662.4,34.6,6.547998046875,16.1199951171875,0.779998779296875,90.11191406249921,2.8,32.48,0.9199951171875,48.0,0.051203076168894315,0.08800537109375,0.9,64.0,-456.72090576216385,66.04793701171816,47.599999999999994,163.83984374999855,415.8958740234375,-1.1880010986328127,30.6240283203125,-20.88,-202.76805664062502,-9.9,2.303997802734355,0.516031494140625,17.28,75.60000000000001,-27.84,-6.072005615234375,-816.64,311.40032958984244,7.866002197265626
2019-05-26,2019-06-01,0.1399993896484375,-0.00999755859375,-2.35999755859375,-34.6,5674.400000000001,-5.0,-4.430029296875,1.8800048828125,-0.879998779296875,-346.8959033203125,2.2,-0.0,0.72000732421875,38.6,18.921626806631537,-32.832055664062246,-0.5,-164.0,-226.24038330093023,-310.1039135742188,23.32,2154.959399414063,44.368115234375004,-1.0100006103515624,-22.220013427734372,5.5,71.94002685546874,10.8,6.569998168945313,-33.98405761718723,-10.3,-72.0,-13.2,18.180010986328124,-290.4,56.00006103515625,3.270001220703125
2019-06-02,2019-06-08,-1.0399993896484374,-3.2759912109375,-12.7199951171875,31.6,-948.0,-31.2,-16.177978515625,-1.02000732421875,0.379998779296875,-92.16005859375,18.4,3.48,-0.85999755859375,-24.6,-0.9983912597597082,0.7799926757812842,1.8,-30.0,-505.5200878903291,-108.28806884765625,-51.519999999999996,-115.2000732421875,28.764206542968747,-2.556002197265625,0.284000244140625,-0.36000000000000004,-0.96,-56.88,6.91200439453125,7.331931152344071,-62.63999999999999,32.4,-1.72,1.988001708984375,4.800000000000001,640.7995605468777,8.64
2019-06-09,2019-06-15,0.7,2.54000244140625,2.5,-24.0,-3552.0,-4.4,0.77001953125,-5.54000244140625,-2.1,-72.4000244140625,3.4,-61.60000000000001,-0.52000732421875,-7.0,-3.04080986328423,1.3440039062500002,-1.0,148.0,-67.19995117187558,-36.20001220703125,46.239999999999995,-535.7601806640624,-55.4000244140625,-0.4,-3.5200000000000005,8.8,33.616010742187505,-43.8,3.620001220703125,8.4000244140625,-16.0,-60.0,45.760000000000005,-8.4,-176.0,167.99987792968895,3.820001220703125
2019-06-16,2019-06-22,0.4399993896484375,-1.3056026367098092,0.7,17.8,1602.0,6.0,20.223974609375,0.7800048828125,-1.7,69.16,-9.4,1.2000000000000002,-0.0199951171875,-27.8,-0.76,0.6400000000000001,-2.039996337890625,90.0,-130.5598486326635,106.39999999999999,-107.16000000000001,342.0,21.84013671875,-3.9167954589799048,0.76800048828125,-0.8159985351562501,-0.25599853515625004,-0.40799926757812505,-7.7519860839843755,-5.6000000000000005,20.807962646484377,-65.2798828125,-0.6400000000000001,27.648017578125,7.28,138.71950195357203,1.3055901855602863
2019-06-23,2019-06-29,0.320001220703125,11.0159912109375,0.27999267578125,161.8,-3236.0,8.6,-22.535986328125,-2.14000244140625,2.920001220703125,-25.58401000976562,-7.2,51.0,-7.52000732421875,15.8,-20.841604345701636,52.10399047851563,1.8,-20.0,10.639919433742762,56.160021972656246,21.6,62.4000244140625,38.5200439453125,0.6839978027343749,1.899993896484375,9.0,16.79998779296875,-12.24,-5.616002197265625,-120.23997802734375,14.4,-32.4,76.0,5.167983398437499,41.0,50.3997802734375,6.04799560546875
2019-06-30,2019-07-06,4.1399993896484375,13.690402978509665,9.22000732421875,264.4,42832.799999999996,198.4,8.089990234375,3.24000244140625,-3.420001220703125,325.99193115234505,-4.4,35.88,2.060009765625,92.6,95.2543728271503,-42.84799682617187,4.35999755859375,162.0,1813.2430200204253,-79.7639831542972,-51.04,936.3598022460975,-44.71203369140625,27.642395166009663,16.48400634765625,11.33599365234375,2.7559936523437796,132.54392578124998,25.20078056640933,-227.42398315429688,-57.5519677734375,-453.43974609375,-2.6,60.8640234375,146.64000000000001,1246.960898436606,4.621586767584135
2019-07-07,2019-07-13,1.7600006103515624,-5.1304203125089405,-0.34000244140625,94.0,6204.0,16.4,-2.69599609375,-3.9199951171875,-2.3,-1.9,-6.0,-115.92000000000002,0.7,-2.6,10.639999999999999,45.919999999999995,2.420001220703125,66.0,-704.8824633806892,13.299999999999999,260.4,125.39999999999999,-27.439965820312498,8.615213208012284,-29.90403076171875,-20.328010253906253,4.2,41.624020996093755,4.598002319335937,39.199999999999996,-28.556014404296878,-140.36007080078127,10.08,20.648021240234375,8.4,-479.16142334043633,-1.2100006103515626
2019-07-14,2019-07-20,2.0399993896484374,-1.2235988525301218,1.95999755859375,-136.0,32368.0,-39.0,-1.733984375,-3.060009765625,-4.139996337890636,-12.480285644530362,3.2,217.91992187500037,-3.8400024414062726,-30.4,0.30720624998210405,-16.8959570312504,-0.379998779296875,-238.0,82.56499999761604,-4.672106933593418,0.6400000000000001,-76.16174316405709,44.676142578124995,0.06080351561307906,2.17933222651482,5.175581518560657,8.716746997088363,19.7599365234375,-0.12160239256917564,-14.015964355469082,-9.955968017578124,33.439892578125,-32.68798828125006,-0.352021484375,531.1798095703134,196.07927734404856,0.24319782715291216
2019-07-21,2019-07-27,-0.8,-0.3223960205167532,5.1800048828125,124.0,-4216.0,30.2,0.961962890625,5.14000244140625,1.4599975585937728,151.5358496093736,4.8,67.43994140625028,-0.6800048828124545,7.4,-3.5915904296934835,-14.599975585937727,1.239996337890625,-34.0,4809.282402344048,267.1557348632788,27.84,-83.63991699218673,558.2042651367187,13.193564062491058,59.796761767566444,6.968773364275722,33.495157177746435,59.271824951171865,3.0503879638761,-158.5557348632837,1.983994140625,176.07947998046873,-53.95195312500022,91.50402099609374,346.1916992187514,560.478496093303,7.390375146493316
2019-07-28,2019-08-03,1.2799987792968808,-1.6368123047053815,-5.82000732421875,-6.0,-456.0,6.6,3.08203125,2.54000244140625,2.9400024414062385,-41.359973144531,5.2,38.400000000000006,-4.419995117187545,15.0,-29.92957138672453,47.759985351562506,1.24000244140625,76.0,5560.684270016858,-160.9278955078115,59.28,-285.7598144531233,108.71210449218749,7.712824267596007,-18.660021972656253,-3.7200073242187504,-5.82000732421875,43.64808593750001,-4.662406152337761,340.68789550781247,-10.66402099609375,163.680322265625,-1.7999999999999998,28.61203369140625,-33.0,1108.5617285147327,2.4056077636778355
2019-08-04,2019-08-10,-0.8199981689453182,-0.2788024169951677,-3.47999267578125,-126.0,-19656.0,-22.4,-20.802001953125,1.3800048828125,-3.560003662109375,52.688054199218755,4.8,-65.52006835937469,-4.540002441406227,-14.0,7.476007690429688,5.88,-0.820001220703125,156.0,-197.19958496094245,-320.40032958984375,99.84,-555.3605712890625,124.200439453125,-2.7880041503906248,-15.912016601562424,3.837609716802817,21.153627783208982,-19.680029296875,2.9192073486372827,-189.0,10.660015869140624,-90.20013427734375,-25.27202636718738,-7.48,69.26407226562468,47.55997070297718,3.7064065185561774
2019-08-11,2019-08-17,1.2,0.29400024414062503,4.07999267578125,-64.0,7296.0,-52.6,-5.7780029296875,6.539990234375,-0.05999755859375,4.511988525390625,-4.0,216.64777587890694,-2.25999755859375,-12.0,-0.09599975585937501,-0.24,-0.1,-114.0,-305.99853515625,-0.95999755859375,20.8,54.719860839843754,13.07998046875,-0.10199951171874999,-7.22155795902016,0.7079992675781273,-8.071208935529018,6.68,0.047999877929687504,0.4,1.8600000000000003,10.8,-0.0,-5.915971679687499,66.55193115234397,30.0,-0.114000244140625
2019-08-18,2019-08-24,-1.720001220703125,13.389984130859375,32.3800048828125,326.0,26080.0,74.0,14.4459716796875,4.560009765625,-0.9,-29.28851074218631,6.2,5.431989746093782,2.0199951171875115,57.2,-2.856049804687384,106.08,-6.5,80.0,432.4798876941204,-36.17663085937353,174.84,-22.40039062499909,589.15326171875,20.67003173828125,-12.338395654261184,-25.219952392578275,23.745536230504744,-81.89999999999999,1.8200317382811761,1317.8399999999997,-174.20000000000002,-780.0,21.727958984375128,-120.20418457031248,405.84723388672114,883.9984130859375,-39.7799682617189
2019-08-25,2019-08-31,-0.3399993896484375,1.5599853515625002,-5.8,182.0,6188.0,-19.8,1.156005859375,-1.4,1.9200012207031136,-126.03997192382839,0.0,-156.94403320312486,-4.879998779296886,-25.0,46.03198974609385,126.0,-3.0,34.0,-2252.155966795981,505.25588745117295,-0.0,-186.31995849609416,129.07999999999998,11.03997802734375,-84.93424892574541,-69.24001464843744,59.54652529299148,38.400000000000006,16.439996337890662,774.48,-14.399999999999999,186.0,-235.41604980468725,3.67999267578125,530.840112304687,-1836.0003662109375,-7.740014648437363
2019-09-01,2019-09-07,-1.6,-0.24001464843749998,-2.7,-40.0,-0.0,-11.2,4.622021484375,-4.0800048828125,-0.32000122070311365,-135.36,13.0,28.480000000000004,-5.0,-8.8,10.528011474609375,-9.8560107421875,3.0,0.0,-543.8398583978415,0.9400000000000001,166.4,0.0,-0.8160009765625,-7.9200073242187505,-4.22400390625,4.800000000000001,9.855996093750036,-17.4,14.100000000000001,0.44800048828125,-24.0,318.0,16.32,10.03200927734375,-46.080000000000005,617.999267578125,18.479992675781318
2019-09-08,2019-09-14,-1.5499992370605469,2.4064039550721645,6.5,-86.0,-3096.0,21.8,5.777978515625,2.9,0.4799987792968864,-114.40015869140625,2.4,66.11999999999999,-5.079998779296875,-31.6,51.30406042478978,107.27197753906249,1.279998779296875,36.0,-81.12069824337847,-198.88027587890625,9.6,158.40021972656248,-131.08,0.9984052978456021,13.572084960937499,22.271978759765624,72.38395751953124,28.415972900390624,5.632002441398799,-527.0318896484375,-7.935992431640625,-12.79998779296875,417.59999999999997,-3.9000244140625,-452.4,-133.12018554657513,5.32479179687798
2019-09-15,2019-09-21,1.519998168945318,-0.24000335694290698,28.0,-2.5,-237.5,-27.75,12.52252197265625,-0.725006103515625,0.125,149.1751556396499,2.5,-0.375,2.6750030517578125,66.5,14.186238021822785,2.4249954223632812,0.40000152587890625,95.0,-66.00000762846472,-145.5189018249526,55.0,-277.8752899169949,-36.069053649902344,0.33000003814231604,-0.41249847412109375,-0.20000076293945312,0.3249969482421875,-5.700021743774414,-1.1700056839035937,-241.28704452514648,6.300024032592773,-2.0000076293945312,4.5,15.056194305419922,25.5,-32.000244141091386,-0.25999855040572584
2019-09-22,2019-09-28,0.8000030517577983,8.64,-8.6,64.0,-640.0,-8.6,8.2,6.6800048828125,-1.5200012207031364,-26.784121093749157,2.2,-23.4,3.579998779296875,56.4,0.2808118164539249,-3.796142578125,-1.8,-10.0,-267.5216992199421,-19.87208984374937,-9.240000000000002,10.800048828124659,122.91208984374998,5.47200439453125,9.12000732421875,5.4,5.82000732421875,0.36000000000000004,1.944008789062439,-4.7841796875,-5.4,-54.0,-13.200000000000001,-6.0800048828125,-74.4,-158.40087890625,3.49200439453125
2019-09-29,2019-10-05,-1.9333343505859373,-0.0,-5.5,-20.0,400.0,-64.0,-20.5,3.45001220703125,-3.149993896484375,787.5,-24.0,288.0,8.699996948242188,23.0,69.12494659423828,225.1498260498047,-1.3000030517578125,-20.0,-2932.5103759765625,481.25,504.0,175.0,-189.75067138671875,11.050025939941406,102.0,15.60003662109375,-57.599853515625,23.400054931640625,11.37502670288086,434.4996643066406,40.30009460449219,-6.5000152587890625,-12.0,136.0,1080.0,-448.5026397742331,-6.239998779259622
2019-10-06,2019-10-12,-0.033330281575530314,-1.0500030517578125,25.333333333333332,190.0,47500.0,19.333333333333332,0.3333333333333333,-7.433349609375,3.6666666666666665,371.800476074218,53.666666666666664,-13.222222222222223,5.466664632161458,34.666666666666664,57.83566840282733,36.4000244140625,0.7000020345052084,250.0,-212.66936577029117,155.7113104926212,894.4444444444445,2383.336385091141,-121.41137695312499,1.353334418394526,4.511101616753561,1.633338080512153,16.10000949435764,56.700164794921875,6.67336127389635,99.08895534939235,7.700022379557292,100.33362494574654,127.55555555555556,39.955471462674396,91.0,-77.00136312180096,4.830016886401508
2019-10-13,2019-10-19,1.966664632161468,1.6111077202690973,2.6666666666666665,66.66666666666667,-444.4444444444445,25.0,22.333333333333332,2.70001220703125,3.466664632161477,1033.4657524956597,47.333333333333336,472.33333333333337,0.100006103515625,32.666666666666664,86.47996093746687,112.800048828125,0.8333333333333334,-6.666666666666667,493.33496093749244,306.66639539930554,5664.222222222223,-61.33327907986111,90.00040690104167,2.055562337239552,89.62251790364446,30.277777777777782,79.93377685546875,24.722222222222225,7.666659884982638,313.3334689670139,-7.5,169.44444444444446,314.8888888888889,7.400024414062386,4081.4444444444443,166.66666666666669,1.833343505859375
2019-10-20,2019-10-26,-0.7200012207031193,24.622233072916664,6.0,-73.33333333333333,6600.0,-8.666666666666666,-4.0,-2.4666748046875,-2.466664632161477,88.42175292969186,-1.6666666666666667,158.66666666666669,1.1999918619791856,58.0,-2.6066559515894747,-11.33334689670139,2.6666666666666665,-90.0,1380.6649847990936,-25.555419921876265,-143.88888888888889,-68.99963378906591,82.22249348958334,9.688856336805555,25.433247884114586,18.666666666666664,28.933247884114582,-32.0,2.044433593750101,113.33346896701389,43.55555555555555,248.88888888888886,4.666666666666666,44.8109605577257,807.3333333333333,1013.3355034722222,11.022189670138888
2019-10-27,2019-11-02,0.6,4.739996337890625,1.4,244.0,4880.0,25.2,-14.6,2.44000244140625,-1.25999755859375,-369.4684350585924,15.8,-103.60000000000001,-3.2399963378906365,26.2,-1.866002197265618,-3.1799999999999997,1.579998779296875,20.0,-2273.2845019549054,186.60021972656182,398.16,124.40014648437455,73.2000732421875,8.089605322256684,-71.6801025390625,-22.11998291015625,-112.8399658203125,0.947999267578125,9.82760397948321,-9.0,-9.163992919921874,28.439978027343752,-299.59999999999997,90.11212890625,831.6,-701.5198437496997,12.734786303713918
2019-11-03,2019-11-09,-1.059997558593761,1.4832007568329573,15.2,0.0,-0.0,-80.0,-30.8,3.1,-1.74000244140625,303.583896484375,14.0,144.72000000000003,0.920001220703125,-77.8,-47.971983642578124,-8.04,0.720001220703125,-102.0,2144.000244140625,101.67196533203123,926.8000000000001,-730.3197509765624,44.019999999999996,15.43682792969048,231.55202636718752,7.776013183593751,72.14405273437501,-9.648016357421875,5.155206982418894,-95.14,20.016033935546876,7.20001220703125,-222.48000000000002,192.96002197265625,457.92,72.0001220703125,4.809611669927835
2019-11-10,2019-11-16,0.4599975585937614,-3.808807299807668,12.4,-30.0,1620.0,-20.0,1.2,-1.9,-1.2399993896484376,-94.25606689453124,-9.4,-90.72,-2.820001220703125,117.6,12.108791796863079,-11.263984375,0.920001220703125,-54.0,1705.6798388660045,-59.1680419921875,511.36,185.7601318359375,-32.68,-5.685612036138773,-44.49603515625,6.6240087890625,39.02396484375,-24.65603271484375,-3.16480644531548,-60.543916015624994,-3.1280041503906246,-97.52012939453124,-23.040000000000003,203.9401611328125,197.28,-253.9201123043908,4.986402124017476
2019-11-17,2019-11-23,0.9600006103515568,26.88360617674887,-8.6,198.0,10296.0,43.6,3.6,-4.1800048828125,2.0800018310546875,208.679638671875,-8.4,142.76000000000002,-8.679998779296875,45.2,9.418756152391435,-44.755869140625,2.579998779296875,52.0,-384.80126953125,311.8914599609375,-278.88000000000005,146.63974609375,-462.30854003906245,-3.8184107910096645,12.7280419921875,-22.187989501953123,-41.1080419921875,108.87594848632813,7.275583959966898,369.40291992187497,45.407978515625004,361.1998291015625,-149.64,-18.6480615234375,-636.4,670.7996826171875,12.332406762689352
