first_day_in_week,last_day_in_week,SLARL_main_symb_weekly_mean_diff,MMAN.TA_weekly_mean_diff_0.36_INT_OPAL.TA_weekly_mean_diff_0.58_corr_0.74,OPAL.TA_weekly_mean_diff_0.58_INT_MNRV.TA_weekly_mean_diff_0.42_corr_0.78,OPAL.TA_weekly_mean_diff_0.58_INT_ZUR.TA_weekly_mean_diff_0.42_corr_0.71,ZUR.TA_weekly_mean_diff_0.42_INT_SHOM.TA_weekly_mean_diff_0.5_corr_0.7,ATRY.TA_weekly_mean_diff_0.37_INT_SHOM.TA_weekly_mean_diff_0.5_corr_0.72,HLMS.TA_weekly_mean_diff_0.41_INT_ALRPR.TA_weekly_mean_diff_0.61_corr_0.71,LUMI.TA_weekly_mean_diff_0.38_INT_MZTF.TA_weekly_mean_diff_0.36_corr_0.71,NSTR.TA_weekly_mean_diff_0.4_INT_ALRPR.TA_weekly_mean_diff_0.61_corr_0.7,ASGR.TA_weekly_mean_diff_0.48_INT_ATRY.TA_weekly_mean_diff_0.37_corr_0.72,ELCRE.TA_weekly_mean_diff_0.42_INT_ASGR.TA_weekly_mean_diff_0.48_corr_0.73,MNRV.TA_weekly_mean_diff_0.42_INT_SHOM.TA_weekly_mean_diff_0.5_corr_0.75,MRIN.TA_weekly_mean_diff_0.45_INT_ZUR.TA_weekly_mean_diff_0.42_corr_0.72,ZUR.TA_weekly_mean_diff_0.42_INT_ADGR.TA_weekly_mean_diff_0.37_corr_0.75,ZUR.TA_weekly_mean_diff_0.42_INT_MNRV.TA_weekly_mean_diff_0.42_corr_0.74,ELCRE.TA_weekly_mean_diff_0.42_INT_AZRM.TA_weekly_mean_diff_0.35_corr_0.79
2019-06-16,2019-06-22,6.4800048828125,-1.3056026367098092,138.71950195357203,-0.8159985351562501,-0.25599853515625004,-11.647933349609376,-16.19989013671875,-31.360000000000003,2520.0,14.1960888671875,10.140063476562501,43.519672852009535,1.52,-0.392001953125,-27.199951171875,-2.6
2019-06-23,2019-06-29,-3.2199951171875,11.0159912109375,50.3997802734375,9.0,16.79998779296875,27.551979980468747,-158.79992675781273,608.0,360.0,-17.54802001953125,-5.9920068359375005,94.07952148467302,-15.600006103515625,13.9000244140625,139.9993896484375,18.703996582031248
2019-06-30,2019-07-06,-2.2,13.690402978509665,1246.960898436606,11.33599365234375,2.7559936523437796,59.783862304688135,-534.6,263.2,-2235.6,182.7361376953125,88.77606689453124,303.1596899405154,15.027996826171936,2.54798095703125,743.6009521484375,451.5519665527343
2019-07-07,2019-07-13,0.0199951171875,-5.1304203125089405,-479.16142334043633,-20.328010253906253,4.2,0.5,-343.2,3.3600000000000003,462.0,3.9199951171875,-116.8158544921875,99.00024414062428,-15.959999999999999,-6.0480615234375,1663.204101562488,166.88
2019-07-14,2019-07-20,0.6800048828125,-1.2235988525301218,196.07927734404856,5.175581518560657,8.716746997088363,24.95985717773482,252.2794189453152,733.3600000000001,3474.7999999999997,119.34038085937499,2.4480078125,330.2379541024634,-4.358498193323309,-2.451499365270142,7027.914155274661,-0.7679980468750183
2019-07-21,2019-07-27,6.7199951171875,-0.3223960205167532,560.478496093303,6.968773364275722,33.495157177746435,367.13584960937504,-53.71995849609375,407.0,-3692.3999999999996,316.624150390625,124.38805908203125,2693.9196240231395,13.825174267589976,26.076791064441313,2540.2384790033207,-35.3319409179693
2019-07-28,2019-08-03,16.3,-1.6368123047053815,1108.5617285147327,-3.7200073242187504,-5.82000732421875,21.34002685546875,183.92009277343752,79.8,3252.7999999999997,27.94002685546875,15.240014648437501,1734.3614721670776,11.27999267578118,-0.12000732421874999,-2681.998901367192,47.759985351562506
2019-08-04,2019-08-10,-4.5,-0.2788024169951677,47.55997070297718,3.837609716802817,21.153627783208982,66.89601806640626,37.440380859375,-1034.0,14040.0,-20.424072265625,-0.552001953125,262.15951904282633,16.660834521502178,-7.113584570288624,271.43971191347197,0.8400000000000001
2019-08-11,2019-08-17,6.55999755859375,0.29400024414062503,30.0,0.7079992675781273,-8.071208935529018,-10.71602294921875,421.8,3325.0,-228.0,-61.475908203125,126.87581054687499,-342.000732421875,3.3983878418058264,35.399963378906364,2123.997802734382,3.88
2019-08-18,2019-08-24,-4.94000244140625,13.389984130859375,883.9984130859375,-25.219952392578275,23.745536230504744,640.1514892578149,20.7998046875,147.0,10336.0,476.977021484375,223.440478515625,-832.3178417980703,-1.0864168944954495,36.62714033201358,-527.6780566424162,499.79999999999995
2019-08-25,2019-08-31,3.660009765625,1.5599853515625002,-1836.0003662109375,-69.24001464843744,59.54652529299148,59.34011230468645,89.76008300781251,1007.9999999999999,-3134.8,-32.199999999999996,25.2,1578.9633032232243,-126.47839858397856,18.46400390624998,14124.965805664646,151.20000000000002
2019-09-01,2019-09-07,2.7199951171875,-0.24001464843749998,617.999267578125,4.800000000000001,9.855996093750036,-177.40792968750065,-0.0,45.6,0.0,117.504140625,-21.216025390625003,1268.9579931646633,7.5200000000000005,1.9840039062500001,329.599609375,11.648012695312499
2019-09-08,2019-09-14,-1.475006103515625,2.4064039550721645,-133.12018554657513,22.271978759765624,72.38395751953124,-108.1599365234375,65.52004394531251,315.0,-1627.2,-75.39999999999999,-8.7,-432.64076171814787,76.56010620117186,22.619999999999997,-1809.6042480468495,-34.97999267578125
2019-09-15,2019-09-21,4.62000732421875,-0.24000335694290698,-32.000244141091386,-0.20000076293945312,0.3249969482421875,33.149688720703125,-16.625289916992188,-2.5,4726.25,36.975311279296875,3.2625274658203125,51.99971008114635,1.4625015258789205,-0.21250152587890625,40.000152587891534,21.82495880126953
2019-09-22,2019-09-28,1.4499816894531818,8.64,-158.40087890625,5.4,5.82000732421875,-48.112060546875,24.79998779296875,-75.6,-184.0,165.66412109375,48.09603515625,-170.7211621105671,3.240014648437398,-9.899999999999999,-264.00146484375,-1.8720703125
2019-09-29,2019-10-05,4.633341471354129,-0.0,-448.5026397742331,15.60003662109375,-57.599853515625,-431.9989013671875,-3.99993896484375,-75.0,1100.0,-310.5010986328125,120.75042724609375,1656.0016479343176,105.0,97.2000732421875,-4140.0146484375,-276.4997863769531
2019-10-06,2019-10-12,4.0,-1.0500030517578125,-77.00136312180096,1.633338080512153,16.10000949435764,269.10015869140625,1425.000508626302,173.33333333333334,4083.333333333333,-289.900634765625,-299.811767578125,-759.0116780665186,22.244472927517318,35.622212727864586,-256.67046440972223,244.68905300564236
2019-10-13,2019-10-19,0.6666666666666666,1.6111077202690973,166.66666666666669,30.277777777777782,79.93377685546875,247.13470458984375,-18.22218153211818,0.0,-222.22222222222226,303.3013712565104,46.800211588541664,440.00244140625,334.26637098524304,956.7777777777778,7266.666666666667,162.9334038628472
2019-10-20,2019-10-26,6.0,24.622233072916664,1013.3355034722222,18.666666666666664,28.933247884114582,476.7097032335069,-111.0003662109358,-415.0,3000.0,-284.4898274739583,-13.155598958333332,1570.6653917001352,5.366638183594015,43.63336181640625,2660.005696614583,-18.13335503472222
2019-10-27,2019-11-02,15.4,4.739996337890625,-701.5198437496997,-22.11998291015625,-112.8399658203125,-478.76385498046875,24.0,-7.0,600.0,-144.93614501953124,66.85606689453125,-3578.6408837884546,-87.08010253906218,30.239965820312502,6216.003417968729,-8.219999999999999
2019-11-03,2019-11-09,-7.8,1.4832007568329573,72.0001220703125,7.776013183593751,72.14405273437501,283.23220703124997,-638.5197509765637,-76.0,-1448.3999999999999,131.44,-41.54,668.00048828125,77.3279736328125,-80.1360791015625,1080.0,89.78
2019-11-10,2019-11-16,4.4,-3.808807299807668,-253.9201123043908,6.6240087890625,39.02396484375,148.5078662109375,143.6398681640631,162.0,-928.8,-52.059999999999995,63.080000000000005,-1495.9173291027626,-24.768017578125,20.73603515625,-1987.1982421875107,116.863837890625
2019-11-17,2019-11-23,2.0,26.88360617674887,670.7996826171875,-22.187989501953123,-41.1080419921875,353.720361328125,-33.28012695312441,-766.64,5751.2,-309.320361328125,16.72001953125,1242.80126953125,-24.2519580078125,-103.3719580078125,-2236.0,-13.3599609375
2019-11-24,2019-11-30,-3.0,-2.2360052490234374,-68.63990722596645,5.512012939453125,-63.599999999999994,-44.400000000000006,1005.840161132811,617.76,-897.6,20.86805419921875,19.74005126953125,791.9970703125,-45.58,-82.25597412109374,-1399.19482421875,61.18001708984376
2019-12-01,2019-12-07,5.0,-0.7752030761540014,-253.08002196997492,-6.383979492187564,32.36802734375,-280.90823730468753,-16.5999755859375,74.12,-52.0,-210.92411865234376,184.01610351562502,1283.1653173863804,-12.544013671874998,28.895986328124994,1243.2041015624918,286.623896484375
2019-12-08,2019-12-14,-3.4,2.2219946289062626,-109.08022949099308,-43.63189453125025,-110.16,-231.53999999999996,20.0,36.48,1436.0,211.56388916015624,-2.7959985351562495,-275.40124511718005,45.792158203125,46.22405273437501,1166.4052734374686,-3.6599999999999997
2019-12-15,2019-12-21,1.4,-0.46760764159262186,1770.1980590820312,3.339996337890625,13.24000244140625,-717.6081323242188,-82.9600830078125,-38.400000000000006,-1224.0,39.0237353515625,1.439990234375,7017.2012939453125,0.6,-4.34000244140625,530.0,-6.8
2019-12-22,2019-12-28,0.0,4.4688072998076676,-614.0808642581082,-0.6080004882812501,-1.472001953125,132.48017578124998,54.6,182.39999999999998,-109.2,125.279736328125,73.07984619140625,-1486.7228710949366,-0.6719970703125,-2.152001953125,161.60009765624943,132.71989746093752
2019-12-29,2020-01-04,7.0,-8.133988037109376,3449.6011962890557,36.260000000000005,89.39194580078126,1261.1512353515627,-273.599853515625,228.0,216.0,565.8487646484375,-121.40816406249998,8504.317792966944,49.87601806640625,4.88398193359375,5209.601806640614,-19.712109374999997
2020-01-05,2020-01-11,6.4,-3.4200439453125,-1457.99560546875,-95.39999999999999,-243.8000000000002,855.6000000000008,147.839892578125,-165.60000000000002,739.2,-6.696181640625,-0.0360009765625,-3725.9887695312536,-368.2440258789062,25.228051757812498,1717.19482421875,1.33199951171875
2020-01-12,2020-01-18,-1.4,-3.2336106933652964,-251.9199658185227,3.9480102539062027,45.1079589843751,-244.87177734375052,944.6789794921922,128.0,65709.59999999999,33.744111328125,-21.0160693359375,-2878.3095166087373,-67.36801025390615,0.7559692382812501,-1125.5969238281314,-143.98803466796872
2020-01-19,2020-01-25,-2.4,0.2111950195580821,25.439553223551872,-3.5519458007814184,-12.4320361328125,-11.59203369140625,-87.36020507812404,325.68000000000006,-3864.0,-32.844067382812504,16.184033203125,89.04005371034268,20.42389160156284,-14.20814453125,-1568.7963867187716,-51.0
2020-01-26,2020-02-01,-0.6,13.81681328125298,-581.4002075195312,4.10400146484375,4.0560058593749995,317.720458984375,365.199462890625,-42.839999999999996,23848.0,601.6,-104.96,-574.600830078125,21.7919970703125,0.0719970703125,-204.0,-0.9839599609374999
2020-02-02,2020-02-08,10.0,11.42761826172465,1433.8016357421798,27.392031249999857,-196.35203125,306.800048828125,-233.1198486328125,-81.28,-9696.800000000001,92.800048828125,267.26414062500004,-10277.801635742188,-215.04000000000002,-156.16,8576.0,1454.975859375
2020-02-09,2020-02-15,6.0,10.199222119152497,1415.2014160156184,43.43204345703105,-116.0559130859375,245.15181640625002,-28.2000732421875,186.56,-3282.0,143.63181640625,-31.323959960937497,-3781.59716796875,395.16,-128.5159130859375,10324.0,-69.86395996093769
2020-02-16,2020-02-22,-12.8,4.841998901367187,5067.956223145127,53.79998779296875,192.7999267578125,381.74385498046877,-79.68081054687312,295.12,5743.6,62.171806640625,61.54380859375,18161.743686527014,176.0,39.5999755859375,9419.9951171875,96.8238085937509
2020-02-23,2020-02-29,-12.75,26.544013671874996,1556.79931640625,100.8,734.4,3496.56,5080.8,1178.56,117471.59999999999,2577.854326171875,694.8475488281251,11342.39501953125,1400.3999999999999,669.6,20015.9912109375,851.0037744140635
2020-03-01,2020-03-07,-67.5,312.90637969970703,34053.1120300293,1221.875,2325.874824523926,5794.462062835693,7631.74728393556,5249.75,166875.0,3452.3258743286133,1289.350326538086,64821.095420839265,1617.1875,876.875,92143.71490478516,1512.712173461914
2020-03-08,2020-03-14,-22.0,1416.7249069213865,112392.51861572263,3421.3375930786124,6985.698486213689,30047.688236236572,32948.54846954347,26005.0,759020.25,15078.125,4078.125,229483.41863250826,8511.278356552124,5692.881404876709,413364.9547119159,9196.988296508789
2020-03-15,2020-03-21,-3.6,145.46237026367325,19765.11317871139,243.73274467773743,38.28077324219048,97.66394531249999,276.44805969238246,945.5999999999999,7882.68,574.3360546875,641.0000610351562,3104.3174633793533,234.60152451172473,439.35116035155954,25005.43009277433,377.00012207031193
2020-03-22,2020-03-28,5.6,268.9584417358412,21437.758518066257,165.05758243408053,566.255908203125,4090.88,3850.895310058594,720.8,32781.6,1068.4161328124999,436.00805419921875,73545.5908203125,216.86396484375,41.264430078119034,29457.35154785216,826.7280541992181
2020-03-29,2020-04-04,19.0,-9.302404687497782,1493.2810473628372,62.6687961914019,-65.94564072266222,-830.7603149414062,1786.7399999999998,-3.6,10941.48,2451.0,972.8000000000001,-1571.362167969346,232.0384303222597,121.85602905273439,2498.563095703721,661.5040625
2020-04-05,2020-04-11,-4.333333333333333,6.875578681110451,3324.4533962673336,78.57798936631879,402.13319227430554,1759.3327162000867,425.24419487847223,-44.44444444444445,-24983.11111111111,2254.7765435112847,1010.9327799479167,17013.32736545139,1328.888888888889,618.2218695746528,50844.444444444445,2153.3333333333335
2020-04-12,2020-04-18,-12.8800048828125,-0.7289039441901308,-172.44833712982236,5.502350328282787,-257.9167683919271,-575.0,1377.5,-55.0,22610.0,461.532958984375,608.6883951822916,8083.330790201823,103.16670735677084,273.0477595349981,-13342.889953611628,790.6883951822916
2020-04-19,2020-04-25,22.13334147135417,15.504438256844752,760.2816772460885,5.212415551766718,33.03284868165851,507.06435302734377,-0.724044189453125,1164.24,-2215.44,-335.47188232421877,-57.07197998046875,4818.163354492187,53.380041503906256,8.289614111334087,1438.1211181640626,26.4039599609375
2020-04-26,2020-05-02,-0.65999755859375,175.93315633138022,1273.9987182617188,327.1952016873078,1463.3903423394593,4187.575893825955,5119.20263671875,124.88888888888889,61344.0,3153.543816460504,1934.355170355903,5697.9974365234375,1369.9067827690806,1333.9506812880022,11325.999145507812,1672.4444444444446
2020-05-03,2020-05-09,-11.74000244140625,-6.0255723632872105,-1054.4797607421874,23.026421044915914,-39.46162412106991,217.591884765625,536.3642321777344,-74.76,25677.0,179.36,308.56,1807.11904296875,-17.29123017579317,-14.38080595701933,-838.8809570312501,771.4
2020-05-10,2020-05-16,1.35999755859375,34.739978027343746,5002.5568359375,180.33906708985566,543.8208572265505,4367.328916015625,909.344306640625,4401.879999999999,34213.439999999995,998.031083984375,91.503916015625,15085.443164062499,363.9488760253787,352.73596313476565,15137.27841796875,87.71999999999998
2020-05-17,2020-05-23,2.8000030517578125,-0.6039990234375,-116.0,-4.4799999999999995,309.12,615.48,105.82000000000001,1635.1999999999998,195.36,119.52767333984376,33.2319091796875,8004.0,412.6081640625,39.871972656249994,12992.0,138.3839697265625
2020-05-24,2020-05-30,-6.2,6.75,973.125,43.70625686645508,158.79916282650083,-91.96861267089844,-0.0,-67.8125,0.0,-73.96871566772461,299.16236114501953,3535.6822204589844,9.226995010394603,-142.28823627473267,8401.313819885254,598.3247222900391
2020-05-31,2020-06-06,1.274993896484375,-0.2943995605409041,-84.63955078125001,-6.614767138659954,-16.105535253882408,188.3831787109375,-43.520019531250185,416.16,2268.8,555.06,15.179999999999998,-206.0791015625,-135.17204589843752,176.01129487305846,2645.9208984375,-36.06401123046875
2020-06-07,2020-06-13,-6.67999267578125,19.013714294414928,13.249969482421875,-15.436206359881908,134.26610855106264,193.04364776611328,-149.53207969665527,1545.0,-18487.5,166.66244888305712,-67.16247940063496,-115.24993896484375,-243.77615783689544,107.76244354248047,-116.49993896484375,139.89379119873047
2020-06-14,2020-06-20,-6.14000244140625,8.359233837872743,319.9198486328125,93.80878081053496,13.089736669957638,3.7440380859375004,-234.048134765625,2068.32,-3841.92,27.56,-6.359999999999999,44.640454101562504,-203.6160546875,33.087631079107524,1127.1603027343751,11.9759912109375
2020-06-21,2020-06-27,7.179996109008813,2.4640008544921836,133.76004638671853,55.968019409179604,88.40396118164062,54.48797607421876,15.31559936523562,732.8,2144.2400000000002,122.89202392578103,195.62403808593712,211.2799072265625,133.56,-10.176038818359375,604.2,246.48000000000002
2020-06-28,2020-07-04,-10.779996109008813,15.333987262725298,-204.99950904843863,-13.448028465272383,37.720081840523164,581.9000579071045,91.52006042466382,755.9995043940132,5012.476293944288,-214.54385330200196,-66.14389007572784,574.9986534117255,-11.808024444580159,14.366421983321443,163.99993911660388,273.6237406921301
2020-07-05,2020-07-11,1.6,3.760394109346721,252.79958129900132,15.831581156162741,134.66879593962588,1997.1845328521727,121.64436881254285,420.4802587885423,933.0425408925302,1004.5364308166503,266.3440110778366,2150.398933105031,37.67516434937259,96.19195996857053,1603.198300781617,832.1274102021291
2020-07-12,2020-07-18,-9.400001907348633,1.769998168945321,592.3593872070342,-0.5192023437470491,-0.5808064453304115,178.464990234375,9.407998046875036,-127.44,53.760000000000005,1692.7041650390624,-5.008000488281251,662.6436767578125,2.7456163085998524,0.40480278320612617,-220.88122558594893,-9.607998046875
2020-07-19,2020-07-25,2.525007724761963,0.588000183105467,-301.84009399413975,16.228790698237713,71.53905585944672,-13.823984375000002,-0.7279968261718455,-124.8,113.36000000000001,5.407998046875001,27.039990234375,-1330.5584960937501,120.88789306640658,-43.22157187499118,-1275.118872070316,119.8400390625
2020-07-26,2020-08-01,,5.460018768324477,-682.5016021728466,-1.535625629418025,7.481235504150256,385.9375,98.39943695068534,-71.0,8394.75,611.4063739776611,-1.8812503814697266,3325.0,-14.174972534179432,-4.567493553156882,1102.4978637695112,-1.5374984741210938
