first_day_in_week,last_day_in_week,ENRG_main_symb_weekly_mean_diff,JBNK.TA_weekly_mean_diff_-0.45_INT_PMCN.TA_weekly_mean_diff_-0.39_corr_0.84,PRGO.TA_weekly_mean_diff_-0.44_INT_PZOL.TA_weekly_mean_diff_-0.36_corr_0.86,CAMT.TA_weekly_mean_diff_-0.39_INT_BCNV.TA_weekly_mean_diff_-0.38_corr_0.88,JBNK.TA_weekly_mean_diff_-0.45_INT_PRGO.TA_weekly_mean_diff_-0.44_corr_0.92,PZOL.TA_weekly_mean_diff_-0.36_INT_CAMT.TA_weekly_mean_diff_-0.39_corr_0.9,PZOL.TA_weekly_mean_diff_-0.36_INT_ENRG.TA_weekly_mean_diff_-0.42_corr_0.89,ENRG.TA_weekly_mean_diff_-0.42_INT_CAMT.TA_weekly_mean_diff_-0.39_corr_0.93,CAMT.TA_weekly_mean_diff_-0.39_INT_PRGO.TA_weekly_mean_diff_-0.44_corr_0.94
2019-03-10,2019-03-16,5.9800048828125,-8.20798828125,21480.0,877.1999999999999,205.19970703125,3651.6,3501.2395629882812,99.75598754882812,612.0
2019-03-17,2019-03-23,-2.32000732421875,17.784111328125,-33920.0,4484.0,124.80078125,-8056.0,-2535.5220703124996,113.62009277343749,1520.0
2019-03-24,2019-03-30,0.9800048828125,-15.297207104489207,7844.0,-2070.0,247.1601806640625,2438.0,245.9207763671875,53.36016845703125,1702.0
2019-03-31,2019-04-06,2.2199951171875,5.743608618155122,-9048.0,11396.0,41.519970703125,-58058.0,-738.923681640625,75.4603759765625,924.0
2019-04-07,2019-04-13,-0.0199951171875,1.8655931152403353,48776.0,4920.0,192.9195556640625,6592.8,594.9586914062501,54.6118798828125,4477.2
2019-04-14,2019-04-20,6.15999755859375,-46.526031494140625,-9204.0,-4070.0,-1276.7608642578125,858.0,-1.5596191406250002,-0.21994628906250002,-1298.0
2019-04-21,2019-04-27,-1.1800048828125,11.475981445312499,14688.0,-823.2,217.43964843749998,3998.4,1256.6395019531249,120.7359521484375,1411.2
2019-04-28,2019-05-04,3.7800048828125,12.92195556640625,38700.0,10979.2,127.799560546875,16168.0,507.402099609375,44.368183593750004,3384.0
2019-05-05,2019-05-11,5.54000244140625,0.0,1760.0,-17.6,-13.639892578125,352.0,-302.400390625,-16.632021484375002,96.80000000000001
2019-05-12,2019-05-18,-0.2800048828125,-10.360034179687501,4104.0,-5428.400000000001,39.9601318359375,-5031.2,421.04018554687497,-366.74816162109374,-3574.8
2019-05-19,2019-05-25,-0.47999267578125,17.638361962884662,760.0,-2668.8,-21.199951171875,4225.6,21.280371093750002,15.568271484375002,556.0
2019-05-26,2019-06-01,4.2,83.20001220703125,8220.0,-208.0,2740.0,-48.0,14.3997802734375,-0.7679882812500001,-438.40000000000003
2019-06-02,2019-06-08,-0.5800048828125,-39.2,23088.0,-297.59999999999997,1019.2,-133.2,-932.4000000000001,2.52,-62.4
2019-06-09,2019-06-15,5.2800048828125,-0.06802490234375,-308.0,6146.4,-0.2801025390625,-343.2,-12.760107421874999,9.048076171875,218.4
2019-06-16,2019-06-22,3.9199951171875,-39.283955078125,37164.0,-13268.0,973.55888671875,13952.8,1721.281591796875,225.984208984375,4879.2
2019-06-23,2019-06-29,3.9800048828125,-12.117631201148033,-16632.0,-7760.4,257.0408203125,3445.2,-776.159033203125,-68.20791503906248,-1461.6
2019-06-30,2019-07-06,0.0,-8.63038466796279,-2048.0,280.8,593.91875,-20.8,-31.8400390625,10.3480126953125,665.6
2019-07-07,2019-07-13,-5.3,8.873599462881684,-2340.0,-550.8000000000001,42.4799560546875,-3978.0,0.0,-0.0,550.8000000000001
2019-07-14,2019-07-20,1.25999755859375,-11.80798828125,4480.0,-2360.0,-34.4399658203125,-3200.0,1696.0,-53.0,-140.0
2019-07-21,2019-07-27,-4.14000244140625,-19.7508389160037,66560.0,-24786.0,-2899.19921875,19094.399999999998,262.07949218749997,115.66777587890624,29376.0
2019-07-28,2019-08-03,15.1800048828125,-7.2159838867187505,4416.0,8380.8,-314.879296875,-892.4,190.44011230468752,-80.31604736328124,-1862.3999999999999
2019-08-04,2019-08-10,-10.62000732421875,-0.1016372436657548,-87984.0,-7772.400000000001,-11.284130859375,-11887.2,2368.08076171875,-1156.7163720703127,42976.8
2019-08-11,2019-08-17,21.64000244140625,-2.8116009887680415,-5256.0,21766.8,153.35991210937502,5460.4,1550.5210693359377,397.1882739257813,-1346.3999999999999
2019-08-18,2019-08-24,0.0,9.412788623049872,4500.0,19562.399999999998,443.9996337890625,1482.0,649.2000732421875,1069.0161206054686,7410.0
2019-08-25,2019-08-31,3.7800048828125,-35.494386132806504,41728.0,90.0,481.2796875,-3260.0,-0.0,0.0,-320.0
2019-09-01,2019-09-07,-19.7800048828125,-16.265208813473603,712.0,0.0,12.560009765625,0.0,672.8408691406249,0.0,0.0
2019-09-08,2019-09-14,11.475006103515625,0.1760000610351557,-83628.0,-17770.8,-60.6,-6927.6,2729.640673828125,-992.9562451171874,30421.2
2019-09-15,2019-09-21,9.2199951171875,-5.898750419612043,-59325.0,1697.5,-250.24978637695312,5932.5,9725.067672729492,80.32504272460938,-490.0
2019-09-22,2019-09-28,-3.850006103515625,-0.7199951171875,-4960.0,23584.000000000004,-320.0,1091.2,571.6396972656249,162.2719140625,-1408.0
2019-09-29,2019-10-05,13.866678873697914,19.337512969970703,-41250.0,121432.5,2337.5,-9637.5,-288.7504577636719,494.7257843017578,70675.0
2019-10-06,2019-10-12,-1.9666748046875,-14.478905470110426,-10833.333333333332,67022.22222222222,680.3338623046875,-6444.444444444443,-1155.5565728081597,1072.3564995659722,10053.333333333332
2019-10-13,2019-10-19,7.866658528645832,18.479922281888598,75555.55555555556,862.2222222222222,793.3298746744791,355.55555555555554,-524.4466145833334,-2.6222330729166665,377.7777777777777
2019-10-20,2019-10-26,4.14000244140625,-0.0022216457873585997,-37266.66666666667,-14500.0,2.88818359375,24940.0,3382.663167317708,456.2661946614583,-5026.666666666667
2019-10-27,2019-11-02,2.5599975585937726,-47.77921882323918,-8160.0,-2906.4,161.1600830078125,2016.0,993.6005859375,34.776020507812504,-285.6
2019-11-03,2019-11-09,-9.219995117187525,-3.1871872070431713,32472.0,14504.4,-328.6795166015625,7773.599999999999,-419.8395996093787,-121.34388427734481,9385.199999999999
2019-11-10,2019-11-16,8.8,0.3431931884586786,38804.0,-4070.4,47.958935546875004,-2278.4,1641.159130859379,-118.01593750000029,-2790.4
2019-11-17,2019-11-23,7.6,-0.034000244140625004,280.0,-792.0,-9.520068359375001,-198.0,88.0,-174.24,-554.4
2019-11-24,2019-11-30,-3.5800048828124766,-10.876831225603748,-16324.0,542.4000000000001,-951.7207519531249,-4791.200000000001,-805.5999999999999,343.52,6960.8
2019-12-01,2019-12-07,4.9,-3.099611059576357,-612.0,18408.0,132.840087890625,1060.8,121.72016601562422,111.69615234374928,-561.6
2019-12-08,2019-12-14,-0.6,-8.431995849609336,-150912.0,14924.0,890.8,-14976.0,-2822.4,127.4,6812.0
2019-12-15,2019-12-21,12.680004882812476,-8.335197582989913,4140.0,904.8,-138.919775390625,-1044.0,54.0,-6.96,-533.6
2019-12-22,2019-12-28,10.4,16.581620947271553,-9620.0,-1872.4,-435.120361328125,806.0,1648.400634765622,78.61603027343736,-458.8
2019-12-29,2020-01-04,16.6,-18.934412988275344,-19008.0,-352.0,858.880859375,237.60000000000002,1123.2,22.880000000000003,-387.20000000000005
2020-01-05,2020-01-11,11.0,-24.099624487310738,15288.0,307.20000000000005,-622.440380859375,-5017.6,-3253.6000000000004,424.96000000000004,-1996.8000000000002
2020-01-12,2020-01-18,-1.4,2.6260015869140774,-250592.0,-5120.8,852.8000000000001,-26434.4,-4202.0,761.2,45395.200000000004
2020-01-19,2020-01-25,1.4,-2.7175901855528553,-160.0,-1285.2,3.439990234375,-2856.0,56.0,-99.96000000000001,285.6
2020-01-26,2020-02-01,-2.0,1.358001708984363,95472.0,34368.0,75.6,94941.6,-1237.6,-150.35999999999999,11599.2
2020-02-02,2020-02-08,6.4,-3.8319970703125,8448.0,897.6,-421.519677734375,844.8000000000001,-384.0,-8.8,193.60000000000002
2020-02-09,2020-02-15,3.8,-14.38718159180136,10720.0,4906.8,-51.199951171875,15115.199999999999,-3430.4,-180.48000000000002,564.0
2020-02-16,2020-02-22,-13.0,-8.221632910147308,10200.0,3710.0,-34.400146484375,5406.0,1938.0,40.279999999999994,212.0
2020-02-23,2020-02-29,-9.75,19.179995727539062,475280.0,38142.8,3640.0,104378.8,11882.0,1484.6000000000001,59384.0
2020-03-01,2020-03-07,-57.0,-54.4837030029156,-212712.5,12264.375,-3214.7464752197266,12845.625,5386.875,226.6875,-8951.25
2020-03-08,2020-03-14,19.6,363.5151174163907,1403031.25,105435.0,26930.129928588867,123362.5,99037.5,4047.0,57332.5
2020-03-15,2020-03-21,-1.0,91.70883476562787,-270256.0,3585.6,-4958.240649414062,101193.59999999999,-19913.600000000002,-1952.16,-26493.6
2020-03-22,2020-03-28,-0.4,35.52,-37120.0,43460.0,-643.8,67840.0,-640.0,-106.0,-6148.0
2020-03-29,2020-04-04,38.66666666666666,40.89603515625,-99600.0,-777.6,-3771.5232421875,-2160.0,-120.0,2.8800000000000003,2390.4
2020-04-05,2020-04-11,24.33333333333333,3.1466954209736815,597866.6666666667,141113.33333333334,4641.328531901041,117208.8888888889,39182.22222222222,4472.444444444444,68243.33333333334
2020-04-12,2020-04-18,-17.8,-12.240010986311471,-373088.8888888889,15773.333333333332,1750.99860297309,28253.333333333336,-26442.222222222223,-632.6666666666666,-8926.666666666666
2020-04-19,2020-04-25,33.333333333333336,6.523232128918034,-2080.0,864.0,-241.60009765625,1664.0,-1851.2,-284.8,-320.0
2020-04-26,2020-05-02,-7.2,9.161122639973959,135455.55555555556,51263.333333333336,-786.7787679036459,50656.666666666664,18555.555555555555,3033.3333333333335,22143.333333333336
2020-05-03,2020-05-09,3.2,0.027999572753910226,-31064.0,-16576.0,-30.799999999999997,20897.600000000002,-5083.2,-213.12,-1302.4
2020-05-10,2020-05-16,30.8,12.035996398925816,47040.0,-4231.2,283.20000000000005,-8035.999999999999,-3136.0,26.24,-393.59999999999997
2020-05-17,2020-05-23,-2.5,19.689993286132843,57552.0,-12729.599999999999,1199.0,35006.4,8131.2,4084.08,28906.8
2020-05-24,2020-05-30,9.2,-5.018123683927115,16987.5,-796.875,244.12513732910156,7078.125,943.75,46.875,843.75
2020-05-31,2020-06-06,20.5,-3.6624055419862267,3808.0,1596.0,34.880078125,4998.0,2189.6,193.2,336.0
2020-06-07,2020-06-13,-4.4,5.19248229981172,83375.0,30043.75,-1942.9991149902344,30043.75,-5893.75,-2142.25,30305.0
2020-06-14,2020-06-20,-17.6,-2.3279980468750003,21584.0,-4657.599999999999,-826.439306640625,4316.8,-668.8000000000001,-124.96000000000001,4032.7999999999997
2020-06-21,2020-06-27,-269.65599994659425,-0.9935912841931046,20416.0,6302.0,-47.519677734374994,10672.0,8166.400000000001,404.8,1012.0
2020-06-28,2020-07-04,262.45599994659426,6440.709549317386,19996786.32,3799403.012947311,554183.4658309554,4551886.238099213,1473454.3149081802,224633.69480944774,3048585.863794861
2020-07-05,2020-07-11,10.4,5891.31292691425,19074720.72,3637862.0410555266,507416.9984430313,4457906.634197541,1340152.8269272996,229134.06120928907,3261320.751773987
2020-07-12,2020-07-18,2.0,-4.435202099606372,177600.0,11417.6,879.1194580078125,20480.0,8320.0,266.24,5683.200000000001
2020-07-19,2020-07-25,28.5,0.36960312500595544,6808.0,28792.8,-130.24072265625,-5133.599999999999,-92.0,223.2,-16516.8
2020-07-26,2020-08-01,,10.850021362304688,26300.0,-718.75,124.000244140625,-3780.625,-18738.75,163.875,-230.0
