first_day_in_week,last_day_in_week,RANI_main_symb_weekly_mean_diff,MNRV.TA_weekly_mean_diff_0.5_INT_ZUR.TA_weekly_mean_diff_0.49_corr_0.74,MRIN.TA_weekly_mean_diff_0.39_INT_ALRPR.TA_weekly_mean_diff_0.51_corr_0.72,NSTR.TA_weekly_mean_diff_0.46_INT_ASHG.TA_weekly_mean_diff_0.37_corr_0.75,NSTR.TA_weekly_mean_diff_0.46_INT_DANH.TA_weekly_mean_diff_0.44_corr_0.73,OPAL.TA_weekly_mean_diff_0.49_INT_ILDC.TA_weekly_mean_diff_0.47_corr_0.72,PIU.TA_weekly_mean_diff_0.36_INT_ANLT.TA_weekly_mean_diff_0.4_corr_0.73,PTBL.TA_weekly_mean_diff_0.45_INT_SKLN.TA_weekly_mean_diff_0.42_corr_0.74,SKLN.TA_weekly_mean_diff_0.42_INT_MNRV.TA_weekly_mean_diff_0.5_corr_0.74,SLGN.TA_weekly_mean_diff_0.51_INT_SKLN.TA_weekly_mean_diff_0.42_corr_0.72,SNEL.TA_weekly_mean_diff_0.44_INT_NTGR.TA_weekly_mean_diff_0.42_corr_0.74,ZMH.TA_weekly_mean_diff_0.43_INT_AURA.TA_weekly_mean_diff_0.38_corr_0.72,ADGR.TA_weekly_mean_diff_0.4_INT_BLSR.TA_weekly_mean_diff_0.45_corr_0.77,ASHG.TA_weekly_mean_diff_0.37_INT_MDPR.TA_weekly_mean_diff_0.4_corr_0.76,AURA.TA_weekly_mean_diff_0.38_INT_GZT.TA_weekly_mean_diff_0.43_corr_0.8,ILDC.TA_weekly_mean_diff_0.47_INT_GZT.TA_weekly_mean_diff_0.43_corr_0.79,LUMI.TA_weekly_mean_diff_0.39_INT_POLI.TA_weekly_mean_diff_0.38_corr_0.78,MNRV.TA_weekly_mean_diff_0.5_INT_OPAL.TA_weekly_mean_diff_0.49_corr_0.78,NSTR.TA_weekly_mean_diff_0.46_INT_ZMH.TA_weekly_mean_diff_0.43_corr_0.77,PHOE.TA_weekly_mean_diff_0.39_INT_HARL.TA_weekly_mean_diff_0.39_corr_0.81,PTBL.TA_weekly_mean_diff_0.45_INT_NSTR.TA_weekly_mean_diff_0.46_corr_0.76,SKLN.TA_weekly_mean_diff_0.42_INT_AVIV.TA_weekly_mean_diff_0.41_corr_0.79,SKLN.TA_weekly_mean_diff_0.42_INT_SNCM.TA_weekly_mean_diff_0.4_corr_0.76,SKLN.TA_weekly_mean_diff_0.42_INT_SNEL.TA_weekly_mean_diff_0.44_corr_0.76,ZUR.TA_weekly_mean_diff_0.49_INT_ASHG.TA_weekly_mean_diff_0.37_corr_0.78
2019-05-19,2019-05-25,-0.9200012207031192,-8027.208496093715,163.83984374999855,-417.96,227.04000000000002,-9.9,-158.97609375,101.7478125,207.60021972656162,0.72,-22.440020751953128,-3.6799999999999997,-327.59999999999997,-44.064019775390626,-10.56,-145.2,13.44,311.40032958984244,118.67999999999999,-72.027978515625,4375.155937500001,-9.36,-0.5760003662109341,10.2,375.84
2019-05-26,2019-06-01,-3.6200012207031182,1232.0013427734375,2154.959399414063,1595.36,-113.28,10.8,-48.61594970703125,2993.49328125,1299.201416015625,-13.92,21.412012939453124,13.140005493164063,146.879296875,-20.279999999999998,-1.7520007324218752,25.92,0.0,56.00006103515625,212.4,-32.782216796875005,-6090.2104687500005,16.24,-7.191978759765691,-122.96,-743.5999999999999
2019-06-02,2019-06-08,2.5600006103515565,-71.1999511718753,-115.2000732421875,1218.24,-169.2,-56.88,442.65583007812495,1858.0317187500002,1281.5991210937555,30.96,3.97600341796875,-0.1959991455078125,-144.0,103.68,-0.8119964599609375,183.28,-73.08,640.7995605468777,39.48,87.361083984375,-14554.581796875002,-43.2,-4.96799560546877,-10.08,8.64
2019-06-09,2019-06-15,0.420001220703125,1478.398925781263,-535.7601806640624,0.0,6.0,-43.8,40.0,464.63906249999997,-2015.9985351562673,-62.400000000000006,5.44,21.839987182617186,470.400146484375,-0.0,-4.367997436523438,183.96,22.400000000000002,167.99987792968895,-210.0,-1.69404296875,387.19921875,-93.6,-0.7200073242187499,163.2,-0.0
2019-06-16,2019-06-22,0.9199981689453182,-27.199951171875,342.0,-212.79999999999998,-375.2,-0.40799926757812505,-7.139999999999999,3361.443671875,-639.1988525390625,-15.040000000000001,21.888013916015627,10.08,-31.36015625,-13.83200927734375,19.599999999999998,5.6000000000000005,-4.800000000000001,138.71950195357203,403.2,84.940693359375,10012.8109375,63.92,-4.88798278808599,107.16000000000001,-3.04
2019-06-23,2019-06-29,0.4,139.9993896484375,62.4000244140625,3.6,-7.2,-12.24,2.23994140625,-8160.507421875001,531.9976806640625,288.8,-1.1399963378906248,5.98399169921875,-50.040087890624996,0.38800048828125,-11.439984130859374,176.79999999999998,204.0,50.3997802734375,-244.79999999999998,301.982216796875,7731.00703125,-60.800000000000004,-16.720034790038955,-57.0,-1.0
2019-06-30,2019-07-06,-0.7799987792968807,743.6009521484375,936.3598022460975,135.24,-46.92,132.54392578124998,-121.7040966796875,-105.059765625,286.0003662109375,-1.0,73.5440283203125,3.07201171875,-101.91923828125,-11.956011962890626,-2.2400085449218747,-212.79999999999998,96.60000000000001,1246.960898436606,-132.48,38.831953125,1449.824765625,3.6,-0.060000610351556814,11.6,-25.480000000000004
2019-07-07,2019-07-13,0.1600006103515625,1663.204101562488,125.39999999999999,294.0,-25.2,41.624020996093755,4.01202880859375,4286.70875,3009.6074218749777,18.24,-154.50415893554685,24.011996459960937,-41.7604248046875,-168.0,29.80799560546875,123.84,-57.96000000000001,-479.16142334043633,40.6,-3.7743945312499996,-1974.1421874999999,85.11999999999999,5.167990722656336,659.68,-352.8
2019-07-14,2019-07-20,1.379998779296875,7027.914155274661,-76.16174316405709,113.88,8.76,19.7599365234375,51.35193603515625,-1475.3098437499998,-4747.197753906264,22.08,-0.032001953125,3.8720013427734377,-15.83935546875,-20.123990478515623,-16.896005859375,499.2,284.8,196.07927734404856,-32.120000000000005,36.413671875,2341.2525781249997,-20.24,-3.6799999999999997,1.8399999999999999,106.23596191406268
2019-07-21,2019-07-27,1.2600006103515624,2540.2384790033207,-83.63991699218673,3105.96,304.08,59.271824951171865,8.2880078125,8.46328125,2079.2005615234375,-44.16,61.712014160156244,17.543994750976562,658.8803466796875,28.6,115.05596557617187,2695.9199999999996,88.80000000000001,560.478496093303,933.9599999999999,19.431650390625,199.80703125,58.879999999999995,1.38,26.679999999999996,160.73186035156317
2019-07-28,2019-08-03,2.4799987792968805,-2681.998901367192,-285.7598144531233,-676.24,-171.2,43.64808593750001,50.05206298828125,8867.319140625,11979.595092773458,8.04,70.90808349609375,-3.6799999999999997,5.280322265625,-14.536019287109374,-3.04,133.76,-145.92000000000002,1108.5617285147327,196.87999999999997,25.8890625,28322.482031249998,-168.84,-3.215991821289063,152.76000000000002,47.400000000000006
2019-08-04,2019-08-10,-0.2599975585937614,271.43971191347197,-555.3605712890625,-72.0,-396.00000000000006,-19.680029296875,45.23990478515625,-528.6721875,-69.59985351562675,6.48,70.72,-2.815997314453138,167.199462890625,-0.8639990234375001,31.48796997070327,590.4000000000001,-154.0,47.55997070297718,-198.00000000000003,174.73681640625,-39650.4140625,15.6,0.72,24.96,3.7440039062499824
2019-08-11,2019-08-17,0.2399993896484432,2123.997802734382,54.719860839843754,80.4,-22.0,6.68,-75.88786376953126,6084.7959375,7560.0,-0.0,-5.3039746093749995,4.755989379882846,540.0,-0.804049072265625,-4.591989746093781,-374.08,765.0,30.0,-11.6,48.53522460937501,-482.9203125,35.279999999999994,16.632015380859375,131.04,-284.6157055664072
2019-08-18,2019-08-24,-0.7399993896484431,-527.6780566424162,-22.40039062499909,4444.48,-206.72,-81.89999999999999,867.7841308593751,-5262.1938281249995,1060.798095703125,-43.68,-89.67613769531249,45.35999999999999,1132.80029296875,33.71195800781289,80.16,841.68,29.4,883.9984130859375,4883.759999999999,228.24635253906249,87163.51828124998,56.16,11.388004760742144,-219.95999999999998,133.47174804687577
2019-08-25,2019-08-31,0.3799987792968807,14124.965805664646,-186.31995849609416,-1309.24,2083.7200000000003,38.400000000000006,-27.84,1447.36921875,-3182.400634765625,53.04,58.8798828125,1.720001220703125,-49.6,1.42,67.4240478515625,501.76000000000005,152.32,-1836.0003662109375,92.2,2.7744140625,25662.969609375003,-3.12,15.49599365234378,83.2,327.73606933593715
2019-09-01,2019-09-07,-1.0399993896484374,329.599609375,0.0,1.1199999999999999,-2.92,-17.4,21.6,-929.0414062499999,-617.999267578125,-30.599999999999998,-33.79203125,1.2919976806640625,131.4402587890625,-25.087993164062564,0.5439990234375001,9.28,42.72,617.999267578125,-0.76,96.138046875,61.93609375,27.0,-5.1,-38.400000000000006,8.959999999999999
2019-09-08,2019-09-14,0.450000762939446,-1809.6042480468495,158.40021972656248,442.96000000000004,-81.36000000000001,28.415972900390624,-40.300000000000004,3948.3035156250003,936.0021972656119,-216.0,3.12001953125,8.0,-13.0,5.291964111328125,22.72,-315.23999999999995,47.879999999999995,-133.12018554657513,226.0,54.312998046875,19829.257656250003,-18.0,4.5,-36.0,-170.52
2019-09-15,2019-09-21,0.17999877929688068,40.000152587891534,-277.8752899169949,1629.3125,-646.75,-5.700021743774414,441.0,7776.0955810546875,-1500.0057220459325,-168.75,18.149932861328125,-28.28748607635498,-2.1250152587890625,30.29360008239746,-3.874998092651367,-35.625,-0.375,-32.000244141091386,907.9375,178.44593811035156,20632.573608398438,-18.75,-6.093764305114746,412.5,-16.375
2019-09-22,2019-09-28,-0.3499984741210937,-264.00146484375,10.800048828124659,220.79999999999998,220.79999999999998,0.36000000000000004,-25.799999999999997,-1393.55859375,-792.00439453125,-39.6,12.768010253906251,3.0399963378906363,99.0,24.240014648437498,25.231969604492285,-3.3200000000000003,-10.92,-158.40087890625,36.8,104.96,2849.053125,37.800000000000004,19.079983520507813,37.800000000000004,-36.0
2019-09-29,2019-10-05,2.333333333333333,-4140.0146484375,175.0,-357.5,-110.0,23.400054931640625,170.5,3317.9296875,-20700.0732421875,-60.0,178.5,-12.800048828124773,-40.500030517578125,-8.125,-5.600021362304588,126.0,60.0,-448.5026397742331,880.0,369.0,3041.435546875,30.0,-101.99981689453125,1260.0,-78.0
2019-10-06,2019-10-12,4.03333028157554,-256.67046440972223,2383.336385091141,854.7777777777777,239.55555555555551,56.700164794921875,278.66666666666663,9017.555555555555,-4363.397894965277,2168.4444444444443,32.222154405382575,-39.955576578776046,2188.221638997396,273.87799072265625,-3.866668701171875,162.0,-22.666666666666668,-77.00136312180096,337.55555555555554,-3.0,3713.111111111111,171.88888888888886,85.94444444444443,661.1111111111111,122.11111111111113
2019-10-13,2019-10-19,0.4666646321614394,7266.666666666667,-61.33327907986111,2000.0000000000002,200.0,24.722222222222225,-24.0,6645.078125,4200.0,182.0,295.17875162759964,-0.09999084472659092,5354.444444444444,103.9996337890625,-0.17776150173616162,158.22222222222223,65.0,166.66666666666669,100.0,245.66666666666666,10547.743055555557,539.0,41.299957275390625,2513.0,2180.0
2019-10-20,2019-10-26,0.4200012207031364,2660.005696614583,-68.99963378906591,-1111.1111111111113,-711.1111111111111,-32.0,98.0,1179.609375,4560.009765625,8.0,313.67672390407984,24.25553046332477,581.7781575520833,126.66659884982766,5.899993896484403,-36.0,340.0,1013.3355034722222,-411.11111111111114,22.666666666666668,-3276.6927083333335,124.0,1.20001220703125,1036.0,233.33333333333334
2019-10-27,2019-11-02,2.0200012207031137,6216.003417968729,124.40014648437455,-156.0,354.0,0.947999267578125,-8.12,730.006875,-1598.4008789062448,77.03999999999999,129.02418457031249,-12.672021484374902,-38.879956054687504,-27.871987304687384,-4.752008056640587,3.9599999999999995,37.0,-701.5198437496997,528.0,464.28,6083.390625,27.36,0.576002197265625,90.72,72.8
2019-11-03,2019-11-09,-0.14000244140625,1080.0,-730.3197509765624,369.2,-34.08,-9.648016357421875,422.56,2287.16296875,-660.0,135.96,1419.3281616210938,5.3999999999999995,-74.2000732421875,-29.119873046875,1.44,-32.16,101.84,72.0001220703125,127.8,-6.16,-4920.86578125,5.28,2.5079919433593747,-436.92,280.8
2019-11-10,2019-11-16,1.9800048828125,-1987.1982421875107,185.7601318359375,-134.16,-178.88,-24.65603271484375,-42.16,1207.9153124999998,6458.39428710941,74.88,336.192265625,34.97991943359413,-305.280517578125,-9.36,5.299987792968807,134.0,113.39999999999999,-253.9201123043908,-567.6,7.68,-887.8693749999999,163.79999999999998,-12.16795715332031,1272.9599999999998,-56.16
2019-11-17,2019-11-23,4.3199951171875,-2236.0,146.63974609375,862.68,1990.8,108.87594848632813,-151.36,348.0325,832.0,55.68,-49.13616210937501,5.795969238281393,1682.79931640625,65.6759619140625,22.079882812500543,2025.6000000000001,245.68000000000004,670.7996826171875,1393.56,28.08,12028.873281249998,14.719999999999999,-1.792001953125,106.24000000000001,-67.08
2019-11-24,2019-11-30,-1.35999755859375,-1399.19482421875,-567.6,-477.36,-307.36,-0.9360021972656251,38.76,194.59125,-633.59765625,-14.399999999999999,4.1998291015625,16.70401062011709,-713.919775390625,419.7963427734375,-4.608002929687473,8.64,90.72,-68.63990722596645,-118.32,285.2,-275.67093750000004,99.84,3.07201171875,-336.0,744.12
2019-12-01,2019-12-07,-0.8,1243.2041015624918,22.4000244140625,19.759999999999998,211.12,8.663972167968836,209.44,-8307.571875,8436.027832031195,38.0,211.34382568359376,4.783998413085937,-1259.0394042968749,-7.9040185546875,27.231990966796875,-112.48,361.88000000000005,-253.08002196997492,13.520000000000001,37.519999999999996,-1136.8256250000002,98.8,96.5200927734375,2713.2000000000003,21.279999999999998
2019-12-08,2019-12-14,5.65999755859375,1166.4052734374686,42.400146484375,7926.72,1651.3999999999999,-122.8157031250007,9.52,5460.4,2019.6091308593204,605.88,2.6199951171875,-5.039996337890624,398.04045410156255,781.6311914062501,19.823985595703125,1434.88,74.48,-109.08022949099308,-430.79999999999995,121.43999999999998,10482.8,403.92,-44.879999999999995,37.4,2384.6400000000003
2019-12-15,2019-12-21,10.320001220703123,530.0,40.8,-813.6,-799.1999999999999,201.73577880859375,117.8,2280.0,-5300.0,-202.0,-17.6720458984375,-0.0,-243.04013671875003,82.2643310546875,9.575993041992188,-688.5600000000001,0.96,1770.1980590820312,-0.0,88.44,4104.0,-42.0,5.5999755859375,94.0,45.2
2019-12-22,2019-12-28,17.820001220703126,161.60009765624943,-70.5596923828125,-17.68,16.64,64.75205200195313,109.0,-89.60000000000001,646.4003906249977,-8.959999999999999,0.7560205078125,71.39999999999999,3862.843505859375,6.2560498046875,52.36,656.0400000000001,88.16,-614.0808642581082,54.6,15.36,145.6,-14.4,-2.9439990234375,-6.720000000000001,2.72
2019-12-29,2020-01-04,-0.8,5209.601806640614,404.400146484375,4.32,103.68,13.72,272.16,8892.0,12672.004394531223,298.8,0.6239990234375,38.55598754882824,59.3997802734375,-3.2880029296874995,26.459991455078207,19.599999999999998,192.0,3449.6011962890557,36.72,4.960000000000001,1778.4,583.1999999999999,20.519989013671875,7.2,8.88
2020-01-05,2020-01-11,-4.920001220703125,1717.19482421875,1528.5601074218748,1021.4399999999999,-171.35999999999999,594.0,94.52,885.6,874.7973632812501,41.04,-32.4479296875,0.5759985351562636,-518.841064453125,-273.59999999999997,-9.023977050781465,620.4,41.400000000000006,-1457.99560546875,-10.08,628.0,-2755.2000000000003,70.2,5.831993408203125,51.84,-644.4799999999999
2020-01-12,2020-01-18,-0.35999755859375,-1125.5969238281314,6704.721020507803,5659.2,-2043.6,1.1280029296874863,-57.2,-141.60000000000002,3162.3913574218927,-113.28,74.4721044921875,-1.1199951171875455,29.8787841796875,18.0,16.911926269531936,-36.239999999999995,33.28,-251.9199658185227,-314.4,1.7600000000000002,-1886.3999999999999,155.76,1.4159783935546875,252.52,-151.20000000000002
2020-01-19,2020-01-25,-0.979998779296875,-1568.7963867187716,-115.91938476562692,-322.0,128.79999999999998,11.039831542969273,-4.760000000000001,598.4,-720.7983398437599,-84.32,8.568149414062502,-0.40799926757811816,-21.12021484375,3.5,25.159954833983953,-1702.0,153.4,25.439553223551872,-27.599999999999998,0.72,4048.0,295.12,-8.16,208.08,-103.60000000000001
2020-01-26,2020-02-01,2.05999755859375,-204.0,3995.1994628906255,10276.32,1018.96,-38.304013671875,657.3600000000001,400.0,1360.0,105.6,254.100341796875,24.799987792968693,10.6795654296875,536.5677685546874,113.08794433593725,-510.71999999999997,-25.84,-581.4002075195312,1084.0,651.24,-5420.0,59.2,-9.7599853515625,-280.0,113.75999999999999
2020-02-02,2020-02-08,-3.479998779296875,8576.0,-1041.6000000000001,-8476.880000000001,2158.32,-291.89633300781094,-52.800000000000004,2227.2,-11657.999999999998,-55.68,243.8798095703125,-4.639990234375046,-1952.0,236.31186767578126,-29.347938232422166,6901.84,53.760000000000005,1433.8016357421798,1251.2,28.56,20019.2,-38.28,-42.10802124023437,-452.4,693.7600000000001
2020-02-09,2020-02-15,2.75999755859375,10324.0,-666.0,6629.64,656.4000000000001,127.85612792968689,87.04,1416.8,8932.0,184.8,17.0679833984375,-34.16,-1790.5587890625,528.4317041015624,-38.35999999999999,1435.76,116.6,1415.2014160156184,2669.36,57.76,10064.800000000001,277.2,25.25599060058594,52.36,1078.68
2020-02-16,2020-02-22,-7.920001220703113,9419.9951171875,2921.6000000000004,3889.0400000000004,567.4399999999999,13.987996826171875,-38.400000000000006,432.4,4333.19775390625,1.8399999999999999,50.50796630859375,26.304023437499996,768.2395263671875,-96.66372558593751,43.8400390625,41.6,-29.759999999999998,5067.956223145127,332.16,168.48000000000002,3252.4,-20.24,4.6,63.48,1124.0
2020-02-23,2020-02-29,-7.199996948242202,20015.9912109375,17038.2,34329.6,19042.2,291.2,441.04,30962.8,25242.388916015625,1570.84,431.72767333984376,216.90810302734377,7849.200000000001,514.559375,430.7322045898438,8715.199999999999,675.64,1556.79931640625,11318.04,3467.6400000000003,182912.4,-263.32,93.52402770996095,2024.84,4608.0
2020-03-01,2020-03-07,-20.5,92143.71490478516,25031.25,15000.0,-1171.875,2061.25,1627.1997070312514,32169.375,68506.8489074707,1581.75,949.7254943847656,171.1436748504642,8425.625,518.00048828125,200.68116188049356,5601.75,1680.75,34053.1120300293,9234.375,3977.875,141093.75,2201.625,97.25615215301544,3462.75,4600.0
2020-03-08,2020-03-14,-16.560000610351562,413364.9547119159,76102.625,338645.625,147566.25,13320.874999999996,10427.625446319576,787078.125,1202231.4491271973,42926.342754364014,11476.198486328125,1641.5438222885125,103783.75,15226.184768676758,5457.375240325926,137576.25,7490.0,112392.51861572263,71702.0625,5978.6875,1825659.375,41678.4375,4127.06299781799,80910.0,50198.31386566162
2020-03-15,2020-03-21,0.020001220703125,25005.43009277433,435.5359204101563,7254.0,1499.16,2001.49582397461,315.5598876953125,111532.8,134140.7655029297,158.25645996093752,615.6002197265625,438.18000000000023,16313.040795898438,391.80010986328125,201.00000000000009,4326.0,171.60000000000002,19765.11317871139,15813.720000000003,133.39999999999998,286291.2,7159.2,214.77588500976563,4239.0,526.7999267578125
2020-03-22,2020-03-28,13.119998168945324,29457.35154785216,5425.92,14790.0,1183.2,1670.3040930175782,176.63984375,5056.0,61809.59228515625,680.6640771484376,197.98426269531248,28.671972656250126,1441.2412841796875,1186.5997924804708,12.03198852539068,1432.5600000000002,-67.84,21437.758518066257,1948.8,2012.8,13920.0,75.84,42.975971069335934,1700.08,2560.1995849609375
2020-03-29,2020-04-04,5.366668701171856,2498.563095703721,4173.9715502929685,3837.24,3255.12,580.1758264160168,2164.5604248046875,44059.6,11175.211181640625,632.04,754.4637353515632,-5.855985107421944,6235.6,536.18,-12.671967773437649,2502.72,-5.04,1493.2810473628372,724.68,-92.88,57142.799999999996,1483.9199999999998,8.24401397705078,2482.36,661.5041577148437
2020-04-05,2020-04-11,4.73333740234375,50844.444444444445,-4702.222222222223,25526.22222222222,10183.333333333332,351.3342793782523,32.66666666666667,40833.333333333336,71866.66666666667,2727.6666666666665,590.2222222222222,204.1110738118491,13672.21442328559,83.55555555555554,458.32213846842484,12761.666666666666,-106.66666666666667,3324.4533962673336,7467.777777777777,69.0,169722.22222222222,1274.0,114.33333333333334,2090.6666666666665,4344.888888888889
2020-04-12,2020-04-18,1.479998779296875,-13342.889953611628,1425.0,-185.11111111111111,-2538.6666666666665,26.75616794162136,271.6443142361115,-44426.666666666664,51302.206081814234,978.4444444444445,27.333333333333332,-53.66673787434896,8733.995971679688,9.877787272135373,54.17784966362848,3545.1111111111113,265.0,-172.44833712982236,-2776.6666666666665,623.3333333333334,44426.666666666664,-343.7777777777777,383.4444444444444,6505.333333333333,-48.14446343315973
2020-04-19,2020-04-25,6.799997965494793,1438.1211181640626,615.4000000000001,-5618.16,440.64000000000004,-105.57623291015553,-67.98,564.4,1557.2,-27.879999999999995,106.5119384765627,26.219982604980473,-908.1608398437501,-486.53999999999996,87.85994171142579,2429.5200000000004,415.8,760.2816772460885,697.6800000000001,1266.08,-10159.2,-41.48,-2.04,-57.12,288.2522241210938
