first_day_in_week,last_day_in_week,RANI_main_symb_weekly_mean_diff,MNRV.TA_weekly_mean_diff_0.5_INT_ZUR.TA_weekly_mean_diff_0.49_corr_0.74,MRIN.TA_weekly_mean_diff_0.39_INT_ALRPR.TA_weekly_mean_diff_0.51_corr_0.72,NSTR.TA_weekly_mean_diff_0.46_INT_ASHG.TA_weekly_mean_diff_0.37_corr_0.75,NSTR.TA_weekly_mean_diff_0.46_INT_DANH.TA_weekly_mean_diff_0.44_corr_0.73,OPAL.TA_weekly_mean_diff_0.49_INT_ILDC.TA_weekly_mean_diff_0.47_corr_0.72,PIU.TA_weekly_mean_diff_0.36_INT_ANLT.TA_weekly_mean_diff_0.4_corr_0.73,PTBL.TA_weekly_mean_diff_0.45_INT_SKLN.TA_weekly_mean_diff_0.42_corr_0.74,SKLN.TA_weekly_mean_diff_0.42_INT_MNRV.TA_weekly_mean_diff_0.5_corr_0.74,SLGN.TA_weekly_mean_diff_0.51_INT_SKLN.TA_weekly_mean_diff_0.42_corr_0.72,SNEL.TA_weekly_mean_diff_0.44_INT_NTGR.TA_weekly_mean_diff_0.42_corr_0.74,ZMH.TA_weekly_mean_diff_0.43_INT_AURA.TA_weekly_mean_diff_0.38_corr_0.72,ADGR.TA_weekly_mean_diff_0.4_INT_BLSR.TA_weekly_mean_diff_0.45_corr_0.77,ASHG.TA_weekly_mean_diff_0.37_INT_MDPR.TA_weekly_mean_diff_0.4_corr_0.76,AURA.TA_weekly_mean_diff_0.38_INT_GZT.TA_weekly_mean_diff_0.43_corr_0.8,ILDC.TA_weekly_mean_diff_0.47_INT_GZT.TA_weekly_mean_diff_0.43_corr_0.79,LUMI.TA_weekly_mean_diff_0.39_INT_POLI.TA_weekly_mean_diff_0.38_corr_0.78,MNRV.TA_weekly_mean_diff_0.5_INT_OPAL.TA_weekly_mean_diff_0.49_corr_0.78,NSTR.TA_weekly_mean_diff_0.46_INT_ZMH.TA_weekly_mean_diff_0.43_corr_0.77,PHOE.TA_weekly_mean_diff_0.39_INT_HARL.TA_weekly_mean_diff_0.39_corr_0.81,PTBL.TA_weekly_mean_diff_0.45_INT_NSTR.TA_weekly_mean_diff_0.46_corr_0.76,SKLN.TA_weekly_mean_diff_0.42_INT_AVIV.TA_weekly_mean_diff_0.41_corr_0.79,SKLN.TA_weekly_mean_diff_0.42_INT_SNCM.TA_weekly_mean_diff_0.4_corr_0.76,SKLN.TA_weekly_mean_diff_0.42_INT_SNEL.TA_weekly_mean_diff_0.44_corr_0.76,ZUR.TA_weekly_mean_diff_0.49_INT_ASHG.TA_weekly_mean_diff_0.37_corr_0.78
2020-04-26,2020-05-02,1.479998779296875,11325.999145507812,8229.601318359375,20384.88888888889,7573.333333333334,-485.33284505208337,653.1781005859359,12600.0,7560.0,1812.0,-65.77779134114584,25.144432067871094,16076.66269938151,983.3553365071615,10.677772521972656,-826.6666666666667,42.666666666666664,1273.9987182617188,4607.111111111111,434.8888888888889,66266.66666666667,720.0,105.60003662109358,-240.0,5806.821784125434
2020-05-03,2020-05-09,-8.279998779296875,-838.8809570312501,768.4084643554686,7236.0,783.0,95.76397827148438,-35.28,3757.6,4782.4,-868.64,380.64,36.0,-1384.318994140625,376.2720654296869,36.0,-640.8000000000001,6.720000000000001,-1054.4797607421874,4860.0,558.6,20790.0,146.39999999999998,25.376022338867116,1522.56,-229.40826171875003
2020-05-10,2020-05-16,2.279998779296875,15137.27841796875,3913.6972265624995,8280.96,1661.6399999999999,600.6156201171874,38.16,10012.800000000001,10886.4,248.64000000000001,-102.17620117187454,17.0,5285.0,109.44,74.8,3423.2,1989.9999999999998,5002.5568359375,1362.0,1012.3200000000002,81175.2,262.08,44.01599487304687,-692.1600000000001,1420.2878515625
2020-05-17,2020-05-23,0.0500030517578125,12992.0,1499.3885961914066,136.32,-27.84,-3.5600000000000005,56.24,0.0,0.0,0.0,199.69206298828095,-5.695994567871094,185.119873046875,280.59213867187435,-0.6399993896484375,35.6,725.7599999999999,-116.0,42.72,521.6,91.2,-0.0,0.0,0.0,1272.32
2020-05-24,2020-05-30,2.539996337890625,8401.313819885254,-0.0,-5246.0,1161.0,39.375,154.03125,5360.0,-7244.375,314.0625,-88.34995269775413,4.622984409332275,1007.188129425045,-143.34990692138672,14.075952529907227,-892.5,-32.9375,973.125,1440.5,28.125,27520.0,251.25,10.88749361038214,-259.625,1184.9251861572266
2020-05-31,2020-06-06,-0.5499954223632812,2645.9208984375,-150.4,18008.600000000002,-0.0,5.15197265625,-23.10401855468741,7096.400000000001,4158.400000000001,22.6,-61.66395996093768,-7.200403442382813,5483.52109374999,792.4795349121094,-37.38081787109375,-546.56,-43.52,-84.63955078125001,1332.92,638.4,44525.200000000004,-113.0,31.64,-370.64,1826.2606201171875
2020-06-07,2020-06-13,-3.94000244140625,-116.49993896484375,3792.6568031311035,-9409.5,2040.0,14.574966430664062,-52.14379119873028,2908.125,82.5,-338.25,51.50001525878906,5.597991943359418,1965.625,1342.2370777130127,-20.40934562683121,-481.25,130.0,13.249969482421875,-1224.0,11.25,-35955.0,111.375,-1.8562531471252441,41.25,-1074.7119369506836
2020-06-14,2020-06-20,-6.099999999999988,1127.1603027343751,1236.48,-341.04,-132.23999999999998,134.1599365234375,-240.0,9830.400000000001,1587.2,176.69125,18.14408203125,-5.039991760253932,389.4802612304688,25.676011962890627,9.183984985351609,426.4,301.32,319.9198486328125,-313.2,211.68,13363.199999999999,378.88000000000005,-26.1119921875,860.1600000000001,-178.16404785156251
2020-06-21,2020-06-27,12.200001716613743,604.2,918.96,2638.16,39.2,46.464016113281176,105.12,-2790.0,2120.4,-110.5959814453125,-55.77591796875001,-0.3080001831054682,-212.48081054687498,705.3043286132796,37.26802215576165,319.44,-60.8,133.76004638671853,-3.9200000000000004,1370.2,-980.0000000000001,502.2,89.28,937.4399999999999,2140.14
2020-06-28,2020-07-04,-1.3200029373168831,163.99993911660388,253.43975830078125,-2662.878832397095,783.200493774484,237.79996726989577,-8.100018539423472,1950.0018310546764,-749.9981689453125,-133.7999610900879,25.04782585144043,5.279991302487602,2811.9582142640606,39.64418241868694,-9.240019187931589,487.2007952879237,129.99976501474308,-204.99950904843863,-341.7594213865791,60.5200331115621,9256.010675050638,-122.99986267089844,-12.000005722045898,303.0,122.67217387373672
2020-07-05,2020-07-11,6.3,1603.198300781617,81.9681992185861,2593.678030395884,-0.0001959227817133069,66.99195703123502,23.759977569585317,7721.995239257842,6239.9952392578125,616.200089263916,96.74404380798339,30.79999347686499,1439.999242401193,276.336226180894,16.239981956477532,491.8394769285469,342.7195996094705,252.79958129900132,941.599272461077,57.12006912230448,8474.391754152284,444.599642944336,4.680002975463867,678.5999999999999,607.2115750580584
2020-07-12,2020-07-18,-6.539996337890625,-220.88122558594893,-19.9680078125,1001.2800000000001,-94.08,32.56796630859391,105.6080419921875,6727.599999999999,12148.4,-116.16,71.01598388671874,67.98002014160147,-141.68018798828123,23.840000000000003,-9.888002929687486,-132.48,-33.12,592.3593872070342,554.4,-88.8,4670.400000000001,474.32,0.0,319.44,-26.22414550781386
2020-07-19,2020-07-25,5.150001525878906,-1275.118872070316,-37.96,-1290.5600000000002,863.2800000000001,-56.056017456054526,-26.599995727539063,6374.4,-1478.3999999999999,161.27991943359373,5.2079931640625,-9.6,1242.3602905273438,43.80814453124966,27.36,652.08,39.0,-301.84009399413975,-348.8,89.88,-28950.4,-61.44,-7.488002929687499,13.44,245.0877832031257
2020-07-26,2020-08-01,,1102.4978637695112,-1107.0,1296.75,-307.125,-10.237524032592699,493.42528457636945,6120.0,-11900.0,97.75021076202393,39.52520751953125,-6.743765830993579,-761.2504005432129,12.825057983398438,-9.83127307891835,317.625,-15.0,-682.5016021728466,1416.1875,142.5,-24570.0,242.25,-4.25,289.0,29.924942016601022
