first_day_in_week,last_day_in_week,GLTC_main_symb_weekly_mean_diff,GLTC.TA_weekly_mean_diff_-0.39,HAIN.TA_weekly_mean_diff_0.42
2019-03-10,2019-03-16,2.3600006103515625,-4.380000305175781,0.9599975585937613
2019-03-17,2019-03-23,-3.680000305175781,2.3600006103515625,0.22000122070311362
2019-03-24,2019-03-30,1.6399993896484404,-3.6800003051757812,-0.85999755859375
2019-03-31,2019-04-06,-1.1799987792968778,1.6399993896484404,-5.079998779296875
2019-04-07,2019-04-13,0.8,-1.1799987792968778,0.779998779296875
2019-04-14,2019-04-20,-0.0600006103515625,0.8,1.9399963378906364
2019-04-21,2019-04-27,-3.5600006103515627,-0.0600006103515625,0.18000488281248864
2019-04-28,2019-05-04,1.5,-3.5600006103515627,-2.1800048828124887
2019-05-05,2019-05-11,-1.2199996948242189,1.5,-1.2
2019-05-12,2019-05-18,-0.8599990844726563,-1.2199996948242187,1.0400024414062385
2019-05-19,2019-05-25,0.079998779296875,-0.8599990844726563,-0.420001220703125
2019-05-26,2019-06-01,-1.3599990844726575,0.079998779296875,0.24000244140625
2019-06-02,2019-06-08,-0.3800003051757798,-1.3599990844726577,2.679998779296875
2019-06-09,2019-06-15,0.7,-0.3800003051757798,-0.24000244140623864
2019-06-16,2019-06-22,-0.4400001525878906,0.7,-2.0
2019-06-23,2019-06-29,1.3200004577636688,-0.4400001525878906,2.4400024414062385
2019-06-30,2019-07-06,0.6800003051757841,1.320000457763669,4.659997558593761
2019-07-07,2019-07-13,-2.420000457763672,0.6800003051757841,3.2
2019-07-14,2019-07-20,-0.12000045776367188,-2.420000457763672,2.5
2019-07-21,2019-07-27,-0.21999969482421874,-0.12000045776367188,8.900000000000011
2019-07-28,2019-08-03,-0.3800003051757813,-0.21999969482421874,4.080004882812455
2019-08-04,2019-08-10,-1.0399993896484392,-0.38000030517578126,-4.880004882812466
2019-08-11,2019-08-17,-0.3200004577636705,-1.039999389648439,1.1000000000000114
2019-08-18,2019-08-24,0.5400001525878906,-0.3200004577636705,4.240002441406228
2019-08-25,2019-08-31,-0.5400001525878906,0.5400001525878906,0.5599975585937728
2019-09-01,2019-09-07,-0.3599998474121094,-0.5400001525878906,1.3400024414062273
2019-09-08,2019-09-14,0.3000001907348633,-0.3599998474121094,-0.3
2019-09-15,2019-09-21,0.9,0.3000001907348633,0.350006103515625
2019-09-22,2019-09-28,-0.899999618530277,0.9,0.5799926757812728
2019-09-29,2019-10-05,1.299999237060549,-0.899999618530277,-3.25
2019-10-06,2019-10-12,-1.6666666666666667,1.2999992370605493,-0.5999959309896212
2019-10-13,2019-10-19,0.8000005086263021,-1.6666666666666667,-0.8000081380208334
2019-10-20,2019-10-26,-1.0800003051757812,0.8000005086263021,-4.233317057291667
