first_day_in_week,last_day_in_week,CAMT_main_symb_weekly_mean_diff,PMCN.TA_weekly_mean_diff_-0.39_INT_ENRG.TA_weekly_mean_diff_-0.41_corr_0.84,CAMT.TA_weekly_mean_diff_-0.43_INT_ICCM.TA_weekly_mean_diff_-0.37_corr_0.88,JBNK.TA_weekly_mean_diff_-0.46,PMCN.TA_weekly_mean_diff_-0.39_INT_FNTS.TA_weekly_mean_diff_-0.36_corr_0.76,ENRG.TA_weekly_mean_diff_-0.41_INT_FNTS.TA_weekly_mean_diff_-0.36_corr_0.77,JBNK.TA_weekly_mean_diff_-0.46_INT_FNTS.TA_weekly_mean_diff_-0.36_corr_0.79,PMCN.TA_weekly_mean_diff_-0.39_INT_ICCM.TA_weekly_mean_diff_-0.37_corr_0.83,ICCM.TA_weekly_mean_diff_-0.37_INT_BCNV.TA_weekly_mean_diff_-0.41_corr_0.84,ICCM.TA_weekly_mean_diff_-0.37_INT_PRGO.TA_weekly_mean_diff_-0.41_corr_0.85,PRGO.TA_weekly_mean_diff_-0.41_INT_BCNV.TA_weekly_mean_diff_-0.41_corr_0.87,PRGO.TA_weekly_mean_diff_-0.41_INT_PZOL.TA_weekly_mean_diff_-0.39_corr_0.86,JBNK.TA_weekly_mean_diff_-0.46_INT_BCNV.TA_weekly_mean_diff_-0.41_corr_0.89,PZOL.TA_weekly_mean_diff_-0.39_INT_ENRG.TA_weekly_mean_diff_-0.41_corr_0.89,PZOL.TA_weekly_mean_diff_-0.39_INT_CAMT.TA_weekly_mean_diff_-0.43_corr_0.9,JBNK.TA_weekly_mean_diff_-0.46_INT_PZOL.TA_weekly_mean_diff_-0.39_corr_0.91,ENRG.TA_weekly_mean_diff_-0.41_INT_PRGO.TA_weekly_mean_diff_-0.41_corr_0.93,PLCR.TA_weekly_mean_diff_-0.39_INT_CAMT.TA_weekly_mean_diff_-0.43_corr_0.92
2019-03-10,2019-03-16,19.0,-23.4719970703125,3.055315246582031,3.4199951171875,-2.2080029296875,8.997610815428198,3.146399682611227,-0.718897705078125,25.760501098632812,17.972442626953125,5160.0,21480.0,294.119580078125,3501.2395629882812,3651.6,1224.3582519531249,586.7999267578125,-13.602718505859375
2019-03-17,2019-03-23,-23.0,68.1720556640625,-9.864802551269532,1.560009765625,25.535958251953126,13.395189038068056,3.494416162073612,-5.91888153076172,-122.53123168945314,-41.5360107421875,18880.0,-33920.0,368.1623046875,-2535.5220703124996,-8056.0,-661.444140625,478.400390625,-42.354785156249996
2019-03-24,2019-03-30,77.0,-10.625630712881684,24.342286682128904,-3.34000244140625,-5.404392968751489,2.737605810537934,3.941198803707957,-4.84728883867152,-95.25242614746094,78.31866149902343,-6660.0,7844.0,-300.6002197265625,245.9207763671875,2438.0,354.0402587890625,171.6805419921875,18.77257080078125
2019-03-31,2019-04-06,24.6,1.626811694353819,-162.98748474121092,3.45999755859375,14.608032226562502,8.62404296875,30.447978515625003,-3.5137639162130654,-313.27464599609374,-25.400646972656247,1776.0,-9048.0,512.0796386718749,-738.923681640625,-58058.0,-2608.8381591796874,11.76005859375,-716.0229248046875
2019-04-07,2019-04-13,11.0,3.9071859863400458,13.263339843750002,1.05999755859375,11.017591162100434,13.897177563458682,6.635588598623872,0.9489205586910248,107.83203125,98.1271484375,36400.0,48776.0,211.99951171875,594.9586914062501,6592.8,284.079345703125,404.039111328125,-17.712030029296876
2019-04-14,2019-04-20,19.6,0.08597900390625,-1.3177978515625,10.82000732421875,22.876005249023436,0.10637404784560203,-57.562452172860496,0.5151391601562499,44.325927734375,14.136376953125,43660.0,-9204.0,-4003.4027099609375,-1.5596191406250002,858.0,843.9605712890625,2.359423828125,-3.5200134277343746
2019-04-21,2019-04-27,-37.6,23.407990722656248,0.782432861328125,3.0199951171875,-5.928013916015582,-9.609618749990988,-4.711203442364896,0.1516961669921875,-1.676641845703125,2.8742431640625,-3024.0,14688.0,-126.839794921875,1256.6395019531249,3998.4,616.07900390625,443.51982421875,-13.327976074218752
2019-04-28,2019-05-04,-4.4,10.73804443359375,43.548322753906255,-1.4199951171875,66.61195556640635,8.637629980444922,10.394357324242609,10.539620666503906,338.1944213867188,104.23800659179688,26280.0,38700.0,414.63857421875,507.402099609375,16168.0,610.597900390625,106.200439453125,20.304091796875
2019-05-05,2019-05-11,-66.2,0.0,-4.920432128906251,0.6199951171875,0.0,26.98922102048993,4.4267628662288185,0.0,4.4731201171875,-24.602160644531253,-88.0,1760.0,2.47998046875,-302.400390625,352.0,-49.599609375,-83.160107421875,1.7600000000000002
2019-05-12,2019-05-18,-55.6,-77.56003417968749,148.05896270751944,0.74000244140625,161.0,-63.710028076171874,-8.510028076171876,31.311563110351543,-183.39629821777334,-120.77317199707024,4428.0,4104.0,60.6802001953125,421.04018554687497,-5031.2,56.240185546875004,299.1601318359375,31.775919189453127
