first_day_in_week,last_day_in_week,ARNA_main_symb_weekly_mean_diff,JBNK.TA_weekly_mean_diff_-0.62_INT_PLCR.TA_weekly_mean_diff_-0.59_corr_0.92,PLCR.TA_weekly_mean_diff_-0.59_INT_ENRG.TA_weekly_mean_diff_-0.6_corr_0.93
2019-03-10,2019-03-16,0.12000002861022947,-4.560904987305403,-13.042604939453303
2019-03-17,2019-03-23,-0.02000002861022949,-3.4775725507736204,-13.330622212886809
2019-03-24,2019-03-30,0.0,2.7261057524383068,1.8935870327055455
2019-03-31,2019-04-06,-0.04000000953674317,-32.17451391845941,-9.113064448237418
2019-04-07,2019-04-13,0.0,-0.7631995361298323,-1.5983991943299771
2019-04-14,2019-04-20,0.06000003814697265,-3.4624155517667528,0.006398461908102036
2019-04-21,2019-04-27,0.0,-2.0535929931700228,-4.1887908203154804
2019-04-28,2019-05-04,0.0,0.766800830066204,0.637205517590046
2019-05-05,2019-05-11,-0.06000003814697265,-0.24799804687500002,-1.512001953125
2019-05-12,2019-05-18,-0.05999999046325684,-0.3552002685517073,-2.659194409176707
2019-05-19,2019-05-25,-0.019999980926513672,3.6463941894471645,-0.4816087402403355
2019-05-26,2019-06-01,-0.02000002861022949,10.79998779296875,0.5183915039151907
2019-06-02,2019-06-08,0.02000002861022949,-11.563988037109375,4.955994873046875
2019-06-09,2019-06-15,0.02499997615814209,-0.0724265380948782,2.099618383795023
2019-06-16,2019-06-22,0.0,-14.005552709996701,-8.65918867185712
2019-07-07,2019-07-13,0.019999980926513672,14.207188183590784,-0.0
2019-08-04,2019-08-10,-0.019999980926513672,-0.026809802241623402,-20.34119727782905
2019-08-11,2019-08-17,0.019999980926513672,-14.143197094723583,35.25843728028238
2019-08-18,2019-08-24,0.0,-10.833592871092243,-79.20242214355605
2019-08-25,2019-08-31,0.14000000953674316,15.340785449221773,-0.0
2019-09-01,2019-09-07,0.04000000953674325,14.44401123046875,17.3880224609375
2019-09-08,2019-09-14,0.19999998807907093,-0.16000000000000003,-31.648007812499998
2019-09-15,2019-09-21,-0.019999980926513672,10.278116226196289,32.99064254760742
2019-09-22,2019-09-28,0.09999990463256836,-9.040002441406227,-20.83719459228212
2019-09-29,2019-10-05,0.0,-4.037519454955994,-3.657523422269096
2019-10-06,2019-10-12,0.0,21.980001118965497,58.240008951785796
2019-10-13,2019-10-19,-0.299999952316284,24.639886881535226,-17.306734280039848
2019-10-20,2019-10-26,0.05999999046325675,-0.17995619028806686,42.479988064203
2019-10-27,2019-11-02,-0.14999997615814187,4.550390771478415,-3.974392236322165
2019-11-03,2019-11-09,-0.13333336512247734,-3.2536012939363532,-5.017604589834825
2019-11-17,2019-11-23,0.19999998807907104,0.6800048828125,-17.6
2019-12-01,2019-12-07,0.02000002861022949,-17.121620336920106,8.305615698248134
2019-12-08,2019-12-14,0.5200000286102293,-1.4960083007811726,-2.1560119628905134
2019-12-15,2019-12-21,0.11999998092651402,-7.247988281250017,1.4400000000000033
2019-12-22,2019-12-28,-0.0800000190734865,-3.7631995361298656,-8.115195385739264
2019-12-29,2020-01-04,-0.060000038146972474,-25.0832221191377,53.45599365234387
2020-01-05,2020-01-11,0.0,-20.428793017566385,-42.49595947265663
2020-01-12,2020-01-18,-0.01999998092651385,-0.6760015869140478,-5.72001342773425
2020-01-19,2020-01-25,-0.0599999427795412,2.5971936767548227,-4.228001708984359
2020-01-26,2020-02-01,-0.16000003814697247,3.906001281738273,-7.812002563476546
2020-02-02,2020-02-08,-0.06000003814697265,22.033983154296873,4.6
2020-02-09,2020-02-15,0.04000005722045898,2.252802539058015,5.632011718749964
2020-02-16,2020-02-22,-0.14000005722045902,0.03440224610268092,-0.07600463867185339
2020-02-23,2020-02-29,-0.1499999761581421,-3.920004272460937,-7.280007934570312
2020-03-01,2020-03-07,-0.125,65.96494041441474,77.02501487731934
2020-03-08,2020-03-14,0.1,193.4300099563552,330.5999565124512
2020-03-15,2020-03-21,0.0,31.688004150390622,-33.32
2020-03-22,2020-03-28,-0.019999980926513672,105.45,-9.5
2020-03-29,2020-04-04,0.0,68.61448671877383,-2.4160009765625
2020-04-05,2020-04-11,-0.0666666825612386,22.81326171879982,112.1330973307299
2020-04-12,2020-04-18,0.05999999046325684,7.140015055321791,34.06676567925255
2020-04-19,2020-04-25,0.10000006357828777,-16.428850878923992,24.208065185546673
2020-04-26,2020-05-02,0.0,-22.202256741002202,228.88895670572919
2020-05-03,2020-05-09,-0.04000000953674317,-1.2459991455078123,12.8159912109375
2020-05-10,2020-05-16,-0.02000002861022949,4.13,-2.2399999999999998
2020-05-17,2020-05-23,0.05000001192092896,33.43999328613281,187.26396240234374
2020-05-24,2020-05-30,-0.07999997138977051,10.714372749323957,4.937496185302734
2020-05-31,2020-06-06,0.04999995231628418,-0.8283991943299769,-3.4959887695312495
2020-06-07,2020-06-13,-0.05999999046325684,-28.81000732420934,-88.15006256103487
2020-06-14,2020-06-20,-0.01999998092651358,-63.554353784173664,-48.0480053710937
2020-06-21,2020-06-27,-0.5700000092387201,-5.0327632324397555,82.01595703125
2020-06-28,2020-07-04,1.624999951571226,9245.760108547622,16463.90166494189
2020-07-05,2020-07-11,-0.04999995231628418,7980.883516226226,15420.655407522307
2020-07-19,2020-07-25,0.0,0.4576036132872105,1.04000244140625
2020-07-26,2020-08-01,,-13.485021820059046,123.97495651245117
