first_day_in_week,last_day_in_week,PMCN_main_symb_weekly_mean_diff,PMCN.TA_weekly_mean_diff_-0.43,PMCN.TA_weekly_mean_diff_-0.43_INT_PLCR.TA_weekly_mean_diff_-0.36_corr_0.82,PZOL.TA_weekly_mean_diff_-0.37_INT_ENRG.TA_weekly_mean_diff_-0.37_corr_0.89,PZOL.TA_weekly_mean_diff_-0.37_INT_FNTS.TA_weekly_mean_diff_-0.4_corr_0.76,CAMT.TA_weekly_mean_diff_-0.39_INT_FNTS.TA_weekly_mean_diff_-0.4_corr_0.77,INCR.TA_weekly_mean_diff_-0.35_INT_JBNK.TA_weekly_mean_diff_-0.43_corr_0.72,PMCN.TA_weekly_mean_diff_-0.43_INT_FNTS.TA_weekly_mean_diff_-0.4_corr_0.76,BCNV.TA_weekly_mean_diff_-0.36_INT_PMCN.TA_weekly_mean_diff_-0.43_corr_0.78,PMCN.TA_weekly_mean_diff_-0.43_INT_PZOL.TA_weekly_mean_diff_-0.37_corr_0.81,CAMT.TA_weekly_mean_diff_-0.39_INT_PMCN.TA_weekly_mean_diff_-0.43_corr_0.85,JBNK.TA_weekly_mean_diff_-0.43_INT_PMCN.TA_weekly_mean_diff_-0.43_corr_0.84,PMCN.TA_weekly_mean_diff_-0.43_INT_ENRG.TA_weekly_mean_diff_-0.37_corr_0.84,ICCM.TA_weekly_mean_diff_-0.42_INT_CAMT.TA_weekly_mean_diff_-0.39_corr_0.88,ICCM.TA_weekly_mean_diff_-0.42_INT_ENRG.TA_weekly_mean_diff_-0.37_corr_0.87,PZOL.TA_weekly_mean_diff_-0.37_INT_ICCM.TA_weekly_mean_diff_-0.42_corr_0.89,JBNK.TA_weekly_mean_diff_-0.43_INT_ICCM.TA_weekly_mean_diff_-0.42_corr_0.9,PLCR.TA_weekly_mean_diff_-0.36_INT_PRGO.TA_weekly_mean_diff_-0.42_corr_0.89,JBNK.TA_weekly_mean_diff_-0.43_INT_PRGO.TA_weekly_mean_diff_-0.42_corr_0.92,ENRG.TA_weekly_mean_diff_-0.37_INT_CAMT.TA_weekly_mean_diff_-0.39_corr_0.93,CAMT.TA_weekly_mean_diff_-0.39_INT_PRGO.TA_weekly_mean_diff_-0.42_corr_0.94
2019-05-19,2019-05-25,-8.320001220703125,8.320001220703125,14.310412255860864,21.280371093750002,325.2799072265625,237.96793212890626,7.292788378894329,-35.60959506835788,399.36005859374995,-632.3200927734375,-462.5920678710937,17.638361962884662,-2.3296409668028355,4.441314697265704,0.022366723045707148,6.0708618164063575,-0.16934470273554625,-17.20001220703125,-21.199951171875,15.568271484375002,556.0
2019-05-26,2019-06-01,4.0,-8.320001220703125,8.985591162107886,14.3997802734375,-20.39996337890625,1.0879980468750001,148.4000244140625,-5.657590673826634,1081.6001586914062,249.60003662109375,-13.312001953125,83.20001220703125,3.993539648428559,-0.702911376953125,0.21087019541300833,13.179588317871094,4.393196105957031,295.91966552734374,2740.0,-0.7679882812500001,-438.40000000000003
2019-06-02,2019-06-08,-3.4,4.0,4.7199951171875,-932.4000000000001,146.51945800781505,-0.3959985351562568,29.400000000000002,-2.6399902343750457,-1984.0,-888.0,2.4,-39.2,16.8,0.6589796447753905,4.612857513427734,-243.8224685668945,-10.763334197998047,-122.719873046875,1019.2,2.52,-62.4
2019-06-09,2019-06-15,-4.6,-3.4,12.308004150390625,-12.760107421874999,-40.920080566406,29.016057128906073,0.09523481443524362,6.3240124511718365,1339.6,-74.8,53.04,-0.06802490234375,1.9720166015624998,14.018160095214867,0.5211923912353822,-19.769200134277376,-0.017978581665083797,50.68001708984375,-0.2801025390625,9.048076171875,218.4
2019-06-16,2019-06-22,-3.95999755859375,-4.6,7.543983154296875,1721.281591796875,-1212.7194030761718,-159.21592163085936,169.43342709958554,17.111991577148434,1426.0,-1499.6,-196.87999999999997,-39.283955078125,-24.2880224609375,-13.674598693847594,-1.6869613989256247,-104.15699005126906,-2.7285266192629813,-186.95958251953127,973.55888671875,225.984208984375,4879.2
2019-06-23,2019-06-29,-3.720001220703125,-3.95999755859375,7.60320014648144,-776.159033203125,-657.3596374511718,-57.76796813964843,-59.11937373042106,-13.147184643559157,-1766.1589111328124,784.0795166015624,68.90395751953125,-12.117631201148033,-15.52317109376192,-30.92397583007812,6.96677208378911,-351.8935180664062,5.438371725976467,-161.28010253906345,257.0408203125,-68.20791503906248,-1461.6
2019-06-30,2019-07-06,-3.760003662109375,-3.720001220703125,4.017596777342218,-31.8400390625,-7.680029296874909,2.4960095214843454,-12.527973632812502,-3.571214794926303,-401.7601318359375,29.760009765625,-9.672003173828125,-8.63038466796279,-14.805623022466898,1.7133474731445313,2.6227428111806512,-5.27183837890625,1.528829912208021,-276.4796874999971,593.91875,10.3480126953125,665.6
2019-07-07,2019-07-13,-4.8,-3.760003662109375,22.63522663574668,0.0,-423.8004760742173,99.75611206054653,-29.54715791016817,12.25762570802118,-67.68006591796875,-488.80047607421875,115.05611206054688,8.873599462881684,-0.0,32.3858015441895,-0.0,-137.58673858642598,2.49772590122186,108.36002197265636,42.4799560546875,-0.0,550.8000000000001
2019-07-14,2019-07-20,2.1800048828125,-4.8,-0.28798828125005455,1696.0,-563.2011718749964,17.600036621093636,-29.519970703124997,-8.448017578124945,1132.8,1536.0,-48.0,-11.80798828125,25.439999999999998,5.3916015625,-2.857548828125,-172.53125,1.3263326680660248,-0.8399658203126591,-34.4399658203125,-53.0,-140.0
2019-07-21,2019-07-27,-2.2,2.1800048828125,22.802859057635054,262.07949218749997,-1119.0403808593726,-493.88416809081923,84.07682158201933,-11.728430261239383,-588.601318359375,453.441015625,200.12444824218747,-19.7508389160037,2.7468008300662037,-75.16033950805651,-1.0316105041746033,-170.29793701171846,7.417783142114046,3347.201171874998,-2899.19921875,115.66777587890624,29376.0
2019-07-28,2019-08-03,-5.080001831054688,-2.2,10.208005371093751,190.44011230468752,-274.16002807617184,115.6240118408203,-19.548748339861632,-13.112001342773437,-950.4000000000001,101.2,-42.68,-7.2159838867187505,9.108005371093752,-2.3241162109375,0.4959714838862419,5.510791015625,-0.3929424819350243,445.44023437500005,-314.879296875,-80.31604736328124,-1862.3999999999999
2019-08-04,2019-08-10,-0.6600006103515625,-5.0800018310546875,6.807199353026226,2368.08076171875,-224.640380859375,109.72818603515626,-0.3209175293147564,7.31521503906697,-518.1601867675781,-792.4802856445312,387.0961395263672,-0.1016372436657548,-77.1144526001066,-0.0,0.0,0.0,0.0,755.7596557617187,-11.284130859375,-1156.7163720703127,42976.8
2019-08-11,2019-08-17,3.1799987792968807,-0.6600006103515625,2.1912028320319954,1550.5210693359377,741.6798217773429,189.9919543457029,-88.94871782228351,3.3528022949211267,384.1203552246094,96.36008911132814,24.68402282714844,-2.8116009887680415,7.00921131592244,23.15212142944341,6.574216554863393,90.37993927001973,-2.6371117851790102,-119.52004394531251,153.35991210937502,397.1882739257813,-1346.3999999999999
2019-08-18,2019-08-24,4.720001220703121,3.1799987792968807,-11.63879747314379,649.2000732421875,13.200073242187159,21.736120605468187,66.77753769531846,1.3992072265594862,1259.2795166015649,95.39996337890642,157.0919396972659,9.412788623049872,68.8151813476534,-15.784278411865165,-6.914409379931136,-9.585594177246051,-0.9457778454106259,-549.0000915527336,443.9996337890625,1069.0161206054686,7410.0
2019-08-25,2019-08-31,-5.179998779296881,4.72000122070312,-9.628799609374271,-0.0,1551.7611938476527,-11.900009155273409,-113.10074492186308,-11.233611547853759,84.96002197265615,-3077.440795898434,23.600006103515597,-35.494386132806504,0.0,2.39630126953125,0.0,-312.47768554687497,-3.6040347692370416,130.55996093750036,481.2796875,0.0,-320.0
2019-09-01,2019-09-07,-1.7600006103515569,-5.179998779296881,-23.82799438476565,672.8408691406249,238.5198913574229,0.0,43.83442641600967,-6.941195202637501,-445.47989501953174,-922.0397827148447,-0.0,-16.265208813473603,-19.580420678704996,0.0,2.6419197945296764,124.40770263671875,2.194609494432807,18.4,12.560009765625,0.0,0.0
2019-09-08,2019-09-14,-1.6500015258789062,-1.7600006103515569,-2.816000976562491,2729.640673828125,598.9199157714851,-217.86796936035185,2.11800048828125,7.638401574706644,623.0402160644511,242.88008422851485,-88.35203063964816,0.1760000610351557,34.812820666506774,17.04192565917969,-6.714927744045854,-46.848321533203126,-0.03394805908203125,969.6,-60.6,-992.9562451171874,30421.2
2019-09-15,2019-09-21,-0.179998779296875,-1.6500015258789062,-4.7437543869018555,9725.067672729492,3834.938793182373,31.675010681152344,-11.261218566913158,-7.466259422304574,-400.12537002563477,-1398.376293182373,-11.550010681152344,-5.898750419612043,-18.933777580270544,-2.634105682373047,-4.318054111790843,-318.91493797302246,-1.3452742536901496,-201.25,-250.24978637695312,80.32504272460938,-490.0
2019-09-22,2019-09-28,-4.5500030517578125,-0.179998779296875,0.40679735107347265,571.6396972656249,-135.16011352539027,-38.368032226562406,-49.2,0.39239766845479507,-241.1983642578125,-11.159924316406249,-3.167978515625,-0.7199951171875,-1.659587866216898,-0.35199462890625005,-0.184397088624537,-1.2399810791015626,-0.079998779296875,180.80004882812455,-320.0,162.2719140625,-1408.0
2019-09-29,2019-10-05,-2.7666676839192603,-4.5500030517578125,-4.322523727430897,-288.7504577636719,731.25,-1252.875,65.875,-44.36252975463867,4299.752883911133,-341.25022888183594,584.6753921508789,19.337512969970703,17.5175395202823,109.22504901885986,3.272506656649057,-63.75002861022949,3.612501621246338,-522.5025177001875,2337.5,494.7257843017578,70675.0
2019-10-06,2019-10-12,6.600001017252594,-2.766667683919261,-11.619995829261205,-1155.5565728081597,449.99991522895044,-417.599921332466,-55.64781039766967,14.940002678764131,-2397.778659396693,230.5556403266051,-213.95563422308953,-14.478905470110426,-38.36449232314596,-12.888888888888888,-2.311113145616319,13.888888888888888,-0.872222900390625,545.9996032714856,680.3338623046875,1072.3564995659722,10053.333333333332
2019-10-13,2019-10-19,0.06666564941407198,6.600001017252595,58.07999552408633,-524.4466145833334,-168.88834635416669,-0.8444417317708333,-22.02657633461058,-4.179987216523532,4268.000657823344,1760.0002712673588,8.800001356336793,18.479922281888598,-12.980055711542548,0.0,-0.0,0.0,0.0,2493.332756890188,793.3298746744791,-2.6222330729166665,377.7777777777777
2019-10-20,2019-10-26,10.079998779296867,0.06666564941407198,0.3599947780992106,3382.663167317708,-2135.667978922522,-288.06684366861924,-0.07886969670653343,-0.33110626220397327,-16.666412353517995,28.66622924805095,3.866607666016175,-0.0022216457873585997,0.5244358995309224,-11.599970499674479,-1.5733277045397294,-85.9997812906901,0.006665022112429142,-468.0003526475695,2.88818359375,456.2661946614583,-5026.666666666667
2019-10-27,2019-11-02,-1.9199951171875,10.079998779296869,-9.676774218752975,993.6005859375,412.80029296874864,14.448010253906203,-29.482820971682667,17.337610205076565,-3487.6795776367167,2419.1997070312486,84.6719897460937,-47.77921882323918,41.731219555661056,-6.720000000000001,-3.3120019531250002,-192.0,3.792001953125,32.6399169921875,161.1600830078125,34.776020507812504,-285.6
2019-11-03,2019-11-09,-1.5600036621093636,-1.9199951171875,3.763197460919597,-419.8395996093787,570.7197998046884,164.95194213867214,7.801988525390626,6.681580664068472,587.5185058593751,314.87919921875,91.0077685546875,-3.1871872070431713,-4.915182812511964,-35.076007232665944,1.8943985839840156,-121.36002502441383,1.2283984466548987,388.080725097654,-328.6795166015625,-121.34388427734481,9385.199999999999
2019-11-10,2019-11-16,0.1,-1.5600036621093636,6.676813769526749,1641.159130859379,-683.5198913574228,49.15199218750007,2.503545507788656,-5.990413110349292,496.0811645507776,277.6806518554667,-19.968046874999857,0.3431931884586786,14.383226147442986,0.5119921875000183,-0.36879417724908803,-7.119891357422128,-0.008799670413136796,933.0397338867213,47.958935546875004,-118.01593750000029,-2790.4
2019-11-17,2019-11-23,1.7600036621093635,0.1,-0.2,88.0,27.600006103515568,-54.648012084960826,-0.5372055175900421,0.2760000610351557,4.0,1.0,-1.9800000000000002,-0.034000244140625004,0.8800000000000001,7.523990936279297,-3.343995971679688,-3.7999954223632812,0.129200772093609,-56.0,-9.520068359375001,-174.24,-554.4
2019-11-24,2019-11-30,-0.4200012207031364,1.7600036621093635,11.334427880868242,-805.5999999999999,97.52012939453064,-41.584055175780996,20.641231396496295,-1.6192055175825748,21.12004394531236,-186.56038818359252,79.55216552734323,-10.876831225603748,13.376027832031163,-18.080000000000002,-3.04,42.400000000000006,2.472001953125,991.7603759765625,-951.7207519531249,343.52,6960.8
2019-12-01,2019-12-07,-2.479998779296864,-0.4200012207031364,0.9744033447280838,121.72016601562422,127.84002075195312,117.31201904296874,-28.78201904296875,1.5792048461921941,247.80072021485046,14.280041503906638,13.104038085937855,-3.099611059576357,1.503606420904429,-11.855985717773438,-1.3604002166725608,-12.919984436035158,2.8043984771706167,-41.76002197265645,132.840087890625,111.69615234374928,-561.6
2019-12-08,2019-12-14,-2.7600036621093693,-2.4799987792968636,1.0912055175750832,-2822.4,2396.160351562497,-108.16001586914048,-13.736008300781211,10.316796435546069,-1423.5192993163996,1428.4792968749935,-64.47996826171845,-8.431995849609336,-12.151994018554632,-10.4,-1.9600000000000002,230.4,-1.36,-115.28063964843153,890.8,127.4,6812.0
2019-12-15,2019-12-21,2.8200012207031198,-2.7600036621093693,6.624008789062502,54.0,39.59994506835989,-5.103992919921941,-7.73118012696508,1.2143999267555905,-215.2802856445308,248.40032958984324,-32.016042480468684,-8.335197582989913,1.6560021972656216,0.23200531005859373,-0.012000274658203124,-1.8000411987304688,0.060401284787803884,110.40000000000026,-138.919775390625,-6.96,-533.6
2019-12-22,2019-12-28,3.879998779296886,2.8200012207031193,-1.804799060057861,1648.400634765622,163.80007934570312,7.812003784179687,-21.050410302728412,3.5532032592780816,-851.640368652342,366.6001586914055,17.484007568359342,16.581620947271553,35.7576292480527,13.763998107910156,28.149606970213302,288.59996032714844,13.053609045408665,47.359954833984794,-435.120361328125,78.61603027343736,-458.8
2019-12-29,2020-01-04,-3.0200012207031364,3.879998779296886,19.943191357422723,1123.2,421.2,8.58,-106.28650039061904,15.131995239257856,-620.7998046875018,419.0398681640637,8.53599731445315,-18.934412988275344,40.35198730468762,3.695998992919922,17.47199523925781,181.43995056152343,-8.198405969236045,-904.639892578127,858.880859375,22.880000000000003,-387.20000000000005
2020-01-05,2020-01-11,2.0200012207031364,-3.0200012207031364,7.731195751950242,-3253.6000000000004,-313.6,40.96000000000001,-72.7776542724669,-4.832001953125019,-36.240014648437636,591.9202392578147,-77.3120312500003,-24.099624487310738,-50.13202026367207,-14.847968750000001,-9.627979736328127,113.67976074218751,-4.6283930908143525,199.67980957031426,-622.440380859375,424.96000000000004,-1996.8000000000002
2020-01-12,2020-01-18,-3.1599975585937727,2.0200012207031364,-1.0504031005874106,-4202.0,1482.1595336914086,-268.49591552734415,-5.823998413085938,-7.837602270506379,-149.4800903320321,-771.6404663085981,139.78408447265704,2.6260015869140774,22.2200134277345,81.65591552734375,12.979986572265624,-450.7595336914062,1.5339984130859374,-341.1208007812425,852.8000000000001,761.2,45395.200000000004
2020-01-19,2020-01-25,-1.940002441406233,-3.1599975585937727,-9.543196484372054,56.0,17.600097656249545,-31.41617431640544,-1.66839736327528,1.3904066406190136,56.87995605468791,126.39990234375091,-225.62382568359538,-2.7175901855528553,4.423996582031282,45.69606536865235,-0.8960012817382812,-25.60003662109375,0.5503992248512805,12.080004882812455,3.439990234375,-99.96000000000001,285.6
2020-01-26,2020-02-01,0.4,-1.940002441406233,10.825217175297322,-1237.6,17.678381347661276,2.147803344727173,0.77,0.03879649657757159,620.8007812499945,1714.96215820311,208.35626220702943,1.358001708984363,-2.716003417968726,139.62,-1.8199999999999998,1149.2,0.9099999999999999,602.640197753905,75.6,-150.35999999999999,11599.2
2020-02-02,2020-02-08,-5.619998168945319,0.4,-0.9199999999999999,-384.0,-645.1201171875,-14.784002685546875,21.65076005861174,-1.3440002441406251,81.60000000000001,76.80000000000001,1.7600000000000002,-3.8319970703125,-0.8,0.7920013427734376,-0.3600006103515625,34.56005859375,-1.7244016052223743,-101.19999999999999,-421.519677734375,-8.8,193.60000000000002
2020-02-09,2020-02-15,4.779998779296875,-5.619998168945318,-4.945608679195838,-3430.4,1993.920654296875,104.90403442382812,-2.611200634762645,20.906400048825912,977.8796813964854,3012.3190185546905,158.48394836425797,-14.38718159180136,-35.96798828125004,28.2,-6.4,536.0,-2.55999755859375,-17.600036621093636,-51.199951171875,-180.48000000000002,564.0
2020-02-16,2020-02-22,-2.7399993896484376,4.779998779296875,-0.09560581054535772,1938.0,3172.2006225585938,65.93201293945312,-3.887222851589322,29.73159824218601,1672.9995727539062,2437.7993774414062,50.66798706054687,-8.221632910147308,18.163995361328123,-0.4240097045898136,-0.15200347900389544,-20.400466918943863,0.06880186768248188,-0.4000244140623863,-34.400146484375,40.279999999999994,212.0
2020-02-23,2020-02-29,6.525001525878893,-2.7399993896484376,-1.5344013305660336,11882.0,987.1188842773489,123.33586059570376,70.14000854492188,2.9591959960945107,915.1597961425781,2504.359442138672,312.9079302978516,19.179995727539062,35.61999206542969,137.04000000000033,15.600000000000037,1096.8000000000027,8.40000000000002,-291.2003173828125,3640.0,1484.6000000000001,59384.0
2020-03-01,2020-03-07,-10.900001525878892,6.525001525878892,-51.54752201080544,5386.875,3011.1254215240438,126.71251773834211,-58.032410888699815,-35.561263294221014,-3441.9383049011158,-3605.063343048088,-151.70628547668423,-54.4837030029156,-63.618764877319194,8.71875,3.65625,207.1875,3.131246566772461,-3041.500587463379,-3214.7464752197266,226.6875,-8951.25
2020-03-08,2020-03-14,-4.920001220703119,-10.900001525878892,63.22000053405637,99037.5,6428.7513256073,262.7000541687012,1227.2801991653396,40.33001396179311,16186.502265930154,18938.752651214574,773.9001083374013,363.5151174163907,621.3000869750969,276.8999729156494,222.2999782562256,6776.24933719635,130.06501108169323,4683.499383926392,26930.129928588867,4047.0,57332.5
2020-03-15,2020-03-21,3.2,-4.920001220703119,8.364002075195302,-19913.600000000002,2458.7212402343753,241.03212158203127,-9.692824023440481,11.906408959962414,177.1200439453123,4998.721240234368,490.03212158203064,91.70883476562787,-96.43202392578114,145.4159848022461,-28.615997009277347,1483.359844970703,27.21440072021447,-452.2,-4958.240649414062,-1952.16,-26493.6
2020-03-22,2020-03-28,3.6,3.2,30.400000000000002,-640.0,-38.3984375,-6.3597412109375,173.15996612548827,-0.19199218750000002,1312.0,2048.0,339.20000000000005,35.52,-3.2,93.27995147705079,-0.8799995422363281,563.19970703125,9.767994918823241,-551.0,-643.8,-106.0,-6148.0
2020-03-29,2020-04-04,0.4000040690103977,3.6,21.744008789062498,-120.0,3239.999999999998,-77.75999999999996,363.97474062502386,38.87999999999998,388.8,1080.0,-25.92,40.89603515625,-1.4400000000000002,-12.96,-0.7200000000000001,540.0,20.448017578125,-2005.2808105468748,-3771.5232421875,2.8800000000000003,2390.4
2020-04-05,2020-04-11,-2.4000040690103983,0.4000040690103977,1.1600093586990756,39182.22222222222,2803.551432291686,320.0106404622418,26.746671006911328,1.1066762966413843,488.0049641926852,405.337456597203,46.267137315536004,3.1466954209736815,15.466824001735377,242.9001176622176,81.20003933376726,2128.00103081597,16.519990912535103,1710.9963989257926,4641.328531901041,4472.444444444444,68243.33333333334
2020-04-12,2020-04-18,0.5400024414062387,-2.400004069010398,-3.360015462256023,-26442.222222222223,5867.998894585514,140.39997355143254,-105.05994730629027,12.960019531245782,1456.0024685329747,2608.004421657966,62.400105794270345,-12.240010986311471,-58.400099012586345,49.400006612141866,-46.233339521619946,2064.6669430202883,-9.68999356587623,480.66806369356334,1750.99860297309,-632.6666666666666,-8926.666666666666
2020-04-19,2020-04-25,-2.833333333333333,0.5400024414062387,-0.7344052978604816,-1851.2,118.5599365234381,18.239990234375092,149.55044570311918,0.6156024536117813,29.160131835936888,56.16025390624882,8.640039062499818,6.523232128918034,-9.612043457031048,52.15999755859375,-58.02799728393555,339.0399841308594,39.38081407470629,27.200073242187273,-241.60009765625,-284.8,-320.0
2020-04-26,2020-05-02,0.039999389648443184,-2.8333333333333335,-19.45556131998698,18555.555555555555,92.77777777777777,15.166666666666666,23.711140950520832,-0.4722222222222222,-1596.1111111111113,-1577.2222222222222,-257.83333333333337,9.161122639973959,-94.44444444444446,30.333333333333332,11.11111111111111,185.55555555555554,-1.0777791341145833,1670.889383951823,-786.7787679036459,3033.3333333333335,22143.333333333336
2020-05-03,2020-05-09,-2.039999389648443,0.039999389648443184,-0.07119886474684893,-5083.2,-3431.158276367192,-143.85592773437517,-3.401998291015633,-0.19439693603667424,-22.399658203128183,28.239569091800888,1.1839819335939183,0.027999572753910226,-0.28799560546879094,-5.920000000000001,1.4400000000000002,-141.20000000000002,-0.13999999999999999,78.3199462890625,-30.799999999999997,-213.12,-1302.4
2020-05-10,2020-05-16,3.5799987792968806,-2.039999389648443,1.42799957275391,-3136.0,-137.19940185546875,1.1479949951171875,-14.16,-0.28559866943396706,1052.6396850585966,1999.1994018554742,-16.727994995117232,12.035996398925816,-6.527998046875019,-11.971998748779296,-4.6719995117187505,1430.7998504638672,8.613999099731446,33.599999999999994,283.20000000000005,26.24,-393.59999999999997
2020-05-17,2020-05-23,0.9249992370605468,3.5799987792968806,21.766388208009335,8131.2,-1140.4803222656249,-572.8321618652343,-8.360006713867188,-15.46559909667822,-343.6798828125005,945.1196777343765,474.70783813476635,19.689993286132843,110.26396240234392,193.5959797668457,44.96799530029297,385.43995971679686,8.029999160766602,1325.4397338867186,1199.0,4084.08,28906.8
2020-05-24,2020-05-30,-1.679998779296875,0.9249992370605469,-1.826872081757756,943.75,-160.43721199035645,-7.968735694885254,-22.649404296884313,0.39312397003232036,39.31246757507324,-349.18721199035645,-17.343735694885254,-5.018123683927115,-2.312498092651367,10.312485694885254,1.3749980926513672,207.62471199035645,2.9837475395179354,88.87493133544922,244.12513732910156,46.875,843.75
