first_day_in_week,last_day_in_week,YHNF_main_symb_weekly_mean_diff,TUZA.TA_weekly_mean_diff_0.38,DIMRI.TA_weekly_mean_diff_-0.49,ARDM.TA_weekly_mean_diff_-0.5,BNRG.TA_weekly_mean_diff_-0.51,ESLT.TA_weekly_mean_diff_-0.53,MEAT.TA_weekly_mean_diff_-0.56,SLGN.TA_weekly_mean_diff_-0.36_INT_MNRT.TA_weekly_mean_diff_-0.36_corr_0.79,RIT1.TA_weekly_mean_diff_-0.41
2019-11-24,2019-11-30,-186.0,-0.12000045776367188,214.0,0.18000030517578125,-1.75999755859375,344.0,0.520001220703125,-7.139996337890643,-8.2
2019-12-01,2019-12-07,88.0,0.1,-127.4,-0.5199996948242187,0.24000244140625,-116.0,-0.5,1.3799987792968806,-9.8
2019-12-08,2019-12-14,-128.0,0.5,39.4,-0.7,-0.8800048828125,200.0,0.65999755859375,34.34401977539053,5.8
2019-12-15,2019-12-21,120.0,-0.2799995422363281,-62.0,3.1800003051757786,-1.2399963378906365,-494.0,-1.4399993896484375,-27.068049316406018,-26.6
2019-12-22,2019-12-28,-6.0,-0.28000030517578123,64.0,-3.020001220703122,-2.0200012207031137,-56.0,-2.0600006103515627,8.399999999999999,2.2
2019-12-29,2020-01-04,52.0,0.14000015258789061,112.0,-1.779998779296875,-0.4,-192.0,5.000000000000005,-7.967979736328219,1.8
2020-01-05,2020-01-11,-12.0,0.5199996948242187,44.0,0.3399993896484375,-1.35999755859375,134.0,-1.9599975585937557,0.303995361328125,5.4
2020-01-12,2020-01-18,6.0,0.38000030517578126,40.0,0.6800003051757812,2.25999755859375,-128.0,-1.9,-28.991982421875054,-4.8
2020-01-19,2020-01-25,-10.0,-0.6199996948242188,100.0,0.05999908447265625,25.779998779296875,-254.0,-1.44000244140625,-9.920000000000002,10.8
2020-01-26,2020-02-01,-4.0,-0.32000045776367186,-4.0,-0.379998779296875,-7.579998779296875,-10.0,14.580001831054688,-26.135983886718826,-5.2
2020-02-02,2020-02-08,-210.0,-0.5799995422363281,154.0,-1.8600006103515625,-6.079998779296875,42.0,1.4399993896484375,-1.2159960937500183,17.4
2020-02-09,2020-02-15,-108.0,0.1,118.0,0.5600006103515625,25.720001220703125,110.0,0.1600006103515625,-0.9599853515625681,16.2
2020-02-16,2020-02-22,-310.0,-0.3600006103515625,114.0,0.2,15.699999999999978,194.0,-0.4,0.335999755859375,-7.4
2020-02-23,2020-02-29,110.0,0.24000015258789062,-286.0,-0.120001220703125,9.600000000000023,-546.0,-3.180001831054682,139.091936645508,-30.2
2020-03-01,2020-03-07,-235.0,-1.175000190734865,90.0,-0.8999996185302734,15.449996948242188,-500.0,8.6500015258789,70.30005645751928,-11.0
2020-03-08,2020-03-14,340.0,0.10000038146972834,-425.0,-4.274999618530273,-41.75,-1492.5,-20.625,1743.368709564209,-91.0
2020-03-15,2020-03-21,-166.0,-0.41999969482421873,-102.0,-2.580000305175781,-22.179998779296874,-16.0,-3.0399993896484374,6.7536216796934605,-6.0
2020-03-22,2020-03-28,-26.0,1.1399993896484375,168.0,1.1400001525878907,6.45999755859375,6.0,2.3600006103515625,-31.879177319332957,20.0
2020-03-29,2020-04-04,243.33333333333331,-0.21999969482421874,-214.0,0.9800003051757813,7.9,-12.0,2.6199981689453127,40.02,-30.6
2020-04-05,2020-04-11,-60.0,-0.7666664123535156,126.66666666666667,-0.40000025431315106,-20.666666666666668,-73.33333333333333,-0.6000010172526041,267.19988674587677,4.333333333333333
2020-04-12,2020-04-18,60.0,0.5333328247070312,96.66666666666667,0.0666669209798177,1.6666666666666667,-383.3333333333333,-2.5,2.4666917588975696,-8.0
2020-04-19,2020-04-25,113.33333333333331,0.4400001525878906,-48.0,-1.120000457763672,31.200006103515626,604.0,3.620001220703125,17.22,-10.2
2020-04-26,2020-05-02,-64.0,0.3333333333333333,106.66666666666667,3.8666674296061196,20.0333251953125,626.6666666666666,13.233332316080729,258.377675374349,65.0
2020-05-03,2020-05-09,-344.0,-0.04000015258789062,-50.0,2.399999237060547,6.7,70.0,6.8000030517578125,-4.271934814453125,0.0
2020-05-10,2020-05-16,82.0,1.1599998474121094,-90.6,-0.679998779296875,-18.2199951171875,-258.0,-4.24000244140625,90.28,-50.8
2020-05-17,2020-05-23,177.5,2.8400001525878906,146.6,0.5399993896484375,-7.160003662109375,384.0,5.05999755859375,81.2,-7.6
2020-05-24,2020-05-30,-54.0,-0.25,2.5,8.850000381469727,17.82500457763672,92.5,12.150001525878906,7.968735694885254,17.0
2020-05-31,2020-06-06,-497.5,-0.27999954223632956,-118.0,8.019999694824218,92.4199951171875,600.0,39.120001220703124,-0.3,-13.8
2020-06-07,2020-06-13,294.0,0.34999942779541193,-159.75,-6.5,13.75,-450.0,8.75,104.54996871948242,0.75
2020-06-14,2020-06-20,-104.0,0.04000015258789062,127.8,2.439999389648443,3.4,-96.0,-2.8,4.969449831545353,-14.0
2020-06-21,2020-06-27,38.0,0.5800003051757798,-170.0,-3.839999389648443,-6.2,-412.0,-3.7800048828125,-1.3874047851562499,-24.6
2020-06-28,2020-07-04,-140.0,-0.24000043869018411,67.2,2.2000007629394616,47.79999618530269,208.0,9.580002975463866,16.591210827632164,24.60000381469731
