first_day_in_week,last_day_in_week,IRI_main_symb_weekly_mean_diff,JBNK.TA_weekly_mean_diff_-0.44,PRGO.TA_weekly_mean_diff_-0.38_INT_IRI.TA_weekly_mean_diff_-0.39_corr_0.79,FNTS.TA_weekly_mean_diff_-0.42_INT_IRI.TA_weekly_mean_diff_-0.39_corr_0.71,FNTS.TA_weekly_mean_diff_-0.42_INT_BCNV.TA_weekly_mean_diff_-0.35_corr_0.75,FNTS.TA_weekly_mean_diff_-0.42_INT_SRAC.TA_weekly_mean_diff_-0.35_corr_0.73,INCR.TA_weekly_mean_diff_-0.4_INT_ENRG.TA_weekly_mean_diff_-0.39_corr_0.72,FNTS.TA_weekly_mean_diff_-0.42_INT_ENRG.TA_weekly_mean_diff_-0.39_corr_0.78,FNTS.TA_weekly_mean_diff_-0.42_INT_PZOL.TA_weekly_mean_diff_-0.39_corr_0.77,PZOL.TA_weekly_mean_diff_-0.39_INT_IRI.TA_weekly_mean_diff_-0.39_corr_0.78,JBNK.TA_weekly_mean_diff_-0.44_INT_FNTS.TA_weekly_mean_diff_-0.42_corr_0.79,SRAC.TA_weekly_mean_diff_-0.35_INT_PMCN.TA_weekly_mean_diff_-0.43_corr_0.8,BCNV.TA_weekly_mean_diff_-0.35_INT_SRAC.TA_weekly_mean_diff_-0.35_corr_0.81,ENRG.TA_weekly_mean_diff_-0.39_INT_IRI.TA_weekly_mean_diff_-0.39_corr_0.82,IRI.TA_weekly_mean_diff_-0.39_INT_JBNK.TA_weekly_mean_diff_-0.44_corr_0.83,PMCN.TA_weekly_mean_diff_-0.43_INT_ENRG.TA_weekly_mean_diff_-0.39_corr_0.84,BCNV.TA_weekly_mean_diff_-0.35_INT_PZOL.TA_weekly_mean_diff_-0.39_corr_0.87,ICCM.TA_weekly_mean_diff_-0.39_INT_BCNV.TA_weekly_mean_diff_-0.35_corr_0.84,PMCN.TA_weekly_mean_diff_-0.43_INT_CAMT.TA_weekly_mean_diff_-0.39_corr_0.85,PRGO.TA_weekly_mean_diff_-0.38_INT_PZOL.TA_weekly_mean_diff_-0.39_corr_0.86,BCNV.TA_weekly_mean_diff_-0.35_INT_ENRG.TA_weekly_mean_diff_-0.39_corr_0.9,CAMT.TA_weekly_mean_diff_-0.39_INT_BCNV.TA_weekly_mean_diff_-0.35_corr_0.89,JBNK.TA_weekly_mean_diff_-0.44_INT_PLCR.TA_weekly_mean_diff_-0.4_corr_0.9,PZOL.TA_weekly_mean_diff_-0.39_INT_ICCM.TA_weekly_mean_diff_-0.39_corr_0.89,CAMT.TA_weekly_mean_diff_-0.39_INT_JBNK.TA_weekly_mean_diff_-0.44_corr_0.93,ENRG.TA_weekly_mean_diff_-0.39_INT_JBNK.TA_weekly_mean_diff_-0.44_corr_0.95,ENRG.TA_weekly_mean_diff_-0.39_INT_PLCR.TA_weekly_mean_diff_-0.4_corr_0.92
2019-03-10,2019-03-16,-4.679998779296875,3.4199951171875,-12.0,-0.184000244140625,79.12010498046875,17.112022705078125,312.9599609375,8.997610815428198,329.3604370117187,-71.60000000000001,3.146399682611227,-44.64,1599.6000000000001,-1.9559997558593751,-0.6839990234375,-23.4719970703125,30788.0,25.760501098632812,-24.479999999999997,21480.0,841.0798950195312,877.1999999999999,-4.560904987305403,107.23557434082032,34.883950195312494,33.447548071295024,-13.042604939453303
2019-03-17,2019-03-23,-3.7,1.560009765625,-374.39990234375,-10.483180126957595,528.6391357421875,1.7919970703125,-47.8400390625,13.395189038068056,-949.7584472656249,1984.3194824218751,3.494416162073612,9.120000000000001,188.8,-27.986415551751854,-7.300843798816205,68.1720556640625,-100064.0,-122.53123168945314,216.6,-33920.0,1411.28115234375,4484.0,-3.4775725507736204,220.14085693359377,29.640185546875,9.328866015672684,-13.330622212886809
2019-03-24,2019-03-30,-3.2,-3.34000244140625,273.8,4.365995483398438,-106.19989013671874,6.607993164062499,-16.24005126953125,2.737605810537934,125.07987060546874,392.20000000000005,3.941198803707957,-25.6479931640625,-503.99999999999994,8.584027099609376,12.358009033203125,-10.625630712881684,-9540.0,-95.25242614746094,-105.33997192382812,7844.0,-208.8006591796875,-2070.0,2.7261057524383068,112.18619079589843,76.82005615234375,7.748830126971006,1.8935870327055455
2019-03-31,2019-04-06,-0.94000244140625,3.45999755859375,-38.400000000000006,-28.160000000000004,1302.4,-72.16,-10.3880517578125,8.62404296875,-6635.200000000001,2412.8,30.447978515625003,-13.612030029296873,-1213.6,-3.136015625,-11.071992187500001,1.626811694353819,-111592.0,-313.27464599609374,127.82028198242188,-9048.0,145.04072265624998,11396.0,-32.17451391845941,1596.0073181152343,266.41981201171876,3.390814501941204,-9.113064448237418
2019-04-07,2019-04-13,-3.179998779296875,1.05999755859375,-171.0804443359375,-5.884418725594878,1252.000732421875,115.18406738281249,-8.4359814453125,13.897177563458682,1677.6809814453125,-251.920654296875,6.635588598623872,32.383955078125,3679.9999999999995,-2.086800830066204,-0.9964002929627895,3.9071859863400458,53600.0,107.83203125,43.29593994140625,48776.0,443.9990234375,4920.0,-0.7631995361298323,144.49492187500002,26.07593994140625,2.353189404308796,-1.5983991943299771
2019-04-14,2019-04-20,2.080000305175781,10.82000732421875,375.23985595703124,16.91759738769382,1968.400451660156,-104.27202392578126,0.25593750000000004,0.10637404784560203,-414.9600952148437,-248.03990478515624,-57.562452172860496,-84.28,-7252.000000000001,0.06358444824814796,-34.40761008299887,0.08597900390625,-28860.0,44.325927734375,-47.3,-9204.0,7.398193359375001,-4070.0,-3.4624155517667528,-9.344384765625,119.02008056640625,-0.21634731441736224,0.006398461908102036
2019-04-21,2019-04-27,-1.4800003051757813,3.0199951171875,149.76002197265623,-3.2448080932628125,65.52015380859326,-9.672022705078055,60.36797607421875,-9.609618749990988,-318.2407470703102,424.32006225585934,-4.711203442364896,23.56,-260.40000000000003,12.812796801757067,6.281590765379369,23.407990722656248,-8568.0,-1.676641845703125,74.48,14688.0,-258.7198974609375,-823.2,-2.0535929931700228,8.143688964843749,59.191904296875,18.603162548840043,-4.1887908203154804
2019-04-28,2019-05-04,-2.7199996948242187,-1.4199951171875,133.2000274658203,10.833595007322746,2137.4385742187533,202.03186523437535,10.384042968750002,8.637629980444922,3147.59790039063,636.4001312255859,10.394357324242609,251.16,8059.200000000001,1.7464075866714122,2.1015932067856196,10.73804443359375,125560.0,338.1944213867188,342.16,38700.0,344.56142578125,10979.2,0.766800830066204,498.0260314941406,53.39181640625,1.6756011718511583,0.637205517590046
2019-05-05,2019-05-11,-2.980000305175781,0.6199951171875,59.83999328613281,-19.42078786010854,28.5599853515625,164.21991577148438,-1.512001953125,26.98922102048993,-571.19970703125,217.5999755859375,4.4267628662288185,0.0,92.0,-10.281612127684056,-1.6863865295425058,0.0,-320.0,4.4731201171875,-0.0,1760.0,15.12001953125,-17.6,-0.24799804687500002,-89.46240234375,-2.7279785156250003,2.343584570288658,-1.512001953125
2019-05-12,2019-05-18,7.13999938964844,0.74000244140625,-160.92001647949218,34.27000350952148,-943.0,-34.5,-264.81211669921873,-63.710028076171874,-874.0,-226.48002319335936,-8.510028076171876,-42.0,246.0,-16.509208966065195,-2.205207501221448,-77.56003417968749,6232.0,-183.39629821777334,926.8000000000001,4104.0,454.2802001953125,-5428.400000000001,-0.3552002685517073,-169.97705688476552,-48.98816162109375,4.09961533203721,-2.659194409176707
