first_day_in_week,last_day_in_week,LEOF_main_symb_weekly_mean_diff,SKLN.TA_weekly_mean_diff_0.41_INT_GZT.TA_weekly_mean_diff_0.39_corr_0.78,SLARL.TA_weekly_mean_diff_0.46_INT_ISRS.TA_weekly_mean_diff_0.49_corr_0.81,SMT.TA_weekly_mean_diff_0.36_INT_ADGR.TA_weekly_mean_diff_0.4_corr_0.84,SMT.TA_weekly_mean_diff_0.36_INT_BLSR.TA_weekly_mean_diff_0.44_corr_0.77,SMT.TA_weekly_mean_diff_0.36_INT_GZT.TA_weekly_mean_diff_0.39_corr_0.76,SMT.TA_weekly_mean_diff_0.36_INT_NSTR.TA_weekly_mean_diff_0.44_corr_0.79,ZUR.TA_weekly_mean_diff_0.49_INT_BLSR.TA_weekly_mean_diff_0.44_corr_0.78
2019-03-10,2019-03-16,0.18000030517577986,-146.28,-139.35869140625002,9.511943359375,522.0,-184.44,-546.36,198.00000000000003
2019-03-17,2019-03-23,-0.18000030517577986,358.4,135.5169921875,-0.4839892578125001,118.80000000000001,70.4,189.20000000000002,97.2
2019-03-24,2019-03-30,-0.3800003051757813,37.2,150.96049804687502,49.39202392578125,705.6,19.6,125.44000000000001,-576.0
2019-03-31,2019-04-06,-0.6,96.0,-128.480712890625,-7.2,169.60000000000002,4.800000000000001,-3.84,636.0
2019-04-07,2019-04-13,0.020000457763671875,185.0,2049.6,48.887958984375004,1041.6000000000001,62.160000000000004,608.1600000000001,892.8000000000001
2019-04-14,2019-04-20,0.6400001525878907,60.48,393.76044921875,3.8640136718749996,184.79999999999998,-3.36,5.04,171.6
2019-04-21,2019-04-27,0.31999969482421875,13.0,1.5596191406250002,10.4000244140625,160.0,26.0,110.0,64.0
2019-04-28,2019-05-04,0.01999969482421875,-55.199999999999996,-63.8021240234375,51.37607421875,3009.6,45.599999999999994,942.4,1465.2
2019-05-05,2019-05-11,-0.01999969482421875,129.72,-43.6802734375,-0.9799999999999999,61.599999999999994,19.32,35.279999999999994,-220.0
2019-05-12,2019-05-18,-0.3400001525878906,45.12,-265.2,-0.4678857421875,1544.3999999999999,112.32,-121.67999999999999,-145.20000000000002
2019-05-19,2019-05-25,0.3400001525878906,7.919999999999999,441.0,56.16,-1209.6000000000001,-190.07999999999998,-371.52000000000004,-1948.8
2019-05-26,2019-06-01,-0.040000152587890615,13.92,226.39990234375,6.527968749999999,921.6,-7.68,151.04000000000002,-1584.0
2019-06-02,2019-06-08,-0.01999969482421875,-20.88,768.2385498046875,-4.8,10.799999999999999,-3.48,-16.919999999999998,-3.6
2019-06-09,2019-06-15,-0.3599998474121094,50.400000000000006,817.438720703125,73.69602294921876,564.0,39.480000000000004,94.0,-528.0
2019-06-16,2019-06-22,0.1,263.2,699.3590820312501,-14.1120703125,460.8,403.2,403.2,12.8
2019-06-23,2019-06-29,0.2399993896484375,-494.0,3045.602294921875,9.4520166015625,-61.199999999999996,-88.39999999999999,-61.199999999999996,-90.0
2019-06-30,2019-07-06,0.1400001525878906,-7.0,-811.43876953125,8.03593994140625,-852.8,-57.39999999999999,-113.16,-270.40000000000003
2019-07-07,2019-07-13,0.5400001525878906,-109.44,202.4,6.4800659179687505,-522.0,64.8,63.0,487.20000000000005
2019-07-14,2019-07-20,-0.020000457763670453,-88.32,-6.918310546875,-2.0879150390625,1020.8,111.36,169.35999999999999,1198.559570312502
2019-08-04,2019-08-10,0.3599998474121094,29.52,7106.8,-1.5199951171875,-110.0,-24.6,-90.0,-514.8005371093725
2019-08-11,2019-08-17,-1.0199996948242187,-141.11999999999998,2403.0,157.0,3391.2,-175.83999999999997,-62.8,764.6392089843774
2019-08-18,2019-08-24,-0.01999969482422017,-521.04,2191.0391845703125,609.8241577148438,7751.999999999999,4315.28,8346.319999999998,465.59912109375273
2019-08-25,2019-08-31,0.3199996948242202,203.84000000000003,-79.0400390625,-27.52,2132.7999999999997,1348.48,3171.68,-1430.9603027343737
2019-09-01,2019-09-07,0.9,4.800000000000001,746.6419921875,5.456010742187501,466.40000000000003,-7.040000000000001,0.8800000000000001,169.60000000000002
2019-09-08,2019-09-14,0.05000019073486328,127.8,1544.9572265625,65.0,-500.0,-710.0,-2260.0,-174.0
2019-09-15,2019-09-21,-0.1599998474121108,46.875,-1257.4427032470703,7.862556457519531,-92.5,46.25,920.375,2.5
2019-09-22,2019-09-28,0.75,-149.4,2079.0032958984375,163.01999999999998,1482.0,820.0400000000001,908.9599999999999,-90.0
2019-09-29,2019-10-05,-0.3000005086262997,420.0,-797.48992919925,157.9501190185547,-97.5,136.5,1072.5,-60.0
2019-10-06,2019-10-12,0.13333384195963305,79.33333333333333,4432.563340928783,1104.288594563802,10367.777777777777,144.66666666666666,1181.4444444444443,334.4444444444445
2019-10-13,2019-10-19,-0.03333409627278409,112.0,3106.6666666666665,2554.333333333333,19723.333333333336,517.3333333333333,3233.3333333333335,7387.777777777778
2019-10-20,2019-10-26,-0.1400001525878906,36.0,160.0,-64.41115315755209,-964.4444444444445,-31.0,344.4444444444445,653.3333333333333
2019-10-27,2019-11-02,0.0,23.759999999999998,1656.0,23.3279736328125,-194.4,-71.28,-324.0,-252.0
2019-11-03,2019-11-09,-0.039999389648438924,-15.839999999999998,3726.8,326.480322265625,-440.0,-105.6,-624.8,108.0
2019-11-10,2019-11-16,-0.16000061035156107,117.0,3385.2,-37.4400634765625,1378.0,65.0,-223.6,-763.2
2019-11-17,2019-11-23,-0.4599998474121094,153.60000000000002,2692.8,562.535771484375,6552.0,2246.3999999999996,5176.079999999999,-1204.0
2019-11-24,2019-11-30,0.24000015258789065,-23.04,144.0,-139.6799560546875,1656.0,-86.39999999999999,-122.39999999999999,975.1999999999999
2019-12-01,2019-12-07,-0.01999969482422017,562.4,3162.0,84.62395996093748,-4001.5999999999995,242.72,85.28,-1366.3999999999999
2019-12-08,2019-12-14,0.01999969482422017,882.64,-260.0,-27.82003173828125,-2418.0,-306.8,-933.4,4017.6000000000004
2019-12-15,2019-12-21,0.059999847412109376,114.0,-1720.3999999999999,4.34000244140625,-56.0,11.4,18.0,56.0
2019-12-22,2019-12-28,0.1,-24.64,154.0,173.2361572265625,23119.600000000002,495.88000000000005,83.72000000000001,-287.2
2019-12-29,2020-01-04,-0.5,126.0,0.0,11.61595703125,1584.0000000000002,123.20000000000002,63.36000000000001,666.0
2020-01-05,2020-01-11,0.3,-50.760000000000005,-952.0,53.312109375,-4883.2,-210.56,-376.32,-2310.7999999999997
2020-01-12,2020-01-18,0.0,356.36,6400.0,-21.02314453125,-19388.8,3527.3599999999997,18360.96,697.2
2020-01-19,2020-01-25,0.0,251.6,-1220.8,-67.77668945312499,1553.1999999999998,2612.2,3247.6,325.6
2020-01-26,2020-02-01,-0.5599998474121094,-364.8,2716.7999999999997,3.503857421875,10395.199999999999,2663.04,6330.56,213.6
2020-02-02,2020-02-08,0.01999969482421875,880.4399999999999,6.0,478.24,-6272.0,1983.5200000000002,6130.880000000001,2048.0
2020-02-09,2020-02-15,-0.059999847412109376,421.96,3900.0,21.659985351562497,-744.0,-82.19999999999999,-328.20000000000005,4414.400000000001
2020-02-16,2020-02-22,0.5400001525878906,73.6,2964.0,423.71973876953126,20758.0,1712.0,3702.2000000000003,1940.0
2020-02-23,2020-02-29,0.125,3804.5199999999995,16947.2,1220.16,27683.199999999997,5497.28,17593.92,15192.0
2020-03-01,2020-03-07,-0.7749996185302752,2468.8125,3506.25,998.875,36188.75,3782.625,12281.25,31768.75
2020-03-08,2020-03-14,-1.3400001525878893,102768.75,385593.75,15225.0,613500.0,94500.0,227025.0,229397.88124084473
2020-03-15,2020-03-21,-0.18000030517578125,2826.0,16280.0,4878.900238037109,127140.0,5850.0,47151.0,11449.118408203125
2020-03-22,2020-03-28,0.5800003051757813,297.04,-5652.0,13.70001220703125,2630.0,47.0,435.0,7921.5587158203125
2020-03-29,2020-04-04,0.0,1209.12,10460.8,1351.84,59526.399999999994,2999.0399999999995,6747.839999999999,5365.761279296876
2020-04-05,2020-04-11,-0.09999974568684897,4034.333333333333,18556.666666666664,3875.775566948785,166622.22222222222,17893.777777777777,44263.555555555555,26577.777777777774
2020-04-12,2020-04-18,-0.24000015258789065,-2803.1111111111113,9706.666666666666,1146.888359917535,57200.0,3062.2222222222226,6875.555555555556,13618.00537109375
2020-04-19,2020-04-25,0.5666669209798177,-129.88,12132.964599609375,47.5200439453125,-6192.0,-687.6,-1101.6000000000001,-1080.16083984375
2020-04-26,2020-05-02,1.0199996948242187,372.0,36593.79123263889,1483.9996337890625,39000.0,620.0,11360.0,35056.66402180989
2020-05-03,2020-05-09,-0.4599998474121094,878.4,128.0395263671875,86.0159375,-10547.2,921.6,3456.0,1763.3620117187502
