,ticker_name,df_reg_time,df_reg_inter_time,train_time,predict_time,full_train_time,save_results_time,years_back,df_raw_shape,df_clean_shape,df_feacheng_shape,df_dailydiff_shape,df_weeklydiff_shape,threshold_days_in_week,df_corr_shape,min_prcnt_data,df_reg_shape,predictors_number,corrs_mean,corr_threshold,corr_inter_threshold,number_of_inter,min_days_in_week_threshold,low_week_samples_dict,test_size,X_train_shape,X_test_shape,rmse_train,rmse_train_full_train,r2_train,r2_train_full_train,rmse_test,r2_test,r2_ad_nps_train,r2_ad_nps_test,alpha,alpha_full_train,given_date,exist_date_reference,last_close_price,predicted_diff,predicted_diff_full_train,next_week_price,next_week_price_full_train_,percentage_change,percentage_change_full_train,lr_class_accuracy_test,next_week_class,next_week_class_fp,next_week_class_tp,next_week_class_full_train,next_week_class_fp_full_train,next_week_class_tp_full_train
224,MISH,6.5,0.0,2.6,0.0,2.3,0.0001761913299560547,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 5)",5,0.38,0.35,0.7,1,1,{},0.15,43,8,70.6392310981406,66.8989,0.15268000058912823,0.2892,61.323894466173215,0.42809544614151995,0.09356465179302098,0.21363123844458998,0.0001,0.0001,2020-07-11,2020-07-09,5565.0,-15.0258,-6.7166,5549.9742,5558.2834,-0.0027,-0.0012,0.5,False,0.55,0.45,False,0.5,0.5
185,LEOF,20.2,0.8,164.0,0.1,21.6,0.004183769226074219,1,"(240, 7)","(231, 7)","(231, 7)","(231, 1)","(50, 4)",1,"(373, 3)",0.8,"(49, 370)",370,0.57,0.35,0.7,1091,1,{},0.15,42,7,2.17768859391746e-05,0.0,0.9999999971658228,1.0,0.2531932463586634,0.7137442962446168,0.999999971727354,-12.454018076503012,0.0001,0.0001,2020-07-11,2020-07-09,44.79999923706055,-0.11999,-0.12,44.68,44.68,-0.0027,-0.0027,0.25,False,0.72,0.28,False,0.51,0.49
309,SPRG,12.1,0.1,9.2,0.0,3.9,0.00023412704467773438,1,"(240, 7)","(206, 7)","(206, 7)","(206, 1)","(46, 4)",1,"(378, 3)",0.8,"(45, 8)",8,0.55,0.35,0.7,7,1,{},0.15,38,7,6.39962275819222,6.3982,0.5703420520278253,0.5349,6.593880147931196,0.09101021273274434,0.5025013234006398,-0.6881238906391891,0.0001,0.0001,2020-07-11,2020-07-09,774.5,-1.9438,-1.5471,772.5562,772.9529,-0.0025,-0.002,0.57,False,0.51,0.49,True,0.5,0.5
143,HNMR,12.9,0.1,17.8,0.0,0.6,0.00015091896057128906,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.68,0.35,0.7,162,1,{},0.15,43,8,35.9513498360108,36.9042,0.1254819015062838,0.1349,41.87441563719197,0.11201677335730886,0.1254819015062838,0.11201677335730886,0.0001,0.0001,2020-07-11,2020-07-09,2180.0,-5.37223,-5.0396,2174.6278,2174.9604,-0.0025,-0.0023,0.5,False,0.51,0.49,False,0.5,0.5
117,EVGN,6.7,0.0,1.4,0.0,1.1,0.00016307830810546875,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.4,0.35,0.7,1,1,{},0.15,43,8,7.028133209420778,6.6063,0.19457273695166566,0.2018,3.6634885188688346,0.2848045857975461,0.17584187036914622,0.19540515902223932,0.0001,0.0001,2020-07-11,2020-07-09,344.6000061035156,-0.8459,-1.019,343.7541,343.5811,-0.0025,-0.003,0.75,False,0.5,0.5,False,0.5,0.5
166,ISRO,11.2,0.0,13.3,0.0,8.7,0.00025916099548339844,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 13)",13,0.59,0.35,0.7,14,1,{},0.15,43,8,47.85023869974571,1293.6861,0.4942617175360864,-292.209,1841.948206558241,-361.40913188320184,0.36488680806857354,-859.7216882226044,0.0001,0.0001,2020-07-11,2020-07-09,3501.0,-8.22784,-185.6116,3492.7722,3315.3884,-0.0024,-0.053,0.62,False,0.74,0.26,True,0.45,0.55
222,MSHR,12.1,0.2,24.9,0.0,0.6,0.00025010108947753906,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.55,0.35,0.7,231,1,{},0.15,43,8,15.921825319864665,15.1527,0.15637859029784307,0.148,10.280437574615561,-0.5257749891289205,0.15637859029784307,-0.5257749891289205,0.0001,0.0001,2020-07-11,2020-07-09,412.1000061035156,-0.97585,-0.1389,411.1242,411.9611,-0.0024,-0.0003,0.5,False,0.53,0.47,False,0.5,0.5
88,DLEA,7.9,0.0,5.0,0.0,4.4,0.0002219676971435547,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 8)",8,0.41,0.35,0.7,0,1,{},0.15,43,8,26.3781690476825,27.0337,0.377712056900425,0.3433,31.26019886304061,0.09679341064132896,0.2908811811190889,-0.5806115313776743,0.0001,0.0001,2020-07-11,2020-07-09,1452.0,-3.4519,-8.0536,1448.5481,1443.9464,-0.0024,-0.0055,0.5,False,0.73,0.27,False,0.72,0.28
326,TGTR,6.3,0.0,1.3,0.0,1.1,0.00015616416931152344,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.41,0.35,0.7,0,1,{},0.15,43,8,5.678484791463805,5.5613,0.17466245648256962,0.2284,5.0877779837454185,0.30670082861741066,0.15546856012169907,0.22003843219458696,0.0001,0.0001,2020-07-11,2020-07-09,253.8000030517578,-0.60121,-0.2995,253.1988,253.5005,-0.0024,-0.0012,0.75,False,0.52,0.48,False,0.5,0.5
259,PRGO,6.1,0.0,0.7,0.0,0.5,0.00014901161193847656,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.4,0.35,0.7,0,1,{},0.15,43,8,270.22578922061894,252.991,0.12591194213098977,0.1581,126.36529193232828,0.5513286022167769,0.12591194213098977,0.5513286022167769,0.0001,0.0001,2020-07-11,2020-07-09,18870.0,-46.22791,-41.6816,18823.7721,18828.3184,-0.0024,-0.0022,1.0,False,0.5,0.5,False,0.55,0.45
63,CAMT,7.1,0.0,1.4,0.0,1.2,0.00017261505126953125,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.4,0.35,0.7,0,1,{},0.15,43,8,52.912175143429586,50.8892,0.23769917719396505,0.2252,39.2384728178451,-0.28943230654654917,0.21997125108219673,-0.45061134486486787,0.0001,0.0001,2020-07-11,2020-07-09,4409.0,-10.26295,-7.7846,4398.737,4401.2154,-0.0023,-0.0018,0.5,False,0.53,0.47,True,0.47,0.53
308,SCC,7.1,0.0,5.2,0.0,4.4,0.0002009868621826172,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 9)",9,0.61,0.35,0.7,0,1,{},0.15,43,8,1.4752306563631863,5.0927,0.39827154596211667,0.8892,32.914850901598975,0.20486030186493098,0.3003157511187403,-0.49088693400325445,0.0001,0.0001,2020-07-11,2020-07-09,349.3999938964844,-0.8151,0.6014,348.5849,350.0014,-0.0023,0.0017,0.5,False,0.54,0.46,False,0.51,0.49
276,RMN,7.4,0.0,2.2,0.0,1.1,0.00015401840209960938,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.46,0.35,0.7,0,1,{},0.15,43,8,9.625373444073,9.3983,0.23623088095096934,0.2885,8.183251026732556,0.49518052888324204,0.21846880841494531,0.43207809499364735,0.0001,0.0001,2020-07-11,2020-07-09,566.2000122070312,-1.28075,-1.0646,564.9193,565.1354,-0.0023,-0.0019,0.75,False,0.62,0.38,False,0.6,0.4
307,SMTO,6.6,0.0,2.6,0.0,1.7,0.00017881393432617188,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.59,0.35,0.7,10,1,{},0.15,43,8,1.8419512973449297,2.3895,0.013454948568238256,-0.5908,27.240310999612387,-186.86741662049488,-0.03243086777742521,-233.8342707756186,0.0001,0.0001,2020-07-11,2020-07-09,130.10000610351562,-0.28087,-0.4913,129.8191,129.6087,-0.0022,-0.0038,0.75,False,0.5,0.5,False,0.5,0.5
146,HRON,21.6,0.6,53.2,0.1,20.1,0.003389120101928711,1,"(240, 7)","(214, 7)","(214, 7)","(214, 1)","(47, 4)",1,"(376, 3)",0.8,"(46, 333)",333,0.56,0.35,0.7,232,1,{},0.15,39,7,0.004304640810711675,0.0,0.9999999999951431,1.0,869.7808788680779,0.4815687886468505,0.9999999999539217,-24.032821348194933,0.0001,0.0001,2020-07-11,2020-07-09,153800.0,-339.99619,-340.0,153460.0038,153460.0,-0.0022,-0.0022,0.43,True,0.45,0.55,True,0.36,0.64
91,DSCT,14.1,0.2,24.1,0.0,3.1,0.00025916099548339844,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 6)",6,0.57,0.35,0.7,195,1,{},0.15,43,8,11.826254571337936,11.3694,0.3653083981918511,0.3993,9.08001568013612,0.09585799262102768,0.3062673189538838,-0.3562130110684585,0.0001,0.0001,2020-07-11,2020-07-09,1116.0,-2.27385,-2.1299,1113.7262,1113.8701,-0.002,-0.0019,0.12,False,0.5,0.5,True,0.5,0.5
124,FRDN,11.8,0.0,12.0,0.0,8.3,0.0002579689025878906,1,"(240, 7)","(233, 7)","(233, 7)","(233, 1)","(51, 4)",1,"(373, 3)",0.8,"(50, 12)",12,0.54,0.35,0.7,6,1,{},0.15,42,8,62.63562228787034,59.1556,0.7152681348330667,0.7241,44.15681769894407,0.6717788610063082,0.6474748336028445,0.26150243726419353,0.0001,0.0001,2020-07-11,2020-07-09,4454.0,-8.99896,-14.9804,4445.001,4439.0196,-0.002,-0.0034,0.62,False,0.58,0.42,False,0.52,0.48
196,MMAN,9.1,0.0,3.7,0.0,0.6,0.00015425682067871094,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.61,0.35,0.7,17,1,{},0.15,43,8,9.152557607231607,3235.0955,0.015267305725608638,-111905.1022,775.9912213467541,-5539.992974462325,0.015267305725608638,-5539.992974462325,0.0001,0.0001,2020-07-11,2020-07-09,529.0,-0.99835,454.9062,528.0016,983.9062,-0.0019,0.8599,0.5,False,0.5,0.5,False,0.5,0.5
175,KRUR,7.0,0.0,1.5,0.0,1.2,0.00015687942504882812,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.44,0.35,0.7,0,1,{},0.15,43,8,88.4256798095385,84.4234,0.11949078597097396,0.2996,74.00529146242792,0.5464165914875123,0.09901382750518262,0.4897186654234513,0.0001,0.0001,2020-07-11,2020-07-09,10370.0,-19.05122,-13.189,10350.9488,10356.811,-0.0018,-0.0013,0.5,False,0.6,0.4,False,0.6,0.4
331,UNIT,13.5,0.4,68.3,0.0,0.6,0.00023984909057617188,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.61,0.35,0.7,607,1,{},0.15,43,8,15.089328029713437,14.4255,0.2133390253157097,0.1999,10.147745312570366,-0.04064509174629771,0.2133390253157097,-0.04064509174629771,0.0001,0.0001,2020-07-11,2020-07-09,645.2999877929688,-1.0772,-0.9128,644.2228,644.3871,-0.0017,-0.0014,0.62,True,0.46,0.54,False,0.5,0.5
109,EMDV,7.4,0.0,2.1,0.0,1.9,0.00017905235290527344,1,"(240, 7)","(233, 7)","(233, 7)","(233, 1)","(51, 4)",1,"(373, 3)",0.8,"(50, 4)",4,0.38,0.35,0.7,0,1,{},0.15,42,8,15.40692230359952,15.954,0.154848550661705,0.1906,19.462010102155137,0.2203644803972824,0.11460324355035756,0.025455600496603004,0.0001,0.0001,2020-07-11,2020-07-09,1311.0,-2.22323,-0.3626,1308.7768,1310.6374,-0.0017,-0.0003,0.5,True,0.5,0.5,True,0.48,0.52
87,DLRL,7.1,0.0,0.7,0.0,0.6,0.0002570152282714844,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.37,0.35,0.7,0,1,{},0.15,43,8,11.546161487577603,11.7802,0.03152227497831972,0.1345,14.244781067512836,0.28074533933712353,0.03152227497831972,0.28074533933712353,0.0001,0.0001,2020-07-11,2020-07-09,410.2999877929688,-0.71391,-0.5547,409.5861,409.7452,-0.0017,-0.0014,0.75,False,0.5,0.5,False,0.5,0.5
184,LUMI,6.7,0.0,1.3,0.0,1.1,0.00016689300537109375,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.38,0.35,0.7,0,1,{},0.15,43,8,16.564677753213427,15.4299,0.15449548562590676,0.1922,6.628393320162175,0.49446329742338857,0.13483258994278824,0.43127120960131216,0.0001,0.0001,2020-07-11,2020-07-09,1767.0,-3.08875,-3.4063,1763.9112,1763.5937,-0.0017,-0.0019,0.75,True,0.49,0.51,False,0.51,0.49
78,CLIS,7.8,0.0,1.0,0.0,0.6,0.00015807151794433594,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.52,0.35,0.7,0,1,{},0.15,43,8,59.10951658118581,56.1218,0.1571652911234529,0.2666,39.44663624033527,0.5187756253212261,0.1571652911234529,0.5187756253212261,0.0001,0.0001,2020-07-11,2020-07-09,2833.0,-4.84689,0.3998,2828.1531,2833.3998,-0.0017,0.0001,1.0,False,0.5,0.5,True,0.5,0.5
228,MYDS,9.3,0.0,5.3,0.0,1.1,0.0001609325408935547,1,"(240, 7)","(216, 7)","(216, 7)","(216, 1)","(48, 4)",1,"(376, 3)",0.8,"(47, 3)",3,0.61,0.35,0.7,23,1,{},0.15,40,7,1.200765833624172,1.1177,0.1751967228952347,0.1722,0.5610269245969401,0.07111132169518586,0.15404792091818953,-0.04499976309291598,0.0001,0.0001,2020-07-11,2020-07-09,43.79999923706055,-0.06914,-0.0602,43.7309,43.7397,-0.0016,-0.0014,0.5,True,0.5,0.5,True,0.5,0.5
246,ORIN,6.6,0.0,1.4,0.0,1.1,0.00015783309936523438,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.45,0.35,0.7,0,1,{},0.15,43,8,27.882265608103516,26.2672,0.22928913145841623,0.2395,15.066696091467916,0.1579122732480036,0.21136562288768168,0.05265130740400403,0.0001,0.0001,2020-07-11,2020-07-09,1818.0,-2.82091,-2.2907,1815.1791,1815.7093,-0.0016,-0.0013,0.5,False,0.5,0.5,False,0.56,0.44
333,VCTR,6.8,0.0,2.3,0.0,1.6,0.00016617774963378906,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.48,0.35,0.7,1,1,{},0.15,43,8,45.741116771186505,47.6638,0.4446256742764073,0.3849,59.218663961793865,-0.27241407766349135,0.4187943102892634,-0.5905175970793641,0.0001,0.0001,2020-07-11,2020-07-09,7530.0,-11.15616,-5.4386,7518.8438,7524.5614,-0.0015,-0.0007,0.62,True,0.49,0.51,True,0.45,0.55
135,GOLD,8.3,0.0,2.1,0.0,1.2,0.00016498565673828125,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.8,0.35,0.7,0,1,{},0.15,43,8,30.831128957778446,89.6081,0.029813465947652884,0.8505,566.1700655491354,-0.11084885280236967,0.007250988411551695,-0.2497049594026659,0.0001,0.0001,2020-07-11,2020-07-09,7058.0,-10.7585,-9.4966,7047.2415,7048.5034,-0.0015,-0.0013,0.75,False,0.71,0.29,False,0.63,0.37
151,ICCM,9.0,0.0,4.5,0.0,3.1,0.00019407272338867188,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 6)",6,0.49,0.35,0.7,3,1,{},0.15,43,8,0.7964935953992085,0.7759,0.44069471830428975,0.5213,0.7468106889293817,0.625901652618368,0.3886663200070144,0.4388524789275521,0.0001,0.0001,2020-07-11,2020-07-09,57.0,-0.08485,-0.1016,56.9152,56.8984,-0.0015,-0.0018,0.62,True,0.49,0.51,True,0.46,0.54
198,MTRX,6.6,0.0,0.6,0.0,0.6,0.00015735626220703125,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.52,0.35,0.7,0,1,{},0.15,43,8,75.02709921036214,72.1833,0.2796283852824841,0.2726,54.57825320929654,0.07353051319745374,0.2796283852824841,0.07353051319745374,0.0001,0.0001,2020-07-11,2020-07-09,7650.0,-10.70528,-10.9508,7639.2947,7639.0492,-0.0014,-0.0014,0.75,True,0.47,0.53,True,0.48,0.52
177,KLIL,7.7,0.0,1.5,0.0,0.6,0.00014710426330566406,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.44,0.35,0.7,0,1,{},0.15,43,8,392.57059832652925,374.8281,0.1921903837611394,0.1914,263.9207026421998,-0.20771246851176395,0.1921903837611394,-0.20771246851176395,0.0001,0.0001,2020-07-11,2020-07-09,22940.0,-30.59969,-11.5843,22909.4003,22928.4157,-0.0013,-0.0005,0.62,False,0.52,0.48,False,0.52,0.48
37,AVGL,7.1,0.0,0.7,0.0,0.6,0.0001652240753173828,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.38,0.35,0.7,0,1,{},0.15,43,8,4.225202742481815,3.9587,0.14885487027668187,0.1469,1.996556181409431,0.0840086274513886,0.14885487027668187,0.0840086274513886,0.0001,0.0001,2020-07-11,2020-07-09,388.20001220703125,-0.49791,-0.4288,387.7021,387.7712,-0.0013,-0.0011,0.38,False,0.5,0.5,False,0.5,0.5
320,TEDE,7.1,0.0,1.8,0.0,1.1,0.0001571178436279297,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.47,0.35,0.7,0,1,{},0.15,43,8,14.531984824016476,13.7502,0.26406241188100965,0.2684,8.844044269645986,0.2294786640968668,0.24694758425033547,0.13316349710897513,0.0001,0.0001,2020-07-11,2020-07-09,1028.0,-1.30331,-1.3253,1026.6967,1026.6747,-0.0013,-0.0013,0.62,False,0.56,0.44,False,0.5,0.5
69,CRMT,11.8,0.1,5.7,0.0,1.8,0.00017309188842773438,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.52,0.35,0.7,2,1,{},0.15,43,8,13.93328714962275,14.4612,0.44081178016613254,0.4103,17.219068986755207,0.24845251943015312,0.41480302575525496,0.06056564928769137,0.0001,0.0001,2020-07-11,2020-07-09,1370.0,-1.77924,-2.5316,1368.2208,1367.4684,-0.0013,-0.0018,0.5,False,0.52,0.48,False,0.53,0.47
219,MNRV,7.4,0.0,7.1,0.0,6.4,0.0002200603485107422,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 12)",12,0.58,0.35,0.7,0,1,{},0.15,43,8,92.70676902183395,368.227,0.6377687173932843,0.9243,2724.2385634746665,0.2552805809120561,0.5535288842289319,-0.6756186929478738,0.0001,0.0001,2020-07-11,2020-07-09,43990.0,-58.76767,-57.5327,43931.2323,43932.4673,-0.0013,-0.0013,0.75,False,0.5,0.5,True,0.4,0.6
18,AMOT,8.3,0.0,5.0,0.0,3.1,0.0002598762512207031,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 6)",6,0.56,0.35,0.7,13,1,{},0.15,43,8,20.74553222406952,23.7997,0.26243210585670185,0.1761,26.173917497679895,0.3376396665804723,0.19382113895965092,0.006459499870708374,0.0001,0.0001,2020-07-11,2020-07-09,1510.0,-1.91805,-3.4426,1508.082,1506.5574,-0.0013,-0.0023,0.62,False,0.5,0.5,False,0.52,0.48
113,ENLT,7.8,0.0,2.2,0.0,1.9,0.00017189979553222656,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.41,0.35,0.7,0,1,{},0.15,43,8,6.900067038241508,6.4551,0.20944741842157355,0.2215,3.1481739237741895,0.36990473547070124,0.17267753090629778,0.21238091933837655,0.0001,0.0001,2020-07-11,2020-07-09,494.0,-0.6304,-0.7312,493.3696,493.2688,-0.0013,-0.0015,0.62,True,0.48,0.52,False,0.5,0.5
24,ARAN,8.8,0.0,8.9,0.0,7.8,0.0004200935363769531,1,"(240, 7)","(218, 7)","(218, 7)","(218, 1)","(49, 4)",1,"(375, 3)",0.8,"(48, 13)",13,0.46,0.35,0.7,3,1,{},0.15,41,7,6.52694244265291,2155.3417,0.4280490845665865,-44716.6763,130.6413362030494,-68.49808390815413,0.27076258282239785,-164.05794928186606,0.0001,0.0001,2020-07-11,2020-07-09,967.4000244140624,-1.12733,-314.5549,966.2727,652.8452,-0.0012,-0.3252,0.88,True,0.5,0.5,True,0.48,0.52
199,MTRN,8.7,0.0,3.2,0.0,1.8,0.0001742839813232422,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 4)",4,0.48,0.35,0.7,1,1,{},0.15,43,8,27.562851426203736,27.4442,0.3265316460045029,0.4563,32.22793394642781,0.3479135176054786,0.29520753651634024,0.18489189700684827,0.0001,0.0001,2020-07-11,2020-07-09,4379.0,-5.18249,-4.4805,4373.8175,4374.5195,-0.0012,-0.001,0.75,False,0.55,0.45,False,0.62,0.38
262,PMCN,6.8,0.0,1.6,0.0,1.1,0.0001590251922607422,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.43,0.35,0.7,0,1,{},0.15,43,8,3.2522124005134962,3.0611,0.2186831879747707,0.2683,1.7131998508871966,0.6091480786029242,0.20051302955557926,0.5602915884282897,0.0001,0.0001,2020-07-11,2020-07-09,219.0,-0.27331,-0.2444,218.7267,218.7556,-0.0012,-0.0011,0.62,True,0.49,0.51,False,0.5,0.5
194,MGIC,7.9,0.0,1.5,0.0,0.6,0.00015115737915039062,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.49,0.35,0.7,0,1,{},0.15,43,8,35.51743655571091,33.2581,0.24121163989352168,0.2372,16.8837095667251,0.07251761898330111,0.24121163989352168,0.07251761898330111,0.0001,0.0001,2020-07-11,2020-07-09,3865.0,-4.16257,-5.4568,3860.8374,3859.5432,-0.0011,-0.0014,0.75,False,0.54,0.46,False,0.53,0.47
110,ENDY,7.3,0.0,1.4,0.0,1.2,0.00015997886657714844,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.4,0.35,0.7,0,1,{},0.15,43,8,3.1286208199333156,2.9836,0.21381881480762066,0.223,2.0548576923469395,0.26540308275841495,0.19553553143105362,0.17357846810321687,0.0001,0.0001,2020-07-11,2020-07-09,205.0,-0.21582,-0.3142,204.7842,204.6858,-0.0011,-0.0015,0.62,True,0.5,0.5,False,0.51,0.49
4,AFHL,9.8,0.0,1.4,0.0,0.6,0.00015997886657714844,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.56,0.35,0.7,0,1,{},0.15,43,8,232.5817147250619,229.4509,0.20496552716492933,0.3136,226.01167701770828,0.2793319371290859,0.20496552716492933,0.2793319371290859,0.0001,0.0001,2020-07-11,2020-07-09,10310.0,-10.97287,17.7708,10299.0271,10327.7708,-0.0011,0.0017,0.25,False,0.5,0.5,False,0.5,0.5
76,CLBV,8.4,0.0,0.9,0.0,0.6,0.0003199577331542969,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.41,0.35,0.7,0,1,{},0.15,43,8,34.2648059848712,33.1345,0.06640363742241318,0.1665,27.69631342498097,0.4966940663481024,0.06640363742241318,0.4966940663481024,0.0001,0.0001,2020-07-11,2020-07-09,3679.0,-4.20558,-4.2789,3674.7944,3674.7211,-0.0011,-0.0012,0.5,False,0.5,0.5,False,0.5,0.5
42,AZRM,7.6,0.0,4.8,0.0,4.4,0.0001990795135498047,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 8)",8,0.43,0.35,0.7,1,1,{},0.15,43,8,14.100705761808667,13.4116,0.22913427380994655,0.2528,9.768124560459391,0.18239031679783235,0.12157161434156694,-0.43081694560379336,0.0001,0.0001,2020-07-11,2020-07-09,579.4000244140625,-0.57212,-0.1842,578.8279,579.2158,-0.001,-0.0003,0.75,True,0.5,0.5,False,0.5,0.5
327,TOPS,8.2,0.0,4.9,0.0,3.3,0.00019812583923339844,1,"(240, 7)","(222, 7)","(222, 7)","(222, 1)","(48, 4)",1,"(375, 3)",0.8,"(47, 7)",7,0.52,0.35,0.7,2,1,{},0.15,40,7,4.542867891208484,4.3252,0.3970535228766887,0.3829,3.1812594727361385,-0.6541905127339331,0.31975269247626414,-1.6880595831926413,0.0001,0.0001,2020-07-11,2020-07-09,292.8999938964844,-0.26585,0.0471,292.6341,292.9471,-0.0009,0.0002,0.38,False,0.6,0.4,False,0.65,0.35
280,RAVD,13.6,0.1,8.8,0.0,0.5,0.00022292137145996094,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 2)",2,0.56,0.35,0.7,28,1,{},0.15,43,8,8.176288399927303,9.6687,0.20815745442457068,0.1342,15.511678638501577,-0.174497558807595,0.20815745442457068,-0.174497558807595,0.0001,0.0001,2020-07-11,2020-07-09,552.4000244140625,-0.48593,0.28,551.9141,552.6801,-0.0009,0.0005,0.5,False,0.5,0.5,False,0.5,0.5
147,HOD,8.0,0.0,2.0,0.0,1.2,0.000164031982421875,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 3)",3,0.79,0.35,0.7,0,1,{},0.15,43,8,5.148073930675285,15.1351,0.05590136364303133,0.8306,88.57804260128546,-0.025925727349818795,0.03394558140217152,-0.15416644326854612,0.0001,0.0001,2020-07-11,2020-07-09,1136.0,-0.97968,-1.3442,1135.0203,1134.6558,-0.0009,-0.0012,0.5,True,0.5,0.5,False,0.5,0.5
31,ATRY,8.2,0.0,6.6,0.0,5.7,0.00022125244140625,1,"(240, 7)","(240, 7)","(240, 7)","(240, 1)","(52, 4)",1,"(371, 3)",0.8,"(51, 10)",10,0.5,0.35,0.7,2,1,{},0.15,43,8,89.07745881371532,83.7095,0.28596087360384304,0.3569,63.32030688904992,-0.38387719385747343,0.15311638497199975,-1.7677543877149469,0.0001,0.0001,2020-07-11,2020-07-09,5257.0,-4.1333,-2.4207,5252.8667,5254.5793,-0.0008,-0.0005,0.75,True,0.5,0.5,True,0.39,0.61
