,open,high,low,close,adjclose,volume,ticker
2018-09-30,4510.0,4510.0,4510.0,4510.0,4510.0,0,UNCR.TA
2018-10-01,4510.0,4510.0,4510.0,4510.0,4510.0,0,UNCR.TA
2018-10-02,4510.0,4510.0,4510.0,4510.0,4510.0,0,UNCR.TA
2018-10-03,4510.0,4510.0,4510.0,4510.0,4510.0,0,UNCR.TA
2018-10-04,4510.0,4510.0,4510.0,4510.0,4510.0,0,UNCR.TA
2018-10-07,4510.0,4510.0,3999.0,4464.0,4464.0,5,UNCR.TA
2018-10-08,4464.0,4464.0,4464.0,4464.0,4464.0,0,UNCR.TA
2018-10-09,4464.0,4464.0,4464.0,4464.0,4464.0,0,UNCR.TA
2018-10-10,4464.0,4464.0,4464.0,4464.0,4464.0,0,UNCR.TA
2018-10-11,4464.0,4464.0,4464.0,4464.0,4464.0,0,UNCR.TA
2018-10-14,4464.0,4464.0,4464.0,4464.0,4464.0,0,UNCR.TA
2018-10-15,4464.0,4464.0,4464.0,4464.0,4464.0,0,UNCR.TA
2018-10-16,4464.0,4464.0,4464.0,4464.0,4464.0,0,UNCR.TA
2018-10-17,4464.0,4464.0,4464.0,4464.0,4464.0,0,UNCR.TA
2018-10-18,4464.0,4464.0,4464.0,4464.0,4464.0,0,UNCR.TA
2018-10-21,4464.0,4464.0,4464.0,4464.0,4464.0,0,UNCR.TA
2018-10-22,4464.0,2701.0,2701.0,4424.0,4424.0,1,UNCR.TA
2018-10-23,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-10-24,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-10-25,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-10-28,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-10-29,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-10-30,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-10-31,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-11-01,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-11-04,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-11-05,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-11-06,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-11-07,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-11-08,4424.0,4424.0,4424.0,4424.0,4424.0,0,UNCR.TA
2018-11-11,4500.0,4500.0,4500.0,4426.0,4426.0,1,UNCR.TA
2018-11-12,4426.0,4426.0,4426.0,4426.0,4426.0,0,UNCR.TA
2018-11-13,4426.0,4426.0,4426.0,4426.0,4426.0,0,UNCR.TA
2018-11-14,4426.0,4426.0,4426.0,4426.0,4426.0,0,UNCR.TA
2018-11-15,4426.0,4426.0,4426.0,4426.0,4426.0,0,UNCR.TA
2018-11-18,4426.0,4426.0,4426.0,4426.0,4426.0,0,UNCR.TA
2018-11-19,4426.0,4426.0,4426.0,4426.0,4426.0,0,UNCR.TA
2018-11-20,4426.0,4426.0,4426.0,4426.0,4426.0,0,UNCR.TA
2018-11-21,4426.0,4426.0,4426.0,4426.0,4426.0,0,UNCR.TA
2018-11-22,4500.0,4500.0,4500.0,4426.0,4426.0,1,UNCR.TA
2018-11-25,4426.0,4426.0,4426.0,4426.0,4426.0,0,UNCR.TA
2018-11-26,4426.0,2600.0,2600.0,4385.0,4385.0,1,UNCR.TA
2018-11-27,4385.0,4385.0,4385.0,4385.0,4385.0,0,UNCR.TA
2018-11-28,4500.0,4500.0,4500.0,4400.0,4400.0,6,UNCR.TA
2018-11-29,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-02,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-03,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-04,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-05,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-06,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-09,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-10,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-11,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-12,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-13,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-16,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-17,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-18,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-19,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-20,4400.0,4400.0,4400.0,4400.0,4400.0,0,UNCR.TA
2018-12-23,4400.0,2610.0,2610.0,4360.0,4360.0,1,UNCR.TA
2018-12-24,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2018-12-25,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2018-12-26,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2018-12-27,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2018-12-30,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2018-12-31,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-01,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-02,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-03,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-06,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-07,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-08,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-09,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-10,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-13,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-14,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-15,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-16,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-17,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-20,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-21,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-22,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-23,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-24,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-27,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-28,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-29,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-30,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-01-31,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-03,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-04,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-05,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-06,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-07,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-10,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-11,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-12,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-13,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-14,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-17,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-18,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-19,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-20,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-21,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-24,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-25,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-26,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-27,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-02-28,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-03,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-04,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-05,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-06,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-07,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-10,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-11,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-12,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-13,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-14,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-17,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-18,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-19,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-20,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-21,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-24,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-25,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-26,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-27,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-28,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-03-31,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-04-01,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-04-02,4360.0,4360.0,4360.0,4360.0,4360.0,0,UNCR.TA
2019-04-03,4350.0,4350.0,4350.0,4359.0,4359.0,3,UNCR.TA
2019-04-04,4360.0,4360.0,4360.0,4359.0,4359.0,15,UNCR.TA
