Unnamed: 0,open,high,low,close,adjclose,volume,ticker
2018-09-30,3824.0,3824.0,3824.0,3824.0,3608.515380859375,0,ALHE.TA
2018-10-01,3824.0,3824.0,3824.0,3824.0,3608.515380859375,0,ALHE.TA
2018-10-02,3752.0,3813.0,3752.0,3776.0,3563.22021484375,131545,ALHE.TA
2018-10-03,3776.0,3840.0,3761.0,3775.0,3562.276611328125,426022,ALHE.TA
2018-10-04,3710.0,3730.0,3650.0,3659.0,3452.813232421875,654400,ALHE.TA
2018-10-07,3621.0,3679.0,3620.0,3647.0,3441.489501953125,245823,ALHE.TA
2018-10-08,3650.0,3672.0,3626.0,3640.0,3434.883544921875,265971,ALHE.TA
2018-10-09,3635.0,3679.0,3624.0,3658.0,3451.86962890625,257187,ALHE.TA
2018-10-10,3636.0,3696.0,3540.0,3590.0,3387.701416015625,216722,ALHE.TA
2018-10-11,3501.0,3575.0,3481.0,3527.0,3328.25146484375,403756,ALHE.TA
2018-10-14,3558.0,3582.0,3543.0,3552.0,3351.8427734375,78882,ALHE.TA
2018-10-15,3510.0,3574.0,3510.0,3515.0,3316.927978515625,116348,ALHE.TA
2018-10-16,3515.0,3597.0,3515.0,3592.0,3389.589111328125,289685,ALHE.TA
2018-10-17,3590.0,3601.0,3551.0,3570.0,3368.82861328125,309638,ALHE.TA
2018-10-18,3545.0,3599.0,3544.0,3591.0,3388.645263671875,454162,ALHE.TA
2018-10-21,3591.0,3610.0,3570.0,3574.0,3372.602783203125,76642,ALHE.TA
2018-10-22,3610.0,3653.0,3561.0,3561.0,3360.335693359375,177693,ALHE.TA
2018-10-23,3510.0,3543.0,3492.0,3498.0,3300.88525390625,234795,ALHE.TA
2018-10-24,3525.0,3540.0,3491.0,3509.0,3311.265625,229748,ALHE.TA
2018-10-25,3460.0,3480.0,3430.0,3441.0,3247.097900390625,1042166,ALHE.TA
2018-10-28,3470.0,3488.0,3427.0,3460.0,3265.027099609375,173435,ALHE.TA
2018-10-29,3440.0,3522.0,3440.0,3465.0,3269.7451171875,161969,ALHE.TA
2018-10-30,3465.0,3465.0,3465.0,3465.0,3269.7451171875,0,ALHE.TA
2018-10-31,3500.0,3550.0,3481.0,3540.0,3340.5185546875,726183,ALHE.TA
