Unnamed: 0,open,high,low,close,adjclose,volume,ticker
2018-09-30,10240.0,10240.0,10240.0,10240.0,10240.0,0,HAML.TA
2018-10-01,10240.0,10240.0,10240.0,10240.0,10240.0,0,HAML.TA
2018-10-02,10240.0,10350.0,10110.0,10210.0,10210.0,10409,HAML.TA
2018-10-03,10210.0,10360.0,10220.0,10250.0,10250.0,13598,HAML.TA
2018-10-04,10260.0,10270.0,10060.0,10080.0,10080.0,34918,HAML.TA
2018-10-07,10000.0,10000.0,9800.0,9862.0,9862.0,9500,HAML.TA
2018-10-08,9862.0,9900.0,9700.0,9787.0,9787.0,11048,HAML.TA
2018-10-09,9780.0,9900.0,9734.0,9816.0,9816.0,4884,HAML.TA
2018-10-10,9816.0,9809.0,9380.0,9430.0,9430.0,22920,HAML.TA
2018-10-11,9289.0,9471.0,9130.0,9452.0,9452.0,33936,HAML.TA
2018-10-14,9499.0,9793.0,9499.0,9674.0,9674.0,5385,HAML.TA
2018-10-15,9674.0,9899.0,9390.0,9853.0,9853.0,8557,HAML.TA
2018-10-16,9910.0,9961.0,9737.0,9827.0,9827.0,8372,HAML.TA
2018-10-17,9550.0,9821.0,9550.0,9735.0,9735.0,7669,HAML.TA
2018-10-18,9735.0,9771.0,9510.0,9728.0,9728.0,5524,HAML.TA
2018-10-21,9728.0,9729.0,9520.0,9635.0,9635.0,5421,HAML.TA
2018-10-22,9635.0,9784.0,9641.0,9665.0,9665.0,4779,HAML.TA
2018-10-23,9636.0,9636.0,9437.0,9484.0,9484.0,9725,HAML.TA
2018-10-24,9484.0,9636.0,9456.0,9618.0,9618.0,9332,HAML.TA
2018-10-25,9333.0,9520.0,9333.0,9464.0,9464.0,15921,HAML.TA
2018-10-28,9400.0,9500.0,9320.0,9469.0,9469.0,9405,HAML.TA
2018-10-29,9469.0,9567.0,9471.0,9477.0,9477.0,5394,HAML.TA
2018-10-30,9477.0,9477.0,9477.0,9477.0,9477.0,0,HAML.TA
2018-10-31,9477.0,9488.0,9312.0,9361.0,9361.0,25382,HAML.TA
2018-11-01,9361.0,9437.0,9199.0,9389.0,9389.0,20430,HAML.TA
2018-11-04,9389.0,9425.0,9269.0,9372.0,9372.0,8070,HAML.TA
2018-11-05,9425.0,9425.0,9284.0,9319.0,9319.0,27326,HAML.TA
2018-11-06,9319.0,9368.0,9202.0,9301.0,9301.0,7930,HAML.TA
2018-11-07,9301.0,9360.0,9264.0,9351.0,9351.0,11053,HAML.TA
2018-11-08,9351.0,9499.0,9352.0,9375.0,9375.0,10731,HAML.TA
2018-11-11,9485.0,9485.0,9376.0,9448.0,9448.0,2640,HAML.TA
2018-11-12,9485.0,9583.0,9277.0,9310.0,9310.0,7262,HAML.TA
2018-11-13,9277.0,9390.0,9227.0,9267.0,9267.0,5587,HAML.TA
2018-11-14,9273.0,9312.0,9150.0,9178.0,9178.0,23407,HAML.TA
2018-11-15,9178.0,9300.0,9082.0,9121.0,9121.0,8759,HAML.TA
2018-11-18,9121.0,9146.0,9100.0,9120.0,9120.0,6873,HAML.TA
2018-11-19,9100.0,9120.0,9060.0,9094.0,9094.0,8774,HAML.TA
2018-11-20,9000.0,9056.0,8915.0,8916.0,8916.0,7276,HAML.TA
2018-11-21,8866.0,8930.0,8769.0,8913.0,8913.0,12865,HAML.TA
2018-11-22,8900.0,8900.0,8780.0,8818.0,8818.0,6061,HAML.TA
2018-11-25,8825.0,8825.0,8422.0,8547.0,8547.0,10564,HAML.TA
2018-11-26,8540.0,8706.0,8450.0,8603.0,8603.0,11237,HAML.TA
2018-11-27,8699.0,8699.0,8378.0,8447.0,8447.0,13913,HAML.TA
2018-11-28,8447.0,8570.0,8435.0,8546.0,8546.0,11855,HAML.TA
2018-11-29,8546.0,8546.0,7770.0,7888.0,7888.0,66394,HAML.TA
2018-12-02,7888.0,8003.0,7440.0,7480.0,7480.0,48000,HAML.TA
2018-12-03,7480.0,7558.0,7400.0,7489.0,7489.0,26178,HAML.TA
2018-12-04,7440.0,7455.0,7243.0,7292.0,7292.0,24291,HAML.TA
2018-12-05,7200.0,7630.0,7200.0,7630.0,7630.0,25353,HAML.TA
2018-12-06,7554.0,7554.0,7461.0,7522.0,7522.0,25097,HAML.TA
2018-12-09,7499.0,7566.0,7499.0,7530.0,7530.0,4519,HAML.TA
2018-12-10,7465.0,7535.0,7377.0,7382.0,7382.0,12499,HAML.TA
2018-12-11,7500.0,7500.0,7239.0,7309.0,7309.0,10643,HAML.TA
2018-12-12,7310.0,7380.0,7093.0,7159.0,7159.0,23188,HAML.TA
2018-12-13,7159.0,7182.0,7000.0,7032.0,7032.0,8652,HAML.TA
2018-12-16,7052.0,7052.0,6600.0,6647.0,6647.0,27094,HAML.TA
2018-12-17,6580.0,6949.0,6580.0,6667.0,6667.0,29627,HAML.TA
2018-12-18,6600.0,6666.0,6320.0,6634.0,6634.0,48022,HAML.TA
2018-12-19,6553.0,6699.0,6506.0,6699.0,6699.0,41115,HAML.TA
2018-12-20,6625.0,6750.0,6590.0,6708.0,6708.0,30791,HAML.TA
2018-12-23,6606.0,6606.0,6302.0,6510.0,6510.0,50592,HAML.TA
2018-12-24,6480.0,6566.0,6316.0,6503.0,6503.0,39489,HAML.TA
2018-12-25,6483.0,6700.0,6361.0,6535.0,6535.0,28566,HAML.TA
2018-12-26,6535.0,6733.0,6485.0,6637.0,6637.0,27393,HAML.TA
2018-12-27,6733.0,6788.0,6550.0,6601.0,6601.0,33294,HAML.TA
2018-12-30,6660.0,6740.0,6500.0,6539.0,6539.0,20035,HAML.TA
2018-12-31,6539.0,6715.0,6539.0,6638.0,6638.0,11626,HAML.TA
2019-01-01,6643.0,7131.0,6643.0,7044.0,7044.0,15354,HAML.TA
2019-01-02,7044.0,7069.0,6833.0,6986.0,6986.0,11946,HAML.TA
2019-01-03,6965.0,6970.0,6800.0,6888.0,6888.0,17616,HAML.TA
2019-01-06,6930.0,7165.0,6930.0,6998.0,6998.0,15901,HAML.TA
2019-01-07,6971.0,7022.0,6832.0,6892.0,6892.0,10142,HAML.TA
2019-01-08,6892.0,6885.0,6700.0,6776.0,6776.0,20138,HAML.TA
2019-01-09,6749.0,6854.0,6537.0,6577.0,6577.0,11768,HAML.TA
2019-01-10,6655.0,6655.0,6370.0,6392.0,6392.0,14531,HAML.TA
2019-01-13,6392.0,6497.0,6270.0,6292.0,6292.0,8189,HAML.TA
2019-01-14,6292.0,6292.0,6067.0,6125.0,6125.0,18184,HAML.TA
2019-01-15,6125.0,6155.0,6038.0,6103.0,6103.0,10426,HAML.TA
2019-01-16,6103.0,6149.0,6060.0,6120.0,6120.0,14070,HAML.TA
2019-01-17,6120.0,6203.0,5826.0,6074.0,6074.0,39443,HAML.TA
2019-01-20,6180.0,6425.0,6180.0,6404.0,6404.0,20142,HAML.TA
2019-01-21,6418.0,6900.0,6418.0,6865.0,6865.0,96655,HAML.TA
2019-01-22,6892.0,7007.0,6786.0,6860.0,6860.0,55725,HAML.TA
2019-01-23,6860.0,6983.0,6670.0,6769.0,6769.0,23662,HAML.TA
2019-01-24,6769.0,6850.0,6739.0,6782.0,6782.0,22712,HAML.TA
2019-01-27,6782.0,6900.0,6806.0,6823.0,6823.0,6639,HAML.TA
2019-01-28,6900.0,7169.0,6881.0,6933.0,6933.0,45943,HAML.TA
2019-01-29,6933.0,7060.0,6910.0,7057.0,7057.0,16146,HAML.TA
2019-01-30,7200.0,7670.0,7200.0,7423.0,7423.0,61407,HAML.TA
2019-01-31,7572.0,7750.0,7400.0,7486.0,7486.0,56970,HAML.TA
2019-02-03,7600.0,7600.0,7400.0,7479.0,7479.0,14799,HAML.TA
2019-02-04,7479.0,7550.0,7202.0,7235.0,7235.0,18621,HAML.TA
2019-02-05,7235.0,7545.0,7230.0,7270.0,7270.0,33603,HAML.TA
2019-02-06,7270.0,7300.0,7162.0,7186.0,7186.0,18599,HAML.TA
2019-02-07,7163.0,7164.0,6900.0,6900.0,6900.0,156386,HAML.TA
2019-02-10,6900.0,6988.0,6900.0,6972.0,6972.0,7716,HAML.TA
2019-02-11,6977.0,7169.0,6960.0,6978.0,6978.0,12380,HAML.TA
2019-02-12,6978.0,7130.0,6900.0,6925.0,6925.0,10403,HAML.TA
2019-02-13,6925.0,7030.0,6933.0,7020.0,7020.0,10109,HAML.TA
2019-02-14,7020.0,7170.0,7000.0,7073.0,7073.0,9277,HAML.TA
2019-02-17,7073.0,7280.0,7090.0,7262.0,7262.0,14701,HAML.TA
2019-02-18,7262.0,7345.0,7265.0,7305.0,7305.0,8331,HAML.TA
2019-02-19,7305.0,7306.0,7023.0,7059.0,7059.0,11615,HAML.TA
2019-02-20,7059.0,7120.0,6910.0,6929.0,6929.0,15016,HAML.TA
2019-02-21,6910.0,6970.0,6770.0,6797.0,6797.0,58021,HAML.TA
2019-02-24,6750.0,6930.0,6640.0,6701.0,6701.0,22319,HAML.TA
2019-02-25,6678.0,7069.0,6678.0,7050.0,7050.0,63568,HAML.TA
2019-02-26,7010.0,7073.0,6971.0,6994.0,6994.0,14973,HAML.TA
