Unnamed: 0,open,high,low,close,adjclose,volume,ticker
2018-09-30,226.5,226.5,226.5,226.5,191.2791290283203,0,RANI.TA
2018-10-01,226.5,226.5,226.5,226.5,191.2791290283203,0,RANI.TA
2018-10-02,226.5,232.0,228.8000030517578,230.8999938964844,194.99490356445312,5574,RANI.TA
2018-10-03,230.8999938964844,230.0,226.6999969482422,229.3000030517578,193.6437225341797,4558,RANI.TA
2018-10-04,229.3000030517578,223.6000061035156,223.6000061035156,223.6000061035156,188.830078125,4529,RANI.TA
2018-10-07,223.6000061035156,225.0,225.0,225.0,190.01235961914062,2000,RANI.TA
2018-10-08,225.0,225.0,225.0,225.0,190.01235961914062,1388,RANI.TA
2018-10-09,225.0,222.8000030517578,222.8000030517578,223.8999938964844,189.0834045410156,450,RANI.TA
2018-10-10,223.8999938964844,223.8999938964844,220.0,222.8000030517578,188.1544647216797,8083,RANI.TA
2018-10-11,222.8000030517578,224.0,217.3999938964844,222.8999938964844,188.2389068603516,8789,RANI.TA
2018-10-14,222.8999938964844,224.8999938964844,216.0,217.5,183.6786193847656,16305,RANI.TA
2018-10-15,217.5,212.1999969482422,212.1999969482422,215.0,181.5673675537109,410,RANI.TA
2018-10-16,212.0,216.6000061035156,212.0,214.6000061035156,181.2295837402344,11692,RANI.TA
2018-10-17,214.6000061035156,216.3999938964844,212.0,212.8999938964844,179.79391479492188,24239,RANI.TA
2018-10-18,212.8999938964844,212.8999938964844,212.8999938964844,212.8999938964844,179.79391479492188,48,RANI.TA
2018-10-21,212.8999938964844,212.8999938964844,212.8999938964844,212.8999938964844,179.79391479492188,100,RANI.TA
2018-10-22,212.8999938964844,217.8999938964844,213.8000030517578,214.3999938964844,181.0606689453125,27904,RANI.TA
2018-10-23,214.3999938964844,214.3999938964844,209.1999969482422,210.8999938964844,178.10491943359375,8041,RANI.TA
2018-10-24,210.8999938964844,210.8999938964844,210.8999938964844,210.8999938964844,178.10491943359375,37,RANI.TA
2018-10-25,210.8999938964844,209.1999969482422,209.0,209.1000061035156,176.58482360839844,4800,RANI.TA
2018-10-28,209.1000061035156,209.1000061035156,209.1000061035156,209.1000061035156,176.58482360839844,880,RANI.TA
2018-10-29,209.1000061035156,209.1000061035156,209.1000061035156,209.1000061035156,176.58482360839844,3000,RANI.TA
2018-10-30,209.1000061035156,209.1000061035156,209.1000061035156,209.1000061035156,176.58482360839844,0,RANI.TA
2018-10-31,209.1000061035156,209.1000061035156,206.0,207.6000061035156,175.31808471679688,5032,RANI.TA
2018-11-01,207.6000061035156,214.8999938964844,209.6000061035156,212.5,179.4561309814453,12460,RANI.TA
