Unnamed: 0,open,high,low,close,adjclose,volume,ticker
2018-09-30,3569.0,3569.0,3569.0,3569.0,3569.0,0.0,BCOM.TA
2018-10-01,3569.0,3569.0,3569.0,3569.0,3569.0,0.0,BCOM.TA
2018-10-02,3500.0,3620.0,3481.0,3547.0,3547.0,25797.0,BCOM.TA
2018-10-03,3547.0,3600.0,3547.0,3587.0,3587.0,30711.0,BCOM.TA
2018-10-04,3633.0,3633.0,3514.0,3520.0,3520.0,47310.0,BCOM.TA
2018-10-07,3520.0,3560.0,3476.0,3535.0,3535.0,12098.0,BCOM.TA
2018-10-08,3535.0,3577.0,3487.0,3519.0,3519.0,9068.0,BCOM.TA
2018-10-09,3519.0,3560.0,3481.0,3513.0,3513.0,8068.0,BCOM.TA
2018-10-10,3485.0,3505.0,3351.0,3360.0,3360.0,24913.0,BCOM.TA
2018-10-11,3300.0,3370.0,3208.0,3337.0,3337.0,15688.0,BCOM.TA
2018-10-14,,,,,,,BCOM.TA
2018-10-15,3314.0,3313.0,3250.0,3306.0,3306.0,5761.0,BCOM.TA
2018-10-16,3306.0,3328.0,3231.0,3261.0,3261.0,26338.0,BCOM.TA
2018-10-17,3251.0,3320.0,3210.0,3297.0,3297.0,16267.0,BCOM.TA
2018-10-18,3297.0,3297.0,3251.0,3268.0,3268.0,3962.0,BCOM.TA
2018-10-21,3268.0,3273.0,3232.0,3244.0,3244.0,2822.0,BCOM.TA
2018-10-22,3228.0,3382.0,3228.0,3291.0,3291.0,17316.0,BCOM.TA
2018-10-23,3245.0,3260.0,3003.0,3121.0,3121.0,20465.0,BCOM.TA
2018-10-24,3121.0,3218.0,3121.0,3181.0,3181.0,6023.0,BCOM.TA
2018-10-25,3033.0,3178.0,2958.0,3137.0,3137.0,27875.0,BCOM.TA
2018-10-28,3119.0,3287.0,3119.0,3190.0,3190.0,6373.0,BCOM.TA
2018-10-29,3190.0,3415.0,3206.0,3405.0,3405.0,42276.0,BCOM.TA
2018-10-30,3405.0,3405.0,3405.0,3405.0,3405.0,0.0,BCOM.TA
2018-10-31,3405.0,3474.0,3343.0,3462.0,3462.0,25570.0,BCOM.TA
2018-11-01,3462.0,3620.0,3475.0,3578.0,3578.0,34223.0,BCOM.TA
2018-11-04,3578.0,3655.0,3544.0,3573.0,3573.0,8264.0,BCOM.TA
2018-11-05,3573.0,3595.0,3432.0,3480.0,3480.0,16627.0,BCOM.TA
2018-11-06,3480.0,3485.0,3449.0,3470.0,3470.0,8194.0,BCOM.TA
2018-11-07,3470.0,3649.0,3478.0,3590.0,3590.0,48848.0,BCOM.TA
2018-11-08,3593.0,3800.0,3593.0,3792.0,3792.0,47627.0,BCOM.TA
2018-11-11,3792.0,3808.0,3770.0,3804.0,3804.0,12901.0,BCOM.TA
2018-11-12,3804.0,4078.0,3767.0,3851.0,3851.0,75652.0,BCOM.TA
