,is_low_amount_of_data,df_count,ticker_name,is_nan_non_nan_ratio_problematic,nan_count,nan_non_nan_ratio,is_exist_nan_sequence,nan_sequences_count_and_indexes,number_of_nan_sequences,mean_of_nan_sequences_count,is_decimal_point_changed,number_of_corrupted_decimal_point,decimal_point_changed_indexs,is_ticker_stopped,ticker_stopped_diff,is_ticker_data_not_changed,ticker_data_not_changed_dictionary,is_ticker_data_not_exist
10,0.0,311.0,EDRL,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
11,0.0,344.0,OPCE,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
12,0.0,344.0,ORTC,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
13,0.0,344.0,OVRS,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
14,0.0,284.0,AUGN,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
15,0.0,344.0,AUDC,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
16,0.0,333.0,OBAS,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
17,0.0,344.0,OPAL,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
18,0.0,344.0,OPK,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
19,0.0,344.0,ORBI,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
20,0.0,327.0,ORAD,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
21,0.0,337.0,ORON,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
22,0.0,344.0,ORIN,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
23,1.0,1.0,ORMP,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
24,0.0,344.0,ORA,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
25,0.0,344.0,AZRM,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
26,0.0,344.0,ATRY,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
27,0.0,344.0,ALD,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
28,0.0,344.0,IBI,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
29,0.0,344.0,AICS,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
30,0.0,344.0,IFF,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
31,0.0,344.0,ICL,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
32,0.0,344.0,ICB,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,1.0,"DatetimeIndex(['2020-07-19'], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
33,0.0,344.0,IES,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
34,0.0,344.0,IDIN,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
35,0.0,344.0,AYAL,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
36,0.0,344.0,ICCM,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
37,0.0,344.0,ILX,1.0,81.0,0.235465,1.0,"{'index': [(Timestamp('2020-06-01 00:00:00'), Timestamp('2020-09-10 00:00:00'))], 'count': [70]}",1.0,70.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
38,0.0,301.0,IMCO,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,1.0,"DatetimeIndex(['2020-07-19'], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
39,0.0,344.0,INTL,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
40,0.0,344.0,ININ,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
41,0.0,298.0,INTR,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
42,0.0,344.0,IGLD,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
43,0.0,344.0,INCR,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
44,0.0,336.0,INFR,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
45,0.0,344.0,INRM,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
46,,,ISTA,,,,,,,,,,,,,,,1
47,0.0,344.0,ARDM,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
48,0.0,344.0,ITMR,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
49,0.0,344.0,ELAL,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
50,0.0,344.0,EMITF,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
51,0.0,344.0,EMTC,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
52,0.0,344.0,ESLT,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,1.0,"DatetimeIndex(['2020-09-10'], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
53,,,ELDT.P7,,,,,,,,,,,,,,,1
54,,,ELDT.P8,,,,,,,,,,,,,,,1
55,0.0,344.0,ALLT,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
56,1.0,1.0,ELLO,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
57,0.0,344.0,ALGS,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
58,0.0,344.0,ALHE,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
59,1.0,1.0,ASPF,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
60,0.0,344.0,ALMD,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
61,0.0,140.0,ALMA,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
62,0.0,344.0,ELMR,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
63,0.0,298.0,ELSPC,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
64,0.0,344.0,ELCO,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
65,0.0,344.0,ELTR,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
66,0.0,344.0,ELCRE,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
67,0.0,344.0,ECP,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
68,0.0,344.0,ELWS,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
69,0.0,344.0,ALRPR,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
70,0.0,344.0,ELRN,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
71,0.0,344.0,AMOT,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
72,0.0,337.0,EMDV,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
73,0.0,344.0,AMAN,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
74,0.0,344.0,EMCO,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
75,0.0,344.0,ANGL,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
76,0.0,344.0,ENDY,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
77,0.0,269.0,ENLV,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
78,0.0,344.0,ENLT,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
79,0.0,344.0,ANLT,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,1.0,"DatetimeIndex(['2020-07-20'], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
80,0.0,344.0,ENOG,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
81,0.0,344.0,ENRG,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
82,0.0,344.0,SRAC,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
83,0.0,318.0,STG,1.0,76.0,0.238994,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,19.0,1.0,"{'value': [1050.0], 'count': [9], 'indexes': [(Timestamp('2019-05-01 00:00:00'), Timestamp('2019-05-12 00:00:00'))]}",0
84,0.0,344.0,ASGR,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
85,0.0,344.0,APLP,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
86,0.0,344.0,AFPR,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
87,,,APIO.M,,,,,,,,,,,,,,,1
88,0.0,344.0,AFHL,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
89,0.0,344.0,AFRE,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
90,0.0,346.0,AFID,1.0,71.0,0.205202,0.0,"{'index': [], 'count': []}",0.0,0.0,True,18.0,"DatetimeIndex(['2020-02-13', '2020-02-14', '2020-02-18', '2020-02-19',
               '2020-02-20', '2020-02-21', '2020-03-11', '2020-03-12',
               '2020-03-13', '2020-03-16', '2020-03-17', '2020-03-18',
               '2020-04-16', '2020-04-17', '2020-04-20', '2020-04-21',
               '2020-04-22', '2020-04-23'],
              dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,17.0,1.0,"{'value': [4.510000228881836, 4.510000228881836, 4.510000228881836, 4.510000228881836], 'count': [202, 17, 23, 96], 'indexes': [(Timestamp('2019-04-23 00:00:00'), Timestamp('2020-02-06 00:00:00')), (Timestamp('2020-02-14 00:00:00'), Timestamp('2020-03-09 00:00:00')), (Timestamp('2020-03-12 00:00:00'), Timestamp('2020-04-13 00:00:00')), (Timestamp('2020-04-17 00:00:00'), Timestamp('2020-09-10 00:00:00'))]}",0
91,0.0,344.0,EQTL,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
92,0.0,336.0,XTLB,1.0,78.0,0.232143,1.0,"{'index': [(Timestamp('2020-06-01 00:00:00'), Timestamp('2020-09-10 00:00:00'))], 'count': [70]}",1.0,70.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
93,0.0,269.0,ACCL,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
94,0.0,344.0,RSEL,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
95,0.0,344.0,ARD,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
96,0.0,344.0,ARYT,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
97,0.0,308.0,ARAN,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,1.0,"DatetimeIndex(['2020-07-26'], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
98,0.0,320.0,ARNA,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
99,0.0,344.0,ARPT,0.0,0.0,0.0,0.0,"{'index': [], 'count': []}",0.0,0.0,False,0.0,"DatetimeIndex([], dtype='datetime64[ns]', name='Unnamed: 0', freq=None)",True,18.0,0.0,"{'value': [], 'count': [], 'indexes': []}",0
