first_day_in_week,last_day_in_week,PLCR_main_symb_weekly_mean_diff,PLCR.TA_weekly_mean_diff_-0.4_INT_JBNK.TA_weekly_mean_diff_-0.45_corr_0.9,PLCR.TA_weekly_mean_diff_-0.4_INT_PZOL.TA_weekly_mean_diff_-0.39_corr_0.89,PZOL.TA_weekly_mean_diff_-0.39_INT_BCNV.TA_weekly_mean_diff_-0.36_corr_0.87,ENRG.TA_weekly_mean_diff_-0.41_INT_PLCR.TA_weekly_mean_diff_-0.4_corr_0.92,JBNK.TA_weekly_mean_diff_-0.45_INT_CAMT.TA_weekly_mean_diff_-0.41_corr_0.93,ENRG.TA_weekly_mean_diff_-0.41_INT_JBNK.TA_weekly_mean_diff_-0.45_corr_0.95
2019-11-03,2019-11-09,-4.279998779296887,-3.2536012939363532,321.44060058593567,50184.0,-5.017604589834825,-78.68388427734375,4.249589697271623
2019-11-10,2019-11-16,-2.0,0.9415788330137755,761.8397827148458,56604.0,39.46156784668585,-2.8159375000000004,2.0283539062738467
2019-11-17,2019-11-23,6.44000244140625,0.6800048828125,-20.0,400.0,-17.6,6.73204833984375,-2.9920214843750004
2019-11-24,2019-11-30,-2.3200012207031357,-39.79924653321505,-682.6402587890625,-1272.0,48.944018554687496,-279.33622070312504,-46.968037109375
2019-12-01,2019-12-07,-0.4400024414062272,-17.121620336920106,78.88004150390663,20060.0,8.305615698248134,-230.25615234375,-26.420453515648674
2019-12-08,2019-12-14,-2.4000000000000057,-1.4960083007811726,253.4414062499869,-330624.0,-2.1560119628905134,88.39999999999999,16.66
2019-12-15,2019-12-21,-0.6399993896484432,-7.247988281250017,216.0000000000005,-7020.0,1.4400000000000033,35.031943359375,-1.8119970703125
2019-12-22,2019-12-28,5.139999389648449,-3.7631995361298656,-83.19992065429761,-39260.0,-8.115195385739264,36.4560302734375,74.55849062502371
2019-12-29,2020-01-04,-2.5599975585937726,-25.0832221191377,555.1199340820325,-17280.0,53.45599365234387,-10.736010742187501,-50.75205078125
2020-01-05,2020-01-11,-0.5200012207031136,-20.428793017566385,501.75952148437943,-2352.0,-42.49595947265663,204.288125,132.4680810546875
2020-01-12,2020-01-18,3.0200012207031137,-0.6760015869140478,198.6404663085894,28268.0,-5.72001342773425,89.96000000000001,14.3
2020-01-19,2020-01-25,-5.580001831054676,2.5971936767548227,-120.80004882812455,720.0,-4.228001708984359,61.40382568359376,-1.20399658203125
2020-01-26,2020-02-01,-2.3,3.906001281738273,4932.721618652334,282880.0,-7.812002563476546,75.17999999999999,-0.9799999999999999
2020-02-02,2020-02-08,0.8800018310546818,22.033983154296873,-441.59999999999997,39168.0,4.6,-42.151967773437505,19.1599853515625
2020-02-09,2020-02-15,-0.02000122070311932,2.252802539058015,-471.68098144530944,93264.0,5.632011718749964,-72.19193115234374,16.383984375
2020-02-16,2020-02-22,0.5600006103515625,0.03440224610268092,-10.200622558590851,178500.0,-0.07600463867185339,-18.23207763671875,-6.536027832031249
2020-02-23,2020-02-29,-7.900001525878906,-3.920004272460937,-511.8405578613281,305276.0,-7.280007934570312,799.4,91.0
2020-03-01,2020-03-07,-5.799999237060548,65.96494041441474,4364.750843048096,291443.75,77.02501487731934,194.13728713989258,81.41241073608398
2020-03-08,2020-03-14,-1.7,193.4300099563552,10077.4986743927,2580187.5,330.5999565124512,2367.8504333496094,1900.9503479003906
2020-03-15,2020-03-21,9.5,31.688004150390622,1727.2,36576.0,-33.32,1856.5442431640624,-365.3440478515625
2020-03-22,2020-03-28,6.04000244140625,105.45,6080.0,262400.0,-9.5,1176.6,-11.1
2020-03-29,2020-04-04,2.8999938964843937,68.61448671877383,1812.000732421875,32400.0,-2.4160009765625,-81.7920703125,-4.54400390625
2020-04-05,2020-04-11,1.4000040690103788,22.81326171879982,2938.6604817708526,1236266.6666666667,112.1330973307299,909.910169813368,304.17746310763886
2020-04-12,2020-04-18,-1.3600036621093636,7.140015055321791,-1521.3377549912784,659244.4444444445,34.06676567925255,-132.59989420572916,124.09990098741318
2020-04-19,2020-04-25,6.866668701171875,-16.428850878923992,-141.44038085937382,5616.0,24.208065185546673,193.280078125,-215.0240869140625
2020-04-26,2020-05-02,-1.779998779296875,-22.202256741002202,3822.445576985677,313588.8888888889,228.88895670572919,-294.23370361328125,-107.77791341145834
2020-05-03,2020-05-09,-0.7,-1.2459991455078123,-1256.6791381835938,-395360.0,12.8159912109375,20.72,-5.04
2020-05-10,2020-05-16,6.079998779296875,4.13,686.0,505680.0,-2.2399999999999998,-48.379999999999995,-18.880000000000003
2020-05-17,2020-05-23,-1.9749984741210935,33.43999328613281,1605.119677734375,-25344.0,187.26396240234374,729.3,169.4
2020-05-24,2020-05-30,-0.379998779296875,10.714372749323957,745.5619239807129,-16043.75,4.937496185302734,101.71880722045898,13.562507629394531
2020-05-31,2020-06-06,-4.300003051757798,-0.8283991943299769,-90.43970947265625,18088.0,-3.4959887695312495,45.7801025390625,20.056044921874996
2020-06-07,2020-06-13,10.920001220703114,-28.81000732420934,1236.250877380367,82656.25,-88.15006256103487,-700.1496810913086,137.34993743896484
2020-06-14,2020-06-20,-4.65999755859375,-63.554353784173664,1659.8401855468733,-24928.0,-48.0480053710937,-165.287861328125,25.607978515625003
2020-06-21,2020-06-27,-61.055202436447146,-5.0327632324397555,2162.2388671874996,127136.0,82.01595703125,-24.83983154296875,-19.00787109375
2020-06-28,2020-07-04,58.75520243644714,9245.760108547622,333617.83715323446,24921669.779999997,16463.90166494189,126149.2747449657,40834.76244193779
2020-07-05,2020-07-11,-0.860003662109375,7980.883516226226,300015.8146809864,21277024.779999997,15420.655407522307,118587.1938503429,35650.13270057427
2020-07-12,2020-07-18,0.520001220703125,-3.405612402334809,-688.0029296875,356800.0,-8.9440380859375,101.3759375,41.183974609375
2020-07-19,2020-07-25,4.349998474121094,0.4576036132872105,-23.92005615234375,-11868.0,1.04000244140625,98.20854492187499,1.760009765625
