first_day_in_week,last_day_in_week,QNCO_main_symb_weekly_mean_diff,QNCO.TA_weekly_mean_diff_-0.41,RAVD.TA_weekly_mean_diff_0.44
2019-03-10,2019-03-16,2.0,-2.7199951171875,0.0
2019-03-17,2019-03-23,-9.8800048828125,2.0,-0.44000244140625
2019-03-24,2019-03-30,2.6,-9.8800048828125,-0.2
2019-03-31,2019-04-06,-1.5199951171875,2.6,-6.3199951171875
2019-04-07,2019-04-13,-5.5800048828125,-1.5199951171875,-4.34000244140625
2019-04-14,2019-04-20,15.6,-5.5800048828125,5.65999755859375
2019-04-21,2019-04-27,-11.5199951171875,15.6,1.660009765625
2019-04-28,2019-05-04,4.939990234375,-11.5199951171875,1.5
2019-05-05,2019-05-11,3.04000244140625,4.939990234375,0.3
2019-05-12,2019-05-18,-3.75999755859375,3.04000244140625,-1.22000732421875
2019-05-19,2019-05-25,15.14000244140625,-3.75999755859375,1.05999755859375
2019-05-26,2019-06-01,-8.8800048828125,15.14000244140625,-2.27999267578125
2019-06-02,2019-06-08,5.0,-8.8800048828125,-1.24000244140625
2019-06-09,2019-06-15,-0.7,5.0,-0.1
2019-06-16,2019-06-22,-7.07999267578125,-0.7,0.34000244140625
2019-06-23,2019-06-29,4.339990234375,-7.07999267578125,-0.3
2019-06-30,2019-07-06,-3.7199951171875,4.339990234375,3.67999267578125
2019-07-07,2019-07-13,0.85999755859375,-3.7199951171875,-1.45999755859375
2019-07-14,2019-07-20,2.54000244140625,0.85999755859375,2.1
2019-07-21,2019-07-27,-0.55999755859375,2.54000244140625,-0.27999267578125
2019-07-28,2019-08-03,2.24000244140625,-0.55999755859375,-0.9800048828125
2019-08-04,2019-08-10,-7.460009765625,2.24000244140625,2.5800048828125
2019-08-11,2019-08-17,-6.539990234375,-7.460009765625,-2.52000732421875
2019-08-18,2019-08-24,4.339990234375,-6.539990234375,-0.24000244140625
2019-08-25,2019-08-31,-5.4,4.339990234375,-0.239990234375
2019-09-01,2019-09-07,-3.6199951171875,-5.4,-1.44000244140625
2019-09-08,2019-09-14,-7.3249969482421875,-3.6199951171875,-0.05999755859375
2019-09-15,2019-09-21,15.8,-7.3249969482421875,0.8249969482421875
2019-09-22,2019-09-28,-4.350006103515625,15.8,-1.05999755859375
2019-09-29,2019-10-05,-0.13334147135416666,-4.350006103515625,-3.350006103515625
2019-10-06,2019-10-12,-14.26666259765625,-0.13334147135416666,1.8333333333333333
2019-10-13,2019-10-19,9.9666748046875,-14.26666259765625,9.466654459635416
2019-10-20,2019-10-26,2.07999267578125,9.9666748046875,9.600016276041666
2019-10-27,2019-11-02,0.460009765625,2.07999267578125,2.0
2019-11-03,2019-11-09,-1.660009765625,0.460009765625,0.15999755859375
2019-11-10,2019-11-16,-15.65999755859375,-1.660009765625,-0.14000244140625
2019-11-17,2019-11-23,6.54000244140625,-15.65999755859375,2.9
2019-11-24,2019-11-30,5.44000244140625,6.54000244140625,1.2
2019-12-01,2019-12-07,9.55999755859375,5.44000244140625,-1.4800048828125
2019-12-08,2019-12-14,-11.05999755859375,9.55999755859375,2.94000244140625
2019-12-15,2019-12-21,-4.02000732421875,-11.05999755859375,22.44000244140625
2019-12-22,2019-12-28,-20.4,-4.02000732421875,-3.2
2019-12-29,2020-01-04,18.24000244140625,-20.4,8.4
2020-01-05,2020-01-11,-1.95999755859375,18.24000244140625,3.580004882812477
2020-01-12,2020-01-18,2.3800048828125,-1.95999755859375,-8.360009765624955
2020-01-19,2020-01-25,-6.9800048828125,2.3800048828125,4.980004882812477
2020-01-26,2020-02-01,-14.35999755859375,-6.9800048828125,-7.9199951171875
2020-02-02,2020-02-08,11.44000244140625,-14.35999755859375,-9.82000732421875
2020-02-09,2020-02-15,-0.7,11.44000244140625,4.8800048828125
2020-02-16,2020-02-22,-1.9199951171875,-0.7,9.540002441406227
2020-03-22,2020-03-28,-49.42000732421874,-1.9199951171875,-6.459997558593773
2020-03-29,2020-04-04,42.59999593098957,-49.42000732421874,37.15999755859377
2020-04-05,2020-04-11,1.0333455403645455,42.599995930989564,-2.5
2020-04-12,2020-04-18,-6.5800048828124655,1.0333455403645455,-4.699991861979167
2020-04-19,2020-04-25,8.26666259765623,-6.5800048828124655,-8.92000732421875
2020-04-26,2020-05-02,-17.7199951171875,8.26666259765623,0.76666259765625
2020-05-03,2020-05-09,17.840002441406227,-17.7199951171875,0.860009765625
2020-05-10,2020-05-16,0.019995117187545475,17.840002441406227,-0.9800048828125
2020-05-17,2020-05-23,0.025009155273409082,0.019995117187545475,4.44000244140625
2020-05-24,2020-05-30,-4.660003662109375,0.02500915527340908,2.9749908447265625
2020-05-31,2020-06-06,-10.900001525878906,-4.660003662109375,-7.57999267578125
2020-06-07,2020-06-13,9.779998779296877,-10.900001525878906,1.4499969482421875
2020-06-14,2020-06-20,-3.939996337890625,9.779998779296875,-4.9199951171875
2020-06-21,2020-06-27,-11.300001525878908,-3.939996337890625,-11.7800048828125
2020-06-28,2020-07-04,3.6000015258789064,-11.300001525878907,-1.15999565124514
2020-07-05,2020-07-11,4.919995117187512,3.6000015258789064,-1.95999946594236
2020-07-12,2020-07-18,8.400000000000013,4.919995117187511,10.1199951171875
2020-07-19,2020-07-25,21.449996948242163,8.400000000000011,-2.74000244140625
