first_day_in_week,last_day_in_week,MNRV_main_symb_weekly_mean_diff,MTRX.TA_weekly_mean_diff_0.5,SHOM.TA_weekly_mean_diff_0.39_INT_ATRY.TA_weekly_mean_diff_0.38_corr_0.72,ZUR.TA_weekly_mean_diff_0.41_INT_CLIS.TA_weekly_mean_diff_0.45_corr_0.72,ALRPR.TA_weekly_mean_diff_0.5_INT_MRIN.TA_weekly_mean_diff_0.43_corr_0.72,SHOM.TA_weekly_mean_diff_0.39_INT_MRIN.TA_weekly_mean_diff_0.43_corr_0.72,AZRM.TA_weekly_mean_diff_0.4_INT_FIBIH.TA_weekly_mean_diff_0.46_corr_0.75
2019-03-10,2019-03-16,344.00024414062347,3.8,-7.68,89.32000000000001,222.71953125000147,-2.087995605468764,145.2798828125
2019-03-17,2019-03-23,-217.9998779296875,-16.4,16.41602783203125,-84.24,-0.0,-0.86400146484375,128.16005859375002
2019-03-24,2019-03-30,47.9998779296875,10.8,75.24,433.6,-349.60000000000053,-25.080000000000034,105.84019775390564
2019-03-31,2019-04-06,290.0,43.2,86.01995849609375,-202.79999999999998,83.51997070312487,35.217570654302776,-71.03994140625028
2019-04-07,2019-04-13,12.0001220703125,60.0,190.2000732421875,434.88,14.0,-6.34000244140625,481.4398559570312
2019-04-14,2019-04-20,-64.000244140625,-24.0,40.67197998046875,-106.60000000000001,327.60021972656455,9.027201611325202,-16.7200927734375
2019-04-21,2019-04-27,-197.9998779296875,-1.0,-6.33599609375,-63.2,39.48010253906218,5.583611059561327,23.3199462890625
2019-04-28,2019-05-04,17.9998779296875,-46.0,119.0,-695.6,7.0,0.5,322.07978515625
2019-05-05,2019-05-11,-262.000122070311,14.6,51.744013671875,775.0,-115.2,-14.784003906250001,-8.160021972656182
2019-05-12,2019-05-18,346.00036621093597,24.4,-11.6640087890625,-8.36,-21.96013183593709,1.9764133545010913,19.76004638671832
2019-05-19,2019-05-25,-112.0001220703125,48.0,307.64808593750007,1104.32,163.83984374999855,22.374384912103217,-0.28001708984375
2019-05-26,2019-06-01,355.99975585937653,38.6,-172.65606445312497,554.4,2154.959399414063,85.93560812987387,80.64013671874936
2019-06-02,2019-06-08,-167.99987792968898,-24.6,-115.19999999999999,-1.6800000000000002,-115.2000732421875,18.432011718749997,-4.159960937500182
2019-06-09,2019-06-15,-67.9998779296875,-7.0,-76.4000244140625,146.08,-535.7601806640624,13.82840908203274,11.7600341796875
2019-06-16,2019-06-22,27.9998779296875,-27.8,-11.647933349609376,24.880000000000003,342.0,-2.431986083984375,4.800000000000001
2019-06-23,2019-06-29,286.0003662109375,15.8,27.551979980468747,-60.0,62.4000244140625,-10.48319648437202,414.15992431640626
2019-06-30,2019-07-06,-198.00048828124852,92.6,59.783862304688135,26.0,936.3598022460975,6.126784594729632,527.3599609375
2019-07-07,2019-07-13,-515.9997558593765,-2.6,0.5,-26.880000000000003,125.39999999999999,-0.95,-313.59999999999997
2019-07-14,2019-07-20,452.0001220703125,-30.4,24.95985717773482,762.7197265625013,-76.16174316405709,-0.20480351559816698,-63.359838867189005
2019-07-21,2019-07-27,893.999633789064,7.4,367.13584960937504,136.00388183593805,-83.63991699218673,14.6615794433652,-46.71992187500073
2019-07-28,2019-08-03,-57.99987792968896,15.0,21.34002685546875,109.80000000000001,-285.7598144531233,-7.29440444335337,732.3197753906251
2019-08-04,2019-08-10,-300.0,-14.0,66.89601806640626,256.4642675781238,-555.3605712890625,16.091220898441968,42.0
2019-08-11,2019-08-17,-135.999755859375,-12.0,-10.71602294921875,396.4795898437513,54.719860839843754,-0.5471997802704572,-2.8000000000000003
2019-08-18,2019-08-24,612.0001220703125,57.2,640.1514892578149,3.879992675781273,-22.40039062499909,-1.713628515601095,673.1999999999999
2019-08-25,2019-08-31,205.999755859375,-25.0,59.34011230468645,613.928129882812,-186.31995849609416,-14.138423608392257,302.40000000000003
2019-09-01,2019-09-07,-104.00024414062356,-8.8,-177.40792968750065,-12.8,0.0,28.951988525390732,-76.16008300781249
2019-09-08,2019-09-14,-80.00030517578307,-31.6,-108.1599365234375,271.44,158.40021972656248,18.304014648422598,419.75991210937497
2019-09-15,2019-09-21,88.00048828125,66.5,33.149688720703125,2.25,-277.8752899169949,1.901234130840767,-206.1246109008789
2019-09-22,2019-09-28,345.001220703125,56.4,-48.112060546875,10.8,10.800048828124659,2.0952121093868548,-16.12060546875
2019-09-29,2019-10-05,-110.00162760416669,23.0,-431.9989013671875,528.0,175.0,-41.99989318847656,197.49984741210938
2019-10-06,2019-10-12,200.0,34.666666666666664,269.10015869140625,-16.333333333333336,2383.336385091141,65.78012301979781,768.4449598524305
2019-10-13,2019-10-19,380.00081380208326,32.666666666666664,247.13470458984375,2410.1111111111113,-61.33327907986111,20.240094400942326,0.0
2019-10-20,2019-10-26,-444.00024414062347,58.0,476.7097032335069,135.33333333333331,-68.99963378906591,3.1688627116383685,-68.00008138020833
2019-10-27,2019-11-02,100.0,26.2,-478.76385498046875,-89.60000000000001,124.40014648437455,50.133243847638184,-1.7999999999999998
2019-11-03,2019-11-09,-275.9997558593765,-77.8,283.23220703124997,-233.28000000000003,-730.3197509765624,47.828818652331826,-53.6
2019-11-10,2019-11-16,260.0,117.6,148.5078662109375,-119.52000000000001,185.7601318359375,-18.644796435534953,-281.599609375
2019-11-17,2019-11-23,-131.99951171875,45.2,353.720361328125,-165.11999999999998,146.63974609375,13.47959042966366,40.0798828125
2019-11-24,2019-11-30,-222.00073242187355,-104.2,-44.400000000000006,752.6,-567.6,25.799999999999997,629.28017578125
2019-12-01,2019-12-07,54.00024414062354,43.8,-280.90823730468753,453.59999999999997,22.4000244140625,-12.947225048840046,189.279931640625
2019-12-08,2019-12-14,530.0,49.4,-231.53999999999996,285.12,42.400146484375,-10.812037353515624,-158.6
2019-12-15,2019-12-21,-404.00024414062347,-26.0,-717.6081323242188,-49.4,40.8,7.94400146484375,-190.4
2019-12-22,2019-12-28,704.0002441406235,29.0,132.48017578124998,-0.32000000000000006,-70.5596923828125,6.182381249964237,-12.639990234375
2019-12-29,2020-01-04,-161.99951171875,77.2,1261.1512353515627,111.0,404.400146484375,81.41918012693525,-14.080078125
2020-01-05,2020-01-11,267.9992675781265,-11.0,855.6000000000008,886.1599999999999,1528.5601074218748,799.0200561523444,-93.23996582031249
