first_day_in_week,last_day_in_week,BVC_main_symb_weekly_mean_diff,MRHL.TA_weekly_mean_diff_0.36,ARDM.TA_weekly_mean_diff_0.38,SEFA.TA_weekly_mean_diff_0.54,ALGS.TA_weekly_mean_diff_0.39,KEN.TA_weekly_mean_diff_0.39,ELWS.TA_weekly_mean_diff_0.41,BRMG.TA_weekly_mean_diff_0.46,YAAC.TA_weekly_mean_diff_0.46,MDGS.TA_weekly_mean_diff_0.63,RIT1.TA_weekly_mean_diff_0.38
2019-08-11,2019-08-17,4.460000991821285,-0.17999992370605397,-2.2800003051757813,0.20000457763673013,-41.6,-16.8,-79.2,14.6,-0.14000091552734376,-0.6,12.4
2019-08-18,2019-08-24,-0.9600019454956056,0.13999977111816406,-1.5399993896484374,-1.20000457763673,-17.0,23.2,-95.2,-14.4,0.14000091552734376,-0.24000015258789062,15.2
2019-08-25,2019-08-31,1.859998703002907,0.08000030517577983,-0.1600006103515625,-0.5999984741210824,15.0,15.2,-98.0,8.4,0.45999908447265625,-0.07999954223632813,-10.2
2019-09-01,2019-09-07,-4.499998092651344,-0.2600002288818352,-1.9199996948242188,-0.5999984741210938,-36.4,-43.2,-167.6,-26.8,0.9600006103515625,0.3599998474121094,-12.2
2019-09-08,2019-09-14,-0.325000286102302,-0.05999984741210866,-0.18000030517578125,-1.5999984741210938,20.2,-39.4,265.6,12.2,-0.5400009155273438,-0.15999984741210938,7.4
2019-09-15,2019-09-21,-0.42000055313109785,-0.25,-0.7999992370605504,5.0,-19.75,19.25,-12.0,-6.5,0.0,-0.8500003814697266,11.75
2019-09-22,2019-09-28,-11.799997091293335,-0.06000022888183594,-0.18000030517577842,-6.200004577636719,-31.4,-44.8,306.0,-6.8,0.0,-0.0599998474121108,18.4
2019-09-29,2019-10-05,1.0999997456868584,-0.7999992370605504,1.25,9.999999999999972,-24.5,12.0,34.5,10.5,-2.3499984741210938,-0.800000190734858,12.0
2019-10-06,2019-10-12,5.366667111714672,0.09999974568685015,-0.30000050862629735,-2.9999923706054497,-25.666666666666668,116.66666666666667,76.33333333333333,23.0,0.5,0.2999998728434233,12.0
2019-10-13,2019-10-19,3.2333334287007656,0.06666692097981652,0.5333328247070265,0.0,-27.333333333333332,120.0,123.33333333333333,22.0,0.23333231608072916,0.06666692097981652,9.0
2019-10-20,2019-10-26,2.000000476837158,0.3333333333333333,-0.2999979654947917,-9.00000254313151,0.0,18.333333333333332,40.666666666666664,-4.666666666666667,-0.1999994913736979,0.8333333333333321,2.6666666666666665
2019-10-27,2019-11-02,-1.1199998855590765,-0.5800003051757798,1.4599990844726562,-3.0,-9.2,1.0,-120.2,-18.4,0.41999969482421873,-0.25999984741210797,-11.0
2019-11-03,2019-11-09,-1.560001373291027,0.26000022888183594,1.0,-1.2000007629394531,57.2,-38.0,-40.8,11.4,0.5,-0.08000030517578124,-18.0
2019-11-10,2019-11-16,0.5200004577636606,-0.2,1.5,-5.200000762939442,-6.8,24.0,-38.4,-9.8,-1.1399993896484375,0.0599998474121108,1.0
2019-11-17,2019-11-23,0.19999980926515945,-0.06000022888183594,0.1,1.8000030517577899,-25.2,-29.8,89.8,12.8,0.01999969482421875,-0.2599998474121108,23.2
2019-11-24,2019-11-30,-0.3799986839294547,-0.0799999237060554,0.18000030517578125,1.1999969482422101,1.8,-50.2,-45.2,44.6,-0.8599990844726563,0.1,-8.2
2019-12-01,2019-12-07,-0.5200004577636719,0.6,-0.5199996948242187,4.400001525878895,-18.0,-32.2,-214.4,8.4,-1.640000915527341,-0.14000015258788992,-9.8
2019-12-08,2019-12-14,-0.9800004959106388,-0.3200000762939446,-0.7,-0.40000152587889487,10.0,31.0,49.6,-8.4,-1.3199996948242216,-0.41999969482422017,5.8
2019-12-15,2019-12-21,-3.9800000190734863,0.84000015258789,3.1800003051757786,-8.599998474121104,28.0,41.0,-75.0,-25.6,-1.9199996948242202,0.8999999999999992,-26.6
2019-12-22,2019-12-28,2.739999294281006,-0.02000007629394531,-3.020001220703122,1.0,-37.0,-19.6,-23.0,-22.8,-0.8600006103515611,-0.3400001525878892,2.2
2019-12-29,2020-01-04,3.4599995613098145,0.8399997711181626,-1.779998779296875,3.799999237060547,70.8,29.6,7.2,2.2,-0.5599998474121094,0.1,1.8
2020-01-05,2020-01-11,0.7200002670288029,0.2600006103515639,0.3399993896484375,3.399997711181629,-23.8,-25.8,-4.6,-7.6,0.2,-0.17999992370605397,5.4
2020-01-12,2020-01-18,3.0200004577636776,-0.020000457763671875,0.6800003051757812,-2.9999961853027117,-13.0,46.0,29.6,12.4,1.2,0.07999992370605398,-4.8
2020-01-19,2020-01-25,-2.339997291564936,-0.2999999999999986,0.05999908447265625,-5.79999923706057,-34.8,-10.0,253.4,-11.6,-0.14000015258789061,-0.2200000762939453,10.8
2020-01-26,2020-02-01,0.6999969482421988,-0.2599998474121108,-0.379998779296875,0.5999984741211051,-18.4,-83.6,-67.2,-6.0,-0.8,-0.23999977111816478,-5.2
2020-02-02,2020-02-08,-1.2599992752075309,0.04000015258788921,-1.8600006103515625,0.7999992370605469,-31.6,-86.2,98.4,-9.2,-0.7799995422363282,-0.84000015258789,17.4
2020-02-09,2020-02-15,-1.9600009918212948,-0.12000045776367188,0.5600006103515625,-1.0,-7.8,-64.0,26.6,-4.0,-0.28000030517578123,0.2799999237060547,16.2
2020-02-16,2020-02-22,2.220000886917114,1.0400001525878921,0.2,-4.200000762939442,-5.4,8.2,794.2,3.0,-0.5599998474121094,-0.07999992370605469,-7.4
2020-02-23,2020-02-29,0.32500094175338745,-0.41999969482421873,-0.120001220703125,1.8000030517577899,-29.0,-132.4,-158.0,-3.6,0.2,-0.3400001525878899,-30.2
2020-03-01,2020-03-07,1.6749975681305145,-0.2750005722045916,-0.8999996185302734,1.749997138977065,-30.25,-52.0,322.5,-37.75,-0.3000001907348633,-0.4499998092651376,-11.0
2020-03-08,2020-03-14,-3.2199978828430345,-2.2749996185302717,-4.274999618530273,-5.0,-111.0,-283.75,-712.5,-46.30000305175781,-2.049999713897704,-0.8499999046325684,-91.0
2020-03-15,2020-03-21,1.119999885559082,0.14000015258788992,-2.580000305175781,-3.3999977111816464,-30.9199951171875,39.6,-330.0,-15.3,-0.320000076293946,-0.5,-6.0
2020-03-22,2020-03-28,1.099998950958252,0.3799999237060561,1.1400001525878907,1.1999969482421988,12.9199951171875,214.4,0.0,26.5,-0.5,0.1799999237060547,20.0
2020-03-29,2020-04-04,0.5666653315226237,0.7599998474121087,0.9800003051757813,-2.3999977111816406,90.2,-109.0,-40.0,16.24000244140625,0.320000076293946,0.4799999237060547,-30.6
2020-04-05,2020-04-11,-4.73333199818929,-0.7999998728434244,-0.40000025431315106,-3.666667938232431,19.333333333333332,184.33333333333334,66.66666666666667,34.0,0.5,0.8666667938232422,4.333333333333333
2020-04-12,2020-04-18,9.87999916076662,-0.03333346048990885,0.0666669209798177,0.9999974568684991,50.333333333333336,-31.666666666666668,370.0,38.0,2.499999364217119,0.5666669209798165,-8.0
2020-04-19,2020-04-25,1.3000011444091513,0.34000015258789135,-1.120000457763672,-1.0000000000000058,-11.0,43.8,150.0,-6.6,-0.21999969482421733,-0.16000022888183524,-10.2
2020-04-26,2020-05-02,20.01999855041504,1.5333334604899076,3.8666674296061196,53.16599782307943,172.33333333333334,422.0,713.3333333333334,20.666666666666668,0.7666664123535156,4.666667302449544,65.0
2020-05-03,2020-05-09,17.420005798339847,0.24000015258789062,2.399999237060547,0.6,-40.6,36.8,280.0,29.6,2.580000305175781,4.399999999999999,0.0
2020-05-10,2020-05-16,-6.200003623962402,-0.0600006103515625,-0.679998779296875,-1.1395996093749887,-4.4,-52.8,-26.0,-24.8,-1.4,-0.8600006103515611,-50.8
2020-05-17,2020-05-23,-9.12500023841858,0.4600006103515625,0.5399993896484375,2.5200012207031137,-46.4,100.4,226.0,-6.2,-0.3599998474121094,-0.9,-7.6
2020-05-24,2020-05-30,8.249998092651367,0.27499961853027344,8.850000381469727,-6.424995422363281,-36.0,-76.75,522.5,12.75,-0.6750001907348633,-1.9249992370605469,17.0
