first_day_in_week,last_day_in_week,ARDM_main_symb_weekly_mean_diff,SMTO.TA_weekly_mean_diff_0.36,DISI.TA_weekly_mean_diff_0.38,SHAN.TA_weekly_mean_diff_0.39
2019-03-10,2019-03-16,2.4399993896484435,-0.059997558593761366,-2.35999755859375,10.939996337890625
2019-03-17,2019-03-23,-9.060000610351562,2.0199981689453184,-25.94000244140625,-4.139996337890625
2019-03-24,2019-03-30,-3.620001220703125,0.020001220703125,-5.94000244140625,1.279998779296875
2019-03-31,2019-04-06,-3.0,-0.5600006103515625,-1.87999267578125,-0.720001220703125
2019-04-07,2019-04-13,-6.7,-0.3399993896484375,-8.8800048828125,3.15999755859375
2019-04-14,2019-04-20,8.460000610351562,5.119998168945318,-0.64000244140625,2.0800048828125
2019-04-21,2019-04-27,0.1800018310546875,3.8,12.64000244140625,-1.7
2019-04-28,2019-05-04,-1.44000244140625,-2.2599975585937613,-6.3,1.35999755859375
2019-05-05,2019-05-11,0.2800018310546875,1.6199981689453182,1.4800048828125,1.3
2019-05-12,2019-05-18,0.0199981689453125,-0.5399993896484375,4.7,1.420001220703125
2019-05-19,2019-05-25,-3.0,-0.020001220703119316,-3.060009765625,1.420001220703125
2019-05-26,2019-06-01,-0.2,-0.7799987792968807,-5.07999267578125,6.4
2019-06-02,2019-06-08,-6.979998779296875,-13.5,-14.74000244140625,1.15999755859375
2019-06-09,2019-06-15,-3.519999694824219,-1.1399993896484375,-10.44000244140625,-0.6
2019-06-16,2019-06-22,-0.4800003051757813,2.660000610351557,-17.6199951171875,-2.7400024414062387
2019-06-23,2019-06-29,2.5199996948242194,-0.7200012207031193,6.05999755859375,2.7200012207031135
2019-06-30,2019-07-06,0.5,0.4,16.0199951171875,6.34000244140625
2019-07-07,2019-07-13,-0.4,0.9799987792968807,-5.47999267578125,-2.74000244140625
2019-07-14,2019-07-20,-2.3599990844726597,-0.4,-5.4800048828125,7.7799987792968865
2019-07-21,2019-07-27,0.1199996948242216,-1.3399993896484432,-2.6199951171875,3.7600036621093635
2019-07-28,2019-08-03,0.4199996948242187,0.5600006103515625,-8.24000244140625,-1.020001220703125
2019-08-04,2019-08-10,-2.2800003051757813,-0.5600006103515625,-8.759997558593772,-1.4
2019-08-11,2019-08-17,-1.5399993896484374,0.8399993896484432,-4.759997558593727,0.45999755859376135
2019-08-18,2019-08-24,-0.1600006103515625,-4.4799987792968805,8.85999755859375,3.9200012207031136
2019-08-25,2019-08-31,-1.9199996948242188,-0.120001220703125,-8.880004882812477,-1.939996337890625
2019-09-01,2019-09-07,-0.18000030517578125,1.1,10.480004882812477,-0.860003662109375
2019-09-08,2019-09-14,-0.7999992370605504,-3.279998779296875,-1.7800048828125,-0.6200012207031136
2019-09-15,2019-09-21,-0.18000030517577842,-1.3499984741210938,-0.4749908447265625,3.5500030517577983
2019-09-22,2019-09-28,1.25,-0.620001220703125,-2.160009765625,2.74000244140625
2019-09-29,2019-10-05,-0.3000005086262973,0.75,0.1500244140625,-6.200012207031222
2019-10-06,2019-10-12,0.5333328247070265,-1.0333353678385417,-4.800008138020833,4.066670735677064
2019-10-13,2019-10-19,-0.2999979654947917,-0.4333292643229167,4.833333333333333,3.9000040690103788
2019-10-20,2019-10-26,1.4599990844726562,0.09999593098958333,-1.0999959309896212,-1.8333333333333333
2019-10-27,2019-11-02,1.0,0.020001220703125,15.159997558593773,-2.199999999999977
2019-11-03,2019-11-09,1.5,-0.5600006103515568,-2.9,-8.7
2019-11-10,2019-11-16,0.1,-0.37999877929688636,-9.5,0.7199951171875114
2019-11-17,2019-11-23,0.18000030517578125,0.2600006103515682,8.0,1.7600036621093635
2019-11-24,2019-11-30,-0.5199996948242187,-0.9,-5.74000244140625,3.75999755859375
2019-12-01,2019-12-07,-0.7,-0.16000061035156818,4.9,-6.639996337890625
2019-12-08,2019-12-14,3.1800003051757786,-0.08000183105468181,-0.5,-1.060003662109375
2019-12-15,2019-12-21,-3.020001220703122,1.4800018310546819,3.55999755859375,-1.45999755859375
2019-12-22,2019-12-28,-1.779998779296875,-0.7399993896484318,-4.2199951171875,-1.9
2019-12-29,2020-01-04,0.3399993896484375,0.679998779296875,1.9800048828125,3.379998779296875
2020-01-05,2020-01-11,0.6800003051757812,2.2600006103515624,-1.34000244140625,-2.479998779296875
2020-01-12,2020-01-18,0.05999908447265625,-0.720001220703125,-1.1,3.320001220703125
2020-01-19,2020-01-25,-0.379998779296875,-1.0199981689453126,8.55999755859375,3.839996337890625
2020-01-26,2020-02-01,-1.8600006103515625,-1.3600006103515683,1.1199951171875,0.720001220703125
2020-02-02,2020-02-08,0.5600006103515625,-1.0,17.7800048828125,-1.179998779296875
2020-02-09,2020-02-15,0.2,0.9600006103515681,7.3,4.75999755859375
2020-02-16,2020-02-22,-0.120001220703125,4.319998168945313,2.14000244140625,1.4799987792968863
2020-02-23,2020-02-29,-0.8999996185302734,-1.8,-19.45999755859375,-8.7
2020-03-01,2020-03-07,-4.2749996185302725,0.02500152587890625,-21.95001220703125,-4.324996948242202
2020-03-08,2020-03-14,-2.5800003051757807,-6.350000381469727,-59.32499694824219,-1.5250015258789062
2020-03-15,2020-03-21,1.140000152587891,-0.5,-9.839996337890625,2.120001220703125
2020-03-22,2020-03-28,0.9800003051757812,2.5400009155273438,1.779998779296875,6.379998779296875
2020-03-29,2020-04-04,-0.4000002543131511,0.3199981689453182,12.9,0.44000244140625
2020-04-05,2020-04-11,0.0666669209798177,2.2000020345051894,6.400004069010417,0.16666666666666666
2020-04-12,2020-04-18,-1.1200004577636722,-4.433334350585928,10.566660563151041,-0.866668701171875
2020-04-19,2020-04-25,3.86666742960612,-0.03999938964844034,10.979998779296887,2.64000244140625
2020-04-26,2020-05-02,2.399999237060547,5.500000000000004,19.966674804687443,7.166666666666629
2020-05-03,2020-05-09,-0.679998779296875,-0.5000000000000057,-0.22000732421872726,-1.2200012207031024
2020-05-10,2020-05-16,0.5399993896484375,-1.4800018310546819,-7.5199951171875,1.2399963378906478
2020-05-17,2020-05-23,8.850000381469727,1.720001220703125,-5.640002441406239,4.6800048828124545
2020-05-24,2020-05-30,8.019999694824218,0.25,5.225006103515611,25.34999084472659
2020-05-31,2020-06-06,-6.5,0.0600006103515625,-9.860003662109374,-16.6
2020-06-07,2020-06-13,2.4399993896484435,-0.27500152587890625,0.27500152587890625,-4.024993896484375
2020-06-14,2020-06-20,-3.8399993896484435,-0.6199981689453125,-1.620001220703125,4.24000244140625
2020-06-21,2020-06-27,2.2000007629394616,-0.5,-2.039996337890625,-7.000000000000023
2020-06-28,2020-07-04,-3.240000152587902,-1.2600015640258788,5.719993591308594,-3.9199985504150163
2020-07-05,2020-07-11,0.03999938964844034,0.1600015640258789,-9.659996032714844,10.239993667602562
2020-07-12,2020-07-18,0.4,2.979998779296875,4.9,-6.840002441406273
2020-07-19,2020-07-25,0.2999992370605504,0.7600006103515625,7.479998779296875,1.1
