first_day_in_week,last_day_in_week,ICCM_main_symb_weekly_mean_diff,PRGO.TA_weekly_mean_diff_-0.4_INT_CAMT.TA_weekly_mean_diff_-0.38_corr_0.94,PZOL.TA_weekly_mean_diff_-0.38_INT_PMCN.TA_weekly_mean_diff_-0.41_corr_0.81,ENRG.TA_weekly_mean_diff_-0.37,ICCM.TA_weekly_mean_diff_-0.37,ICCM.TA_weekly_mean_diff_-0.37_INT_PRGO.TA_weekly_mean_diff_-0.4_corr_0.85,PRGO.TA_weekly_mean_diff_-0.4_INT_ENRG.TA_weekly_mean_diff_-0.37_corr_0.93,PRGO.TA_weekly_mean_diff_-0.4_INT_PZOL.TA_weekly_mean_diff_-0.38_corr_0.86,PZOL.TA_weekly_mean_diff_-0.38_INT_ICCM.TA_weekly_mean_diff_-0.37_corr_0.89,PZOL.TA_weekly_mean_diff_-0.38_INT_JBNK.TA_weekly_mean_diff_-0.4_corr_0.91,CAMT.TA_weekly_mean_diff_-0.38,ENRG.TA_weekly_mean_diff_-0.37_INT_CAMT.TA_weekly_mean_diff_-0.38_corr_0.93,ICCM.TA_weekly_mean_diff_-0.37_INT_PMCN.TA_weekly_mean_diff_-0.41_corr_0.83,PZOL.TA_weekly_mean_diff_-0.38,CAMT.TA_weekly_mean_diff_-0.38_INT_PZOL.TA_weekly_mean_diff_-0.38_corr_0.9,JBNK.TA_weekly_mean_diff_-0.4,JBNK.TA_weekly_mean_diff_-0.4_INT_PRGO.TA_weekly_mean_diff_-0.4_corr_0.92,PRGO.TA_weekly_mean_diff_-0.4,PRGO.TA_weekly_mean_diff_-0.4_INT_PLCR.TA_weekly_mean_diff_-0.36_corr_0.89,CAMT.TA_weekly_mean_diff_-0.38_INT_PLCR.TA_weekly_mean_diff_-0.36_corr_0.92,ENRG.TA_weekly_mean_diff_-0.37_INT_PMCN.TA_weekly_mean_diff_-0.41_corr_0.84,ICCM.TA_weekly_mean_diff_-0.37_INT_ENRG.TA_weekly_mean_diff_-0.37_corr_0.87,ICCM.TA_weekly_mean_diff_-0.37_INT_JBNK.TA_weekly_mean_diff_-0.4_corr_0.9,PMCN.TA_weekly_mean_diff_-0.41,PMCN.TA_weekly_mean_diff_-0.41_INT_BCNV.TA_weekly_mean_diff_-0.36_corr_0.78,PMCN.TA_weekly_mean_diff_-0.41_INT_CAMT.TA_weekly_mean_diff_-0.38_corr_0.85,PMCN.TA_weekly_mean_diff_-0.41_INT_JBNK.TA_weekly_mean_diff_-0.4_corr_0.84,PZOL.TA_weekly_mean_diff_-0.38_INT_ENRG.TA_weekly_mean_diff_-0.37_corr_0.89,PLCR.TA_weekly_mean_diff_-0.36_INT_PMCN.TA_weekly_mean_diff_-0.41_corr_0.82,PLCR.TA_weekly_mean_diff_-0.36_INT_BCNV.TA_weekly_mean_diff_-0.36_corr_0.84,PRGO.TA_weekly_mean_diff_-0.4_INT_PMCN.TA_weekly_mean_diff_-0.41_corr_0.84,ICCM.TA_weekly_mean_diff_-0.37_INT_PLCR.TA_weekly_mean_diff_-0.36_corr_0.86,BCNV.TA_weekly_mean_diff_-0.36_INT_PZOL.TA_weekly_mean_diff_-0.38_corr_0.87,CAMT.TA_weekly_mean_diff_-0.38_INT_BCNV.TA_weekly_mean_diff_-0.36_corr_0.88,ENRG.TA_weekly_mean_diff_-0.37_INT_BCNV.TA_weekly_mean_diff_-0.36_corr_0.9,PLCR.TA_weekly_mean_diff_-0.36_INT_JBNK.TA_weekly_mean_diff_-0.4_corr_0.9,PLCR.TA_weekly_mean_diff_-0.36_INT_PZOL.TA_weekly_mean_diff_-0.38_corr_0.89,JBNK.TA_weekly_mean_diff_-0.4_INT_CAMT.TA_weekly_mean_diff_-0.38_corr_0.93,PLCR.TA_weekly_mean_diff_-0.36_INT_ENRG.TA_weekly_mean_diff_-0.37_corr_0.92,ENRG.TA_weekly_mean_diff_-0.37_INT_JBNK.TA_weekly_mean_diff_-0.4_corr_0.95
2019-03-10,2019-03-16,-0.5192001342773438,612.0,-859.1999999999999,9.779998779296875,0.29954071044921876,17.972442626953125,586.7999267578125,21480.0,107.23557434082032,1224.3582519531249,10.2,99.75598754882812,-0.718897705078125,358.0,3651.6,3.4199951171875,205.19970703125,60.0,-80.0159912109375,-13.602718505859375,-23.4719970703125,2.929507782543078,1.024427767135203,-2.4,-206.4,-24.479999999999997,-8.20798828125,3501.2395629882812,3.2006396484375,-114.68958740234375,-144.0,-0.3994674475770444,30788.0,877.1999999999999,841.0798950195312,-4.560904987305403,-477.4287475585938,34.883950195312494,-13.042604939453303,33.447548071295024
2019-03-17,2019-03-23,-1.0583602905273437,1520.0,-4833.6,5.9800048828125,-0.5192001342773438,-41.5360107421875,478.400390625,-33920.0,220.14085693359377,-661.444140625,19.0,113.62009277343749,-5.91888153076172,-424.0,-8056.0,1.560009765625,124.80078125,80.0,-178.3359375,-42.354785156249996,68.1720556640625,-3.1048193381354214,-0.8099572797864677,11.4,2690.4,216.6,17.784111328125,-2535.5220703124996,-25.41287109375,-526.091015625,912.0,1.1574005337059499,-100064.0,4484.0,1411.28115234375,-3.4775725507736204,945.1804687499999,29.640185546875,-13.330622212886809,9.328866015672684
2019-03-24,2019-03-30,-2.1167205810546874,1702.0,-485.4798706054687,-2.32000732421875,-1.0583602905273437,78.31866149902343,171.6805419921875,7844.0,112.18619079589843,354.0402587890625,-23.0,53.36016845703125,-4.84728883867152,-106.0,2438.0,-3.34000244140625,247.1601806640625,-74.0,60.3987060546875,18.77257080078125,-10.625630712881684,2.4554036256857215,3.534925954248756,4.579998779296875,412.19989013671875,-105.33997192382812,-15.297207104489207,245.9207763671875,-3.738189189210534,-73.4578857421875,-338.91990966796874,0.8638323255069553,-9540.0,-2070.0,-208.8006591796875,2.7261057524383068,86.5170654296875,76.82005615234375,1.8935870327055455,7.748830126971006
2019-03-31,2019-04-06,0.53916015625,924.0,-1251.6427612304688,0.9800048828125,-2.1167205810546874,-25.400646972656247,11.76005859375,-9048.0,1596.0073181152343,-2608.8381591796874,77.0,75.4603759765625,-3.5137639162130654,-754.0,-58058.0,3.45999755859375,41.519970703125,12.0,-111.58798828124999,-716.0229248046875,1.626811694353819,-2.074396504983306,-7.323848042674362,1.660003662109375,245.6805419921875,127.82028198242188,5.743608618155122,-738.923681640625,-15.43637243285775,-1376.25185546875,19.9200439453125,19.683382616117594,-111592.0,11396.0,145.04072265624998,-32.17451391845941,7011.445263671874,266.41981201171876,-9.113064448237418,3.390814501941204
2019-04-07,2019-04-13,-0.1197998046875,4477.2,471.67934570312497,2.2199951171875,0.53916015625,98.1271484375,404.039111328125,48776.0,144.49492187500002,284.079345703125,24.6,54.6118798828125,0.9489205586910248,268.0,6592.8,1.05999755859375,192.9195556640625,182.0,-131.04022216796875,-17.712030029296876,3.9071859863400458,1.1969329142570497,0.5715084493160248,1.75999755859375,351.99951171875,43.29593994140625,1.8655931152403353,594.9586914062501,-1.2672003906220197,-144.000244140625,320.3195556640625,-0.38819597065448763,53600.0,4920.0,443.9990234375,-0.7631995361298323,-192.9603271484375,26.07593994140625,-1.5983991943299771,2.353189404308796
2019-04-14,2019-04-20,0.0399200439453125,-1298.0,-335.4,-0.0199951171875,-0.1197998046875,14.136376953125,2.359423828125,-9204.0,-9.344384765625,843.9605712890625,11.0,-0.21994628906250002,0.5151391601562499,78.0,858.0,10.82000732421875,-1276.7608642578125,-118.0,37.76014404296875,-3.5200134277343746,0.08597900390625,0.0023954111337661744,-1.2962347641587257,-4.3,1591.0,-47.3,-46.526031494140625,-1.5596191406250002,1.3760052490234373,118.40045166015624,507.4,0.03833608373999595,-28860.0,-4070.0,7.398193359375001,-3.4624155517667528,-24.960095214843747,119.02008056640625,0.006398461908102036,-0.21634731441736224
2019-04-21,2019-04-27,-1.1582000732421875,1411.2,775.1999999999999,6.15999755859375,0.0399200439453125,2.8742431640625,443.51982421875,14688.0,8.143688964843749,616.07900390625,19.6,120.7359521484375,0.1516961669921875,204.0,3998.4,3.0199951171875,217.43964843749998,72.0,-48.959912109375004,-13.327976074218752,23.407990722656248,0.24590737324208017,0.12055833779275416,3.8,-159.6,74.48,11.475981445312499,1256.6395019531249,-2.583995361328125,28.55994873046875,273.59999999999997,-0.027145581152290106,-8568.0,-823.2,-258.7198974609375,-2.0535929931700228,-138.7197509765625,59.191904296875,-4.1887908203154804,18.603162548840043
2019-04-28,2019-05-04,1.118280029296875,3384.0,3913.0,-1.1800048828125,-1.1582000732421875,104.23800659179688,106.200439453125,38700.0,498.0260314941406,610.597900390625,-37.6,44.368183593750004,10.539620666503906,-430.0,16168.0,-1.4199951171875,127.799560546875,-90.0,48.6002197265625,20.304091796875,10.73804443359375,1.3666817416995765,1.6446384487301113,-9.1,2657.2,342.16,12.92195556640625,507.402099609375,4.914022216796875,157.680712890625,819.0,0.6254308671876788,125560.0,10979.2,344.56142578125,0.766800830066204,232.2010498046875,53.39181640625,0.637205517590046,1.6756011718511583
2019-05-05,2019-05-11,-2.2365402221679678,96.80000000000001,-0.0,3.7800048828125,1.118280029296875,-24.602160644531253,-83.160107421875,1760.0,-89.46240234375,-49.599609375,-4.4,-16.632021484375002,0.0,-80.0,352.0,0.6199951171875,-13.639892578125,-22.0,8.8,1.7600000000000002,0.0,4.227103971093893,0.693328157812357,0.0,0.0,-0.0,0.0,-302.400390625,-0.0,-1.6,-0.0,-0.44731201171875007,-320.0,-17.6,15.12001953125,-0.24799804687500002,32.0,-2.7279785156250003,-1.512001953125,2.343584570288658
2019-05-12,2019-05-18,-0.07987976074218893,-3574.8,-1064.0,5.54000244140625,-2.2365402221679673,-120.77317199707024,299.1601318359375,4104.0,-169.97705688476552,56.240185546875004,-66.2,-366.74816162109374,31.311563110351543,76.0,-5031.2,0.74000244140625,39.9601318359375,54.0,-25.91993408203125,31.775919189453127,-77.56003417968749,-12.390438291113815,-1.6550452247075726,-14.0,-1148.0,926.8000000000001,-10.360034179687501,421.04018554687497,6.71998291015625,-39.35989990234375,-756.0,1.073536576488986,6232.0,-5428.400000000001,454.2802001953125,-0.3552002685517073,-36.4799072265625,-48.98816162109375,-2.659194409176707,4.09961533203721
2019-05-19,2019-05-25,-0.4393196105957031,556.0,-632.3200927734375,-0.2800048828125,-0.07987976074218892,0.7987976074218892,2.800048828125,760.0,6.0708618164063575,-161.11962890625,-55.6,15.568271484375002,-0.6645997068844853,-76.0,4225.6,2.1199951171875,-21.199951171875,-10.0,-17.20001220703125,-95.63206787109375,-2.3296409668028355,0.022366723045707148,-0.16934470273554625,8.320001220703125,399.36005859374995,-462.5920678710937,17.638361962884662,21.280371093750002,14.310412255860864,82.56005859375,-83.20001220703125,-0.1373932859860385,-3648.0,-2668.8,-13.440234375000001,3.6463941894471645,-130.7200927734375,-117.87172851562501,-0.4816087402403355,-0.5936089843511582
2019-05-26,2019-06-01,1.0982994079589845,-438.40000000000003,249.60003662109375,-0.47999267578125,-0.4393196105957031,120.37357330322266,131.5179931640625,8220.0,13.179588317871094,300.0,1.6,-0.7679882812500001,3.6551396964350715,-30.0,-48.0,-10.0,2740.0,-274.0,295.91966552734374,-1.7279980468750002,3.993539648428559,0.21087019541300833,4.393196105957031,-8.320001220703125,1081.6001586914062,-13.312001953125,83.20001220703125,14.3997802734375,8.985591162107886,140.39984130859375,2279.6803344726563,0.47446464316453785,3900.0,-208.0,62.3990478515625,10.79998779296875,32.39996337890625,-16.0,0.5183915039151907,4.7999267578125
2019-06-02,2019-06-08,-0.8986000061035171,-62.4,-888.0,4.2,1.0982994079589843,-114.22313842773437,-436.8,23088.0,-243.8224685668945,2175.6000000000004,0.6,2.52,4.393197631835937,-222.0,-133.2,-9.8,1019.2,-104.0,-122.719873046875,0.7079992675781249,16.8,4.612857513427734,-10.763334197998047,4.0,-1984.0,2.4,-39.2,-932.4000000000001,4.7199951171875,-585.27939453125,-416.0,1.295991960694082,110112.0,-297.59999999999997,-2083.2000000000003,-11.563988037109375,-261.9597290039062,-5.88,4.955994873046875,-41.160000000000004
2019-06-09,2019-06-15,-0.31949996948242043,218.4,-74.8,-0.5800048828125,-0.8986000061035171,12.58040008544924,8.120068359374999,-308.0,-19.769200134277376,0.4401611328125,-15.6,9.048076171875,3.055240020751958,22.0,-343.2,0.02000732421875,-0.2801025390625,-14.0,50.68001708984375,56.472019042968746,1.9720166015624998,0.5211923912353822,-0.017978581665083797,-3.4,1339.6,53.04,-0.06802490234375,-12.760107421874999,12.308004150390625,1426.2804809570312,47.6,3.2529331190185675,-8668.0,6146.4,228.52192382812498,-0.0724265380948782,-79.64002685546875,-0.3121142578125,2.099618383795023,-0.011604345738887786
2019-06-16,2019-06-22,1.777239990234375,4879.2,-1499.6,5.2800048828125,-0.31949996948242043,-36.42299652099593,601.920556640625,37164.0,-104.15699005126906,2784.03681640625,42.8,225.984208984375,1.469699859619134,326.0,13952.8,8.539990234375,973.55888671875,114.0,-186.95958251953127,-70.19184326171874,-24.2880224609375,-1.6869613989256247,-2.7285266192629813,-4.6,1426.0,-196.87999999999997,-39.283955078125,1721.281591796875,7.543983154296875,508.39886474609375,-524.4,0.523978779907336,-101060.0,-13268.0,-1636.801513671875,-14.005552709996701,-534.6388061523438,365.51158203125,-8.65918867185712,45.091190136671074
2019-06-23,2019-06-29,0.6589797973632813,-1461.6,784.0795166015624,3.9199951171875,1.777239990234375,149.28815917968748,329.27958984375,-16632.0,-351.8935180664062,-605.88193359375,-17.4,-68.20791503906248,-7.037866022363305,-198.0,3445.2,3.060009765625,257.0408203125,84.0,-161.28010253906345,33.40802124023457,-15.52317109376192,6.96677208378911,5.438371725976467,-3.95999755859375,-1766.1589111328124,68.90395751953125,-12.117631201148033,-776.159033203125,7.60320014648144,-856.3205444335988,-332.63979492187497,-3.41230295073243,-88308.0,-7760.4,1748.317822265625,-5.875222485363517,380.160241699221,-53.24416992187499,-7.526395410150333,11.995223339796064
2019-06-30,2019-07-06,-1.058359527587892,665.6,29.760009765625,3.9800048828125,0.6589797973632813,168.698828125,1018.88125,-2048.0,-5.27183837890625,-18.5599609375,2.6,10.3480126953125,-2.4514056506101043,-8.0,-20.8,2.3199951171875,593.91875,256.0,-276.4796874999971,-2.8079968261718458,-14.805623022466898,2.6227428111806512,1.528829912208021,-3.720001220703125,-401.7601318359375,-9.672003173828125,-8.63038466796279,-31.8400390625,4.017596777342218,-116.63986816406128,-952.3203125,-0.7116973767336384,-864.0,280.8,429.84052734375,-2.5055918945371847,8.63999023437491,6.031987304687501,-4.298400415033057,9.23359189450741
2019-07-07,2019-07-13,0.53916015625,550.8000000000001,-488.80047607421875,0.0,-1.058359527587892,19.05047149658206,-0.0,-2340.0,-137.58673858642598,-306.7996826171875,-30.6,-0.0,3.9794356995588225,130.0,-3978.0,-2.35999755859375,42.4799560546875,-18.0,108.36002197265636,184.21203735351583,-0.0,-0.0,2.49772590122186,-3.760003662109375,-67.68006591796875,115.05611206054688,8.873599462881684,0.0,22.63522663574668,-108.36002197265636,67.68006591796875,6.3713256480219,2340.0,-550.8000000000001,0.0,14.207188183590784,-782.600158691407,72.21592529296875,-0.0,-0.0
2019-07-14,2019-07-20,-0.8187400817871079,-140.0,1536.0,-5.3,0.53916015625,-7.5482421875000005,74.2,4480.0,-172.53125,-787.19921875,10.0,-53.0,-2.58796875,-320.0,-3200.0,2.45999755859375,-34.4399658203125,-14.0,-0.8399658203126591,0.5999755859376137,25.439999999999998,-2.857548828125,1.3263326680660248,-4.8,1132.8,-48.0,-11.80798828125,1696.0,-0.28798828125005455,-14.159423828127682,67.2,0.03234829306603091,75520.0,-2360.0,1250.8,0.14759384766223843,-19.199218750003638,24.5999755859375,-0.3179870605469352,-13.037987060546874
2019-07-21,2019-07-27,-0.1197998046875,29376.0,453.441015625,1.25999755859375,-0.818740081787108,-261.99682617187455,403.19921875,66560.0,-170.29793701171846,-1884.4794921875,91.8,115.66777587890624,-1.784857376050201,208.0,19094.399999999998,-9.05999755859375,-2899.19921875,320.0,3347.201171874998,960.22833618164,2.7468008300662037,-1.0316105041746033,7.417783142114046,2.1800048828125,-588.601318359375,200.12444824218747,-19.7508389160037,262.07949218749997,22.802859057635054,-2824.2009887695294,697.6015625,-8.564024253808874,-56160.0,-24786.0,-340.1993408203125,-94.76760764159256,2175.6807617187487,-831.7077758789062,13.179579077139488,-11.41557480469346
2019-07-28,2019-08-03,0.0,-1862.3999999999999,101.2,-4.14000244140625,-0.1197998046875,11.50078125,397.44023437500005,4416.0,5.510791015625,-150.8796630859375,19.4,-80.31604736328124,0.2635595703125,-46.0,-892.4,3.27999267578125,-314.879296875,-96.0,445.44023437500005,-90.01604736328125,9.108005371093752,0.4959714838862419,-0.3929424819350243,-2.2,-950.4000000000001,-42.68,-7.2159838867187505,190.44011230468752,10.208005371093751,-2004.4810546875,211.20000000000002,0.5558713862299919,-19872.0,8380.8,-1788.4810546875,-15.219174023419619,213.44011230468752,63.63185791015625,19.209621435552837,-13.579177685528995
2019-08-04,2019-08-10,-0.6190406799316421,42976.8,-792.4802856445312,15.1800048828125,0.0,-0.0,-8561.52275390625,-87984.0,0.0,3.121142578125,-76.2,-1156.7163720703127,-0.0,156.0,-11887.2,0.02000732421875,-11.284130859375,-564.0,755.7596557617187,102.10795349121094,-77.1144526001066,0.0,0.0,-5.0800018310546875,-518.1601867675781,387.0961395263672,-0.1016372436657548,2368.08076171875,6.807199353026226,-136.67993774414063,2865.1210327148438,-0.0,15912.0,-7772.400000000001,1548.3604980468751,-0.026809802241623402,-209.03990478515624,-1.52455810546875,-20.34119727782905,0.3037112793326378
2019-08-11,2019-08-17,-0.3195198059082017,-1346.3999999999999,96.36008911132814,-10.62000732421875,-0.619040679931642,-22.28546447753911,-382.320263671875,-5256.0,90.37993927001973,-621.9596435546875,-37.4,397.1882739257813,0.40856722658733,-146.0,5460.4,4.25999755859375,153.35991210937502,36.0,-119.52004394531251,124.16804565429688,7.00921131592244,6.574216554863393,-2.6371117851790102,-0.6600006103515625,384.1203552246094,24.68402282714844,-2.8116009887680415,1550.5210693359377,2.1912028320319954,1932.2407104492188,-23.76002197265625,2.055215813037944,84972.0,21766.8,6180.844262695313,-14.143197094723583,484.7201782226563,-159.32390869140625,35.25843728028238,-45.241205273419624
2019-08-18,2019-08-24,0.47926025390625,7410.0,95.39996337890642,21.64000244140625,-0.3195198059082017,-47.927970886230256,3246.0003662109375,4500.0,-9.585594177246051,88.7999267578125,49.4,1069.0161206054686,-1.0160725927492578,30.0,1482.0,2.95999755859375,443.9996337890625,150.0,-549.0000915527336,-180.8040301513669,68.8151813476534,-6.914409379931136,-0.9457778454106259,3.1799987792968807,1259.2795166015649,157.0919396972659,9.412788623049872,649.2000732421875,-11.63879747314379,-1449.3602416992167,476.9998168945321,1.1694426846434294,11880.0,19562.399999999998,8569.440966796874,-10.833592871092243,-109.8000183105467,146.22387939453125,-79.20242214355605,64.05435439452529
2019-08-25,2019-08-31,0.698919677734375,-320.0,-3077.440795898434,0.0,0.47926025390625,-30.67265625,-0.0,41728.0,-312.47768554687497,4903.03681640625,5.0,0.0,2.262108983471987,-652.0,-3260.0,-7.5199951171875,481.2796875,-64.0,130.55996093750036,-10.199996948242216,0.0,0.0,-3.6040347692370416,4.72000122070312,84.96002197265615,23.600006103515597,-35.494386132806504,-0.0,-9.628799609374271,-36.71998901367198,-302.08007812499966,-0.9776906254515079,-11736.0,90.0,0.0,15.340785449221773,1330.079602050785,-37.5999755859375,-0.0,-0.0
2019-09-01,2019-09-07,0.3394805908203125,0.0,-922.0397827148447,3.7800048828125,0.698919677734375,2.7956787109375,15.12001953125,712.0,124.40770263671875,558.9204345703125,0.0,0.0,-3.6204030774906317,178.0,0.0,3.14000244140625,12.560009765625,4.0,18.4,0.0,-19.580420678704996,2.6419197945296764,2.194609494432807,-5.179998779296881,-445.47989501953174,-0.0,-16.265208813473603,672.8408691406249,-23.82799438476565,395.59999999999997,-20.719995117187523,3.215030517578125,15308.0,0.0,325.080419921875,14.44401123046875,818.8,0.0,17.3880224609375,11.869224560558797
2019-09-08,2019-09-14,-0.3763008117675781,30421.2,242.88008422851485,-19.7800048828125,0.3394805908203125,205.7252380371094,-11986.682958984375,-83628.0,-46.848321533203126,13.8,50.2,-992.9562451171874,-0.5974860470462572,-138.0,-6927.6,-0.1,-60.6,606.0,969.6,80.32000000000001,34.812820666506774,-6.714927744045854,-0.03394805908203125,-1.7600006103515569,623.0402160644511,-88.35203063964816,0.1760000610351557,2729.640673828125,-2.816000976562491,-566.4,-1066.5603698730436,0.5431689453125,48852.0,-17770.8,7002.121728515624,-0.16000000000000003,-220.8,-5.0200000000000005,-31.648007812499998,1.9780004882812499
2019-09-15,2019-09-21,-0.01999969482421875,-490.0,-1398.376293182373,11.475006103515625,-0.3763008117675781,26.34105682373047,-803.2504272460938,-59325.0,-318.91493797302246,3029.809913635254,7.0,80.32504272460938,0.620896913605975,847.5,5932.5,3.5749969482421875,-250.24978637695312,-70.0,-201.25,20.125,-18.933777580270544,-4.318054111790843,-1.3452742536901496,-1.6500015258789062,-400.12537002563477,-11.550010681152344,-5.898750419612043,9725.067672729492,-4.7437543869018555,697.1875,115.50010681152344,-1.081864833831787,205518.75,1697.5,2782.688980102539,10.278116226196289,2436.5625,25.024978637695312,32.99064254760742,41.023111801128834
2019-09-22,2019-09-28,-0.8500003814697266,-1408.0,-11.159924316406249,9.2199951171875,-0.01999969482421875,1.5999755859375,-737.599609375,-4960.0,-1.2399810791015626,248.0,17.6,162.2719140625,0.003599920654669404,62.0,1091.2,4.0,-320.0,-80.0,180.80004882812455,-39.7760107421874,-1.659587866216898,-0.184397088624537,-0.079998779296875,-0.179998779296875,-241.1983642578125,-3.167978515625,-0.7199951171875,571.6396972656249,0.40679735107347265,-3028.400817871086,14.39990234375,0.04519932250957925,83080.0,23584.000000000004,12354.79345703125,-9.040002441406227,-140.12003784179652,70.4,-20.83719459228212,36.87998046875
2019-09-29,2019-10-05,-0.16666666666666666,70675.0,-341.25022888183594,-3.850006103515625,-0.8500003814697266,467.5002098083496,2117.5033569335938,-41250.0,-63.75002861022949,-318.75,-128.5,494.7257843017578,3.8675043296825606,75.0,-9637.5,-4.25,2337.5,-550.0,-522.5025177001875,-122.07558822631654,17.5175395202823,3.272506656649057,3.612501621246338,-4.5500030517578125,4299.752883911133,584.6753921508789,19.337512969970703,-288.7504577636719,-4.322523727430897,-897.7543258666858,2502.501678466797,-0.8075042533891853,-70875.0,121432.5,3638.2557678222656,-4.037519454955994,71.25034332275284,546.125,-3.657523422269096,16.362525939941406
