first_day_in_week,last_day_in_week,BRIL_main_symb_weekly_mean_diff,PMCN.TA_weekly_mean_diff_-0.4_INT_BRIL.TA_weekly_mean_diff_-0.44_corr_0.86,ENRG.TA_weekly_mean_diff_-0.4_INT_CAMT.TA_weekly_mean_diff_-0.41_corr_0.95,JBNK.TA_weekly_mean_diff_-0.46,PRGO.TA_weekly_mean_diff_-0.42_INT_PZOL.TA_weekly_mean_diff_-0.37_corr_0.88,BCNV.TA_weekly_mean_diff_-0.4_INT_FNTS.TA_weekly_mean_diff_-0.42_corr_0.76,ENRG.TA_weekly_mean_diff_-0.4_INT_FNTS.TA_weekly_mean_diff_-0.42_corr_0.79,PZOL.TA_weekly_mean_diff_-0.37_INT_FNTS.TA_weekly_mean_diff_-0.42_corr_0.78,BCNV.TA_weekly_mean_diff_-0.4_INT_ICCM.TA_weekly_mean_diff_-0.38_corr_0.85,PMCN.TA_weekly_mean_diff_-0.4_INT_PZOL.TA_weekly_mean_diff_-0.37_corr_0.81,JBNK.TA_weekly_mean_diff_-0.46_INT_PMCN.TA_weekly_mean_diff_-0.4_corr_0.86,BCNV.TA_weekly_mean_diff_-0.4_INT_PZOL.TA_weekly_mean_diff_-0.37_corr_0.88,CAMT.TA_weekly_mean_diff_-0.41_INT_PMCN.TA_weekly_mean_diff_-0.4_corr_0.86,PLCR.TA_weekly_mean_diff_-0.39_INT_ICCM.TA_weekly_mean_diff_-0.38_corr_0.87,BCNV.TA_weekly_mean_diff_-0.4_INT_JBNK.TA_weekly_mean_diff_-0.46_corr_0.89,CAMT.TA_weekly_mean_diff_-0.41_INT_ICCM.TA_weekly_mean_diff_-0.38_corr_0.89,PLCR.TA_weekly_mean_diff_-0.39_INT_PZOL.TA_weekly_mean_diff_-0.37_corr_0.9,BRIL.TA_weekly_mean_diff_-0.44_INT_PRGO.TA_weekly_mean_diff_-0.42_corr_0.92,ENRG.TA_weekly_mean_diff_-0.4_INT_BCNV.TA_weekly_mean_diff_-0.4_corr_0.91,BRIL.TA_weekly_mean_diff_-0.44_INT_ENRG.TA_weekly_mean_diff_-0.4_corr_0.94,JBNK.TA_weekly_mean_diff_-0.46_INT_PRGO.TA_weekly_mean_diff_-0.42_corr_0.93,PLCR.TA_weekly_mean_diff_-0.39_INT_ENRG.TA_weekly_mean_diff_-0.4_corr_0.93,PRGO.TA_weekly_mean_diff_-0.42_INT_CAMT.TA_weekly_mean_diff_-0.41_corr_0.96
2019-03-10,2019-03-16,7.5199951171875,0.28798828125,99.75598754882812,3.4199951171875,21480.0,79.12010498046875,8.997610815428198,329.3604370117187,25.760501098632812,-859.1999999999999,-8.20798828125,30788.0,-24.479999999999997,-0.3994674475770444,294.119580078125,3.055315246582031,-477.4287475585938,-7.19970703125,841.0798950195312,-1.1735520996153355,205.19970703125,-13.042604939453303,612.0
2019-03-17,2019-03-23,-7.9800048828125,85.72794433593751,113.62009277343749,1.560009765625,-33920.0,528.6391357421875,13.395189038068056,-949.7584472656249,-122.53123168945314,-4833.6,17.784111328125,-100064.0,216.6,1.1574005337059499,368.1623046875,-9.864802551269532,945.1804687499999,601.599609375,1411.28115234375,44.969607519507406,124.80078125,-13.330622212886809,1520.0
2019-03-24,2019-03-30,0.0,-36.54841262206435,53.36016845703125,-3.34000244140625,7844.0,-106.19989013671874,2.737605810537934,125.07987060546874,-95.25242614746094,-485.4798706054687,-15.297207104489207,-9540.0,-105.33997192382812,0.8638323255069553,-300.6002197265625,24.342286682128904,86.5170654296875,590.520361328125,-208.8006591796875,18.513669775426386,247.1601806640625,1.8935870327055455,1702.0
2019-03-31,2019-04-06,-9.97999267578125,0.0,75.4603759765625,3.45999755859375,-9048.0,1302.4,8.62404296875,-6635.200000000001,-313.27464599609374,-1251.6427612304688,5.743608618155122,-111592.0,127.82028198242188,19.683382616117594,512.0796386718749,-162.98748474121092,7011.445263671874,0.0,145.04072265624998,0.0,41.519970703125,-9.113064448237418,924.0
2019-04-07,2019-04-13,-1.94000244140625,-17.564762744158507,54.6118798828125,1.05999755859375,48776.0,1252.000732421875,13.897177563458682,1677.6809814453125,107.83203125,471.67934570312497,1.8655931152403353,53600.0,43.29593994140625,-0.38819597065448763,211.99951171875,13.263339843750002,-192.9603271484375,-1816.3586669921876,443.9990234375,-22.15553500980139,192.9195556640625,-1.5983991943299771,4477.2
2019-04-14,2019-04-20,4.15999755859375,8.342010498046875,-0.21994628906250002,10.82000732421875,-9204.0,1968.400451660156,0.10637404784560203,-414.9600952148437,44.325927734375,-335.4,-46.526031494140625,-28860.0,-47.3,0.03833608373999595,-4003.4027099609375,-1.3177978515625,-24.960095214843747,228.9202880859375,7.398193359375001,0.03879057615995407,-1276.7608642578125,0.006398461908102036,-1298.0
2019-04-21,2019-04-27,5.4800048828125,15.807990722656248,120.7359521484375,3.0199951171875,14688.0,65.52015380859326,-9.609618749990988,-318.2407470703102,-1.676641845703125,775.1999999999999,11.475981445312499,-8568.0,74.48,-0.027145581152290106,-126.839794921875,0.782432861328125,-138.7197509765625,299.51982421875,-258.7198974609375,25.625574804693457,217.43964843749998,-4.1887908203154804,1411.2
2019-04-28,2019-05-04,-1.74000244140625,-49.868044433593745,44.368183593750004,-1.4199951171875,38700.0,2137.4385742187533,8.637629980444922,3147.59790039063,338.1944213867188,3913.0,12.92195556640625,125560.0,342.16,0.6254308671876788,414.63857421875,43.548322753906255,232.2010498046875,-493.20043945312494,344.56142578125,-6.466432519555092,127.799560546875,0.637205517590046,3384.0
2019-05-05,2019-05-11,-6.5199951171875,-0.0,-16.632021484375002,0.6199951171875,1760.0,28.5599853515625,26.98922102048993,-571.19970703125,4.4731201171875,-0.0,0.0,-320.0,-0.0,-0.44731201171875007,2.47998046875,-4.920432128906251,32.0,38.2800537109375,15.12001953125,-6.5772177246212955,-13.639892578125,-1.512001953125,96.80000000000001
2019-05-12,2019-05-18,-0.460009765625,91.27993164062501,-366.74816162109374,0.74000244140625,4104.0,-943.0,-63.710028076171874,-874.0,-183.39629821777334,-1064.0,-10.360034179687501,6232.0,926.8000000000001,1.073536576488986,60.6802001953125,148.05896270751944,-36.4799072265625,-352.079736328125,454.2802001953125,-36.12078886717558,39.9601318359375,-2.659194409176707,-3574.8
2019-05-19,2019-05-25,3.9800048828125,-3.827281811535358,15.568271484375002,2.1199951171875,760.0,-205.43994140625,1.1984205566346646,325.2799072265625,-3.834228515625068,-632.3200927734375,17.638361962884662,-3648.0,-462.5920678710937,-0.1373932859860385,101.759765625,4.441314697265704,-130.7200927734375,4.60009765625,-13.440234375000001,0.12880498051643374,-21.199951171875,-0.4816087402403355,556.0
2019-05-26,2019-06-01,0.25999755859375,-33.1136454834044,-0.7679882812500001,-10.0,8220.0,-88.39984130859375,-0.3263944336026907,-20.39996337890625,57.111549377441406,249.60003662109375,83.20001220703125,3900.0,-13.312001953125,0.47446464316453785,1300.0,-0.702911376953125,32.39996337890625,-1090.521337890625,62.3990478515625,-1.910373193323612,2740.0,0.5183915039151907,-438.40000000000003
2019-06-02,2019-06-08,3.74000244140625,1.039990234375,2.52,-9.8,23088.0,327.35878906250565,-2.771989746093798,146.51945800781505,-544.7565063476562,-888.0,-39.2,110112.0,2.4,1.295991960694082,4860.8,0.6589796447753905,-261.9597290039062,-27.03974609375,-2083.2000000000003,1.09198974609375,1019.2,4.955994873046875,-62.4
2019-06-09,2019-06-15,-3.4800048828125,-12.71600830078125,9.048076171875,0.02000732421875,-308.0,732.8414428710893,1.0788112060725623,-40.920080566406,354.04840240478575,-74.8,-0.06802490234375,-8668.0,53.04,3.2529331190185675,-7.882885742187501,14.018160095214867,-79.64002685546875,-52.360034179687496,228.52192382812498,-2.1692196777462955,-0.2801025390625,2.099618383795023,218.4
2019-06-16,2019-06-22,-3.274993896484375,16.0080224609375,225.984208984375,8.539990234375,37164.0,1153.1994323730469,-19.64160849608481,-1212.7194030761718,99.04499053955034,-1499.6,-39.283955078125,-101060.0,-196.87999999999997,0.523978779907336,-2647.39697265625,-13.674598693847594,-534.6388061523438,-396.72055664062503,-1636.801513671875,-18.374442773461343,973.55888671875,-8.65918867185712,4879.2
2019-06-23,2019-06-29,-6.899993896484375,12.968967834487557,-68.20791503906248,3.060009765625,-16632.0,1480.7191833496092,13.014376611337065,-657.3596374511718,792.6490356445312,784.0795166015624,-12.117631201148033,-88308.0,68.90395751953125,-3.41230295073243,1364.76435546875,-30.92397583007812,380.160241699221,-275.0994873046875,1748.317822265625,-12.837960083037615,257.0408203125,-7.526395410150333,-1461.6
2019-07-07,2019-07-13,0.0,25.944002319313586,-0.0,-2.35999755859375,-2340.0,-58.68006591796854,-0.0,-423.8004760742173,-19.05047149658206,-488.80047607421875,8.873599462881684,2340.0,115.05611206054688,6.3713256480219,-42.4799560546875,32.3858015441895,-782.600158691407,124.19989013671875,0.0,-0.0,42.4799560546875,-0.0,550.8000000000001
2019-07-14,2019-07-20,-5.32000732421875,-0.0,-53.0,2.45999755859375,4480.0,-415.3608642578098,-9.328019409179626,-563.2011718749964,-127.241796875,1536.0,-11.80798828125,75520.0,-48.0,0.03234829306603091,-580.559423828125,5.3916015625,-19.199218750003638,-0.0,1250.8,-0.0,-34.4399658203125,-0.3179870605469352,-140.0
2019-07-21,2019-07-27,-0.05999755859375,-11.597641943395137,115.66777587890624,-9.05999755859375,66560.0,1452.6004943847624,-6.778789172358796,-1119.0403808593726,221.05982208251916,453.441015625,-19.7508389160037,-56160.0,200.12444824218747,-8.564024253808874,2446.1993408203125,-75.16033950805651,2175.6807617187487,-1702.40234375,-340.1993408203125,-6.703196240216493,-2899.19921875,13.179579077139488,29376.0
2019-07-28,2019-08-03,-4.8,0.13199462890625002,-80.31604736328124,3.27999267578125,4416.0,2574.720263671875,-24.674417077638207,-274.16002807617184,-51.753515625,101.2,-7.2159838867187505,-19872.0,-42.68,0.5558713862299919,1416.9568359375,-2.3241162109375,213.44011230468752,5.759765625,-1788.4810546875,0.24839003905653956,-314.879296875,19.209621435552837,-1862.3999999999999
2019-08-04,2019-08-10,0.0,24.3840087890625,-1156.7163720703127,0.02000732421875,-87984.0,-146.8802490234375,-21.859244091808797,-224.640380859375,0.0,-792.4802856445312,-0.1016372436657548,15912.0,387.0961395263672,-0.0,2.0407470703125,-0.0,-209.03990478515624,2707.2,1548.3604980468751,-72.8640234375,-11.284130859375,-20.34119727782905,42976.8
2019-08-11,2019-08-17,1.4199951171875,-0.0,397.1882739257813,4.25999755859375,-5256.0,2956.559289550778,53.949624243155064,741.6798217773429,360.2816757202157,96.36008911132814,-2.8116009887680415,84972.0,24.68402282714844,2.055215813037944,-2479.3185791015626,23.15212142944341,484.7201782226563,0.0,6180.844262695313,-0.0,153.35991210937502,35.25843728028238,-1346.3999999999999
2019-08-18,2019-08-24,6.160009765625,4.515582739263781,1069.0161206054686,2.95999755859375,4500.0,174.24096679687048,9.521653906255715,13.200073242187159,-126.52984313964788,95.39996337890642,9.412788623049872,11880.0,157.0919396972659,1.1694426846434294,1172.1590332031249,-15.784278411865165,-109.8000183105467,212.999267578125,8569.440966796874,30.728697802722454,443.9996337890625,-79.20242214355605,7410.0
2019-08-25,2019-08-31,0.539990234375,29.07525361329314,0.0,-7.5199951171875,41728.0,-42.840032958984274,-0.0,1551.7611938476527,8.6266845703125,-3077.440795898434,-35.494386132806504,-11736.0,23.600006103515597,-0.9776906254515079,-135.35991210937502,2.39630126953125,1330.079602050785,-394.240625,0.0,0.0,481.2796875,-0.0,-320.0
2019-09-01,2019-09-07,-1.3199951171875,-2.797148754894737,0.0,3.14000244140625,712.0,115.23994750976611,5.065204235836885,238.5198913574229,60.10709228515625,-922.0397827148447,-16.265208813473603,15308.0,-0.0,3.215030517578125,270.0402099609375,0.0,818.8,2.1599609375,325.080419921875,2.041165722608566,12.560009765625,17.3880224609375,0.0
2019-09-08,2019-09-14,-2.5,2.3231922119110746,-992.9562451171874,-0.1,-83628.0,1536.3597839355489,85.84520911864946,598.9199157714851,-120.17612915039062,242.88008422851485,0.1760000610351557,48852.0,-88.35203063964816,0.5431689453125,35.4,17.04192565917969,-220.8,-799.9170410156249,7002.121728515624,26.109509863257404,-60.6,-31.648007812499998,30421.2
2019-09-15,2019-09-21,-0.1,4.125003814697266,80.32504272460938,3.5749969482421875,-59325.0,1097.3128700256348,51.924420127877966,3834.938793182373,-91.2529468536377,-1398.376293182373,-5.898750419612043,205518.75,-11.550010681152344,-1.081864833831787,866.9367599487305,-2.634105682373047,2436.5625,175.0,2782.688980102539,-28.687515258789062,-250.24978637695312,32.99064254760742,-490.0
