first_day_in_week,last_day_in_week,DUNI_main_symb_weekly_mean_diff,FIBIH.TA_weekly_mean_diff_0.43_INT_SHOM.TA_weekly_mean_diff_0.44_corr_0.7,HARL.TA_weekly_mean_diff_0.43,ILX.TA_weekly_mean_diff_0.43,PRSK.TA_weekly_mean_diff_0.41_INT_ATRY.TA_weekly_mean_diff_0.35_corr_0.71,ATRY.TA_weekly_mean_diff_0.35_INT_FIBIH.TA_weekly_mean_diff_0.43_corr_0.7,ROTS.TA_weekly_mean_diff_0.44,SHOM.TA_weekly_mean_diff_0.44,CMDR.TA_weekly_mean_diff_0.45,PIU.TA_weekly_mean_diff_0.45,MTRX.TA_weekly_mean_diff_0.46,SHGR.TA_weekly_mean_diff_0.46,ALRPR.TA_weekly_mean_diff_0.51,ALRPR.TA_weekly_mean_diff_0.51_INT_AZRM.TA_weekly_mean_diff_0.42_corr_0.74,AZRM.TA_weekly_mean_diff_0.42_INT_ATRY.TA_weekly_mean_diff_0.35_corr_0.76,FIBIH.TA_weekly_mean_diff_0.43_INT_AZRM.TA_weekly_mean_diff_0.42_corr_0.77,MRIN.TA_weekly_mean_diff_0.38_INT_AZRM.TA_weekly_mean_diff_0.42_corr_0.8,ASHG.TA_weekly_mean_diff_0.37_INT_ALRPR.TA_weekly_mean_diff_0.51_corr_0.72,ELCO.TA_weekly_mean_diff_0.35_INT_RLCO.TA_weekly_mean_diff_0.38_corr_0.71,ALRPR.TA_weekly_mean_diff_0.51_INT_FIBIH.TA_weekly_mean_diff_0.43_corr_0.73,ALRPR.TA_weekly_mean_diff_0.51_INT_MRIN.TA_weekly_mean_diff_0.38_corr_0.72,AZRM.TA_weekly_mean_diff_0.42_INT_MLTM.TA_weekly_mean_diff_0.39_corr_0.72,HARL.TA_weekly_mean_diff_0.43_INT_PHOE.TA_weekly_mean_diff_0.42_corr_0.83,MRIN.TA_weekly_mean_diff_0.38_INT_SHOM.TA_weekly_mean_diff_0.44_corr_0.77,SHOM.TA_weekly_mean_diff_0.44_INT_AZRM.TA_weekly_mean_diff_0.42_corr_0.74,SHOM.TA_weekly_mean_diff_0.44_INT_OPAL.TA_weekly_mean_diff_0.39_corr_0.8
2019-06-30,2019-07-06,8.199920654296875,33.91992187500036,4.8,-51.399993896484375,1455.12,1804.8,36.8,1.0599975585937613,160.0,9.22000732421875,92.6,-6.0,162.0,2669.759802246094,929.4719311523437,527.3599609375,95.2543728271503,-1587.6000000000001,590.8000000000001,5184.0,936.3598022460975,2570.8798095703123,38.831953125,6.126784594729632,17.468758471682854,4.621586767584135
2019-07-07,2019-07-13,41.199951171875,28.0,1.4,16.19995117187482,-18.8,56.0,-12.4,-0.5,-18.0,-0.34000244140625,-2.6,-5.2,66.0,369.59999999999997,-5.6,-313.59999999999997,10.639999999999999,2772.0,315.56000000000006,-3696.0,125.39999999999999,-11.2,-3.7743945312499996,-0.95,-2.8,-1.2100006103515626
2019-07-14,2019-07-20,92.00012207031212,42.239758300782,-21.0,-18.39996337890607,-1450.8000000000002,2574.0,20.0,-0.6399963378906364,146.0,1.95999755859375,-30.4,4.0,-238.0,-228.47941894531792,-37.43990478515714,-63.359838867189005,0.30720624998210405,1856.3999999999999,108.96,15708.0,-76.16174316405709,-320.6391845703201,36.413671875,-0.20480351559816698,-0.6143949218839662,0.24319782715291216
2019-07-21,2019-07-27,163.99993896484412,190.719921875,20.2,-20.5999755859375,1478.4,1971.2,9.4,5.95999755859375,140.0,5.1800048828125,7.4,-14.8,-34.0,49.639916992188276,-89.9358496093764,-46.71992187500073,-3.5915904296934835,-972.4000000000001,333.76,-1088.0,-83.63991699218673,67.15988769531354,19.431650390625,14.6615794433652,-8.701581884771722,7.390375146493316
2019-07-28,2019-08-03,-82.20001220703125,178.480224609375,8.4,53.600006103515625,349.8,1012.0,3.8,1.94000244140625,140.0,-5.82000732421875,15.0,-10.6,76.0,604.959814453125,87.55997314453126,732.3197753906251,-29.92957138672453,-1200.8,-232.20000000000002,6992.0,-285.7598144531233,429.8398681640625,25.8890625,-7.29440444335337,15.442414697259665,2.4056077636778355
2019-08-04,2019-08-10,166.19995117187537,90.4000244140625,-8.4,-15.5999755859375,-11.840000000000002,296.0,33.0,-4.520001220703125,-176.0,-3.47999267578125,-14.0,-0.2,156.0,-327.6,31.080000000000002,42.0,7.476007690429688,-124.80000000000001,177.6,-3120.0,-555.3605712890625,306.6,174.73681640625,16.091220898441968,9.492002563476563,3.7064065185561774
2019-08-11,2019-08-17,54.000091552734006,-15.960034179687499,-8.4,-58.000030517578125,-67.68,131.6,-0.2,1.14000244140625,-36.0,4.07999267578125,-12.0,-3.4,-114.0,-22.8,-1.8800000000000001,-2.8000000000000003,-0.09599975585937501,-4582.8,-91.8,1596.0,54.719860839843754,76.0,48.53522460937501,-0.5471997802704572,0.22800048828125,-0.114000244140625
2019-08-18,2019-08-24,218.00003051757776,403.91967773437653,15.8,296.3999938964844,18576.96,6903.599999999999,-12.6,6.119995117187523,192.0,32.3800048828125,57.2,17.4,80.0,816.0,1066.9199999999998,673.1999999999999,-2.856049804687384,2752.0,268.23999999999995,5280.0,-22.40039062499909,23562.0,228.24635253906249,-1.713628515601095,62.423950195312734,-39.7799682617189
2019-08-25,2019-08-31,-78.00003051757776,-92.88017578124835,2.4,-21.60003662109375,400.2,-828.0,5.8,2.5800048828124544,22.0,-5.8,-25.0,11.2,34.0,-285.6,-193.20000000000002,302.40000000000003,46.03198974609385,482.79999999999995,1255.5200000000002,-1224.0,-186.31995849609416,-604.8000000000001,2.7744140625,-14.138423608392257,-21.672041015624618,-7.740014648437363
2019-09-01,2019-09-07,-14.00009155273401,-209.43991699218827,20.8,86.60003662109375,720.0,979.2,26.2,6.159997558593773,-136.0,-2.7,-8.8,-12.6,0.0,0.0,-64.5120703125,-76.16008300781249,10.528011474609375,0.0,-2482.4,-0.0,0.0,-255.3602783203125,96.138046875,28.951988525390732,13.798409570306589,18.479992675781318
2019-09-08,2019-09-14,95.00007629394486,149.759912109375,9.4,-58.99993896484375,-187.20000000000002,-936.0,16.6,4.15999755859375,188.0,6.5,-31.6,8.4,36.0,419.75991210937497,-303.15993652343747,419.75991210937497,51.30406042478978,-352.8,-80.4,1296.0,158.40021972656248,-5550.158837890624,54.312998046875,18.304014648422598,48.50556137695908,5.32479179687798
2019-09-15,2019-09-21,-38.00003051757813,-27.624740600585938,14.25,-79.00009155273438,-2677.5,-2167.5,43.75,-0.649993896484375,90.0,28.0,66.5,-4.5,95.0,-460.74913024902344,247.3495330810547,-206.1246109008789,14.186238021822785,3111.25,-327.875,4037.5,-277.8752899169949,-703.2486724853516,178.44593811035156,1.901234130840767,3.1524644470773637,-0.25999855040572584
2019-09-22,2019-09-28,-204.9999237060547,-120.2801513671875,12.8,44.000091552734375,-689.44,1537.6000000000001,-20.4,-1.94000244140625,-110.0,-8.6,56.4,5.2,-10.0,2.60009765625,-6.4482421875,-16.12060546875,0.2808118164539249,-120.0,-18.8,-620.0,10.800048828124659,31.201171875,104.96,2.0952121093868548,0.5044195801019669,3.49200439453125
2019-09-29,2019-10-05,-60.00010172525981,-119.99969482421875,-18.0,-80.50003051757812,7020.0,2250.0,-58.5,4.79998779296875,-275.0,-5.5,23.0,-6.0,-20.0,157.9998779296875,710.9994506835938,197.49984741210938,69.12494659423828,-130.0,3752.0,500.0,175.0,1935.4985046386719,369.0,-41.99989318847656,-37.91987426765263,-6.239998779259622
2019-10-06,2019-10-12,-19.999949137370397,874.0005154079862,-9.0,26.999918619791668,-1027.0,4940.0,-7.0,6.900004069010417,-86.66666666666667,25.333333333333332,34.666666666666664,8.333333333333334,250.0,1516.6676839192708,236.60015869140625,768.4449598524305,57.83566840282733,13083.333333333334,8699.111111111111,31666.666666666668,2383.336385091141,5561.114841037326,-3.0,65.78012301979781,41.86005276151829,4.830016886401508
2019-10-13,2019-10-19,-53.33328247070313,0.0,11.0,-9.666697184244791,-4792.888888888889,0.0,9.666666666666666,2.20001220703125,-260.0,2.6666666666666665,32.666666666666664,17.333333333333332,-6.666666666666667,-62.66669379340278,1055.9337904188367,0.0,86.47996093746687,-400.0,8.88888888888889,-0.0,-61.33327907986111,4700.002034505208,245.66666666666666,20.240094400942326,20.680123697966337,1.833343505859375
2019-10-20,2019-10-26,78.00003051757812,82.66642252604166,-5.666666666666667,-12.999979654947916,11648.666666666666,2306.6666666666665,1.0,4.133321126302083,333.3333333333333,6.0,58.0,-7.666666666666667,-90.0,306.0003662109375,-392.13380262586804,-68.00008138020833,-2.6066559515894747,-3000.0,2586.666666666667,-1800.0,-68.99963378906591,-1292.0015462239583,22.666666666666668,3.1688627116383685,-14.0533086479538,11.022189670138888
2019-10-27,2019-11-02,1.999969482421875,48.3599853515625,-31.8,19.799957275390625,1330.56,-356.4,-8.6,8.05999755859375,-40.0,1.4,26.2,-5.6,20.0,-6.0,17.82,-1.7999999999999998,-1.866002197265618,-104.0,170.0,120.0,124.40014648437455,-36.0,464.28,50.133243847638184,-2.417999267578125,12.734786303713918
2019-11-03,2019-11-09,-63.99993896484411,53.4400390625,0.2,33.600006103515625,-279.84,339.2,-12.0,6.6800048828125,-64.0,15.2,-77.8,-1.8,-102.0,683.4,-284.08,-53.6,-47.971983642578124,-2652.0,72.0,-816.0,-730.3197509765624,2800.6,-6.16,47.828818652331826,-44.75603271484375,4.809611669927835
2019-11-10,2019-11-16,31.999969482422237,433.599609375,6.4,-4.199981689453125,-1079.56,2192.0,-40.4,5.4199951171875,-78.0,12.4,117.6,-6.2,-54.0,190.079736328125,-96.44786621093749,-281.599609375,12.108791796863079,421.2,171.6,-4320.0,185.7601318359375,-1098.2384765625,7.68,-18.644796435534953,-19.078356347680092,4.986402124017476
2019-11-17,2019-11-23,31.999969482421875,57.360058593750004,7.8,36.00006103515625,3818.4,888.0,-2.0,4.7800048828125,140.0,-8.6,45.2,2.2,52.0,173.67949218750002,247.15927734375,40.0798828125,9.418756152391435,405.59999999999997,2419.2,624.0,146.63974609375,3687.34921875,28.08,13.47959042966366,15.965169628858568,12.332406762689352
2019-11-24,2019-11-30,78.00003051757812,-432.0,9.2,111.199951171875,1001.96,532.8000000000001,52.2,-6.0,46.0,10.2,-104.2,-21.6,132.0,1153.6803222656251,64.67601806640626,629.28017578125,-37.58201049804688,9266.4,3774.0,9504.0,-567.6,454.480126953125,285.2,25.799999999999997,-52.440014648437504,-3.1200073242187503
2019-12-01,2019-12-07,61.99996948242188,161.84013671875002,-26.8,-69.79995727539062,6337.4400000000005,-1360.8,27.0,-5.7800048828125,-90.0,-13.6,43.8,-1.0,10.0,-67.5999755859375,-328.53588134765624,189.279931640625,-15.142411035150289,-38.0,-766.8,-280.0,22.4000244140625,1230.3195556640626,37.519999999999996,-12.947225048840046,39.072818896472455,-6.589184399396247
2019-12-08,2019-12-14,21.999969482421875,132.6,-13.2,37.79998779296875,-1561.76,-1180.3999999999999,83.4,-5.1,-16.0,6.8,49.4,-0.4,20.0,122.0,276.94,-158.6,12.932044677734373,2208.0,730.8,-520.0,42.400146484375,195.2,121.43999999999998,-10.812037353515624,-31.109999999999996,10.301975097656308
2019-12-15,2019-12-21,101.99996948242224,-741.4401367187501,-6.6,24.4000244140625,1224.92,3035.2000000000003,-26.2,13.24000244140625,66.0,-19.0,-26.0,13.0,68.0,231.2,-184.28,-190.4,2.04,3073.6000000000004,0.8,-3808.0,40.8,394.4,88.44,7.94400146484375,45.01600830078125,44.22155966795981
2019-12-22,2019-12-28,130.0,-7.360009765625,2.4,-10.200042724609375,-237.6,-72.0,-14.8,3.6800048828125,-64.0,5.0,29.0,-1.4,-42.0,-265.43979492187503,227.51982421875002,-12.639990234375,10.617545507848263,285.59999999999997,1890.0,84.0,-70.5596923828125,960.6392578125,15.36,6.182381249964237,23.25761289060116,5.59361191406846
2019-12-29,2020-01-04,3.9999389648433854,-193.2798828125,-6.2,17.400054931640625,25932.960000000003,-1670.4,29.2,12.07999267578125,116.0,10.8,77.2,5.0,60.0,52.80029296875,91.87250976562501,-14.080078125,5.931235058605671,72.0,-108.0,-960.0,404.400146484375,359.0419921875,4.960000000000001,81.41918012693525,10.630452539026738,59.19196411132813
2020-01-05,2020-01-11,184.000244140625,-322.0000000000003,-31.4,43.600006103515625,773.7600000000001,-520.8000000000001,34.0,23.00000000000002,148.0,3.4,-11.0,7.8,44.0,293.039892578125,247.75190917968752,-93.23996582031249,231.3683314453065,2675.2,4976.400000000001,-616.0,1528.5601074218748,1465.199462890625,628.0,799.0200561523444,153.17994384765638,207.0000000000002
2020-01-12,2020-01-18,-62.0001220703125,85.91992187500018,8.8,0.19989013671875,-798.0,-182.4,12.4,-10.739990234375023,32.0,2.6,106.6,-4.2,418.0,4238.521020507812,231.19205566406248,-81.12001953125,162.64566391602133,15048.0,-8.8,-3344.0,6704.721020507803,-790.9201904296874,1.7600000000000002,-172.2694695800544,-108.90352719724201,10.095617040991684
2020-01-19,2020-01-25,-152.0001220703125,25.2000732421875,-1.2,22.400054931640625,579.6,-414.0,32.6,-0.84000244140625,-64.0,-0.2,3.4,2.4,-84.0,-630.0,103.5,-225.0,10.349945068359546,588.0,-2569.6,2520.0,-115.91938476562692,13365.0,0.72,-1.1591972167790128,-6.300018310546875,0.20159750975669385
2020-01-26,2020-02-01,-77.9998779296875,121.68017578125,-40.2,-1.199951171875,10020.4,3384.0,-17.0,-3.3800048828125,94.0,-16.6,-101.2,-9.8,-220.0,13.199462890625,5.6397705078125,2.159912109375,1.0895555175840856,20856.0,164.0,7920.0,3995.1994628906255,33.9586181640625,651.24,61.38088041990996,0.20279204100370407,11.559620825201273
2020-02-02,2020-02-08,40.0,1902.1603027343751,-3.4,8.99993896484375,-1068.0,2480.0,15.4,15.34000244140625,-122.0,-17.6,-70.4,-17.2,-62.0,-1566.1198486328124,505.199951171875,3132.2396972656247,424.367958984375,3360.4,6000.0,-7688.0,-1041.6000000000001,15257.038525390624,28.56,257.712041015625,387.48842421874406,-32.82764267578704
2020-02-09,2020-02-15,196.00006103515588,1082.319189453125,3.8,50.200042724609375,1519.04,6241.6,-27.2,-6.5199951171875,146.0,13.6,-1.0,14.8,-30.0,255.5998535156257,320.3518164062509,1414.319189453129,-189.143891601563,-1818.0,115.19999999999999,4980.0,-666.0,3407.9980468750095,57.76,-144.7438916015625,55.550326562524,-15.908804003894256
2020-02-16,2020-02-22,-206.50006103515588,539.8397949218751,21.6,-32.20001220703125,2379.96,554.4,15.4,19.27999267578125,-186.0,-6.0,18.4,-8.8,166.0,820.0383789062575,97.8118066406259,138.31972656250127,86.9438281250008,18658.4,-367.2,4648.0,2921.6000000000004,-1165.8376953125107,168.48000000000002,339.32787109375005,95.24297553718178,103.72633706055582
2020-02-23,2020-02-29,-196.875,2856.0,-81.4,-161.45003509521484,16420.12,23996.0,-62.4,-20.4,-218.0,-14.8,-108.0,-20.0,-438.0,8067.957861328135,3157.1871630859414,2578.799316406253,716.5378100585946,56064.0,22784.0,61320.0,17038.2,25714.313183593782,3467.6400000000003,793.56,375.7679003906254,57.11999999999999
2020-03-01,2020-03-07,-977.5,8524.836856842041,-65.75,-99.9374942779541,20055.0,30189.9375,-117.0,-40.44999694824219,-315.0,-33.8999938964844,-163.25,-31.074996948242188,-890.0,25164.744567871094,4050.3928756713867,5958.954963684082,795.234203338623,71200.0,17700.0,187567.5,25031.25,38383.30421447754,3977.875,1137.6561641693115,1143.7234168243594,859.5624351501465
2020-03-08,2020-03-14,-423.3999633789063,30234.51324081421,-82.75,-228.2500762939453,183953.125,234253.75,-134.25,-62.275001525878906,-918.5,-71.30000305175778,-328.0,-38.67500305175781,-1003.0,70686.43112182617,34004.19044494629,34215.615463256836,5347.291088104248,448842.5,78515.25,486956.5,76102.625,229924.70741271973,5978.6875,4725.115740776062,4388.831112632761,1899.3875465393062
2020-03-15,2020-03-21,474.7999572753906,-490.9357250976562,29.0,13.800048828125,-3539.2,-10088.96,-28.0,-2.179998779296875,-60.6,-6.85999755859375,127.0,17.15999755859375,-32.6,245.8040795898434,337.7921093749995,-1698.008549804685,100.73441420897828,978.0,-7032.960000000001,-7341.5199999999995,435.5359204101563,603.2001953124991,133.39999999999998,29.124778369143606,16.437196118161058,30.258380395509313
2020-03-22,2020-03-28,68.60000610351561,4361.6,37.0,392.20001220703125,2371.84,12620.8,62.0,37.6,247.4,11.039990234375,95.6,35.84000244140625,376.8,7016.016459960933,2025.8561328124986,2159.920141601561,268.12801757812485,64056.0,33111.4,43708.8,5425.92,27371.401794433576,2012.8,541.44,700.112045898437,412.09602294921876
2020-03-29,2020-04-04,231.33341471354103,-327.15212402343747,-8.6,10.0,1883.3999999999999,6553.2,23.6,-6.44000244140625,346.0,37.32000732421875,77.4,3.4,184.2,2379.864224853515,1666.680157470703,656.3360620117187,292.7671961181611,11899.319999999998,244.8,9357.359999999999,4173.9715502929685,19224.96181640625,-92.88,-145.93043959960343,-83.20483940429985,-39.41280314940967
2020-04-05,2020-04-11,6.999969482422483,757.8664008246527,9.0,-57.99992879231771,15571.111111111111,9908.888888888887,58.333333333333336,11.599995930989584,293.3333333333333,4.666666666666667,93.0,-7.666666666666667,-122.66666666666667,-3884.444444444445,4802.777777777777,2068.8888888888887,1213.888888888889,-15374.222222222223,11400.0,-8014.222222222222,-4702.222222222223,17522.222222222223,69.0,444.6665106879341,367.33320448133685,26.293394910999254
2020-04-12,2020-04-18,136.99996948242188,-2383.333333333333,55.0,244.33314005533853,-5014.0,8770.666666666666,40.666666666666664,12.5,440.0,25.466654459635453,2.6666666666666665,8.0,-285.0,3714.4976806640625,599.532958984375,2485.0206705729165,65.1666259765625,-665.0,17466.666666666664,54340.0,1425.0,15770.323486328125,623.3333333333334,-62.5,-162.91656494140625,-3.333409627278409
2020-04-19,2020-04-25,313.3333841959636,990.9846899414063,38.6,270.2000427246094,-1658.08,4540.4400000000005,15.2,10.52000732421875,-122.0,3.3,86.8,19.8,36.2,116.56382324218751,155.20376464843753,303.3235400390625,54.7399169921875,3323.1600000000003,5502.400000000001,3410.0400000000004,615.4000000000001,2885.115625,1266.08,178.84012451171873,33.87437221676111,17.46325068362045
2020-04-26,2020-05-02,-224.000091552734,4431.775783962674,34.333333333333336,63.33338419596354,28037.222222222223,25207.77777777778,63.0,27.133321126302082,350.0,16.46667480468746,33.0,12.333333333333334,324.0,5724.0,2726.555555555556,2885.555555555556,448.7334052191841,34884.0,-2019.9999999999998,52920.0,8229.601318359375,15546.666666666668,434.8888888888889,689.1864670138392,479.3553398980035,164.60864922424986
2020-05-03,2020-05-09,-275.39993286132847,966.2554882812499,-21.0,-205.80001831054688,3148.2400000000002,2473.28,-54.8,-9.2199951171875,-54.0,4.2,-77.0,-10.2,-190.2,3613.7999999999997,448.40000000000003,1991.2,76.76004638671874,10194.72,907.2,19932.96,768.4084643554686,-7220.0,558.6,37.2488027831912,175.1799072265625,-49.60356247559189
2020-05-10,2020-05-16,199.19998168945312,3161.4246630859375,-29.6,-3.600006103515625,11218.48,25476.08,-7.2,-23.2800048828125,36.0,-10.6,-20.2,-15.8,-251.2,1281.12,956.7599999999999,692.58,79.45802490234374,15272.96,5842.400000000001,34112.96,3913.6972265624995,-0.0,1012.3200000000002,362.70258974611755,118.72802490234373,179.72152402341365
2020-05-17,2020-05-23,27.00004577636719,863.8800000000001,32.6,-28.800048828125,793.8800000000001,2791.96,-44.0,13.8,192.0,3.8,128.2,14.0,81.4,908.4238012695313,497.73589111328124,698.6158471679687,205.56723676756025,4623.52,2664.0,5095.64,1499.3885961914066,5267.51884765625,521.6,254.19610107421877,154.00796630859375,-2.7600000000000002
