first_day_in_week,last_day_in_week,ACCL_main_symb_weekly_mean_diff,KARE.TA_weekly_mean_diff_0.41,KRUR.TA_weekly_mean_diff_0.42,TREN.TA_weekly_mean_diff_0.46
2019-03-10,2019-03-16,0.0,-0.020001220703125,-84.2,20.8
2019-05-05,2019-05-11,-2.1199996948242186,-0.5399993896484375,-38.4,-11.8
2019-05-12,2019-05-18,-0.16666666666666666,-0.720001220703125,23.4,-8.0
2019-07-07,2019-07-13,0.0,-0.8600006103515568,56.8,4.8
2019-07-28,2019-08-03,-2.1599998474121107,-1.780001831054682,21.8,-11.4
2019-08-04,2019-08-10,1.5599998474121108,-0.0399993896484375,-31.6,9.8
2019-08-11,2019-08-17,0.3400001525878906,0.8600006103515625,-14.0,-0.4
2019-08-18,2019-08-24,-1.640000152587891,2.679998779296875,22.2,21.6
2019-08-25,2019-08-31,0.31999969482421875,1.1399993896484433,-5.8,-1.0
2019-09-01,2019-09-07,-0.3799995422363295,3.340002441406239,-6.2,-0.6
2019-09-08,2019-09-14,2.3000001907348655,-1.5200012207031193,10.6,0.2
2019-09-15,2019-09-21,0.25,-2.025001525878899,4.5,-8.0
2019-09-22,2019-09-28,-0.6500015258789062,0.2,7.4,-18.2
2019-10-13,2019-10-19,-0.16666666666666666,1.4333343505859375,35.0,1.0
2019-10-20,2019-10-26,0.0600006103515625,-0.3333333333333333,31.333333333333332,2.0
2019-10-27,2019-11-02,0.21999969482421874,-1.1399993896484433,6.0,-14.0
2019-11-03,2019-11-09,-0.01999969482421875,-1.1600006103515568,-27.4,12.0
2019-11-10,2019-11-16,-0.3400001525878906,0.9399993896484375,-31.6,-12.0
2019-11-17,2019-11-23,0.6,0.5399993896484375,85.8,4.2
2019-11-24,2019-11-30,0.15999984741210938,-0.179998779296875,-47.2,2.8
2019-12-01,2019-12-07,1.2,-3.280001831054682,-9.0,-17.6
2019-12-08,2019-12-14,0.24000015258789065,2.4200012207031194,35.4,18.0
2019-12-15,2019-12-21,-0.920000457763672,-0.6399993896484375,-24.8,-0.2
2019-12-22,2019-12-28,1.1200004577636722,3.460000610351557,0.8,-4.0
2019-12-29,2020-01-04,0.15999984741210938,6.179998779296881,11.4,-4.8
2020-01-05,2020-01-11,-1.6,2.620001220703114,-13.4,-2.2
2020-01-12,2020-01-18,-0.4,3.2200012207031365,-12.2,-7.0
2020-01-19,2020-01-25,0.5199996948242201,2.15999755859375,-9.0,-13.0
2020-02-09,2020-02-15,4.260000610351563,0.0,-79.8,14.0
2020-02-16,2020-02-22,-2.200000762939453,-1.1200012207031136,-48.8,-14.6
2020-02-23,2020-02-29,0.4250001907348633,-4.839999389648449,-90.4,-2.4
2020-03-01,2020-03-07,-2.125,-6.875,-20.0,-4.0
2020-03-08,2020-03-14,-1.3800003051757812,-12.25,-280.25,-37.25
2020-03-15,2020-03-21,0.7600006103515611,-6.119998168945313,-20.4,-11.6
2020-03-22,2020-03-28,2.1599998474121107,6.319998168945313,269.8,15.6
2020-03-29,2020-04-04,2.833332061767578,-1.5399993896484374,-75.0,1.2
2020-04-05,2020-04-11,4.4333343505859375,11.799997965494802,232.66666666666666,22.0
2020-04-12,2020-04-18,0.01999969482421875,1.3333333333333333,-250.66666666666666,13.0
2020-04-19,2020-04-25,4.199999491373703,0.8800018310546818,305.0,1.8
2020-04-26,2020-05-02,5.86000061035156,5.833333333333333,141.0,26.333333333333332
2020-05-03,2020-05-09,-5.060000610351559,-6.8600006103515625,-174.0,-23.4
2020-05-10,2020-05-16,2.26000061035156,1.3399993896484375,-110.2,2.4
2020-05-17,2020-05-23,0.4750003814697266,0.5800018310546818,100.2,5.2
2020-05-24,2020-05-30,0.6199996948242188,-0.40000152587889914,-41.25,-24.5
2020-05-31,2020-06-06,-2.4249992370605504,-3.2799987792968808,23.0,-13.8
2020-06-07,2020-06-13,0.13999938964844033,5.824996948242202,-37.5,2.0
2020-06-14,2020-06-20,-0.9800003051757812,-1.3199981689453182,9.6,0.2
2020-06-21,2020-06-27,5.680001449584961,-1.5800018310546817,-11.6,5.2
2020-06-28,2020-07-04,0.9599994659423772,0.040001201629632985,115.00003051757812,38.999993133544876
2020-07-05,2020-07-11,0.21999816894531815,-2.9199999809265136,110.99996948242188,-17.399993133544875
2020-07-12,2020-07-18,1.320001220703125,6.120001220703119,-16.0,3.2
2020-07-19,2020-07-25,-0.3499984741210937,0.8,-6.0,19.2
