first_day_in_week,last_day_in_week,MCRNT_main_symb_weekly_mean_diff,LUZN.TA_weekly_mean_diff_0.4,BEZQ.TA_weekly_mean_diff_0.41,EMCO.TA_weekly_mean_diff_0.41,ITMR.TA_weekly_mean_diff_0.41,ZMH.TA_weekly_mean_diff_0.44,RPAC.TA_weekly_mean_diff_0.46,PLRM.TA_weekly_mean_diff_0.5
2019-12-08,2019-12-14,5.199996948242194,-0.17999992370605397,0.2,6.2,1.4400009155273437,-6.0,-7.6,9.8
2019-12-15,2019-12-21,4.400001525878902,-0.12000007629394602,-2.379998779296886,-5.2,-0.36000061035156816,0.0,-9.4,-5.8
2019-12-22,2019-12-28,4.0,0.9799999237060547,0.17999877929688637,1.4,2.8600006103515683,21.0,-5.0,0.4
2019-12-29,2020-01-04,-2.200000762939453,0.34000015258789135,-0.24000244140625,2.6,0.6,10.2,9.2,-2.2
2020-01-05,2020-01-11,2.600002288818348,0.4,-3.0399963378906363,3.8,-0.24000244140625,-0.6,-1.8,-2.2
2020-01-12,2020-01-18,2.1999969482422097,0.039999771118164065,-0.07999877929686364,21.8,5.8,-2.0,0.4,-4.8
2020-01-19,2020-01-25,-4.799999237060558,-0.1599998474121101,2.35999755859375,-8.8,-0.5199981689453125,-0.6,11.6,2.8
2020-01-26,2020-02-01,-1.5999984741210824,0.9400001525878906,-0.24000244140625,0.6,-1.2800018310546875,-10.0,52.4,-7.0
2020-02-02,2020-02-08,0.2000007629394304,0.1,-2.75999755859375,-15.4,2.920001220703125,8.0,6.0,-8.2
2020-02-09,2020-02-15,-1.0,0.07999954223632813,1.7799987792968863,3.8,2.9799987792968805,24.4,7.0,13.8
2020-02-16,2020-02-22,2.5999984741211053,0.020000457763671875,1.6200012207031136,7.6,-1.8199981689453182,9.6,35.8,4.6
2020-02-23,2020-02-29,-4.000000953674316,0.04000015258789062,-2.95999755859375,-17.4,-3.0800018310546875,-42.2,-50.4,-19.8
2020-03-01,2020-03-07,-12.99999713897705,-0.4500007629394549,-6.500003814697266,-31.25,-2.1999969482421875,-49.25,-48.0,-13.25
2020-03-08,2020-03-14,-13.000001907348638,-0.27499961853027166,-7.649997711181648,-64.875,-8.67500114440918,-94.75,-123.0,-56.0
2020-03-15,2020-03-21,-12.799999237060552,-0.04000015258788921,3.0799987792968806,-38.0199951171875,-4.119999694824221,-65.4,-6.6,-39.8
2020-03-22,2020-03-28,4.399999618530282,-0.07999954223632955,5.4799987792968805,36.37999267578125,4.5399993896484405,22.4,21.6,13.8
2020-03-29,2020-04-04,2.0000012715657602,0.5199996948242187,1.2200012207031192,5.859997558593773,3.579998779296875,12.2,36.6,25.2
2020-04-05,2020-04-11,2.99999872843424,0.16666666666666666,1.4666646321614678,29.46667480468746,9.0,36.666666666666664,34.0,31.0
2020-04-12,2020-04-18,3.6000003814697323,0.8333333333333334,-2.8333333333333335,18.333333333333332,-6.166666666666667,35.0,3.0,37.333333333333336
2020-04-19,2020-04-25,1.9999980926513483,-0.14000015258789061,0.34000244140623864,3.8,2.94000244140625,-11.4,7.6,6.6
2020-04-26,2020-05-02,2.200000762939459,0.1333338419596354,1.0,42.0,1.0333302815755208,24.333333333333332,18.666666666666668,11.333333333333334
2020-05-03,2020-05-09,-2.799999237060541,0.15999984741210938,0.17999877929688068,8.2,0.8399993896484375,-36.0,16.4,40.4
2020-05-10,2020-05-16,3.0,0.38000030517578126,4.820001220703114,-8.6,-2.5,-10.0,0.6,-1.8
2020-05-17,2020-05-23,0.4999995231628418,-0.4200004577636719,4.179998779296886,-1.0,2.3,17.8,17.4,-5.8
2020-05-24,2020-05-30,14.399999618530268,-0.19999980926513672,1.0,-9.0,2.200000762939453,16.75,28.75,34.0
2020-05-31,2020-06-06,9.000000953674329,0.5199996948242187,6.94000244140625,1.4,-1.8399993896484375,-9.4,-24.4,42.2
2020-06-07,2020-06-13,3.2000007629394305,0.6000003814697266,-5.275001525878906,-2.25,5.075000762939453,12.0,11.75,15.5
2020-06-14,2020-06-20,25.199595642089854,0.9400001525878906,9.979998779296874,28.0,11.179998779296875,9.0,76.8,34.2
2020-06-21,2020-06-27,-4.499997329711914,0.6400001525878892,-4.420001220703125,-15.0,-4.6399993896484375,0.2,-49.4,-33.0
2020-06-28,2020-07-04,1.240402603149414,0.13999915122986123,1.920001220703125,-1.7999992370605469,2.4999994277954043,4.799990844726563,-2.3999923706054687,10.600007629394621
2020-07-05,2020-07-11,-2.060003662109375,-0.6999997615814223,-1.8,-1.0000007629394532,5.3000005722045955,-21.99999084472656,2.599992370605469,6.599992370605378
2020-07-12,2020-07-18,7.9,0.12000045776367188,3.0,10.2,-0.3,33.0,6.0,9.4
2020-07-19,2020-07-25,-6.699996948242188,-0.0599998474121108,-1.8,-1.0,0.6799987792968863,8.0,4.6,-8.0
