first_day_in_week,last_day_in_week,BCOM_main_symb_weekly_mean_diff,GLTC.TA_weekly_mean_diff_0.46,SFET.TA_weekly_mean_diff_-0.48
2019-03-10,2019-03-16,-149.6,-4.380000305175781,19.2
2019-03-17,2019-03-23,-4.3,2.3600006103515625,-14.0
2019-03-24,2019-03-30,-24.5,-3.6800003051757812,4.4
2019-03-31,2019-04-06,15.24000244140625,1.6399993896484404,7.2
2019-04-07,2019-04-13,-9.82000732421875,-1.1799987792968778,6.4
2019-04-14,2019-04-20,9.360009765625,0.8,-2.4
2019-04-21,2019-04-27,-8.2800048828125,-0.0600006103515625,-2.8
2019-04-28,2019-05-04,0.5800048828125,-3.5600006103515627,-4.4
2019-05-05,2019-05-11,-11.5,1.5,-3.6
2019-05-12,2019-05-18,-13.1800048828125,-1.2199996948242187,-1.6
2019-05-19,2019-05-25,-19.540002441406237,-0.8599990844726563,-1.2
2019-05-26,2019-06-01,3.2,0.079998779296875,-3.2
2019-06-02,2019-06-08,23.89999999999999,-1.3599990844726577,-4.0
2019-06-09,2019-06-15,15.3,-0.3800003051757798,-8.0
2019-06-16,2019-06-22,-9.25999755859375,0.7,-2.4
2019-06-23,2019-06-29,-18.959997558593773,-0.4400001525878906,-2.8
2019-06-30,2019-07-06,4.8400024414062734,1.320000457763669,3.6
2019-07-07,2019-07-13,6.1199951171875,0.6800003051757841,-3.2
2019-07-14,2019-07-20,-6.759997558593772,-2.420000457763672,-1.2
2019-07-21,2019-07-27,-12.040002441406227,-0.12000045776367188,-12.8
2019-07-28,2019-08-03,-4.420001220703125,-0.21999969482421874,-2.0
2019-08-04,2019-08-10,-9.339996337890623,-0.38000030517578126,-8.0
2019-08-11,2019-08-17,10.919995117187511,-1.039999389648439,-0.8
2019-08-18,2019-08-24,-10.439996337890637,-0.3200004577636705,1.6
2019-08-25,2019-08-31,-2.74000244140625,0.5400001525878906,0.4
2019-09-01,2019-09-07,3.960003662109375,-0.5400001525878906,-6.8
2019-09-08,2019-09-14,-1.2250061035156108,-0.3599998474121094,-3.2
2019-09-15,2019-09-21,4.660003662109364,0.3000001907348633,-1.0
2019-09-22,2019-09-28,-3.400009155273409,0.9,-1.2
2019-09-29,2019-10-05,-3.3999938964843937,-0.899999618530277,-3.0
2019-10-06,2019-10-12,5.866668701171875,1.2999992370605493,0.0
2019-10-13,2019-10-19,-5.200002034505208,-1.6666666666666667,-3.3333333333333335
2019-10-20,2019-10-26,-4.1,0.8000005086263021,-1.266667683919266
2019-10-27,2019-11-02,30.260003662109376,-1.0800003051757812,-8.259999084472659
2019-11-03,2019-11-09,12.3,2.2400001525878905,-2.0600006103515627
2019-11-10,2019-11-16,-9.82000732421875,-0.3599998474121094,-1.6
2019-11-17,2019-11-23,4.6800048828125,1.6400001525878891,-0.01999969482421875
2019-11-24,2019-11-30,10.0199951171875,2.139999389648439,0.7
2019-12-01,2019-12-07,-2.87999267578125,-2.7,-2.4400001525878907
2019-12-08,2019-12-14,-12.3800048828125,-1.7799995422363282,-2.0599998474121093
2019-12-15,2019-12-21,14.2800048828125,2.2599998474121095,0.0
2019-12-22,2019-12-28,-5.9800048828125,-1.7,-1.379999923706054
2019-12-29,2020-01-04,-5.9,0.14000015258789061,-0.06000022888183594
2020-01-05,2020-01-11,-5.2800048828125,1.1199996948242188,0.06000022888183594
2020-01-12,2020-01-18,4.8800048828125,-1.0199996948242187,-0.2
2020-01-19,2020-01-25,-8.6199951171875,0.04000015258788921,0.279999923706054
2020-01-26,2020-02-01,-10.220007324218738,-0.8200004577636705,-1.2
2020-02-02,2020-02-08,6.100000000000012,-0.07999954223632955,-0.14000015258789061
2020-02-09,2020-02-15,-3.939996337890648,-0.2600006103515611,-0.039999771118164065
2020-02-16,2020-02-22,-10.860003662109364,0.1,-0.16000022888183593
2020-02-23,2020-02-29,-15.449996948242203,-0.539999389648439,-0.3799999237060547
2020-03-01,2020-03-07,-19.67500305175781,0.42499923706054865,-0.8499999046325684
2020-03-08,2020-03-14,-2.05999755859375,-2.424999237060547,-1.0250000953674316
2020-03-15,2020-03-21,4.5,0.21999969482421874,0.7200000762939454
2020-03-22,2020-03-28,-3.820001220703125,0.6,0.0
2020-03-29,2020-04-04,8.700002034505209,0.04000015258789062,0.439999961853027
2020-04-05,2020-04-11,2.133331298828125,0.6333325703938802,-1.0333331425984695
2020-04-12,2020-04-18,5.44000244140625,-1.4333330790201824,0.4666665395100911
2020-04-19,2020-04-25,13.233327229817727,-0.04000015258789062,-0.6799999237060547
2020-04-26,2020-05-02,16.040002441406234,0.9333343505859375,0.0666666030883789
2020-05-03,2020-05-09,3.320001220703125,-0.5200004577636719,-0.08000011444091797
2020-05-10,2020-05-16,7.679998779296875,-0.059999847412109376,-0.039999961853027344
2020-05-17,2020-05-23,0.07499694824221592,0.5400001525878906,0.26000003814697265
2020-05-24,2020-05-30,28.899999999999977,0.47499942779541016,0.5250000953674316
2020-05-31,2020-06-06,-6.8499908447265625,-0.5399993896484375,-0.3400001525878906
2020-06-07,2020-06-13,50.07999267578125,1.8999996185302734,0.125
2020-06-14,2020-06-20,-21.24000244140625,-0.04000015258789062,0.4600000381469723
2020-06-21,2020-06-27,9.560001373291016,-1.5799995422363282,0.2399999618530277
2020-06-28,2020-07-04,-13.039994049072266,0.4999996185302692,0.020000004768371937
2020-07-05,2020-07-11,0.94000244140625,-0.3399997711181598,0.07999999523162807
2020-07-12,2020-07-18,-15.3800048828125,0.37999954223632815,-0.21999988555908168
2020-07-19,2020-07-25,0.774993896484375,0.6,-0.1
