first_day_in_week,last_day_in_week,GOLD_main_symb_weekly_mean_diff,BIOV.TA_weekly_mean_diff_0.52,ZUR.TA_weekly_mean_diff_0.42_INT_ELMR.TA_weekly_mean_diff_0.37_corr_0.71,MNRV.TA_weekly_mean_diff_0.39_INT_ZUR.TA_weekly_mean_diff_0.42_corr_0.74,SHOM.TA_weekly_mean_diff_0.44_INT_MRIN.TA_weekly_mean_diff_0.4_corr_0.72,SHOM.TA_weekly_mean_diff_0.44_INT_OPAL.TA_weekly_mean_diff_0.48_corr_0.77,PHOE.TA_weekly_mean_diff_0.44_INT_HARL.TA_weekly_mean_diff_0.38_corr_0.81
2019-03-10,2019-03-16,20.0,1.839996337890625,-2.8600000000000003,-96.8005371093718,-2.087995605468764,-0.7920007324218818,-28.81119140625
2019-03-17,2019-03-23,-86.00006103515587,0.820001220703125,-12.49200439453125,619.2004394531224,-0.86400146484375,3.052798144519329,-22.14990234375
2019-03-24,2019-03-30,70.0,1.64000244140625,27.2,1743.9990234375,-25.080000000000034,-0.857991943359375,1537.01953125
2019-03-31,2019-04-06,-33.999938964844105,0.6,-23.4,-287.999267578125,35.217570654302776,39.36677482910454,813.3481494140625
2019-04-07,2019-04-13,0.0,0.879998779296875,79.77603515625,2088.0,-6.34000244140625,16.864429711923005,606.0127148437499
2019-04-14,2019-04-20,-250.0,-0.479998779296875,16.27599365234375,31.2003173828125,9.027201611325202,-0.8432056396454574,40.595966796875
2019-04-28,2019-05-04,11.999969482421875,1.4,2.51601806640625,1465.1990966796875,0.5,17.899993896484375,142.00790527343662
2019-05-05,2019-05-11,-51.99996948242188,-0.25999755859375,24.0,89.9993896484375,-14.784003906250001,-2.8644063964858653,-14.803125
2019-05-12,2019-05-18,-36.000061035155895,-1.160003662109375,5.411994628906251,576.4002685546843,1.9764133545010913,0.032402001954615116,1164.409765625
2019-05-19,2019-05-25,12.000122070311773,0.779998779296875,-48.72,-8027.208496093715,22.374384912103217,7.866002197265626,-72.027978515625
2019-05-26,2019-06-01,-16.000061035155888,-0.879998779296875,38.060107421875,1232.0013427734375,85.93560812987387,3.270001220703125,-32.782216796875005
2019-06-02,2019-06-08,73.99993896484412,0.379998779296875,0.5039990234375,-71.1999511718753,18.432011718749997,8.64,87.361083984375
2019-06-09,2019-06-15,64.000091552734,-2.1,-45.407978515625004,1478.398925781263,13.82840908203274,3.820001220703125,-1.69404296875
2019-06-16,2019-06-22,-1.9999694824222387,-1.7,-3.0079980468750005,-27.199951171875,-2.431986083984375,1.3055901855602863,84.940693359375
2019-06-23,2019-06-29,-20.0,2.920001220703125,-28.4000244140625,139.9993896484375,-10.48319648437202,6.04799560546875,301.982216796875
2019-06-30,2019-07-06,-24.000091552734013,-3.420001220703125,17.47201904296875,743.6009521484375,6.126784594729632,4.621586767584135,38.831953125
2019-07-07,2019-07-13,-13.99993896484375,-2.3,39.312041015625,1663.204101562488,-0.95,-1.2100006103515626,-3.7743945312499996
2019-07-14,2019-07-20,-28.000030517578125,-4.139996337890636,13.892328515648865,7027.914155274661,-0.20480351559816698,0.24319782715291216,36.413671875
2019-07-21,2019-07-27,-88.00003051757812,1.4599975585937728,39.789524267614055,2540.2384790033207,14.6615794433652,7.390375146493316,19.431650390625
2019-07-28,2019-08-03,-155.999908447266,2.9400024414062385,-3.9000000000000004,-2681.998901367192,-7.29440444335337,2.4056077636778355,25.8890625
2019-08-04,2019-08-10,-68.00003051757776,-3.560003662109375,13.665591406226092,271.43971191347197,16.091220898441968,3.7064065185561774,174.73681640625
2019-08-11,2019-08-17,-8.000030517578125,-0.05999755859375,-28.603187695294707,2123.997802734382,-0.5471997802704572,-0.114000244140625,48.53522460937501
2019-08-18,2019-08-24,-70.0,-0.9,4.888781298846035,-527.6780566424162,-1.713628515601095,-39.7799682617189,228.24635253906249
2019-08-25,2019-08-31,0.0,1.9200012207031136,-5.539257519543165,14124.965805664646,-14.138423608392257,-7.740014648437363,2.7744140625
2019-09-01,2019-09-07,118.00003051757812,-0.32000122070311365,-4.73599609375,329.599609375,28.951988525390732,18.479992675781318,96.138046875
2019-09-08,2019-09-14,27.499961853027344,0.4799987792968864,120.40791503906249,-1809.6042480468495,18.304014648422598,5.32479179687798,54.312998046875
2019-09-15,2019-09-21,60.0,0.125,2.75,40.000152587891534,1.901234130840767,-0.25999855040572584,178.44593811035156
2019-09-22,2019-09-28,0.0,-1.5200012207031364,-4.92000732421875,-264.00146484375,2.0952121093868548,3.49200439453125,104.96
2019-09-29,2019-10-05,76.6667683919265,-3.149993896484375,139.2000732421875,-4140.0146484375,-41.99989318847656,-6.239998779259622,369.0
2019-10-06,2019-10-12,33.333333333333336,3.6666666666666665,17.03335232204861,-256.67046440972223,65.78012301979781,4.830016886401508,-3.0
2019-10-13,2019-10-19,23.333231608073522,3.466664632161477,176.82192654079861,7266.666666666667,20.240094400942326,1.833343505859375,245.66666666666666
2019-10-20,2019-10-26,16.000061035155888,-2.466664632161477,-11.899943033854168,2660.005696614583,3.1688627116383685,11.022189670138888,22.666666666666668
2019-10-27,2019-11-02,23.99993896484411,-1.25999755859375,-6.1600341796875,6216.003417968729,50.133243847638184,12.734786303713918,464.28
2019-11-03,2019-11-09,-31.999969482421875,-1.74000244140625,-19.224052734375,1080.0,47.828818652331826,4.809611669927835,-6.16
2019-11-10,2019-11-16,-56.00006103515625,-1.2399993896484376,-40.46396484375,-1987.1982421875107,-18.644796435534953,4.986402124017476,7.68
2019-11-17,2019-11-23,-90.0,2.0800018310546875,-17.02793701171875,-2236.0,13.47959042966366,12.332406762689352,28.08
2019-11-24,2019-11-30,-25.999908447265987,6.439996337890625,21.412077636718752,-1399.19482421875,25.799999999999997,-3.1200073242187503,285.2
2019-12-01,2019-12-07,23.99993896484411,-1.279998779296875,-0.895986328125,1243.2041015624918,-12.947225048840046,-6.589184399396247,37.519999999999996
2019-12-08,2019-12-14,3.9999389648441137,1.04000244140625,34.56,1166.4052734374686,-10.812037353515624,10.301975097656308,121.43999999999998
2019-12-15,2019-12-21,-17.99987792968823,1.239996337890625,-0.7800048828125,530.0,7.94400146484375,44.22155966795981,88.44
2019-12-22,2019-12-28,81.99996948242224,1.660003662109375,0.0160009765625,161.60009765624943,6.182381249964237,5.59361191406846,15.36
2019-12-29,2020-01-04,-40.0,-1.8800048828125,-10.06398193359375,5209.601806640614,81.41918012693525,59.19196411132813,4.960000000000001
2020-01-05,2020-01-11,5.999908447265988,0.64000244140625,38.58402587890625,1717.19482421875,799.0200561523444,207.0000000000002,628.0
2020-01-12,2020-01-18,-10.0,1.3,-9.072041015625,-1125.5969238281314,-172.2694695800544,10.095617040991684,1.7600000000000002
2020-01-19,2020-01-25,-3.9999389648441137,-1.3,253.375927734375,-1568.7963867187716,-1.1591972167790128,0.20159750975669385,0.72
2020-01-26,2020-02-01,0.0,-1.75999755859375,6.24,-204.0,61.38088041990996,11.559620825201273,651.24
2020-02-02,2020-02-08,40.0,-1.820001220703125,49.40796875,8576.0,257.712041015625,-32.82764267578704,28.56
2020-02-09,2020-02-15,0.0,-0.34000244140623864,53.400000000000006,10324.0,-144.7438916015625,-15.908804003894256,57.76
2020-02-16,2020-02-22,-98.00003051757812,0.4999999999999886,53.0,9419.9951171875,339.32787109375005,103.72633706055582,168.48000000000002
2020-02-23,2020-02-29,-127.49996185302734,0.560003662109375,213.120263671875,20015.9912109375,793.56,57.11999999999999,3467.6400000000003
2020-03-01,2020-03-07,-632.2500228881836,-8.925003051757812,1137.0621490478516,92143.71490478516,1137.6561641693115,859.5624351501465,3977.875
2020-03-08,2020-03-14,-254.19998168945312,-16.549999237060547,4652.458080406184,413364.9547119159,4725.115740776062,1899.3875465393062,5978.6875
2020-03-15,2020-03-21,79.19998168945312,-4.380001831054687,329.4256185058502,25005.43009277433,29.124778369143606,30.258380395509313,133.39999999999998
2020-03-22,2020-03-28,106.39999389648438,5.0800018310546875,54.2159912109375,29457.35154785216,541.44,412.09602294921876,2012.8
2020-03-29,2020-04-04,260.00010172526044,11.539999389648438,68.81282890625286,2498.563095703721,-145.93043959960343,-39.41280314940967,-92.88
2020-04-05,2020-04-11,48.33323160807291,-4.799997965494801,1175.1997884114583,50844.444444444445,444.6665106879341,26.293394910999254,69.0
2020-04-12,2020-04-18,49.8000244140625,4.266662597656269,-330.1334635416667,-13342.889953611628,-62.5,-3.333409627278409,623.3333333333334
2020-04-19,2020-04-25,166.66666666666666,-1.9199981689453183,1.6956089843809605,1438.1211181640626,178.84012451171873,17.46325068362045,1266.08
2020-04-26,2020-05-02,-45.6,3.899998982747396,843.1581530761387,11325.999145507812,689.1864670138392,164.60864922424986,434.8888888888889
2020-05-03,2020-05-09,-33.0,-2.2,5.392795703113079,-838.8809570312501,37.2488027831912,-49.60356247559189,558.6
2020-05-10,2020-05-16,0.4,-0.6799987792968807,105.58707490235568,15137.27841796875,362.70258974611755,179.72152402341365,1012.3200000000002
2020-05-17,2020-05-23,57.0,0.019998168945318185,12.9918359375,12992.0,254.19610107421877,-2.7600000000000002,521.6
2020-05-24,2020-05-30,-123.6,-2.424999237060547,120.43495964049362,8401.313819885254,3.883169097825885,18.393722534179688,28.125
2020-05-31,2020-06-06,-126.75,0.4399993896484375,-20.994772021472453,2645.9208984375,10.5279541015625,0.5151950195431709,638.4
2020-06-07,2020-06-13,-47.6,1.4500007629394531,20.09613281255588,-116.49993896484375,-241.1605324554257,-15.270581741351634,11.25
2020-06-14,2020-06-20,-19.0,-1.1399993896484375,65.448017578125,1127.1603027343751,-8.064082031249999,3.7152360351383686,211.68
2020-06-21,2020-06-27,52.0000732421875,2.079998779296875,65.82603881835938,604.2,46.7039794921875,19.571198193356363,1370.2
2020-06-28,2020-07-04,-76.6000732421875,-0.2200000762939453,-19.220841792301716,163.99993911660388,-41.400004119873046,-47.150006885528775,60.5200331115621
