first_day_in_week,last_day_in_week,FNTS_main_symb_weekly_mean_diff,ENRG.TA_weekly_mean_diff_-0.36,FNTS.TA_weekly_mean_diff_-0.38_INT_JBNK.TA_weekly_mean_diff_-0.38_corr_0.79,FNTS.TA_weekly_mean_diff_-0.38,FNTS.TA_weekly_mean_diff_-0.38_INT_ENRG.TA_weekly_mean_diff_-0.36_corr_0.77,JBNK.TA_weekly_mean_diff_-0.38,MCRNT.TA_weekly_mean_diff_-0.41,KTOV.TA_weekly_mean_diff_-0.43,JBNK.TA_weekly_mean_diff_-0.38_INT_ENRG.TA_weekly_mean_diff_-0.36_corr_0.95
2019-03-10,2019-03-16,2.239996337890625,9.779998779296875,3.146399682611227,0.920001220703125,8.997610815428198,3.4199951171875,-15.20000457763673,12.6800048828125,33.447548071295024
2019-03-17,2019-03-23,-1.179998779296875,5.9800048828125,3.494416162073612,2.239996337890625,13.395189038068056,1.560009765625,1.0,-14.220007324218738,9.328866015672684
2019-03-24,2019-03-30,8.8,-2.32000732421875,3.941198803707957,-1.179998779296875,2.737605810537934,-3.34000244140625,-8.599998474121083,-6.219995117187511,7.748830126971006
2019-03-31,2019-04-06,6.260003662109375,0.9800048828125,30.447978515625003,8.8,8.62404296875,3.45999755859375,4.200004577636719,-0.74000244140625,3.390814501941204
2019-04-07,2019-04-13,-5.320001220703125,2.2199951171875,6.635588598623872,6.260003662109375,13.897177563458682,1.05999755859375,-2.0,-1.379998779296875,2.353189404308796
2019-04-14,2019-04-20,-1.5600036621093636,-0.0199951171875,-57.562452172860496,-5.320001220703125,0.10637404784560203,10.82000732421875,5.3999938964843635,-1.3,-0.21634731441736224
2019-04-21,2019-04-27,-7.3199951171875135,6.15999755859375,-4.711203442364896,-1.5600036621093636,-9.609618749990988,3.0199951171875,2.800003051757824,-2.179998779296875,18.603162548840043
2019-04-28,2019-05-04,7.139996337890625,-1.1800048828125,10.394357324242609,-7.319995117187512,8.637629980444922,-1.4199951171875,-3.4000015258789062,-2.84000244140625,1.6756011718511583
2019-05-05,2019-05-11,-11.5,3.7800048828125,4.4267628662288185,7.139996337890625,26.98922102048993,0.6199951171875,-6.0,-0.420001220703125,2.343584570288658
2019-05-12,2019-05-18,-4.279998779296875,5.54000244140625,-8.510028076171876,-11.5,-63.710028076171874,0.74000244140625,1.0,-1.079998779296875,4.09961533203721
2019-05-19,2019-05-25,0.679998779296875,-0.2800048828125,-9.073576513677835,-4.279998779296875,1.1984205566346646,2.1199951171875,-3.1999969482421875,-2.379998779296875,-0.5936089843511582
2019-05-26,2019-06-01,-0.6599975585937614,-0.47999267578125,-6.79998779296875,0.679998779296875,-0.3263944336026907,-10.0,1.0,-8.360003662109374,4.7999267578125
2019-06-02,2019-06-08,-1.860003662109364,4.2,6.467976074218862,-0.6599975585937614,-2.771989746093798,-9.8,4.1999969482421875,-0.339996337890625,-41.160000000000004
2019-06-09,2019-06-15,-3.719998168945312,-0.5800048828125,-0.037213696315884365,-1.8600036621093636,1.0788112060725623,0.02000732421875,-2.1999969482421875,-0.14000244140625,-0.011604345738887786
2019-06-16,2019-06-22,3.3199981689453124,5.2800048828125,-31.768748034685853,-3.7199981689453123,-19.64160849608481,8.539990234375,0.0,0.9,45.091190136671074
2019-06-23,2019-06-29,0.9600036621093636,3.9199951171875,10.159226818829774,3.3199981689453124,13.014376611337065,3.060009765625,-3.8000030517578125,6.1,11.995223339796064
2019-06-30,2019-07-06,-3.2600036621093635,3.9800048828125,2.2272038085758425,0.9600036621093636,3.8208192627131488,2.3199951171875,6.8000030517578125,-2.239996337890625,9.23359189450741
2019-07-07,2019-07-13,1.7600036621093635,0.0,7.693600683584782,-3.2600036621093635,-0.0,-2.35999755859375,-3.2000045776367303,6.279998779296875,-0.0
2019-07-14,2019-07-20,-5.380001831054676,-5.3,4.329604711905094,1.7600036621093635,-9.328019409179626,2.45999755859375,-1.79999542236327,-1.54000244140625,-13.037987060546874
2019-07-21,2019-07-27,5.960000610351562,1.25999755859375,48.742803454585264,-5.380001831054676,-6.778789172358796,-9.05999755859375,-4.8000030517578125,-9.739996337890625,-11.41557480469346
2019-07-28,2019-08-03,-1.44000244140625,-4.14000244140625,19.548758349604903,5.960000610351562,-24.674417077638207,3.27999267578125,-3.1999969482421875,-2.420001220703125,-13.579177685528995
2019-08-04,2019-08-10,-5.0799987792968695,15.1800048828125,-0.028810595721006395,-1.44000244140625,-21.859244091808797,0.02000732421875,1.0,-4.060003662109375,0.3037112793326378
2019-08-11,2019-08-17,0.4400024414062386,-10.62000732421875,-21.640782397463894,-5.0799987792968695,53.949624243155064,4.25999755859375,-16.00000000000001,-3.1199951171875,-45.241205273419624
2019-08-18,2019-08-24,-2.3800018310546815,21.64000244140625,1.302406152337756,0.4400024414062386,9.521653906255715,2.95999755859375,6.399997711181652,3.7399963378906365,64.05435439452529
2019-08-25,2019-08-31,1.3399993896484432,0.0,17.89760214842852,-2.380001831054682,-0.0,-7.5199951171875,-0.399997711181652,4.479998779296864,-0.0
2019-09-01,2019-09-07,-4.339999389648444,3.7800048828125,4.207601354978997,1.3399993896484432,5.065204235836885,3.14000244140625,4.199996948242211,3.9,11.869224560558797
2019-09-08,2019-09-14,4.525001525878906,-19.7800048828125,0.43399993896484435,-4.339999389648443,85.84520911864946,-0.1,-11.19999694824221,-3.139996337890625,1.9780004882812499
2019-09-15,2019-09-21,-2.180001831054682,11.475006103515625,16.17686664580833,4.525001525878906,51.924420127877966,3.5749969482421875,-1.0000038146972372,-4.0,41.023111801128834
2019-09-22,2019-09-28,9.75,9.2199951171875,-8.720007324218727,-2.180001831054682,-20.099606237783973,4.0,1.6000022888183594,-3.340002441406239,36.87998046875
2019-09-29,2019-10-05,-5.399998982747406,-3.850006103515625,-41.4375,9.75,-37.537559509277344,-4.25,0.0,-1.550003051757841,16.362525939941406
2019-10-06,2019-10-12,-0.633331298828125,13.866678873697916,-28.2600166490302,-5.399998982747405,-74.88005181205368,5.23333740234375,-5.0,0.9333394368489394,72.56900919601321
2019-10-13,2019-10-19,-4.96666971842447,-1.9666748046875,-1.7733199056237936,-0.633331298828125,1.2455567084252834,2.79998779296875,2.333329518636068,-1.0,-5.506665445864201
2019-10-20,2019-10-26,1.7200012207031192,7.866658528645833,0.16551523841917484,-4.96666971842447,-39.07109469941085,-0.0333251953125,-6.666666666666667,-1.0666707356770455,-0.26215793192386627
2019-10-27,2019-11-02,-3.4799987792968805,4.14000244140625,-8.152809985354516,1.7200012207031192,7.120809252932644,-4.74000244140625,-4.399997711181646,0.47999877929686363,-19.62362167969346
2019-11-03,2019-11-09,3.8399993896484435,2.5599975585937726,-5.776789477542052,-3.4799987792968805,-8.908788378909323,1.65999755859375,-1.400001525878912,0.22000122070313638,4.249589697271623
2019-11-10,2019-11-16,2.7600006103515566,-9.219995117187523,-0.8447811157256377,3.839999389648443,-35.404775622561715,-0.2199951171875,-1.7999992370605469,-2.8000000000000056,2.0283539062738467
2019-11-17,2019-11-23,-0.9200012207031192,8.8,-0.9384069458022695,2.7600006103515566,24.2880053710937,-0.34000244140625,-2.799999237060547,-1.3599975585937614,-2.9920214843750004
2019-11-24,2019-11-30,-3.7600006103515615,7.6,5.685612036138737,-0.9200012207031193,-6.992009277343707,-6.1800048828125,-0.20000076293945312,0.059997558593761366,-46.968037109375
2019-12-01,2019-12-07,-4.160000610351556,-3.580004882812477,-27.74882286377251,-3.7600006103515624,13.460820544436487,7.3800048828125,-1.2000007629394531,0.2,-26.420453515648674
2019-12-08,2019-12-14,-0.4399993896484432,4.9,-14.144002075195294,-4.160000610351557,-20.38400299072263,3.4,4.600002288818359,1.3600006103515567,16.66
2019-12-15,2019-12-21,1.2600006103515624,-0.6,-1.3287960083037786,-0.4399993896484432,0.26399963378906594,3.0199951171875,5.199996948242193,1.4199981689453125,-1.8119970703125
2019-12-22,2019-12-28,3.9,12.680004882812478,7.4088097412139176,1.2600006103515624,15.976813891604513,5.8800048828125,4.400001525878901,-2.0999969482421874,74.55849062502371
2019-12-29,2020-01-04,1.6,10.4,-19.03201904296875,3.9,40.56,-4.8800048828125,4.0,2.819998168945324,-50.75205078125
2020-01-05,2020-01-11,-3.8799987792968818,16.6,12.7680078125,1.6,26.560000000000002,7.9800048828125,-2.200000762939453,3.8799987792968635,132.4680810546875
2020-01-12,2020-01-18,-0.4400024414062386,11.0,-5.043998413085945,-3.879998779296881,-42.67998657226569,1.3,2.600002288818348,-3.0,14.3
2020-01-19,2020-01-25,-0.019998168945318185,-1.4,-0.37840102538465475,-0.4400024414062386,0.616003417968734,0.85999755859375,2.19999694824221,-0.4,-1.20399658203125
