first_day_in_week,last_day_in_week,NXTM_main_symb_weekly_mean_diff,OPAL.TA_weekly_mean_diff_0.51_INT_MNRV.TA_weekly_mean_diff_0.4_corr_0.78,OPAL.TA_weekly_mean_diff_0.51_INT_PEN.TA_weekly_mean_diff_0.35_corr_0.72,PHOE.TA_weekly_mean_diff_0.46_INT_HARL.TA_weekly_mean_diff_0.47_corr_0.81,SHOM.TA_weekly_mean_diff_0.5_INT_MNRV.TA_weekly_mean_diff_0.4_corr_0.75,SHOM.TA_weekly_mean_diff_0.5_INT_MRIN.TA_weekly_mean_diff_0.41_corr_0.72,SNEL.TA_weekly_mean_diff_0.39_INT_NTGR.TA_weekly_mean_diff_0.35_corr_0.74,ZUR.TA_weekly_mean_diff_0.42_INT_POLI.TA_weekly_mean_diff_0.38_corr_0.75
2019-03-10,2019-03-16,2.6599975585937727,-58.0803759768591,0.9768000976555133,-28.81119140625,26.400146484374126,-2.087995605468764,23.652059326171873,16.28
2019-03-17,2019-03-23,3.4199951171875,729.2788378894297,8.310383447259653,-22.14990234375,495.36119140684394,-0.86400146484375,4.800000000000001,7.5600000000000005
2019-03-24,2019-03-30,-0.4199951171875,56.67943603545427,-0.03119923096150308,1537.01953125,-719.3995971679688,-25.080000000000034,-19.2559716796875,185.6
2019-03-31,2019-04-06,4.65999755859375,373.43899169936776,11.047607763670385,813.3481494140625,242.87926513701677,35.217570654302776,-19.795975341796872,-111.60000000000001
2019-04-07,2019-04-13,0.5800048828125,771.4010620117188,0.6383992553688586,606.0127148437499,1838.6007080078125,-6.34000244140625,-48.77196655273437,120.96000000000001
2019-04-14,2019-04-20,-7.200000000000022,-4.080070801079273,0.102000732421875,40.595966796875,29.760288085788492,9.027201611325202,41.53595703125,-6.760000000000001
2019-04-21,2019-04-27,1.3400024414062728,-108.8004150390625,0.06799896240234375,32.77960449218729,-126.72040527313948,5.583611059561327,-11.152080078124813,10.4
2019-04-28,2019-05-04,-0.760009765625,708.8393212892115,6.4439978027343745,142.00790527343662,989.9993896484375,0.5,3.039990234375023,-199.8
2019-05-05,2019-05-11,0.1800048828125,-11.159946288913488,-0.5084017578139901,-14.803125,83.15945800766349,-14.784003906250001,-3.2,-31.0
2019-05-12,2019-05-18,5.9,5.240322265773982,0.005200329590588808,1164.409765625,424.44051757827157,1.9764133545010913,-2.3800415039062504,19.8
2019-05-19,2019-05-25,-4.340002441406226,311.40032958984244,5.9040005493164065,-72.027978515625,3024.0440454110376,22.374384912103217,-22.440020751953128,32.48
2019-05-26,2019-06-01,-0.6,56.00006103515625,-0.8399993896484375,-32.782216796875005,732.4810717776418,85.93560812987387,21.412012939453124,-0.0
2019-06-02,2019-06-08,-16.079998779296893,640.7995605468777,-6.191998901367187,87.361083984375,1708.798828125007,18.432011718749997,3.97600341796875,3.48
2019-06-09,2019-06-15,-1.3,167.99987792968895,-1.9200012207031194,-1.69404296875,641.7597387693878,13.82840908203274,5.44,-61.60000000000001
2019-06-16,2019-06-22,-4.4,138.71950195357203,-7.874380883798027,84.940693359375,43.519672852009535,-2.431986083984375,21.888013916015627,1.2000000000000002
2019-06-23,2019-06-29,-2.779998779296875,50.3997802734375,-3.0959967041015726,301.982216796875,94.07952148467302,-10.48319648437202,-1.1399963378906248,51.0
2019-06-30,2019-07-06,0.6599975585937614,1246.960898436606,22.759179272465456,38.831953125,303.1596899405154,6.126784594729632,73.5440283203125,35.88
2019-07-07,2019-07-13,0.0,-479.16142334043633,4.356002197265625,-3.7743945312499996,99.00024414062428,-0.95,-154.50415893554685,-115.92000000000002
2019-07-14,2019-07-20,-5.659997558593762,196.07927734404856,0.6991963623091622,36.413671875,330.2379541024634,-0.20480351559816698,-0.032001953125,217.91992187500037
2019-07-21,2019-07-27,9.7,560.478496093303,4.860779589861631,19.431650390625,2693.9196240231395,14.6615794433652,61.712014160156244,67.43994140625028
2019-07-28,2019-08-03,-5.9,1108.5617285147327,-1.5872016113251448,25.8890625,1734.3614721670776,-7.29440444335337,70.90808349609375,38.400000000000006
2019-08-04,2019-08-10,3.8,47.55997070297718,-0.5740008544921874,174.73681640625,262.15951904282633,16.091220898441968,70.72,-65.52006835937469
