first_day_in_week,last_day_in_week,NXTM_main_symb_weekly_mean_diff,OPAL.TA_weekly_mean_diff_0.51_INT_MNRV.TA_weekly_mean_diff_0.4_corr_0.78,OPAL.TA_weekly_mean_diff_0.51_INT_PEN.TA_weekly_mean_diff_0.35_corr_0.72,PHOE.TA_weekly_mean_diff_0.46_INT_HARL.TA_weekly_mean_diff_0.47_corr_0.81,SHOM.TA_weekly_mean_diff_0.5_INT_MNRV.TA_weekly_mean_diff_0.4_corr_0.75,SHOM.TA_weekly_mean_diff_0.5_INT_MRIN.TA_weekly_mean_diff_0.41_corr_0.72,SNEL.TA_weekly_mean_diff_0.39_INT_NTGR.TA_weekly_mean_diff_0.35_corr_0.74,ZUR.TA_weekly_mean_diff_0.42_INT_POLI.TA_weekly_mean_diff_0.38_corr_0.75
2019-08-11,2019-08-17,1.9599975585937612,30.0,-0.0120001220703125,48.53522460937501,-342.000732421875,-0.5471997802704572,-5.3039746093749995,216.64777587890694
2019-08-18,2019-08-24,-0.9799987792968864,883.9984130859375,-10.269992065429689,228.24635253906249,-832.3178417980703,-1.713628515601095,-89.67613769531249,5.431989746093782
2019-08-25,2019-08-31,1.420001220703125,-1836.0003662109375,7.67999267578125,2.7744140625,1578.9633032232243,-14.138423608392257,58.8798828125,-156.94403320312486
2019-09-01,2019-09-07,0.74000244140625,617.999267578125,14.879992675781251,96.138046875,1268.9579931646633,28.951988525390732,-33.79203125,28.480000000000004
2019-09-08,2019-09-14,1.3249969482421875,-133.12018554657513,2.585599096678197,54.312998046875,-432.64076171814787,18.304014648422598,3.12001953125,66.11999999999999
2019-09-15,2019-09-21,1.5,-32.000244141091386,-1.0200051116989926,178.44593811035156,51.99971008114635,1.901234130840767,18.149932861328125,-0.375
2019-10-06,2019-10-12,-3.933329264322917,-77.00136312180096,-1.4466737196263342,-3.0,-759.0116780665186,65.78012301979781,32.222154405382575,-13.222222222222223
2019-10-13,2019-10-19,1.5999959309895833,166.66666666666669,1.4444478352864585,245.66666666666666,440.00244140625,20.240094400942326,295.17875162759964,472.33333333333337
2019-10-20,2019-10-26,-4.320001220703125,1013.3355034722222,10.577772352430555,22.666666666666668,1570.6653917001352,3.1688627116383685,313.67672390407984,158.66666666666669
2019-10-27,2019-11-02,-1.639996337890625,-701.5198437496997,3.2863955322280525,464.28,-3578.6408837884546,50.133243847638184,129.02418457031249,-103.60000000000001
2019-11-03,2019-11-09,-0.920001220703125,72.0001220703125,2.8800048828125,-6.16,668.00048828125,47.828818652331826,1419.3281616210938,144.72000000000003
2019-11-10,2019-11-16,0.35999755859375,-253.9201123043908,-0.2575992187485099,7.68,-1495.9173291027626,-18.644796435534953,336.192265625,-90.72
2019-11-17,2019-11-23,6.94000244140625,670.7996826171875,7.7399963378906245,28.08,1242.80126953125,13.47959042966366,-49.13616210937501,142.76000000000002
2019-11-24,2019-11-30,-2.4,-68.63990722596645,-1.6224044433608653,285.2,791.9970703125,25.799999999999997,4.1998291015625,133.56
2019-12-01,2019-12-07,2.579998779296875,-253.08002196997492,-2.439587988294685,37.519999999999996,1283.1653173863804,-12.947225048840046,211.34382568359376,92.96000000000001
2019-12-08,2019-12-14,1.779998779296875,-109.08022949099308,6.423582006841934,121.43999999999998,-275.40124511718005,-10.812037353515624,2.6199951171875,211.68000000000004
2019-12-15,2019-12-21,0.0,1770.1980590820312,-2.6719970703125,88.44,7017.2012939453125,7.94400146484375,-17.6720458984375,1.2
2019-12-22,2019-12-28,4.94000244140625,-614.0808642581082,-1.793608862310648,15.36,-1486.7228710949366,6.182381249964237,0.7560205078125,-4.64
2019-12-29,2020-01-04,2.079998779296875,3449.6011962890557,10.486011962890627,4.960000000000001,8504.317792966944,81.41918012693525,0.6239990234375,118.4
2020-01-05,2020-01-11,6.7199951171875,-1457.99560546875,-18.900000000000002,628.0,-3725.9887695312536,799.0200561523444,-32.4479296875,31.799999999999997
2020-01-12,2020-01-18,1.5200073242187273,-251.9199658185227,-6.523619238287132,1.7600000000000002,-2878.3095166087373,-172.2694695800544,74.4721044921875,21.840000000000003
2020-01-19,2020-01-25,-4.380004882812456,25.439553223551872,-1.646374292001206,0.72,89.04005371034268,-1.1591972167790128,8.568149414062502,192.4
2020-01-26,2020-02-01,4.5400024414062266,-581.4002075195312,5.950810473635793,651.24,-574.600830078125,61.38088041990996,254.100341796875,-9.12
2020-02-02,2020-02-08,1.4,1433.8016357421798,-0.2996055664122089,28.56,-10277.801635742188,257.712041015625,243.8798095703125,215.04000000000002
2020-02-09,2020-02-15,-0.04000244140625,1415.2014160156184,-1.9520019531249908,57.76,-3781.59716796875,-144.7438916015625,17.0679833984375,-195.8
2020-02-16,2020-02-22,-0.97999267578125,5067.956223145127,5.917998657226563,168.48000000000002,18161.743686527014,339.32787109375005,50.50796630859375,48.0
2020-02-23,2020-02-29,-0.07501220703125,1556.79931640625,30.687993164062497,3467.6400000000003,11342.39501953125,793.56,431.72767333984376,957.6
2020-03-01,2020-03-07,-21.14999389648437,34053.1120300293,194.96881484985352,3977.875,64821.095420839265,1137.6561641693115,949.7254943847656,2328.75
2020-03-08,2020-03-14,-25.0,112392.51861572263,665.6625232696532,5978.6875,229483.41863250826,4725.115740776062,11476.198486328125,12002.725326538086
2020-03-15,2020-03-21,13.979998779296874,19765.11317871139,101.87918256836016,133.39999999999998,3104.3174633793533,29.124778369143606,615.6002197265625,502.2159301757813
2020-03-22,2020-03-28,14.720001220703125,21437.758518066257,129.5472205932624,2012.8,73545.5908203125,541.44,197.98426269531248,-48.191992187500006
2020-03-29,2020-04-04,6.633341471354168,1493.2810473628372,14.565588171389019,-92.88,-1571.362167969346,-145.93043959960343,754.4637353515632,28.6720068359375
2020-04-05,2020-04-11,-5.666676839192707,3324.4533962673336,7.70668511284095,69.0,17013.32736545139,444.6665106879341,590.2222222222222,554.6666666666666
2020-04-12,2020-04-18,-0.05999755859375,-172.44833712982236,0.7555728488497727,623.3333333333334,8083.330790201823,-62.5,27.333333333333332,364.52236599392364
2020-04-19,2020-04-25,7.933339436848957,760.2816772460885,-2.0584035278297823,1266.08,4818.163354492187,178.84012451171873,106.5119384765627,103.62008056640626
2020-04-26,2020-05-02,-4.560003662109375,1273.9987182617188,72.59769239638835,434.8888888888889,5697.9974365234375,689.1864670138392,-65.77779134114584,1725.8665364583333
2020-05-03,2020-05-09,0.65999755859375,-1054.4797607421874,43.685596655271915,558.6,1807.11904296875,37.2488027831912,380.64,6.848007812500001
2020-05-10,2020-05-16,1.939996337890625,5002.5568359375,96.80873405762017,1012.3200000000002,15085.443164062499,362.70258974611755,-102.17620117187454,1167.9998779296875
2020-05-17,2020-05-23,-0.774993896484375,-116.0,-1.543999633789065,521.6,8004.0,254.19610107421877,199.69206298828095,725.7599999999999
2020-05-24,2020-05-30,-1.4,973.125,1.631246566772493,28.125,3535.6822204589844,3.883169097825885,-88.34995269775413,82.5562629699707
2020-05-31,2020-06-06,-1.4000015258789062,-84.63955078125001,0.09199951171875001,638.4,-206.0791015625,10.5279541015625,-61.66395996093768,46.016015625
2020-06-07,2020-06-13,-0.739996337890625,13.249969482421875,-2.1531200408935547,11.25,-115.24993896484375,-241.1605324554257,51.50001525878906,-151.44992065429688
2020-06-14,2020-06-20,-1.420001220703125,319.9198486328125,-5.056791308596789,211.68,44.640454101562504,-8.064082031249999,18.14408203125,294.5160791015625
2020-06-21,2020-06-27,2.779996109008823,133.76004638671853,19.85280473632739,1370.2,211.2799072265625,46.7039794921875,-55.77591796875001,-60.42
2020-06-28,2020-07-04,2.4400051116942794,-204.99950904843863,9.18399792480457,60.5200331115621,574.9986534117255,-41.400004119873046,25.04782585144043,42.64006324762945
2020-07-05,2020-07-11,-0.4999999999999773,252.79958129900132,6.699193051148346,57.12006912230448,2150.398933105031,50.53438067015726,96.74404380798339,238.4758527374509
2020-07-12,2020-07-18,-4.24000244140625,592.3593872070342,2.1475956176780335,-88.8,662.6436767578125,-8.236848925799132,71.01598388671874,4.048022460937709
2020-07-19,2020-07-25,16.975006103515625,-301.84009399413975,4.664805041505,89.88,-1330.5584960937501,126.143857421875,5.2079931640625,-24.839978027343818
