first_day_in_week,last_day_in_week,TNPV_main_symb_weekly_mean_diff,CANF.TA_weekly_mean_diff_0.39,LDER.TA_weekly_mean_diff_0.39,PCBT.TA_weekly_mean_diff_0.39,ELRN.TA_weekly_mean_diff_0.4,PAYT.TA_weekly_mean_diff_0.42,HAIN.TA_weekly_mean_diff_0.46,SEFA.TA_weekly_mean_diff_0.57
2019-10-27,2019-11-02,-0.6749992370605504,0.6,0.28000030517578123,-3.2399963378906365,-1.879998779296875,-29.0,-1.7800048828125,-3.0
2019-11-10,2019-11-16,-0.13999938964844033,-0.1200000762939446,0.6599998474121094,-2.820001220703125,1.779998779296875,-0.2,0.879998779296875,-5.200000762939442
2019-11-17,2019-11-23,-1.7400009155273408,0.18000030517577983,0.6800003051757798,-8.679998779296875,3.620001220703125,-4.2,1.5,1.8000030517577899
2019-11-24,2019-11-30,0.8,0.13999977111816478,0.3,-2.620001220703125,3.0,-22.0,-1.979998779296875,1.1999969482422101
2019-12-01,2019-12-07,0.4600006103515625,3.720000076293945,-0.28000030517577984,-0.720001220703125,-6.9,-33.4,-10.14000244140625,4.400001525878895
2019-12-08,2019-12-14,-0.4400009155273409,-1.8400001525878906,0.5199996948242187,1.3,9.7800048828125,-33.8,-5.2,-0.40000152587889487
2019-12-15,2019-12-21,0.2800003051757784,-0.7199996948242188,-0.01999969482421875,-2.4400024414062385,-4.920007324218739,4.4,-5.15999755859375,-8.599998474121104
2019-12-22,2019-12-28,0.8600006103515625,1.5,-0.14000015258789061,12.5,1.9400024414062387,20.0,20.379998779296876,1.0
2019-12-29,2020-01-04,1.2199996948242189,-0.9599998474121094,0.8799995422363281,-3.379998779296886,9.3,61.4,-1.05999755859375,3.799999237060547
2020-01-05,2020-01-11,-0.2,-1.1,0.3400009155273409,-0.32000122070311365,2.4199951171875,156.0,-5.8800048828124885,3.399997711181629
2020-01-12,2020-01-18,0.5600006103515568,0.1,-0.5199996948242159,4.7,2.860009765625,-52.8,-1.1399963378906364,-2.9999961853027117
2020-01-19,2020-01-25,-0.1,-0.22000045776367116,0.4399993896484375,2.5400024414062385,0.15999755859375,-1.8,-1.3,-5.79999923706057
2020-01-26,2020-02-01,0.3,-0.939999771118164,0.019999694824221592,-0.979998779296875,-2.92000732421875,-32.0,-2.5,0.5999984741211051
2020-02-02,2020-02-08,-0.18000183105468182,-0.4799999237060561,-0.3199996948242216,-1.920001220703125,-9.3199951171875,-11.6,2.579998779296875,0.7999992370605469
2020-02-09,2020-02-15,-0.379998779296875,-2.180000114440917,0.5199996948242216,2.84000244140625,3.8400024414062273,-29.8,5.4,-1.0
2020-02-16,2020-02-22,2.239999389648444,0.6600000381469723,0.919999694824216,1.079998779296875,23.900000000000023,-18.6,4.84000244140625,-4.200000762939442
2020-02-23,2020-02-29,1.075000762939446,-0.4200000762939453,-0.11999969482421875,-6.279998779296875,7.65999755859375,-42.6,-4.94000244140625,1.8000030517577899
2020-03-01,2020-03-07,-2.799999237060554,2.0250000953674325,-2.5249996185302734,-13.200004577636719,-20.75,-98.75,-6.224998474121094,1.749997138977065
2020-03-08,2020-03-14,-5.220001220703116,-1.7000002861022958,-3.8000001907348633,-19.875,-26.550003051757784,-181.0,-14.650001525878906,-5.0
2020-03-15,2020-03-21,-0.7599990844726591,0.16000022888183593,-0.4400001525878906,-10.879998779296875,-7.179998779296898,-62.0,-12.779998779296875,-3.3999977111816464
2020-03-22,2020-03-28,-0.8400009155273409,0.02000007629394531,-0.31999969482421875,5.6,8.100006103515625,70.4,0.020001220703125,1.1999969482421988
2020-03-29,2020-04-04,-0.3333333333333333,-0.08000030517578124,0.41999969482421873,21.3,4.159997558593727,-1.6,-3.060003662109375,-2.3999977111816406
2020-04-05,2020-04-11,1.1666666666666667,0.5333334604899088,1.5333340962727864,2.3333333333333335,5.266662597656288,118.33333333333333,2.0333353678385415,-3.666667938232431
2020-04-12,2020-04-18,-0.019999694824221592,1.4666665395100924,0.1999994913736979,-0.3333333333333333,-1.1666666666666667,-9.333333333333334,-3.2999979654947915,0.9999974568684991
2020-04-19,2020-04-25,-0.6999994913736979,-0.41999969482421945,0.7200004577636705,2.5599975585937615,-0.44000244140622724,24.6,0.820001220703125,-1.0000000000000058
2020-04-26,2020-05-02,1.2800003051757811,0.39999961853027344,2.366666158040367,1.1000061035156061,12.533345540364545,63.333333333333336,0.23332722981770834,53.16599782307943
2020-05-03,2020-05-09,-1.6800003051757812,-0.25999984741210935,-0.7599998474121094,3.1399963378906364,0.8199951171875,-4.0,-2.15999755859375,0.6
2020-05-10,2020-05-16,0.4,-0.06000022888183594,-0.7400001525878906,1.6800048828124887,-5.9,17.6,-0.920001220703125,-1.1395996093749887
2020-05-17,2020-05-23,0.8250007629394496,0.9600002288818367,0.3,4.539996337890625,4.45999755859375,51.2,1.7,2.5200012207031137
2020-05-24,2020-05-30,0.4399993896484403,-0.20000028610229492,-1.5249996185302752,4.625,5.725006103515625,38.75,1.6999969482421875,-6.424995422363281
2020-05-31,2020-06-06,0.8250007629394496,-0.01999969482422017,0.37999954223632953,-0.32000122070311365,-1.6800048828125,-6.6,-2.8799987792968635,2.6199951171875115
2020-06-07,2020-06-13,-1.320001220703119,-0.9999999999999991,-0.125,1.2000045776367045,-2.1999969482421875,40.75,0.8000030517577983,-10.699996948242202
2020-06-14,2020-06-20,2.340000915527341,0.0,0.059999847412109376,-1.820001220703125,0.84000244140625,42.6,-0.9000000000000113,-9.6
2020-06-21,2020-06-27,1.7599996566772458,0.1,-0.2,1.64000244140625,3.8199951171875,-25.2,-0.9,-2.0200012207031137
2020-06-28,2020-07-04,-1.6799993515014675,0.4599999308586128,0.18000001907348775,-3.0400062561035157,-0.35999603271484376,-42.80000610351563,1.0199996948242187,-13.780000686645518
2020-07-05,2020-07-11,0.9399993896484404,-0.3800000071525581,-0.18000001907348775,0.46000137329102697,3.199998474121094,-25.399993896484375,-0.11999969482421875,2.4000019073486327
2020-07-12,2020-07-18,0.5399993896484403,0.23999977111816406,0.3400001525878906,-9.959997558593761,21.34000244140625,49.0,3.3399963378906365,-3.2200012207031192
2020-07-19,2020-07-25,8.249999999999996,1.1400001525878907,2.3200004577636704,10.120001220703125,7.87999267578125,79.4,56.22000732421875,50.320001220703126
