first_day_in_week,last_day_in_week,IBI_main_symb_weekly_mean_diff,ATRY.TA_weekly_mean_diff_0.39_INT_ZUR.TA_weekly_mean_diff_0.38_corr_0.75,OPAL.TA_weekly_mean_diff_0.48_INT_ZUR.TA_weekly_mean_diff_0.38_corr_0.71,PHOE.TA_weekly_mean_diff_0.48_INT_HARL.TA_weekly_mean_diff_0.53_corr_0.81,SHOM.TA_weekly_mean_diff_0.54,ZUR.TA_weekly_mean_diff_0.38_INT_CLIS.TA_weekly_mean_diff_0.52_corr_0.72,ALRPR.TA_weekly_mean_diff_0.54_INT_MRIN.TA_weekly_mean_diff_0.4_corr_0.72,SHOM.TA_weekly_mean_diff_0.54_INT_MRIN.TA_weekly_mean_diff_0.4_corr_0.72,ALRPR.TA_weekly_mean_diff_0.54_INT_OPAL.TA_weekly_mean_diff_0.48_corr_0.72,MGDL.TA_weekly_mean_diff_0.39_INT_CLIS.TA_weekly_mean_diff_0.52_corr_0.77,MRIN.TA_weekly_mean_diff_0.4_INT_OPAL.TA_weekly_mean_diff_0.48_corr_0.74
2019-08-25,2019-08-31,4.6,530.840112304687,-69.24001464843744,2.7744140625,2.5800048828124544,613.928129882812,-186.31995849609416,-14.138423608392257,-102.0,-1.5960974121093752,16.439996337890662
2019-09-01,2019-09-07,-6.6,-46.080000000000005,4.800000000000001,96.138046875,6.159997558593773,-12.8,0.0,28.951988525390732,0.0,-14.560009765625,14.100000000000001
2019-09-08,2019-09-14,-44.25,-452.4,22.271978759765624,54.312998046875,4.15999755859375,271.44,158.40021972656248,18.304014648422598,46.0799560546875,12.48,5.632002441398799
2019-09-15,2019-09-21,9.8,25.5,-0.20000076293945312,178.44593811035156,-0.649993896484375,2.25,-277.8752899169949,1.901234130840767,38.000144958496094,-21.375,-1.1700056839035937
2019-09-22,2019-09-28,-2.0,-74.4,5.4,104.96,-1.94000244140625,10.8,10.800048828124659,2.0952121093868548,18.0,9.43200439453125,1.944008789062439
2019-09-29,2019-10-05,9.666666666666666,1080.0,15.60003662109375,369.0,4.79998779296875,528.0,175.0,-41.99989318847656,26.00006103515625,371.79986572265625,11.37502670288086
2019-10-06,2019-10-12,-48.33333333333334,91.0,1.633338080512153,-3.0,6.900004069010417,-16.333333333333336,2383.336385091141,65.78012301979781,175.0005086263021,-7.466695149739583,6.67336127389635
2019-10-13,2019-10-19,-7.0,4081.4444444444443,30.277777777777782,245.66666666666666,2.20001220703125,2410.1111111111113,-61.33327907986111,20.240094400942326,-5.555555555555556,336.0884840223524,7.666659884982638
2019-10-20,2019-10-26,5.8,807.3333333333333,18.666666666666664,22.666666666666668,4.133321126302083,135.33333333333331,-68.99963378906591,3.1688627116383685,-240.0,-51.55555555555555,2.044433593750101
2019-10-27,2019-11-02,-10.2,831.6,-22.11998291015625,464.28,8.05999755859375,-89.60000000000001,124.40014648437455,50.133243847638184,31.5999755859375,2.9440234375000003,9.82760397948321
2019-11-03,2019-11-09,7.4,457.92,7.776013183593751,-6.16,6.6800048828125,-233.28000000000003,-730.3197509765624,47.828818652331826,-73.44012451171875,129.16810546875,5.155206982418894
2019-11-10,2019-11-16,25.4,197.28,6.6240087890625,7.68,5.4199951171875,-119.52000000000001,185.7601318359375,-18.644796435534953,-49.68006591796875,-26.2280810546875,-3.16480644531548
2019-11-17,2019-11-23,24.6,-636.4,-22.187989501953123,28.08,4.7800048828125,-165.11999999999998,146.63974609375,13.47959042966366,134.1599365234375,-2.688046875,7.275583959966898
2019-11-24,2019-11-30,46.8,78.44,5.512012939453125,285.2,-6.0,752.6,-567.6,25.799999999999997,68.64016113281251,188.85982666015624,-2.2360052490234374
2019-12-01,2019-12-07,-60.8,-272.15999999999997,-6.383979492187564,37.519999999999996,-5.7800048828125,453.59999999999997,22.4000244140625,-12.947225048840046,11.399963378906364,63.179901123046875,2.5535945800692095
2019-12-08,2019-12-14,-2.4,980.64,-43.63189453125025,121.43999999999998,-5.1,285.12,42.400146484375,-10.812037353515624,-40.39990234375023,3.9599999999999995,-4.282404443323636
2019-12-15,2019-12-21,17.4,-54.2,3.339996337890625,88.44,13.24000244140625,-49.4,40.8,7.94400146484375,227.1197509765625,181.7919396972656,2.003997802734375
2019-12-22,2019-12-28,47.4,-14.4,-0.6080004882812501,15.36,3.6800048828125,-0.32000000000000006,-70.5596923828125,6.182381249964237,-63.84005126953125,-0.7200000000000001,2.5535909179598093
2019-12-29,2020-01-04,-25.4,772.5600000000001,36.260000000000005,4.960000000000001,12.07999267578125,111.0,404.400146484375,81.41918012693525,294.0,-27.300018310546875,33.02601196289063
2020-01-05,2020-01-11,11.6,-394.32,-95.39999999999999,628.0,23.00000000000002,886.1599999999999,1528.5601074218748,799.0200561523444,396.0,299.2878979492187,312.66002197265624
2020-01-12,2020-01-18,-22.2,-95.76,3.9480102539062027,1.7600000000000002,-10.739990234375023,155.4,6704.721020507803,-172.2694695800544,-392.9210205078078,18.5,-15.077641455083882
2020-01-19,2020-01-25,33.6,204.24,-3.5519458007814184,0.72,-0.84000244140625,497.28000000000003,-115.91938476562692,-1.1591972167790128,20.159692382813457,13.440000000000001,-0.3311931885034058
2020-01-26,2020-02-01,-72.0,112.8,4.10400146484375,651.24,-3.3800048828125,88.32,3995.1994628906255,61.38088041990996,752.4002685546875,345.91999999999996,62.1072138183564
2020-02-02,2020-02-08,19.4,-256.0,27.392031249999857,28.56,15.34000244140625,675.84,-1041.6000000000001,257.712041015625,132.6801513671868,190.07999999999998,-35.95204101562481
2020-02-09,2020-02-15,-17.6,-669.2800000000001,43.43204345703105,57.76,-6.5199951171875,-484.16,-666.0,-144.7438916015625,-73.20007324218716,-1.0880664062499998,54.16805419921849
2020-02-16,2020-02-22,-1.0,198.0,53.79998779296875,168.48000000000002,19.27999267578125,456.0,2921.6000000000004,339.32787109375005,893.0797973632812,190.60794433593753,94.687978515625
2020-02-23,2020-02-29,-67.75,6170.400000000001,100.8,3467.6400000000003,-20.4,4024.7999999999997,17038.2,793.56,1226.3999999999999,675.2722729492181,108.91999999999999
2020-03-01,2020-03-07,-241.5,8236.875,1221.875,3977.875,-40.44999694824219,9415.625,25031.25,1137.6561641693115,18912.5,1178.9995002746605,597.65625
2020-03-08,2020-03-14,-88.0,54124.438972473145,3421.3375930786124,5978.6875,-62.275001525878906,30763.99458694458,76102.625,4725.115740776062,30591.499999999993,6218.619586944578,2314.1874999999995
2020-03-15,2020-03-21,81.2,786.6878906249999,243.73274467773743,133.39999999999998,-2.179998779296875,-748.0558959960938,435.5359204101563,29.124778369143606,452.4879602050783,197.66410400390626,185.43674980469055
2020-03-22,2020-03-28,79.0,1638.527734375,165.05758243408053,2012.8,37.6,542.159912109375,5425.92,541.44,4129.728229980468,-33.120043945312496,157.8240087890625
2020-03-29,2020-04-04,66.33333333333333,1320.9603149414063,62.6687961914019,-92.88,-6.44000244140625,847.8722021484375,4173.9715502929685,-145.93043959960343,1127.3036627197287,336.16805053710937,138.67914356689928
2020-04-05,2020-04-11,14.666666666666664,5257.777777777777,78.57798936631879,69.0,11.599995930989584,3709.333333333333,-4702.222222222223,444.6665106879341,-278.0451931423588,449.3996734619151,86.88912285698713
2020-04-12,2020-04-18,37.2,949.1337076822917,5.502350328282787,623.3333333333334,12.5,-13.755560980902779,1425.0,-62.5,76.00173950194772,-0.7333306206597349,1.3333638509113634
2020-04-19,2020-04-25,43.33333333333334,151.34811767578125,5.212415551766718,1266.08,10.52000732421875,58.40404541015626,615.4000000000001,178.84012451171873,60.09213256835897,66.58797729492198,28.220062255859183
2020-04-26,2020-05-02,-52.0,8323.71048312717,327.1952016873078,434.8888888888889,27.133321126302082,6112.44398328993,8229.601318359375,689.1864670138392,1965.5980224609375,921.7775472005218,154.0932029893415
2020-05-03,2020-05-09,-9.8,-101.00811523437501,23.026421044915914,558.6,-9.2199951171875,5.9920068359375005,768.4084643554686,37.2488027831912,-1023.2757678222655,-2.38,-21.735208203122017
2020-05-10,2020-05-16,-25.6,4382.335541992187,180.33906708985566,1012.3200000000002,-23.2800048828125,1616.5118310546877,3913.6972265624995,362.70258974611755,1939.2627734374998,351.5359155273442,120.27756162106989
2020-05-17,2020-05-23,-43.0,999.04,-4.4799999999999995,521.6,13.8,-497.28,1499.3885961914066,254.19610107421877,-16.28,-75.47999999999999,-3.6840014648437505
2020-05-24,2020-05-30,-0.8,-218.5312843322754,43.70625686645508,28.125,-8.17498779296875,398.21256256103516,-0.0,3.883169097825885,-0.0,58.9375,1.0687637329101562
2020-05-31,2020-06-06,13.75,-2418.7168212890624,-6.614767138659954,638.4,1.1199951171875,359.5001220703125,-150.4,10.5279541015625,-7.3599609375,-10.0,4.3239770507812505
2020-06-07,2020-06-13,-14.2,195.13739776611328,-15.436206359881908,11.25,-11.524993896484375,-599.9746856689453,3792.6568031311035,-241.1605324554257,240.15569686889648,-6.4375,27.72556518553756
2020-06-14,2020-06-20,-0.8,94.53602539062501,93.80878081053496,211.68,-0.72000732421875,-1385.3163720703126,1236.48,-8.064082031249999,-569.66373046875,38.1,-57.79197265624999
2020-06-21,2020-06-27,-20.4,155.82000000000002,55.968019409179604,1370.2,-5.55999755859375,1354.68,918.96,46.7039794921875,385.0881335449213,313.53589599609427,29.568010253906206
2020-06-28,2020-07-04,22.8,165.96834358215446,-13.448028465272383,60.5200331115621,11.500001144409179,53.136059951679286,253.43975830078125,-41.400004119873046,288.6397381591669,16.199946117437687,14.760000686645508
2020-07-05,2020-07-11,27.6,1488.9715578460728,15.831581156162741,57.12006912230448,-13.440003585815429,444.8877149963852,81.9681992185861,50.53438067015726,34.44407530965878,72.81597751617359,5.940790835574757
2020-07-12,2020-07-18,-3.4,-59.48833007812807,-0.5192023437470491,-88.8,1.32000732421875,0.26400146484376363,-19.9680078125,-8.236848925799132,3.7759960937500185,-0.26400146484375,-7.36319526366893
2020-07-19,2020-07-25,47.5,-13.247988281250038,16.228790698237713,89.88,8.639990234375,-33.11997070312509,-37.96,126.143857421875,-5.096001586914048,-16.87999267578125,28.616008911132727
