first_day_in_week,last_day_in_week,ADGR_main_symb_weekly_mean_diff,OVRS.TA_weekly_mean_diff_0.4,ISCD.TA_weekly_mean_diff_0.41,LDER.TA_weekly_mean_diff_0.41,MLTM.TA_weekly_mean_diff_0.41,PCBT.TA_weekly_mean_diff_0.48,PHOE.TA_weekly_mean_diff_0.41,SHOM.TA_weekly_mean_diff_0.43_INT_OPAL.TA_weekly_mean_diff_0.45_corr_0.78,ALRPR.TA_weekly_mean_diff_0.52_INT_BSEN.TA_weekly_mean_diff_0.43_corr_0.7,HLMS.TA_weekly_mean_diff_0.42,MTRX.TA_weekly_mean_diff_0.42,RLCO.TA_weekly_mean_diff_0.36,SHOM.TA_weekly_mean_diff_0.43,BSEN.TA_weekly_mean_diff_0.43,IBI.TA_weekly_mean_diff_0.43,SNEL.TA_weekly_mean_diff_0.36_INT_KNFM.TA_weekly_mean_diff_0.46_corr_0.71,ZUR.TA_weekly_mean_diff_0.42_INT_OPAL.TA_weekly_mean_diff_0.45_corr_0.73,ZUR.TA_weekly_mean_diff_0.42_INT_SHOM.TA_weekly_mean_diff_0.43_corr_0.7,JBNK.TA_weekly_mean_diff_0.44,OPAL.TA_weekly_mean_diff_0.45,BIOV.TA_weekly_mean_diff_0.46,KNFM.TA_weekly_mean_diff_0.46,ZUR.TA_weekly_mean_diff_0.42_INT_MNRV.TA_weekly_mean_diff_0.37_corr_0.74,ZUR.TA_weekly_mean_diff_0.42,ALRPR.TA_weekly_mean_diff_0.52,MMAN.TA_weekly_mean_diff_0.39_INT_OPAL.TA_weekly_mean_diff_0.45_corr_0.78,MMAN.TA_weekly_mean_diff_0.39_INT_ZUR.TA_weekly_mean_diff_0.42_corr_0.72,FIBIH.TA_weekly_mean_diff_0.41,FIBIH.TA_weekly_mean_diff_0.41_INT_ALRPR.TA_weekly_mean_diff_0.52_corr_0.71,ZUR.TA_weekly_mean_diff_0.42_INT_ISCD.TA_weekly_mean_diff_0.41_corr_0.73,MNRV.TA_weekly_mean_diff_0.37_INT_OPAL.TA_weekly_mean_diff_0.45_corr_0.8,MNRV.TA_weekly_mean_diff_0.37_INT_SHOM.TA_weekly_mean_diff_0.43_corr_0.75,SANO1.TA_weekly_mean_diff_0.36
2019-06-30,2019-07-06,0.72000732421875,4.039996337890625,-3.4,0.6800003051757812,156.0,2.060009765625,8.089990234375,4.621586767584135,42832.799999999996,-3.3,92.6,7.0,1.0599975585937613,264.4,-6.0,-51.04,11.33599365234375,2.7559936523437796,2.3199951171875,4.35999755859375,-3.420001220703125,-4.4,743.6,2.6,162.0,13.690402978509665,8.164006347656251,32.0,5184.0,-8.84,1246.9593017578125,303.15930175781574,30.0
2019-07-07,2019-07-13,0.17999267578125,-2.0,20.4,-0.14000015258789061,-2.0,0.7,-2.69599609375,-1.2100006103515626,6204.0,-5.2,-2.6,-32.2,-0.5,94.0,-4.6,260.4,-20.328010253906253,4.2,-2.35999755859375,2.420001220703125,-2.3,-6.0,1663.2,-8.4,66.0,-5.1304203125089405,17.808061523437498,-56.0,-3696.0,-171.35999999999999,-479.1602416992188,99.0,18.0
2019-07-14,2019-07-20,4.64000244140625,-2.079998779296875,-4.0,1.3400001525878906,-334.0,-3.8400024414062726,-1.733984375,0.24319782715291216,32368.0,-1.0599975585937613,-30.4,-2.4,-0.6399963378906364,-136.0,16.4,0.6400000000000001,5.175581518560657,8.716746997088363,2.45999755859375,-0.379998779296875,-4.139996337890636,3.2,7027.917480468762,-13.619995117187523,-238.0,-1.2235988525301218,-43.85648403316743,-66.0,15708.0,54.47998046875009,196.0793701171875,330.23811035156837,36.0
2019-07-21,2019-07-27,0.04000244140625,-1.979998779296875,10.2,-0.38000030517578126,-46.0,-0.6800048828124545,0.961962890625,7.390375146493316,-4216.0,1.579998779296875,7.4,29.8,5.95999755859375,124.0,-13.0,27.84,6.968773364275722,33.495157177746435,-9.05999755859375,1.239996337890625,1.4599975585937728,4.8,2540.2377929687605,5.619995117187523,-34.0,-0.3223960205167532,-1.461185009777552,32.0,-1088.0,57.32395019531273,560.4783447265625,2693.918896484375,18.0
2019-07-28,2019-08-03,1.5199951171875,-4.420001220703125,4.6,0.4200004577636719,54.0,-4.419995117187545,3.08203125,2.4056077636778355,-456.0,2.420001220703125,15.0,-3.0,1.94000244140625,-6.0,23.6,59.28,-3.7200073242187504,-5.82000732421875,3.27999267578125,1.24000244140625,2.9400024414062385,5.2,-2682.0,-3.0,76.0,-1.6368123047053815,3.96002197265625,92.0,6992.0,-13.799999999999999,1108.5621826171875,1734.3621826171875,-12.0
2019-08-04,2019-08-10,-5.0,2.25999755859375,-12.6,-1.1400001525878907,-146.0,-4.540002441406227,-20.802001953125,3.7064065185561774,-19656.0,0.24000244140625,-14.0,-8.0,-4.520001220703125,-126.0,-16.2,99.84,3.837609716802817,21.153627783208982,0.02000732421875,-0.820001220703125,-3.560003662109375,4.8,271.4402832031237,-4.680004882812478,156.0,-0.2788024169951677,-1.5912130859494134,-20.0,-3120.0,58.968061523437214,47.56007080078125,262.1600708007812,28.0
2019-08-11,2019-08-17,9.44000244140625,-1.7199951171875,-2.8,-0.5599998474121094,380.0,-2.25999755859375,-5.7780029296875,-0.114000244140625,7296.0,-3.7,-12.0,10.2,1.14000244140625,-64.0,-9.2,20.8,0.7079992675781273,-8.071208935529018,4.25999755859375,-0.1,-0.05999755859375,-4.0,2123.997802734382,-7.079992675781273,-114.0,0.29400024414062503,20.81519575193531,-14.0,1596.0,19.82397949218756,30.0,-342.000732421875,68.0
2019-08-18,2019-08-24,0.8,3.05999755859375,17.6,1.1400001525878891,2310.0,2.0199951171875115,14.4459716796875,-39.7799682617189,26080.0,0.25999755859375,57.2,2.8,6.119995117187523,326.0,-2.4,174.84,-25.219952392578275,23.745536230504744,2.95999755859375,-6.5,-0.9,6.2,-527.6790039062531,3.879992675781273,80.0,13.389984130859375,-7.992775439471053,66.0,5280.0,68.28787109375041,884.0,-832.3193359375032,4.0
2019-08-25,2019-08-31,1.24000244140625,-1.379998779296875,3.0,0.41999969482422017,72.0,-4.879998779296886,1.156005859375,-7.740014648437363,6188.0,2.64000244140625,-25.0,11.8,2.5800048828124544,182.0,25.2,-0.0,-69.24001464843744,59.54652529299148,-7.5199951171875,-3.0,1.9200012207031136,0.0,14124.962988281237,23.080004882812478,34.0,1.5599853515625002,-12.001489843726148,-36.0,-1224.0,69.24001464843744,-1836.0,1578.9629882812221,-22.0
2019-09-01,2019-09-07,1.3,4.379998779296875,-1.0,0.25999984741210935,-114.0,-5.0,4.622021484375,18.479992675781318,-0.0,-3.320001220703125,-8.8,-23.2,6.159997558593773,-40.0,4.6,166.4,4.800000000000001,9.855996093750036,3.14000244140625,3.0,-0.32000122070311365,13.0,329.6,1.6,0.0,-0.24001464843749998,-0.1280078125,-34.0,-0.0,-1.6,618.0,1268.9594970703172,6.0
2019-09-08,2019-09-14,0.4250030517578125,0.059997558593761366,0.0,-0.04000015258789062,-476.0,-5.079998779296875,5.777978515625,5.32479179687798,-3096.0,1.820001220703125,-31.6,-2.0,4.15999755859375,-86.0,-6.6,9.6,22.271978759765624,72.38395751953124,-0.1,1.279998779296875,0.4799987792968864,2.4,-1809.6,17.4,36.0,2.4064039550721645,32.712084960937496,36.0,1296.0,0.0,-133.119873046875,-432.63974609375,-42.0
2019-09-15,2019-09-21,3.3,-3.099998474121108,-2.0,-0.6749992370605487,145.0,2.6750030517578125,12.52252197265625,-0.25999855040572584,-237.5,-0.1750030517578125,66.5,21.5,-0.649993896484375,-2.5,-44.25,55.0,-0.20000076293945312,0.3249969482421875,3.5749969482421875,0.40000152587890625,0.125,2.5,40.0,-0.5,95.0,-0.24000335694290698,0.3000030517578125,42.5,4037.5,1.0,-32.0001220703125,51.99951171875,-22.5
2019-09-22,2019-09-28,-8.100006103515625,0.760003662109375,-9.0,0.7,-120.0,3.579998779296875,8.2,3.49200439453125,-640.0,-2.479998779296875,56.4,-1.0,-1.94000244140625,64.0,9.8,-9.240000000000002,5.4,5.82000732421875,4.0,-1.8,-1.5200012207031364,2.2,-264.0,-3.0,-10.0,8.64,14.399999999999999,62.0,-620.0,27.0,-158.4,-170.72021484375,20.0
2019-09-29,2019-10-05,15.26666259765625,6.649993896484375,5.5,0.0,-245.0,8.699996948242188,-20.5,-6.239998779259622,400.0,0.1999969482421875,23.0,-33.5,4.79998779296875,-20.0,-2.0,504.0,15.60003662109375,-57.599853515625,-4.25,-1.3000030517578125,-3.149993896484375,-24.0,-4140.0,-12.0,-20.0,-0.0,-0.0,-25.0,500.0,-66.0,-448.5010528564453,1655.9957885742188,185.0
2019-10-06,2019-10-12,26.33333333333333,0.0,-1.3333333333333333,1.266666412353518,916.6666666666666,5.466664632161458,0.3333333333333333,4.830016886401508,47500.0,5.700002034505208,34.666666666666664,24.666666666666668,6.900004069010417,190.0,9.666666666666666,894.4444444444445,1.633338080512153,16.10000949435764,5.23333740234375,0.7000020345052084,3.6666666666666665,53.666666666666664,-256.6666666666667,2.3333333333333335,250.0,-1.0500030517578125,-3.5,126.66666666666667,31666.666666666668,-3.111111111111111,-77.00022379557292,-759.0004475911459,196.66666666666666
2019-10-13,2019-10-19,6.23333740234375,3.6666666666666665,4.666666666666667,1.0999997456868489,500.0,0.100006103515625,22.333333333333332,1.833343505859375,-444.4444444444445,2.733327229817727,32.666666666666664,0.3333333333333333,2.20001220703125,66.66666666666667,-48.333333333333336,5664.222222222223,30.277777777777782,79.93377685546875,2.79998779296875,0.8333333333333334,3.466664632161477,47.333333333333336,7266.666666666667,36.333333333333336,-6.666666666666667,1.6111077202690973,70.24429660373265,0.0,-0.0,169.55555555555557,166.66666666666669,440.00244140625,110.0
2019-10-20,2019-10-26,-2.15999755859375,-4.733337402343731,-3.6666666666666665,0.09999974568684895,380.0,1.1999918619791856,-4.0,11.022189670138888,6600.0,1.2333374023437311,58.0,-32.333333333333336,4.133321126302083,-73.33333333333333,-7.0,-143.88888888888889,18.666666666666664,28.933247884114582,-0.0333251953125,2.6666666666666665,-2.466664632161477,-1.6666666666666667,2660.0,7.0,-90.0,24.622233072916664,64.63336181640625,20.0,-1800.0,-25.666666666666664,1013.3333333333333,1570.6620279947915,63.333333333333336
2019-10-27,2019-11-02,-7.42000732421875,-3.5199951171875115,2.4,0.28000030517578123,120.0,-3.2399963378906365,-14.6,12.734786303713918,4880.0,1.2,26.2,5.0,8.05999755859375,244.0,5.8,398.16,-22.11998291015625,-112.8399658203125,-4.74000244140625,1.579998779296875,-1.25999755859375,15.8,6216.0,-14.0,20.0,4.739996337890625,-42.0,6.0,120.0,-33.6,-701.5194580078125,-3578.638916015625,-20.0
2019-11-03,2019-11-09,2.8800048828125,-2.44000244140625,-5.8,-1.2,-418.0,0.920001220703125,-30.8,4.809611669927835,-0.0,6.259997558593762,-77.8,18.0,6.6800048828125,0.0,-10.2,926.8000000000001,7.776013183593751,72.14405273437501,1.65999755859375,0.720001220703125,-1.74000244140625,14.0,1080.0,10.8,-102.0,1.4832007568329573,22.247973632812503,8.0,-816.0,-62.64,72.0001220703125,668.00048828125,-98.0
2019-11-10,2019-11-16,12.0199951171875,-0.55999755859375,3.4,0.6599998474121094,312.0,-2.820001220703125,1.2,4.986402124017476,1620.0,-2.659997558593761,117.6,-2.6,5.4199951171875,-30.0,7.4,511.36,6.6240087890625,39.02396484375,-0.2199951171875,0.920001220703125,-1.2399993896484376,-9.4,-1987.2,7.2,-54.0,-3.808807299807668,-29.808017578125003,80.0,-4320.0,24.48,-253.9203369140625,-1495.91865234375,80.0
2019-11-17,2019-11-23,-7.75999755859375,-1.920001220703125,-2.0,0.6800003051757798,1104.0,-8.679998779296875,3.6,12.332406762689352,10296.0,-0.6400024414062386,45.2,19.2,4.7800048828125,198.0,25.4,-278.88000000000005,-22.187989501953123,-41.1080419921875,-0.34000244140625,2.579998779296875,2.0800018310546875,-8.4,-2236.0,-8.6,52.0,26.88360617674887,-89.61206298828124,12.0,624.0,17.2,670.7996826171875,1242.80126953125,30.0
2019-11-24,2019-11-30,-5.15999755859375,-2.820001220703125,-4.6,0.3,52.0,-2.620001220703125,31.0,-3.1200073242187503,-38280.0,7.620001220703114,-104.2,17.0,-6.0,-290.0,24.6,1890.0,5.512012939453125,-63.599999999999994,-6.1800048828125,0.520001220703125,6.439996337890625,-27.0,-1399.2,10.6,132.0,-2.2360052490234374,-45.58,72.0,9504.0,-48.76,-68.64016113281251,792.0,170.0
2019-12-01,2019-12-07,2.14000244140625,-1.120001220703125,-4.8,-0.28000030517577984,-182.0,-0.720001220703125,-1.4,-6.589184399396247,-760.0,-1.65999755859375,43.8,14.2,-5.7800048828125,-76.0,46.8,1071.0,-6.383979492187564,32.36802734375,7.3800048828125,1.1399963378906364,-1.279998779296875,-15.0,1243.1999999999998,-5.6,10.0,-0.7752030761540014,3.80802734375,-28.0,-280.0,26.88,-253.07918701172127,1283.1610839843752,112.0
2019-12-08,2019-12-14,-4.34000244140625,2.960003662109375,1.8,0.5199996948242187,32.0,1.3,-9.2,10.301975097656308,440.0,1.0,49.4,5.8,-5.1,22.0,-60.8,-30.0,-43.63189453125025,-110.16,3.4,-2.0199951171875115,1.04000244140625,-30.0,1166.4,21.6,20.0,2.2219946289062626,-23.760000000000005,-26.0,-520.0,38.88,-109.07973632812562,-275.4,-100.0
2019-12-15,2019-12-21,5.3800048828125,-4.34000244140625,-1.6,-0.01999969482421875,116.0,-2.4400024414062385,-13.4,44.22155966795981,-2720.0,-1.220001220703125,-26.0,-0.2,13.24000244140625,-40.0,-2.4,35.72,3.339996337890625,13.24000244140625,3.0199951171875,3.339996337890625,1.239996337890625,-3.8,530.0,1.0,68.0,-0.46760764159262186,-0.14000244140625,-56.0,-3808.0,-1.6,1770.1980590820312,7017.2012939453125,-174.0
2019-12-22,2019-12-28,0.65999755859375,1.4,-9.4,-0.14000015258789061,152.0,12.5,6.4,5.59361191406846,-2604.0,-1.3,29.0,-45.0,3.6800048828125,62.0,17.4,40.32,-0.6080004882812501,-1.472001953125,5.8800048828125,1.520001220703125,1.660003662109375,9.6,161.60000000000002,-0.4,-42.0,4.4688072998076676,-1.1760009765625001,-2.0,84.0,3.7600000000000002,-614.0804931640625,-1486.7219726562498,-86.0
2019-12-29,2020-01-04,-2.3800048828125,8.04000244140625,12.4,0.8799995422363281,408.0,-3.379998779296886,-0.8,59.19196411132813,-240.0,-4.55999755859375,77.2,-5.4,12.07999267578125,-4.0,47.4,1.6,36.260000000000005,89.39194580078126,-4.8800048828125,4.9,-1.8800048828125,4.0,5209.6,7.4,60.0,-8.133988037109376,-12.28398193359375,-16.0,-960.0,91.76,3449.6000000000004,8504.31484375,80.0
2020-01-05,2020-01-11,-0.17999267578125,7.919995117187511,-3.0,0.3400009155273409,220.0,-0.32000122070311365,-20.0,207.0000000000002,-4400.0,3.35999755859375,-11.0,28.6,23.00000000000002,-100.0,-25.4,-24.96,-95.39999999999999,-243.8000000000002,7.9800048828125,9.0,0.64000244140625,2.6,1717.2,-10.6,44.0,-3.4200439453125,4.0280517578124995,-14.0,-616.0,31.799999999999997,-1458.0,-3726.0000000000036,130.0
2020-01-12,2020-01-18,-0.960009765625,-3.2599975585937613,-2.8,-0.5199996948242159,-78.0,4.7,0.2,10.095617040991684,121220.0,2.2599975585937613,106.6,2.2,-10.739990234375023,290.0,11.6,141.23999999999998,3.9480102539062027,45.1079589843751,1.3,-0.9400024414062387,1.3,6.6,-1125.6000000000001,-4.2,418.0,-3.2336106933652964,-14.44801025390625,-8.0,-3344.0,11.76,-251.92065429687196,-2878.3173828125064,-12.0
2020-01-19,2020-01-25,-0.05999755859375,0.8599975585937614,3.8,0.4399993896484375,1782.0,2.5400024414062385,-0.6,0.20159750975669385,6720.0,1.0400024414062385,3.4,-29.2,-0.84000244140625,-80.0,-22.2,42.839999999999996,-3.5519458007814184,-12.4320361328125,0.85999755859375,-0.23999633789063637,-1.3,1.4,-1568.8000000000002,14.8,-84.0,0.2111950195580821,-13.0238916015625,-30.0,2520.0,56.24,25.439611816407457,89.0402587890625,56.0
2020-01-26,2020-02-01,12.2,-0.3199951171875114,-2.2,0.019999694824221592,-566.0,-0.979998779296875,-16.2,11.559620825201273,4840.0,-1.65999755859375,-101.2,-8.2,-3.3800048828125,-22.0,33.6,-21.0,4.10400146484375,4.0560058593749995,-0.7,-3.420001220703125,-1.75999755859375,0.6,-204.0,-1.2,-220.0,13.81681328125298,4.8480029296875,-36.0,7920.0,2.64,-581.4002075195312,-574.600830078125,-144.0
2020-02-02,2020-02-08,-7.2199951171875,-6.84000244140625,-19.6,-0.3199996948242216,604.0,-1.920001220703125,-8.4,-32.82764267578704,11160.0,3.75999755859375,-70.4,30.0,15.34000244140625,-180.0,-72.0,301.59999999999997,27.392031249999857,-196.35203125,-9.57999267578125,-2.1400024414062386,-1.820001220703125,-11.6,8576.0,-12.8,-62.0,11.42761826172465,68.35203125000001,124.0,-7688.0,250.88000000000002,1433.8016357421798,-10277.801635742188,-78.0
2020-02-09,2020-02-15,3.95999755859375,-0.4,18.8,0.5199996948242216,-400.0,2.84000244140625,15.2,-15.908804003894256,-5160.0,0.94000244140625,-1.0,9.6,-6.5199951171875,172.0,19.4,-42.16,43.43204345703105,-116.0559130859375,2.55999755859375,2.4400024414062385,-0.34000244140623864,-12.4,10324.0,17.8,-30.0,10.199222119152497,74.4040869140625,-166.0,4980.0,334.64000000000004,1415.2014160156184,-3781.59716796875,-30.0
2020-02-16,2020-02-22,-18.6,-0.7,5.8,0.919999694824216,-236.0,1.079998779296875,7.8,103.72633706055582,-11620.0,-0.48000488281248865,18.4,-3.6,19.27999267578125,-70.0,-17.6,-140.76,53.79998779296875,192.7999267578125,-1.72000732421875,5.379998779296875,0.4999999999999886,-10.2,9420.0,10.0,166.0,4.841998901367187,9.0,28.0,4648.0,58.0,5067.958850097656,18161.75310058594,180.0
2020-02-23,2020-02-29,-15.25,-7.079998779296875,-14.0,-0.11999969482421875,-1396.0,-6.279998779296875,-42.6,57.11999999999999,211992.0,-11.6,-108.0,-64.0,-20.4,-484.0,-1.0,1275.5600000000002,100.8,734.4,-7.0,-2.8,0.560003662109375,-28.6,20016.0,-36.0,-438.0,26.544013671874996,341.28017578124997,-140.0,61320.0,504.0,1556.8,11342.4,-360.0
2020-03-01,2020-03-07,-50.75,-7.150001525878906,-22.75,-2.5249996185302734,-1357.5,-13.200004577636719,-60.5,859.5624351501465,273675.0,-8.574996948242202,-163.25,-59.0,-40.44999694824219,-307.5,-67.75,4864.050247192383,1221.875,2325.874824523926,-8.349990844726562,-21.25,-8.925003051757812,-60.05000305175781,92143.75,-57.5,-890.0,312.90637969970703,846.6878509521484,-210.75,187567.5,1308.125,34053.125,64821.120109558105,102.5
2020-03-08,2020-03-14,-25.02000122070313,-13.325000762939453,-77.14999389648438,-3.8000001907348633,-3262.5,-19.875,-72.25,1899.3875465393062,817946.5,-32.84999847412111,-328.0,-85.25,-62.275001525878906,-815.5,-241.5,23150.797729492188,3421.3375930786124,6985.698486213689,-33.350006103515625,-30.499999999999993,-16.549999237060547,-93.34999084472656,413364.88624572754,-112.17500305175781,-1003.0,1416.7249069213865,5210.5285494232085,-485.5,486956.5,8654.300800781231,112392.49999999997,229483.38062286377,-690.0
2020-03-15,2020-03-21,2.74000244140625,-8.779998779296875,-19.0800048828125,-0.4400001525878906,-80.0,-10.879998779296875,4.6,30.258380395509313,6767.76,-8.480001831054675,127.0,-35.2,-2.179998779296875,-207.6,-88.0,914.4003295898433,243.73274467773743,38.28077324219048,-18.64000244140625,-13.87999877929688,-4.380001831054687,-20.32000732421874,25005.4365234375,-17.55999755859375,-32.6,145.46237026367325,184.0287529785184,225.2,-7341.5199999999995,335.0448391601443,19765.11826171876,3104.31826171875,40.0
2020-03-22,2020-03-28,11.9,16.0,33.0,-0.31999969482421875,1470.0,5.6,54.4,412.09602294921876,141073.91999999998,10.219998168945313,95.6,93.8,37.6,374.4,81.2,-258.23999999999995,165.05758243408053,566.255908203125,11.1,10.960000610351562,5.0800018310546875,-4.8,29457.355224609375,15.05999755859375,376.8,268.9584417358412,369.5723768554626,116.0,43708.8,496.97991943359375,21437.761193847655,73545.6,214.0
2020-03-29,2020-04-04,17.833323160807293,-3.4600006103515626,10.819995117187522,0.41999969482421873,1488.0,21.3,10.8,-39.41280314940967,24167.039999999997,9.7,77.4,-7.2,-6.44000244140625,131.2,79.0,608.1240661621089,62.6687961914019,-65.94564072266222,11.360009765625,6.119998168945324,11.539999389648438,11.220001220703114,2498.5605957031253,10.24000244140625,184.2,-9.302404687497782,-15.564816210940482,50.8,9357.359999999999,110.79677641600394,1493.2795532226592,-1571.360595703125,236.0
