first_day_in_week,last_day_in_week,ADGR_main_symb_weekly_mean_diff,OVRS.TA_weekly_mean_diff_0.4,ISCD.TA_weekly_mean_diff_0.41,LDER.TA_weekly_mean_diff_0.41,MLTM.TA_weekly_mean_diff_0.41,PCBT.TA_weekly_mean_diff_0.48,PHOE.TA_weekly_mean_diff_0.41,SHOM.TA_weekly_mean_diff_0.43_INT_OPAL.TA_weekly_mean_diff_0.45_corr_0.78,ALRPR.TA_weekly_mean_diff_0.52_INT_BSEN.TA_weekly_mean_diff_0.43_corr_0.7,HLMS.TA_weekly_mean_diff_0.42,MTRX.TA_weekly_mean_diff_0.42,RLCO.TA_weekly_mean_diff_0.36,SHOM.TA_weekly_mean_diff_0.43,BSEN.TA_weekly_mean_diff_0.43,IBI.TA_weekly_mean_diff_0.43,SNEL.TA_weekly_mean_diff_0.36_INT_KNFM.TA_weekly_mean_diff_0.46_corr_0.71,ZUR.TA_weekly_mean_diff_0.42_INT_OPAL.TA_weekly_mean_diff_0.45_corr_0.73,ZUR.TA_weekly_mean_diff_0.42_INT_SHOM.TA_weekly_mean_diff_0.43_corr_0.7,JBNK.TA_weekly_mean_diff_0.44,OPAL.TA_weekly_mean_diff_0.45,BIOV.TA_weekly_mean_diff_0.46,KNFM.TA_weekly_mean_diff_0.46,ZUR.TA_weekly_mean_diff_0.42_INT_MNRV.TA_weekly_mean_diff_0.37_corr_0.74,ZUR.TA_weekly_mean_diff_0.42,ALRPR.TA_weekly_mean_diff_0.52,MMAN.TA_weekly_mean_diff_0.39_INT_OPAL.TA_weekly_mean_diff_0.45_corr_0.78,MMAN.TA_weekly_mean_diff_0.39_INT_ZUR.TA_weekly_mean_diff_0.42_corr_0.72,FIBIH.TA_weekly_mean_diff_0.41,FIBIH.TA_weekly_mean_diff_0.41_INT_ALRPR.TA_weekly_mean_diff_0.52_corr_0.71,ZUR.TA_weekly_mean_diff_0.42_INT_ISCD.TA_weekly_mean_diff_0.41_corr_0.73,MNRV.TA_weekly_mean_diff_0.37_INT_OPAL.TA_weekly_mean_diff_0.45_corr_0.8,MNRV.TA_weekly_mean_diff_0.37_INT_SHOM.TA_weekly_mean_diff_0.43_corr_0.75,SANO1.TA_weekly_mean_diff_0.36
2019-04-21,2019-04-27,-3.3800048828125,-3.6199951171875115,2.6,-0.01999969482421875,-98.0,0.3199951171875,7.126000976562454,1.36,-270.0,-1.879998779296875,-12.6,-23.4,0.8,5.0,0.0,85.28,6.8,3.2,3.0199951171875,1.7,-0.320001220703125,5.2,-432.0,4.0,-54.0,2.00600830078125,4.72001953125,22.0,-1188.0,10.4,-183.6,-86.4,106.0
2019-04-28,2019-05-04,0.7,-5.9,-5.4,-0.020000457763671875,-618.0,3.42000732421875,-7.319995117187455,17.899993896484375,3514.0,-6.479998779296875,-46.0,22.6,-5.0,-50.2,16.0,34.0,26.491990966796877,37.0,-1.4199951171875,-3.579998779296875,1.4,-17.0,1465.2,-7.4,-70.0,6.300789111331105,13.02398193359375,-88.0,6160.0,39.96000000000001,708.8397583007812,990.0,16.0
2019-05-05,2019-05-11,-0.0199951171875,-1.120001220703125,1.0,-0.059999847412109376,116.0,-0.85999755859375,1.5419921875,-2.8644063964858653,1526.3999999999999,-1.0800048828124886,14.6,-9.2,4.620001220703125,42.4,-20.4,0.0,-3.100006103515625,23.100006103515625,0.6199951171875,-0.620001220703125,-0.25999755859375,0.0,90.0,5.0,36.0,0.5828026611357927,-4.70001220703125,6.0,216.0,5.0,-11.160021972656251,83.16002197265625,-8.0
2019-05-12,2019-05-18,-3.9,-1.579998779296875,-4.2,-0.1400001525878892,140.0,0.4199951171875,32.166015625,0.032402001954615116,309.59999999999997,-2.4599975585937615,24.4,10.0,-1.620001220703125,17.2,37.8,-125.80000000000001,0.044002685546875,3.564002685546875,0.74000244140625,-0.020001220703125,-1.160003662109375,-7.4,576.4000000000001,-2.2,18.0,0.12360764160752295,13.5960107421875,38.0,684.0,9.240000000000002,5.24031982421875,424.4403198242187,-52.0
2019-05-19,2019-05-25,1.0199951171875,-4.24000244140625,-0.6,0.5800003051757798,1066.0,0.9199951171875,6.547998046875,7.866002197265626,-2662.4,-0.34000244140623864,48.0,0.0,8.74000244140625,-41.6,-23.0,47.599999999999994,-20.88,-202.76805664062502,2.1199951171875,0.9,0.779998779296875,2.8,-8027.2,-23.2,64.0,3.1140087890625003,-80.2722265625,-14.0,-896.0,13.92,311.40000000000003,3024.0408447265627,72.0
2019-05-26,2019-06-01,-8.0,-5.740002441406238,-3.0,0.0,-232.0,0.72000732421875,-4.430029296875,3.270001220703125,5674.400000000001,0.3800048828124886,38.6,9.8,-6.54000244140625,-34.6,-1.6,23.32,5.5,71.94002685546874,-10.0,-0.5,-0.879998779296875,2.2,1232.0,-11.0,-164.0,-0.00999755859375,-0.21994628906250002,-56.0,9184.0,33.0,56.0,732.4802734374999,106.0
2019-06-02,2019-06-08,7.84000244140625,5.740002441406238,1.0,0.31999969482421875,-158.0,-0.85999755859375,-16.177978515625,8.64,-948.0,-0.8800048828124887,-24.6,-9.8,4.8,31.6,-50.4,-51.519999999999996,-0.36000000000000004,-0.96,-9.8,1.8,0.379998779296875,18.4,-71.2,-0.2,-30.0,-3.2759912109375,0.3639990234375,16.0,-480.0,-0.2,640.8000000000001,1708.8,26.0
2019-06-09,2019-06-15,-0.9800048828125,-3.1400024414062386,-17.0,0.24000015258789062,-526.0,-0.52000732421875,0.77001953125,3.820001220703125,-3552.0,2.6400024414062386,-7.0,-2.0,-3.820001220703125,-24.0,30.4,46.239999999999995,8.8,33.616010742187505,0.02000732421875,-1.0,-2.1,3.4,1478.4,-8.8,148.0,2.54000244140625,22.352021484375,14.0,2072.0,149.60000000000002,168.0,641.7602050781251,40.0
2019-06-16,2019-06-22,2.7800048828125,2.9400024414062385,3.4,0.6400001525878907,380.0,-0.0199951171875,20.223974609375,1.3055901855602863,1602.0,-0.179998779296875,-27.8,-0.8,-0.639996337890625,17.8,1.2,-107.16000000000001,-0.8159985351562501,-0.25599853515625004,8.539990234375,-2.039996337890625,-1.7,-9.4,-27.200000000000003,0.4,90.0,-1.3056026367098092,0.2560009765625,-24.0,-2160.0,1.36,138.71975097656252,43.519750976562506,92.0
2019-06-23,2019-06-29,0.97999267578125,-7.95999755859375,-13.4,-0.6200004577636719,28.0,-7.52000732421875,-22.535986328125,6.04799560546875,-3236.0,7.939996337890636,15.8,4.2,3.35999755859375,161.8,-10.4,21.6,9.0,16.79998779296875,3.060009765625,1.8,2.920001220703125,-7.2,140.0,5.0,-20.0,11.0159912109375,30.5999755859375,62.0,-1240.0,-67.0,50.4,94.07993164062499,-24.0
